,PL4F06~1,
Raman shift [1/cm],Intensity,
3014.167,0.125,
3011.256,-1.4250107,
3008.346,223.8832,
3005.435,249.89178,
3002.525,241.29502,
2999.614,275.49257,
2996.704,285.49614,
2993.793,294.88652,
2990.882,294.59824,
2987.972,294.18049,
2985.061,310.00185,
2982.151,328.45442,
2979.240,350.7077,
2976.329,345.85998,
2973.419,349.46364,
2970.508,353.22494,
2967.598,376.125,
2964.687,376.125,
2961.777,377.03099,
2958.866,394.125,
2955.955,402.47233,
2953.045,414.61048,
2950.134,438.0084,
2947.224,441.03959,
2944.313,451.60791,
2941.403,467.25593,
2938.492,480.25236,
2935.581,482.9851,
2932.671,479.76448,
2929.760,485.14424,
2926.850,491.17726,
2923.939,505.40067,
2921.028,503.94248,
2918.118,509.72702,
2915.207,523.18193,
2912.297,533.07422,
2909.386,535.125,
2906.476,530.28793,
2903.565,541.51316,
2900.654,536.97129,
2897.744,533.15014,
2894.833,527.70246,
2891.923,527.6667,
2889.012,541.46604,
2886.102,503.43988,
2883.191,530.09196,
2880.280,499.747,
2877.370,479.77036,
2874.459,448.23827,
2871.549,509.04668,
2868.638,565.30849,
2865.727,559.6019,
2862.817,562.1103,
2859.906,560.8458,
2856.996,549.59556,
2854.085,561.40652,
2851.175,571.45636,
2848.264,559.1985,
2845.353,578.41329,
2842.443,548.52082,
2839.532,538.15494,
2836.622,537.54623,
2833.711,529.96174,
2830.801,528.93088,
2827.890,532.68618,
2824.979,532.54496,
2822.069,555.9203,
2819.158,535.84467,
2816.248,542.58447,
2813.337,561.40306,
2810.427,542.03684,
2807.516,549.17531,
2804.605,545.21155,
2801.695,558.86184,
2798.784,546.01208,
2795.874,537.53923,
2792.963,553.05362,
2790.052,542.12757,
2787.142,544.37488,
2784.231,527.15761,
2781.321,550.74784,
2778.410,549.68971,
2775.500,549.23224,
2772.589,553.85513,
2769.678,552.94407,
2766.768,563.125,
2763.857,559.54504,
2760.947,552.63446,
2758.036,560.05497,
2755.126,583.93483,
2752.215,592.16602,
2749.304,587.04048,
2746.394,571.35882,
2743.483,577.77504,
2740.573,578.99672,
2737.662,583.35872,
2734.751,589.45027,
2731.841,561.36675,
2728.930,604.75644,
2726.020,594.7934,
2723.109,597.01158,
2720.199,591.77186,
2717.288,591.94982,
2714.377,605.79976,
2711.467,606.9283,
2708.556,618.11405,
2705.646,625.74471,
2702.735,610.63274,
2699.825,615.67954,
2696.914,611.50591,
2694.003,626.538,
2691.093,629.87471,
2688.182,629.76204,
2685.272,621.63851,
2682.361,633.60753,
2679.450,635.74224,
2676.540,643.55593,
2673.629,619.11153,
2670.719,637.97159,
2667.808,630.85453,
2664.898,630.82636,
2661.987,640.15859,
2659.076,649.25216,
2656.166,639.8522,
2653.255,652.79337,
2650.345,671.64587,
2647.434,672.21074,
2644.524,675.05546,
2641.613,674.01061,
2638.702,676.06188,
2635.792,662.21773,
2632.881,670.70237,
2629.971,686.82979,
2627.060,653.78938,
2624.149,677.17812,
2621.239,689.13686,
2618.328,693.40442,
2615.418,683.09773,
2612.507,695.74555,
2609.597,680.68588,
2606.686,694.41016,
2603.775,703.48214,
2600.865,719.35375,
2597.954,701.4604,
2595.044,709.77691,
2592.133,713.73647,
2589.223,734.63133,
2586.312,741.5371,
2583.401,715.59577,
2580.491,722.54803,
2577.580,717.17946,
2574.670,742.92983,
2571.759,729.63013,
2568.848,740.71067,
2565.938,744.0776,
2563.027,727.93174,
2560.117,752.03155,
2557.206,742.27629,
2554.296,765.69251,
2551.385,753.50504,
2548.474,768.97705,
2545.564,776.03003,
2542.653,739.98741,
2539.743,758.59419,
2536.832,758.10444,
2533.922,782.90423,
2531.011,775.99942,
2528.100,802.12154,
2525.190,788.57008,
2522.279,778.40639,
2519.369,779.2951,
2516.458,786.47131,
2513.548,814.87935,
2510.637,784.41614,
2507.726,799.44097,
2504.816,798.12613,
2501.905,784.83536,
2498.995,795.72219,
2496.084,801.44554,
2493.173,787.04586,
2490.263,818.8211,
2487.352,828.5006,
2484.442,836.27061,
2481.531,835.70477,
2478.621,833.28612,
2475.710,848.01765,
2472.799,835.11154,
2469.889,838.125,
2466.978,838.125,
2464.068,850.57478,
2461.157,856.93738,
2458.247,865.61016,
2455.336,840.89211,
2452.425,849.49766,
2449.515,832.3142,
2446.604,859.35538,
2443.694,860.14801,
2440.783,881.03491,
2437.872,870.00016,
2434.962,887.87155,
2432.051,876.53864,
2429.141,878.70149,
2426.230,880.92943,
2423.320,908.82542,
2420.409,893.39419,
2417.498,894.73174,
2414.588,917.64961,
2411.677,913.125,
2408.767,911.86024,
2405.856,909.53214,
2402.946,896.06513,
2400.035,919.6931,
2397.124,919.14638,
2394.214,938.0446,
2391.303,929.11958,
2388.393,920.60408,
2385.482,929.77251,
2382.571,945.09938,
2379.661,960.70629,
2376.750,981.70128,
2373.840,965.02511,
2370.929,965.04919,
2368.019,973.61947,
2365.108,969.44961,
2362.197,979.125,
2359.287,989.50328,
2356.376,989.13028,
2353.466,985.94351,
2350.555,987.84024,
2347.645,1001.0853,
2344.734,1003.913,
2341.823,1024.7768,
2338.913,1010.928,
2336.002,1005.0244,
2333.092,1029.6995,
2330.181,1040.1429,
2327.270,1022.2251,
2324.360,1017.1745,
2321.449,1051.9243,
2318.539,1046.6999,
2315.628,1049.4276,
2312.718,1070.3232,
2309.807,1047.1933,
2306.896,1049.3848,
2303.986,1057.4757,
2301.075,1061.891,
2298.165,1065.9136,
2295.254,1064.1896,
2292.344,1063.9092,
2289.433,1084.125,
2286.522,1077.9643,
2283.612,1092.1365,
2280.701,1108.9142,
2277.791,1079.0887,
2274.880,1122.9151,
2271.969,1117.3143,
2269.059,1125.4492,
2266.148,1116.8295,
2263.238,1127.6192,
2260.327,1142.7458,
2257.417,1153.7344,
2254.506,1164.9569,
2251.595,1165.6996,
2248.685,1134.4001,
2245.774,1156.564,
2242.864,1173.2272,
2239.953,1182.7527,
2237.043,1177.8796,
2234.132,1200.2705,
2231.221,1193.572,
2228.311,1211.2616,
2225.400,1227.4777,
2222.490,1204.568,
2219.579,1210.6726,
2216.669,1241.0582,
2213.758,1260.9956,
2210.847,1251.2283,
2207.937,1289.3741,
2205.026,1330.2355,
2202.116,1355.5156,
2199.205,1358.9139,
2196.294,1346.985,
2193.384,1398.4921,
2190.473,1399.5393,
2187.563,1443.415,
2184.652,1505.5348,
2181.742,1520.8979,
2178.831,1551.5064,
2175.920,1616.6004,
2173.010,1654.3512,
2170.099,1708.6528,
2167.189,1741.6632,
2164.278,1817.8858,
2161.368,1857.55,
2158.457,1941.7157,
2155.546,1988.0779,
2152.636,2042.3909,
2149.725,2109.2189,
2146.815,2220.6546,
2143.904,2215.9354,
2140.993,2252.0667,
2138.083,2292.5019,
2135.172,2285.7468,
2132.262,2256.1039,
2129.351,2219.1835,
2126.441,2188.0376,
2123.530,2149.3618,
2120.619,2069.6026,
2117.709,1965.2836,
2114.798,1869.0401,
2111.888,1806.0136,
2108.977,1727.4495,
2106.067,1639.2467,
2103.156,1578.0131,
2100.245,1525.1263,
2097.335,1522.4287,
2094.424,1477.833,
2091.514,1439.762,
2088.603,1428.2264,
2085.692,1443.2662,
2082.782,1424.0248,
2079.871,1438.2335,
2076.961,1445.0604,
2074.050,1406.125,
2071.140,1405.3205,
2068.229,1400.3086,
2065.318,1401.5698,
2062.408,1400.7233,
2059.497,1391.7202,
2056.587,1390.125,
2053.676,1390.9416,
2050.766,1395.7401,
2047.855,1372.3813,
2044.944,1383.9183,
2042.034,1391.9341,
2039.123,1371.3674,
2036.213,1380.0894,
2033.302,1363.8423,
2030.391,1369.3453,
2027.481,1400.1369,
2024.570,1400.011,
2021.660,1400.0067,
2018.749,1409.8591,
2015.839,1404.0666,
2012.928,1409.4354,
2010.017,1395.4377,
2007.107,1375.3119,
2004.196,1388.2917,
2001.286,1407.814,
1998.375,1386.2027,
1995.465,1381.7777,
1992.554,1377.9898,
1989.643,1374.2287,
1986.733,1379.2154,
1983.822,1367.7801,
1980.912,1393.6198,
1978.001,1391.0823,
1975.090,1396.554,
1972.180,1374.5053,
1969.269,1381.8061,
1966.359,1386.3951,
1963.448,1379.664,
1960.538,1398.6012,
1957.627,1399.5584,
1954.716,1374.8432,
1951.806,1357.6715,
1948.895,1373.3537,
1945.985,1403.2018,
1943.074,1377.6011,
1940.164,1365.4326,
1937.253,1358.9988,
1934.342,1377.7405,
1931.432,1362.2606,
1928.521,1353.4635,
1925.611,1355.8004,
1922.700,1326.4247,
1919.790,1335.489,
1916.879,1363.2418,
1913.968,1387.0979,
1911.058,1346.8427,
1908.147,1370.1951,
1905.237,1363.7279,
1902.326,1369.245,
1899.415,1388.1409,
1896.505,1361.456,
1893.594,1342.2043,
1890.684,1373.3864,
1887.773,1397.8746,
1884.863,1412.6763,
1881.952,1386.9228,
1879.041,1376.638,
1876.131,1388.5263,
1873.220,1309.1866,
1870.310,1371.385,
1867.399,1384.013,
1864.489,1365.723,
1861.578,1333.6468,
1858.667,1363.6998,
1855.757,1390.9436,
1852.846,1368.6173,
1849.936,1390.4253,
1847.025,1436.6603,
1844.114,1412.5391,
1841.204,1415.2229,
1838.293,1428.6009,
1835.383,1427.2765,
1832.472,1433.6954,
1829.562,1472.0383,
1826.651,1440.9957,
1823.740,1448.5159,
1820.830,1446.0068,
1817.919,1447.0113,
1815.009,1454.9749,
1812.098,1462.4085,
1809.188,1466.8769,
1806.277,1444.634,
1803.366,1476.9087,
1800.456,1465.2791,
1797.545,1484.4796,
1794.635,1479.415,
1791.724,1494.2317,
1788.813,1527.1276,
1785.903,1538.1734,
1782.992,1529.8835,
1780.082,1487.054,
1777.171,1492.7861,
1774.261,1495.8505,
1771.350,1531.1887,
1768.439,1528.9345,
1765.529,1559.9473,
1762.618,1591.9225,
1759.708,1562.8746,
1756.797,1534.5038,
1753.887,1567.332,
1750.976,1549.0282,
1748.065,1562.2924,
1745.155,1579.8218,
1742.244,1561.2201,
1739.334,1575.3509,
1736.423,1613.3866,
1733.512,1634.5844,
1730.602,1641.8651,
1727.691,1610.8833,
1724.781,1663.2645,
1721.870,1676.9059,
1718.960,1667.9027,
1716.049,1667.8029,
1713.138,1704.0348,
1710.228,1678.7943,
1707.317,1699.7776,
1704.407,1739.0609,
1701.496,1718.5132,
1698.586,1749.3884,
1695.675,1754.9321,
1692.764,1746.6045,
1689.854,1792.0463,
1686.943,1763.2042,
1684.033,1807.9577,
1681.122,1815.023,
1678.211,1885.4493,
1675.301,1884.1312,
1672.390,1940.1729,
1669.480,1956.7106,
1666.569,2029.2393,
1663.659,2039.8072,
1660.748,2140.9707,
1657.837,2135.137,
1654.927,2224.4456,
1652.016,2197.3157,
1649.106,2245.8594,
1646.195,2277.187,
1643.285,2361.3301,
1640.374,2369.8532,
1637.463,2359.1246,
1634.553,2469.056,
1631.642,2532.5148,
1628.732,2659.8005,
1625.821,2773.1852,
1622.911,2864.6066,
1620.000,3033.9706,
1617.089,3211.5628,
1614.179,3369.641,
1611.268,3559.9497,
1608.358,3684.3658,
1605.447,3798.5545,
1602.536,3887.1311,
1599.626,3897.7247,
1596.715,3907.201,
1593.805,3886.661,
1590.894,3829.5235,
1587.984,3845.5095,
1585.073,3775.9548,
1582.162,3761.4552,
1579.252,3750.4871,
1576.341,3692.0506,
1573.431,3681.2577,
1570.520,3643.9061,
1567.610,3629.8897,
1564.699,3603.0239,
1561.788,3567.0689,
1558.878,3498.0901,
1555.967,3422.2358,
1553.057,3367.7805,
1550.146,3298.8888,
1547.235,3234.2474,
1544.325,3193.4624,
1541.414,3141.321,
1538.504,3122.9977,
1535.593,3110.3185,
1532.683,3064.2898,
1529.772,3033.5001,
1526.861,3006.0319,
1523.951,2977.2796,
1521.040,2943.4322,
1518.130,2879.792,
1515.219,2846.7251,
1512.309,2839.4088,
1509.398,2816.7393,
1506.487,2779.109,
1503.577,2797.5659,
1500.666,2797.8865,
1497.756,2778.5994,
1494.845,2757.2434,
1491.934,2688.1943,
1489.024,2709.3691,
1486.113,2692.5079,
1483.203,2642.2758,
1480.292,2600.4875,
1477.382,2569.8776,
1474.471,2557.2186,
1471.560,2549.3197,
1468.650,2523.2104,
1465.739,2499.3152,
1462.829,2480.1887,
1459.918,2447.2629,
1457.008,2469.264,
1454.097,2486.0928,
1451.186,2473.5118,
1448.276,2502.5044,
1445.365,2511.2672,
1442.455,2503.6716,
1439.544,2491.4401,
1436.633,2449.5431,
1433.723,2465.4044,
1430.812,2400.893,
1427.902,2446.8622,
1424.991,2393.7875,
1422.081,2347.1686,
1419.170,2397.5608,
1416.259,2347.8005,
1413.349,2315.244,
1410.438,2293.0301,
1407.528,2270.0315,
1404.617,2290.4814,
1401.707,2315.8945,
1398.796,2329.0935,
1395.885,2344.0857,
1392.975,2361.7504,
1390.064,2355.8144,
1387.154,2290.9191,
1384.243,2261.6049,
1381.332,2192.9903,
1378.422,2246.0665,
1375.511,2361.2906,
1372.601,2502.2821,
1369.690,2582.7028,
1366.780,2640.8551,
1363.869,2741.0287,
1360.958,2739.1335,
1358.048,2754.3505,
1355.137,2846.5153,
1352.227,2911.8701,
1349.316,2950.8973,
1346.406,3008.0829,
1343.495,3040.768,
1340.584,3141.8744,
1337.674,3179.7666,
1334.763,3163.2301,
1331.853,3244.8264,
1328.942,3318.3927,
1326.032,3305.1032,
1323.121,3394.2275,
1320.210,3446.4367,
1317.300,3419.5306,
1314.389,3462.9875,
1311.479,3538.1735,
1308.568,3566.5702,
1305.657,3605.0823,
1302.747,3647.2783,
1299.836,3721.6756,
1296.926,3859.637,
1294.015,3978.2298,
1291.105,3980.4834,
1288.194,4085.5591,
1285.283,4173.7013,
1282.373,4272.1638,
1279.462,4337.0854,
1276.552,4356.9833,
1273.641,4365.1987,
1270.731,4392.7668,
1267.820,4422.0374,
1264.909,4367.652,
1261.999,4335.3913,
1259.088,4342.6883,
1256.178,4284.0295,
1253.267,4221.9557,
1250.356,4174.2941,
1247.446,4102.7992,
1244.535,4006.6341,
1241.625,3926.5177,
1238.714,3852.9593,
1235.804,3760.193,
1232.893,3740.8831,
1229.982,3704.401,
1227.072,3712.5488,
