,PL6F00~1,
Raman shift [1/cm],Intensity,
3014.167,-4.625,
3011.256,-1.0749893,
3008.346,240.21482,
3005.435,287.98984,
3002.525,286.16751,
2999.614,319.08799,
2996.704,321.375,
2993.793,327.50806,
2990.882,330.41312,
2987.972,349.34473,
2985.061,355.78881,
2982.151,362.56827,
2979.240,382.60502,
2976.329,397.36954,
2973.419,410.5596,
2970.508,410.75834,
2967.598,434.89709,
2964.687,432.53872,
2961.777,462.11881,
2958.866,450.69745,
2955.955,461.58076,
2953.045,483.31014,
2950.134,520.63161,
2947.224,530.97644,
2944.313,524.11645,
2941.403,534.98221,
2938.492,535.23679,
2935.581,535.26212,
2932.671,585.09171,
2929.760,566.23654,
2926.850,584.27763,
2923.939,590.21142,
2921.028,598.52202,
2918.118,581.59793,
2915.207,614.79284,
2912.297,634.31999,
2909.386,635.33122,
2906.476,618.18118,
2903.565,615.56759,
2900.654,626.48118,
2897.744,607.53844,
2894.833,617.90082,
2891.923,624.1058,
2889.012,603.70448,
2886.102,613.35473,
2883.191,614.37217,
2880.280,582.56638,
2877.370,560.31107,
2874.459,567.72721,
2871.549,610.11235,
2868.638,662.37704,
2865.727,663.14037,
2862.817,652.88838,
2859.906,665.52601,
2856.996,660.79575,
2854.085,665.17119,
2851.175,662.47137,
2848.264,649.75217,
2845.353,652.3103,
2842.443,644.18405,
2839.532,655.00175,
2836.622,622.58854,
2833.711,630.42681,
2830.801,618.78529,
2827.890,626.91696,
2824.979,634.79496,
2822.069,623.30677,
2819.158,621.93565,
2816.248,627.13368,
2813.337,644.71524,
2810.427,635.90394,
2807.516,630.10875,
2804.605,640.96635,
2801.695,634.84867,
2798.784,633.22715,
2795.874,630.50955,
2792.963,626.8033,
2790.052,628.37328,
2787.142,633.29584,
2784.231,612.79425,
2781.321,615.93498,
2778.410,620.16432,
2775.500,640.73603,
2772.589,620.9912,
2769.678,637.55245,
2766.768,641.56335,
2763.857,644.74301,
2760.947,638.85924,
2758.036,659.24775,
2755.126,667.80449,
2752.215,661.65223,
2749.304,667.09801,
2746.394,682.68147,
2743.483,669.22503,
2740.573,671.35955,
2737.662,663.61908,
2734.751,683.3992,
2731.841,673.10393,
2728.930,680.27328,
2726.020,693.94155,
2723.109,689.96283,
2720.199,701.49385,
2717.288,690.09398,
2714.377,686.27926,
2711.467,699.12885,
2708.556,713.50258,
2705.646,712.14964,
2702.735,720.375,
2699.825,723.79865,
2696.914,712.80316,
2694.003,711.44818,
2691.093,709.53624,
2688.182,729.48463,
2685.272,727.05637,
2682.361,723.375,
2679.450,718.42029,
2676.540,730.19208,
2673.629,720.37949,
2670.719,723.51364,
2667.808,716.86136,
2664.898,726.29718,
2661.987,732.27523,
2659.076,754.46766,
2656.166,740.74723,
2653.255,765.03827,
2650.345,772.80694,
2647.434,773.31727,
2644.524,757.55249,
2641.613,768.74646,
2638.702,783.15407,
2635.792,755.12277,
2632.881,770.64289,
