,PL895A~1,
Wavenumbers [1/cm],Intensity,
3014.167,-2.875,
3011.256,0.72491411,
3008.346,50.07664,
3005.435,45.358219,
3002.525,60.295022,
2999.614,68.183409,
2996.704,60.709532,
2993.793,54.629608,
2990.882,55.079177,
2987.972,73.059415,
2985.061,51.701344,
2982.151,63.141825,
2979.240,66.556547,
2976.329,77.62773,
2973.419,80.678787,
2970.508,74.491713,
2967.598,78.602912,
2964.687,82.394022,
2961.777,95.150834,
2958.866,80.454869,
2955.955,71.465725,
2953.045,82.858784,
2950.134,89.763492,
2947.224,78.950596,
2944.313,95.889244,
2941.403,89.946623,
2938.492,85.135845,
2935.581,88.012121,
2932.671,98.326732,
2929.760,91.62113,
2926.850,84.75921,
2923.939,93.44274,
2921.028,94.960232,
2918.118,91.987725,
2915.207,104.11855,
2912.297,116.04461,
2909.386,94.519162,
2906.476,107.4424,
2903.565,97.787975,
2900.654,91.535482,
2897.744,84.602744,
2894.833,107.27991,
2891.923,92.612203,
2889.012,96.876445,
2886.102,110.2466,
2883.191,95.150488,
2880.280,41.239828,
2877.370,-23.60157,
2874.459,-48.189191,
2871.549,10.138319,
2868.638,66.902281,
2865.727,82.151918,
2862.817,91.41109,
2859.906,86.973994,
2856.996,98.672551,
2854.085,101.32881,
2851.175,105.31773,
2848.264,110.06117,
2845.353,124.84463,
2842.443,108.93057,
2839.532,108.00557,
2836.622,121.30469,
2833.711,107.96958,
2830.801,115.91618,
2827.890,102.49912,
2824.979,103.26096,
2822.069,125.07951,
2819.158,116.18429,
2816.248,102.14816,
2813.337,114.80548,
2810.427,119.64704,
2807.516,118.28328,
2804.605,111.96395,
2801.695,121.38816,
2798.784,120.34677,
2795.874,116.54451,
2792.963,123.19638,
2790.052,118.12586,
2787.142,117.96715,
2784.231,119.57687,
2781.321,120.37068,
2778.410,112.44479,
2775.500,118.65672,
2772.589,97.625759,
2769.678,123.51401,
2766.768,120.64536,
2763.857,121.75699,
2760.947,127.64076,
2758.036,130.97214,
2755.126,122.30877,
2752.215,124.70208,
2749.304,121.59261,
2746.394,125.21978,
2743.483,123.07498,
2740.573,115.59176,
2737.662,130.45488,
2734.751,124.77554,
2731.841,130.15248,
2728.930,137.77758,
2726.020,137.01794,
2723.109,126.82625,
2720.199,128.65301,
2717.288,133.16149,
2714.377,120.51254,
2711.467,147.60082,
2708.556,143.1991,
2705.646,144.29398,
2702.735,140.77447,
2699.825,130.48321,
2696.914,137.125,
2694.003,147.28109,
2691.093,147.08891,
2688.182,137.125,
2685.272,142.97422,
2682.361,125.61299,
2679.450,149.15788,
2676.540,137.0437,
2673.629,132.12949,
2670.719,136.54829,
2667.808,140.125,
2664.898,139.05982,
2661.987,145.75819,
2659.076,150.59913,
2656.166,134.337,
2653.255,160.23724,
2650.345,143.01248,
2647.434,143.89665,
2644.524,150.96672,
2641.613,166.95404,
2638.702,136.74046,
2635.792,152.37426,
2632.881,155.81552,
2629.971,163.72237,
2627.060,147.62406,
2624.149,148.23438,
2621.239,152.14872,
