,PLD148~1,
2734.751,591.32661,
2731.841,580.69917,
2728.930,590.31556,
2726.020,605.7066,
2723.109,606.14817,
2720.199,607.27823,
2717.288,591.8312,
2714.377,627.07863,
2711.467,606.53874,
2708.556,622.67268,
2705.646,607.40311,
2702.735,609.71521,
2699.825,620.77684,
2696.914,639.94684,
2694.003,629.50345,
2691.093,628.14275,
2688.182,641.41278,
2685.272,629.81739,
2682.361,624.16321,
2679.450,641.65477,
2676.540,636.94819,
2673.629,619.02969,
2670.719,642.36022,
2667.808,642.86136,
2664.898,644.95963,
2661.987,631.24164,
2659.076,656.56033,
2656.166,667.11534,
2653.255,658.44473,
2650.345,669.59097,
2647.434,688.71796,
2644.524,688.12798,
2641.613,685.48939,
2638.702,685.40656,
2635.792,676.68806,
2632.881,670.64289,
2629.971,671.99247,
2627.060,699.20844,
2624.149,685.51252,
2621.239,684.65316,
2618.328,662.90094,
2615.418,694.72045,
2612.507,703.64767,
2609.597,697.84406,
2606.686,699.20632,
2603.775,716.94247,
2600.865,702.38512,
2597.954,698.76451,
2595.044,724.72309,
2592.133,731.77001,
2589.223,711.62761,
2586.312,728.86244,
2583.401,734.90423,
2580.491,735.93753,
2577.580,738.39645,
2574.670,749.1611,
2571.759,732.91525,
2568.848,719.43575,
2565.938,738.37486,
2563.027,754.08184,
2560.117,742.65536,
2557.206,762.88053,
2554.296,763.15074,
2551.385,769.98689,
2548.474,768.74563,
2545.564,762.75487,
2542.653,769.44883,
2539.743,785.63471,
2536.832,774.41424,
2533.922,774.28038,
2531.011,779.37407,
2528.100,788.6502,
2525.190,793.51106,
2522.279,796.71843,
2519.369,784.88434,
2516.458,772.25248,
2513.548,790.9291,
2510.637,817.71497,
2507.726,788.00324,
2504.816,794.68955,
2501.905,781.40427,
2498.995,795.56938,
2496.084,810.69554,
2493.173,811.21739,
2490.263,817.57726,
2487.352,805.83407,
2484.442,813.24225,
2481.531,814.85363,
2478.621,829.5172,
2475.710,829.25232,
2472.799,816.82788,
2469.889,826.89023,
2466.978,840.80785,
2464.068,869.35921,
2461.157,837.07481,
2458.247,858.28664,
2455.336,840.73703,
2452.425,850.07312,
2449.515,841.42284,
2446.604,872.13766,
2443.694,874.79358,
2440.783,863.8491,
2437.872,870.92197,
2434.962,879.07086,
2432.051,872.59126,
2429.141,888.64553,
2426.230,883.83134,
2423.320,894.00349,
2420.409,895.86221,
2417.498,888.58848,
2414.588,931.97176,
2411.677,908.2356,
2408.767,928.59252,
2405.856,924.12736,
2402.946,908.52335,
2400.035,908.36562,
2397.124,920.9258,
2394.214,925.16059,
2391.303,932.80048,
2388.393,933.58665,
2385.482,949.75813,
2382.571,957.00751,
2379.661,967.02622,
2376.750,970.05721,
2373.840,966.96254,
2370.929,933.71072,
2368.019,985.70202,
2365.108,965.18652,
2362.197,1000.723,
2359.287,979.63516,
2356.376,971.37676,
2353.466,985.08553,
2350.555,1007.98,
2347.645,997.31011,
2344.734,1010.0755,
2341.823,1004.5574,
2338.913,1010.1974,
2336.002,1022.7242,
2333.092,1035.8005,
2330.181,1031.3929,
2327.270,1019.1451,
2324.360,1017.2311,
2321.449,1046.1879,
2318.539,1034.2925,
2315.628,1067.3238,
2312.718,1053.9433,
2309.807,1049.1948,
2306.896,1058.6113,
2303.986,1054.2451,
2301.075,1062.7792,
2298.165,1062.5864,
2295.254,1090.7287,
2292.344,1053.9559,
2289.433,1059.8114,
2286.522,1086.375,
2283.612,1098.1059,
2280.701,1102.5095,
2277.791,1081.936,
2274.880,1097.301,
2271.969,1116.3668,
2269.059,1120.2932,
2266.148,1125.1546,
2263.238,1140.3711,
2260.327,1144.5129,
2257.417,1149.4589,
2254.506,1160.5887,
2251.595,1168.655,
2248.685,1163.8,
2245.774,1171.188,
2242.864,1163.6069,
2239.953,1179.0992,
2237.043,1175.2714,
2234.132,1176.9698,
2231.221,1181.9022,
2228.311,1185.375,
2225.400,1238.2624,
2222.490,1236.2317,
2219.579,1229.3312,
2216.669,1221.7725,
2213.758,1256.4208,
2210.847,1281.914,
2207.937,1301.7235,
2205.026,1315.4849,
2202.116,1355.4546,
2199.205,1377.4374,
2196.294,1374.755,
2193.384,1386.006,
2190.473,1413.8245,
2187.563,1448.7617,
2184.652,1533.1946,
2181.742,1568.9442,
2178.831,1621.0327,
2175.920,1703.3422,
2173.010,1835.608,
2170.099,1926.3691,
2167.189,2073.7051,
2164.278,2127.0052,
2161.368,2213.3699,
2158.457,2384.8844,
2155.546,2491.0712,
2152.636,2575.1461,
2149.725,2662.1333,
2146.815,2716.8734,
2143.904,2790.4976,
2140.993,2828.3805,
2138.083,2770.1866,
2135.172,2752.4926,
2132.262,2707.7069,
2129.351,2631.2264,
2126.441,2586.7536,
2123.530,2496.8485,
2120.619,2347.3756,
2117.709,2229.6431,
2114.798,2126.0823,
2111.888,2002.8028,
2108.977,1876.5273,
2106.067,1780.9799,
2103.156,1695.5075,
2100.245,1617.3606,
2097.335,1587.2703,
2094.424,1530.8274,
2091.514,1509.9395,
2088.603,1478.9143,
2085.692,1462.1036,
2082.782,1446.9976,
2079.871,1452.5185,
2076.961,1445.0854,
2074.050,1428.8902,
2071.140,1419.375,
2068.229,1423.1849,
2065.318,1422.658,
2062.408,1406.3599,
2059.497,1404.9702,
2056.587,1416.1422,
2053.676,1377.2777,
2050.766,1383.0663,
2047.855,1372.1472,
2044.944,1366.3702,
2042.034,1372.0281,
2039.123,1372.8598,
2036.213,1390.3038,
2033.302,1361.0705,
2030.391,1358.0702,
2027.481,1390.3137,
2024.570,1401.6893,
2021.660,1388.2028,
2018.749,1365.4767,
2015.839,1389.4741,
2012.928,1369.8918,
2010.017,1387.0764,
2007.107,1386.4685,
2004.196,1389.375,
2001.286,1399.6471,
1998.375,1377.1486,
1995.465,1359.6554,
1992.554,1382.916,
1989.643,1369.9626,
1986.733,1337.1943,
1983.822,1365.2842,
1980.912,1339.9195,
1978.001,1337.7479,
1975.090,1340.7582,
1972.180,1346.4096,
1969.269,1373.1136,
1966.359,1359.3475,
1963.448,1382.7449,
1960.538,1338.3233,
1957.627,1340.4245,
1954.716,1337.5186,
1951.806,1335.8718,
1948.895,1346.6503,
1945.985,1343.9371,
1943.074,1309.1903,
1940.164,1328.3268,
1937.253,1332.8703,
1934.342,1344.8023,
1931.432,1321.3655,
1928.521,1309.0762,
1925.611,1319.1866,
1922.700,1284.5946,
1919.790,1312.2705,
1916.879,1301.6305,
1913.968,1291.3861,
1911.058,1310.9606,
1908.147,1335.5006,
1905.237,1338.0587,
1902.326,1303.1868,
1899.415,1319.5969,
1896.505,1296.4654,
1893.594,1306.1921,
1890.684,1301.6626,
1887.773,1284.9787,
1884.863,1320.7463,
1881.952,1313.9878,
1879.041,1317.7743,
1876.131,1289.9855,
1873.220,1303.2954,
1870.310,1316.5857,
1867.399,1307.5349,
1864.489,1313.1024,
1861.578,1303.106,
1858.667,1278.1235,
1855.757,1323.7521,
1852.846,1341.0827,
1849.936,1315.4681,
1847.025,1319.0198,
1844.114,1318.1091,
1841.204,1325.2806,
1838.293,1354.375,
1835.383,1356.561,
1832.472,1382.6898,
1829.562,1387.8766,
1826.651,1372.4859,
1823.740,1345.8079,
1820.830,1382.1313,
1817.919,1363.6143,
1815.009,1384.6307,
1812.098,1362.4459,
1809.188,1357.499,
1806.277,1413.1135,
1803.366,1402.9924,
1800.456,1380.5948,
1797.545,1388.4315,
1794.635,1419.4739,
1791.724,1376.8699,
1788.813,1457.3647,
1785.903,1431.0029,
1782.992,1442.4003,
1780.082,1435.4255,
1777.171,1453.0361,
1774.261,1437.1201,
1771.350,1456.456,
1768.439,1487.8451,
1765.529,1504.1926,
1762.618,1502.3075,
1759.708,1489.5596,
1756.797,1493.125,
1753.887,1516.8371,
1750.976,1500.3783,
1748.065,1473.9295,
1745.155,1487.1749,
1742.244,1510.9556,
1739.334,1529.015,
1736.423,1553.4516,
1733.512,1544.6392,
1730.602,1566.7996,
1727.691,1574.8397,
1724.781,1583.0273,
1721.870,1581.3512,
1718.960,1572.9749,
1716.049,1601.5781,
1713.138,1617.6349,
1710.228,1603.7097,
1707.317,1572.1841,
1704.407,1579.1558,
1701.496,1640.5372,
1698.586,1624.1994,
1695.675,1661.6748,
1692.764,1652.0676,
1689.854,1694.4262,
1686.943,1717.633,
1684.033,1735.9279,
1681.122,1692.1397,
1678.211,1760.7088,
1675.301,1798.2609,
1672.390,1782.6561,
1669.480,1876.752,
1666.569,1924.0606,
1663.659,1977.7343,
1660.748,2000.2427,
1657.837,2045.0967,
1654.927,2078.2184,
1652.016,2114.5657,
1649.106,2163.648,
1646.195,2216.0294,
1643.285,2283.7168,
1640.374,2299.1903,
1637.463,2338.0415,
1634.553,2375.2912,
1631.642,2438.0363,
1628.732,2589.5409,
1625.821,2617.4653,
1622.911,2754.5974,
1620.000,2957.7923,
1617.089,3080.9272,
1614.179,3254.4116,
1611.268,3447.1253,
1608.358,3633.5723,
1605.447,3731.0043,
1602.536,3789.4926,
1599.626,3824.6527,
1596.715,3896.3527,
1593.805,3878.3337,
1590.894,3804.0407,
1587.984,3791.7767,
1585.073,3730.967,
1582.162,3679.4656,
1579.252,3641.0979,
1576.341,3636.7782,
1573.431,3661.6534,
1570.520,3575.8854,
1567.610,3604.0033,
1564.699,3549.422,
1561.788,3488.2767,
1558.878,3402.6849,
1555.967,3373.339,
1553.057,3329.4444,
1550.146,3254.826,
1547.235,3211.3878,
1544.325,3152.6082,
1541.414,3111.6747,
1538.504,3086.7677,
1535.593,3051.2545,
1532.683,3021.6744,
1529.772,2975.0505,
1526.861,2915.4539,
1523.951,2901.1474,
1521.040,2894.0902,
1518.130,2814.8463,
1515.219,2791.8948,
1512.309,2789.2083,
1509.398,2761.1602,
1506.487,2748.7851,
1503.577,2702.547,
1500.666,2734.9053,
1497.756,2704.7052,
1494.845,2672.7352,
1491.934,2681.2018,
1489.024,2628.2647,
1486.113,2619.8845,
1483.203,2562.5323,
1480.292,2526.5256,
1477.382,2518.142,
1474.471,2462.1237,
1471.560,2435.2157,
1468.650,2442.3074,
1465.739,2396.7763,
1462.829,2369.5686,
1459.918,2382.5298,
1457.008,2403.0367,
1454.097,2428.6262,
1451.186,2429.3247,
1448.276,2423.0855,
1445.365,2436.0148,
1442.455,2393.0886,
1439.544,2371.2151,
1436.633,2354.7732,
1433.723,2360.378,
1430.812,2352.2668,
1427.902,2336.1651,
1424.991,2243.2844,
1422.081,2243.1274,
1419.170,2247.6953,
1416.259,2250.8052,
1413.349,2220.4101,
1410.438,2172.5869,
1407.528,2194.9995,
1404.617,2227.5304,
1401.707,2222.6564,
1398.796,2203.8226,
1395.885,2209.8436,
1392.975,2231.4375,
1390.064,2218.3652,
1387.154,2169.0563,
1384.243,2117.9598,
1381.332,2088.4616,
1378.422,2141.9157,
1375.511,2229.9731,
1372.601,2423.0616,
1369.690,2457.3767,
1366.780,2562.5475,
1363.869,2625.6989,
1360.958,2653.2395,
1358.048,2665.7148,
1355.137,2742.4451,
1352.227,2798.7671,
1349.316,2831.7015,
1346.406,2926.2813,
1343.495,2988.5928,
1340.584,3032.6239,
1337.674,3115.6295,
1334.763,3184.3397,
1331.853,3183.4125,
1328.942,3268.7636,
1326.032,3301.3968,
1323.121,3344.9052,
1320.210,3363.7024,
1317.300,3371.6871,
1314.389,3428.8205,
1311.479,3471.511,
1308.568,3487.2368,
1305.657,3579.452,
1302.747,3692.5224,
1299.836,3695.7339,
1296.926,3857.9387,
1294.015,3913.0982,
1291.105,3908.3307,
1288.194,4083.0985,
1285.283,4166.0392,
1282.373,4193.3984,
1279.462,4271.7462,
1276.552,4342.9184,
1273.641,4361.5507,
1270.731,4377.1959,
1267.820,4382.5868,
1264.909,4320.8034,
1261.999,4310.9062,
1259.088,4352.8638,
1256.178,4302.2747,
1253.267,4189.0364,
1250.356,4126.2213,
1247.446,4060.9165,
1244.535,4002.0849,
1241.625,3926.7011,
1238.714,3824.532,
1235.804,3765.8459,
1232.893,3755.7571,
1229.982,3719.4807,
1227.072,3604.5061,
1224.161,3565.2764,
1221.251,3449.9322,
1218.340,3376.0975,
1215.430,3337.6568,
1212.519,3295.2094,
1209.608,3275.8413,
1206.698,3293.4812,
1203.787,3273.5308,
1200.877,3278.0526,
1197.966,3337.3971,
1195.055,3428.2596,
1192.145,3498.9744,
1189.234,3599.1228,
1186.324,3684.8335,
1183.413,3736.5984,
1180.503,3740.8377,
1177.592,3703.5871,
1174.681,3684.1113,
1171.771,3610.923,
1168.860,3504.6453,
1165.950,3458.8983,
1163.039,3430.1213,
1160.129,3393.062,
1157.218,3368.0869,
1154.307,3332.693,
1151.397,3268.8197,
1148.486,3243.5624,
1145.576,3315.7923,
1142.665,3256.3021,
1139.754,3205.8118,
1136.844,3179.9683,
1133.933,3172.7885,
1131.023,3167.654,
1128.112,3165.5888,
1125.202,3174.5151,
1122.291,3190.8925,
1119.380,3236.2191,
1116.470,3220.3336,
1113.559,3237.7062,
1110.649,3260.401,
1107.738,3277.4123,
1104.828,3237.3558,
1101.917,3197.4116,
1099.006,3257.272,
1096.096,3245.2786,
1093.185,3211.0365,
1090.275,3220.5141,
1087.364,3193.1856,
1084.453,3216.4976,
1081.543,3237.487,
1078.632,3254.3269,
1075.722,3309.0496,
1072.811,3288.2032,
1069.901,3257.639,
1066.990,3254.5667,
1064.079,3319.7043,
1061.169,3368.0486,
1058.258,3389.5743,
1055.348,3403.4904,
1052.437,3417.6387,
1049.527,3440.3484,
1046.616,3465.5445,
1043.705,3504.601,
1040.795,3496.8584,
1037.884,3478.2832,
1034.974,3486.0167,
1032.063,3516.1903,
1029.153,3529.8291,
1026.242,3541.9385,
1023.331,3586.5388,
1020.421,3552.1547,
1017.510,3558.5874,
1014.600,3577.5291,
1011.689,3615.4296,
1008.778,3718.9462,
1005.868,3752.2399,
1002.957,3848.5996,
1000.047,4041.7351,
997.136,4141.2652,
994.226,4174.6364,
991.315,4164.8453,
988.404,4094.2436,
985.494,3993.8022,
982.583,3923.5646,
979.673,3886.3041,
976.762,3841.736,
973.852,3815.607,
970.941,3819.599,
968.030,3826.2593,
965.120,3780.4645,
962.209,3801.7781,
959.299,3832.2885,
956.388,3833.2956,
953.477,3829.0742,
950.567,3841.4334,
947.656,3862.8233,
944.746,3873.8676,
941.835,3851.7002,
938.925,3891.7805,
936.014,3930.044,
933.103,3935.5476,
930.193,3899.1996,
927.282,3816.496,
924.372,3781.8262,
921.461,3759.7014,
918.551,3698.7673,
915.640,3650.8761,
912.729,3635.0813,
909.819,3620.5949,
906.908,3599.5343,
903.998,3627.0081,
901.087,3646.4686,
898.176,3688.6874,
895.266,3728.0098,
892.355,3748.0651,
889.445,3847.9379,
886.534,3851.7145,
883.624,3871.2143,
880.713,3884.4578,
877.802,3899.1441,
874.892,3902.8288,
871.981,3829.4934,
869.071,3834.5058,
866.160,3882.9822,
863.250,3874.4954,
860.339,3880.3086,
857.428,3917.1832,
854.518,3823.8564,
851.607,3840.4978,
848.697,3818.6136,
845.786,3823.463,
842.875,3851.3083,
839.965,3882.7393,
837.054,3916.6076,
834.144,3937.3264,
831.233,3910.0439,
828.323,3895.8587,
825.412,3887.3941,
822.501,3867.1197,
819.591,3871.2517,
816.680,3800.8621,
813.770,3757.0619,
810.859,3722.4229,
807.949,3703.7848,
805.038,3711.7909,
802.127,3682.1583,
799.217,3665.958,
796.306,3606.8881,
793.396,3598.4669,
790.485,3636.4767,
787.574,3585.496,
784.664,3615.02,
781.753,3618.362,
778.843,3627.6667,
775.932,3623.8691,
773.022,3606.3371,
770.111,3702.8113,
767.200,3684.2517,
764.290,3665.9732,
761.379,3656.7995,
758.469,3645.3765,
755.558,3611.2534,
752.648,3607.1804,
749.737,3580.9162,
746.826,3538.9355,
743.916,3485.1539,
741.005,3405.3395,
738.095,3183.6972,
735.184,2956.4432,
732.274,2942.1122,
729.363,3108.6325,
726.452,3344.6405,
723.542,3478.9998,
720.631,3519.2502,
717.721,3568.9013,
714.810,3614.3635,
711.899,3630.5928,
708.989,3588.6327,
706.078,3562.7333,
703.168,3564.8761,
700.257,3540.6698,
697.347,3509.4608,
694.436,3548.3057,
691.525,3508.9193,
688.615,3456.9801,
685.704,3458.14,
682.794,3491.2686,
679.883,3484.4471,
676.973,3486.0498,
674.062,3520.8314,
671.151,3515.3902,
668.241,3498.8611,
665.330,3548.6775,
662.420,3555.0674,
659.509,3538.5969,
656.598,3522.3165,
653.688,3524.4969,
650.777,3559.1851,
647.867,3583.0749,
644.956,3556.1792,
642.046,3525.5954,
639.135,3521.0651,
636.224,3561.3909,
633.314,3564.5667,
630.403,3574.8344,
627.493,3595.2017,
624.582,3620.3767,
621.672,3633.8406,
618.761,3664.7726,
615.850,3680.4359,
612.940,3701.7687,
610.029,3742.8446,
607.119,3799.698,
604.208,3730.8236,
601.297,3725.3009,
598.387,3757.8274,
595.476,3771.9183,
592.566,3724.6942,
589.655,3764.3189,
586.745,3759.9972,
583.834,3703.9062,
580.923,3645.5219,
578.013,3669.8487,
575.102,3651.7107,
572.192,3658.0276,
569.281,3709.6862,
566.371,3750.3826,
563.460,3791.7648,
560.549,3805.4259,
557.639,3810.0891,
554.728,3830.6415,
551.818,3866.536,
548.907,3899.9704,
545.996,3911.3207,
543.086,3905.0526,
540.175,3912.8391,
537.265,3940.8976,
534.354,3966.9274,
531.444,3984.0469,
528.533,3990.196,
525.622,4015.8023,
522.712,4057.1734,
519.801,4089.922,
516.891,4118.2084,
513.980,4181.7007,
511.070,4220.4793,
508.159,4250.1347,
505.248,4295.666,
502.338,4380.2169,
499.427,4374.814,
496.517,4389.2134,
493.606,4404.4034,
490.695,4414.2264,
487.785,4441.9389,
484.874,4485.7947,
481.964,4509.8667,
479.053,4495.3569,
476.143,4420.0966,
473.232,4465.0139,
470.321,4455.667,
467.411,4426.6413,
464.500,4430.821,
461.590,4448.4331,
458.679,4466.5821,
455.769,4461.3067,
452.858,4431.6243,
449.947,4482.0438,
447.037,4475.9925,
444.126,4453.5447,
441.216,4439.5926,
438.305,4475.4033,
435.395,4471.1961,
432.484,4428.8673,
429.573,4383.6526,
426.663,4414.8184,
423.752,4399.9395,
420.842,4354.9267,
417.931,4322.2258,
415.020,4363.9355,
412.110,4457.5583,
409.199,4481.1061,
406.289,4472.5888,
403.378,4479.3033,
400.468,4458.1354,
397.557,4464.7429,
394.646,4443.1681,
391.736,4349.5299,
388.825,4323.1318,
385.915,4306.8599,
383.004,4311.6534,
380.094,4348.0182,
377.183,4458.6322,
374.272,4555.5942,
371.362,4621.3821,
368.451,4645.8309,
365.541,4653.3363,
362.630,4699.6205,
359.719,4753.5411,
356.809,4795.8249,
353.898,4819.7864,
350.988,4785.146,
348.077,4763.7338,
345.167,4797.2075,
342.256,4813.643,
339.345,4830.5979,
336.435,4870.5222,
333.524,4947.0092,
330.614,4967.1284,
327.703,4982.1029,
324.793,5019.5054,
321.882,5103.4074,
318.971,5116.7894,
316.061,5093.0528,
313.150,5081.8511,
310.240,5141.2204,
307.329,5156.9531,
304.418,5202.9548,
301.508,5246.255,
298.597,5227.0041,
295.687,5200.9943,
292.776,5258.542,
289.866,5394.609,
286.955,5580.7678,
284.044,5754.7474,
281.134,5959.978,
278.223,6184.9312,
275.313,6332.3022,
272.402,6472.0039,
269.492,6600.1209,
266.581,6716.729,
263.670,6847.5911,
260.760,6954.3296,
257.849,7060.745,
254.939,7184.7712,
252.028,7313.0479,
249.117,7365.0296,
246.207,7358.1998,
243.296,7315.0096,
240.386,7356.7374,
237.475,7337.5777,
234.565,7266.7998,
231.654,7263.1479,
228.743,7195.0569,
225.833,7106.0434,
222.922,7014.8122,
220.012,6981.2987,
217.101,6881.0647,
214.191,6792.0905,
211.280,6804.4574,
208.369,6823.541,
205.459,6778.8755,
202.548,6704.5171,
199.638,6740.0739,
196.727,6764.0853,
193.816,6794.4364,
190.906,6836.9083,
187.995,6852.1128,
185.085,6879.1264,
182.174,6887.1167,
179.264,6827.1271,
176.353,6876.1228,
173.442,6865.6809,
170.532,6788.0066,
167.621,6750.5159,
164.711,6641.5683,
161.800,6453.5776,
158.890,6164.2471,
155.979,5778.5765,
153.068,5295.387,
150.158,4722.6101,
147.247,4065.6838,
144.337,3316.5669,
141.426,2585.781,
138.516,1926.958,
135.605,1367.8879,
132.694,940.75804,
129.784,626.30975,
126.873,405.33463,
123.963,281.84332,
121.052,200.84502,
118.141,146.58847,
115.231,115.82047,
112.320,97.444097,
109.410,86.647895,
106.499,72.40479,
103.589,58.16991,
100.678,47.74527,
97.767,43.479644,
94.857,37.831088,
91.946,32.956335,
89.036,31.745856,
86.125,46.639167,
83.215,44.534876,
80.304,36.501808,
77.393,28.003769,
74.483,24.099325,
71.572,24.186761,
68.662,26.82086,
65.751,21.169251,
62.840,21.78351,
59.930,24.187714,
57.019,23.482632,
54.109,20.986357,
51.198,19.978219,
48.288,21.408975,
45.377,25.629243,
42.466,26.962781,
39.556,24.878458,
36.645,15.749986,
33.735,17.009739,
30.824,21.479435,
27.914,24.985311,
25.003,28.488187,
22.092,28.760477,
19.182,26.153017,
16.271,49.935682,
13.361,214.47154,
10.450,529.17573,
7.539,1120.6488,
4.629,1505.6886,
1.718,1528.0153,
-1.192,894.31091,
-4.103,466.39572,
-7.013,168.49756,
-9.924,-0.625,
