,PL8C94~1,
Wavenumbers [1/cm],Intensity,
3014.167,-7.875,
3011.256,1.1749034,
3008.346,65.461164,
3005.435,68.39355,
3002.525,65.125,
2999.614,67.986027,
2996.704,65.213658,
2993.793,62.98272,
2990.882,76.125,
2987.972,84.125,
2985.061,75.257994,
2982.151,81.73846,
2979.240,81.772321,
2976.329,98.379095,
2973.419,93.970956,
2970.508,92.258386,
2967.598,84.176406,
2964.687,107.99049,
2961.777,106.59504,
2958.866,99.799585,
2955.955,95.954637,
2953.045,108.06014,
2950.134,121.125,
2947.224,125.125,
2944.313,112.54095,
2941.403,109.29197,
2938.492,107.99764,
2935.581,110.89924,
2932.671,120.84604,
2929.760,111.15575,
2926.850,123.7141,
2923.939,116.52218,
2921.028,130.74858,
2918.118,120.6653,
2915.207,121.35916,
2912.297,127.09538,
2909.386,119.72354,
2906.476,132.83004,
2903.565,133.51316,
2900.654,135.7003,
2897.744,134.88613,
2894.833,113.23846,
2891.923,102.6378,
2889.012,138.125,
2886.102,138.125,
2883.191,132.13066,
2880.280,81.924035,
2877.370,69.264525,
2874.459,97.835627,
2871.549,92.217168,
2868.638,119.99096,
2865.727,113.125,
2862.817,118.22526,
2859.906,141.6948,
2856.996,139.65444,
2854.085,133.125,
2851.175,134.31773,
2848.264,146.76717,
2845.353,139.40537,
2842.443,141.3438,
2839.532,135.21449,
2836.622,141.58008,
2833.711,134.13284,
2830.801,144.00956,
2827.890,143.02186,
2824.979,148.125,
2822.069,143.21598,
2819.158,146.56435,
2816.248,135.38947,
2813.337,162.44452,
2810.427,152.82335,
2807.516,164.95937,
2804.605,156.16827,
2801.695,162.99342,
2798.784,160.27285,
2795.874,156.11443,
2792.963,160.33915,
2790.052,152.12607,
2787.142,146.16458,
2784.231,145.06135,
2781.321,156.11924,
2778.410,146.51966,
2775.500,155.65672,
2772.589,144.27943,
2769.678,167.51401,
2766.768,150.03563,
2763.857,141.02096,
2760.947,159.67859,
2758.036,164.73644,
2755.126,157.97757,
2752.215,162.67945,
2749.304,162.23111,
2746.394,168.10287,
2743.483,164.67495,
2740.573,154.60722,
2737.662,177.43418,
2734.751,167.82393,
2731.841,175.80083,
2728.930,173.3073,
2726.020,165.13021,
2723.109,178.87742,
2720.199,168.90938,
2717.288,165.40602,
2714.377,168.34992,
2711.467,175.125,
2708.556,168.86984,
2705.646,170.73065,
2702.735,187.942,
2699.825,177.50502,
2696.914,166.93407,
2694.003,197.86809,
2691.093,185.85666,
2688.182,181.52574,
2685.272,184.64705,
2682.361,175.97216,
2679.450,188.11259,
2676.540,187.79981,
2673.629,177.43439,
2670.719,179.77472,
2667.808,199.86047,
2664.898,187.94309,
2661.987,190.85829,
2659.076,198.72629,
2656.166,171.44957,
2653.255,192.75595,
2650.345,183.6368,
2647.434,195.41108,
2644.524,204.49189,
2641.613,205.35379,
2638.702,189.44062,
2635.792,193.24963,
2632.881,195.54763,
2629.971,204.72237,
2627.060,186.29032,
2624.149,191.61251,
2621.239,191.13686,
2618.328,190.29455,
2615.418,201.42501,
2612.507,216.125,
2609.597,205.2268,
2606.686,198.98242,
2603.775,196.36707,
2600.865,197.00894,
2597.954,201.125,
2595.044,206.4111,
2592.133,214.06764,
2589.223,220.14922,
2586.312,219.80841,
2583.401,219.53375,
2580.491,219.48076,
2577.580,211.1382,
2574.670,216.9111,
2571.759,214.42808,
2568.848,232.76596,
2565.938,224.6013,
2563.027,212.32044,
2560.117,215.48948,
2557.206,230.494,
2554.296,217.09525,
2551.385,213.43901,
2548.474,224.27333,
2545.564,221.34659,
2542.653,235.66191,
2539.743,222.76671,
2536.832,212.63528,
2533.922,223.14077,
2531.011,226.59979,
2528.100,238.98913,
2525.190,236.21926,
2522.279,230.0312,
2519.369,226.01192,
2516.458,233.91183,
2513.548,223.08893,
2510.637,245.20276,
2507.726,229.56366,
2504.816,228.93785,
2501.905,224.63232,
2498.995,248.58753,
2496.084,243.19122,
2493.173,253.44089,
2490.263,248.14759,
2487.352,242.33367,
2484.442,254.81448,
2481.531,264.64637,
2478.621,258.42833,
2475.710,230.30136,
2472.799,254.35817,
2469.889,264.42695,
2466.978,261.74365,
2464.068,283.02456,
2461.157,271.23757,
2458.247,259.55148,
2455.336,266.71992,
