,PL1A38~1,
Raman shift [1/cm],Intensity,
3014.167,-0.75,
3011.256,0.65008589,
3008.346,149.08557,
3005.435,171.86484,
3002.525,181.13758,
2999.614,165.90458,
2996.704,191.33866,
2993.793,184.72696,
2990.882,195.47141,
2987.972,194.28531,
2985.061,200.3633,
2982.151,201.89202,
2979.240,225.31463,
2976.329,221.2227,
2973.419,233.80379,
2970.508,244.88329,
2967.598,263.91546,
2964.687,255.81726,
2961.777,257.87397,
2958.866,270.25742,
2955.955,276.18582,
2953.045,268.67061,
2950.134,299.06925,
2947.224,274.96172,
2944.313,310.93519,
2941.403,313.9521,
2938.492,297.27169,
2935.581,333.30884,
2932.671,332.61052,
2929.760,340.06155,
2926.850,328.13835,
2923.939,344.37151,
2921.028,349.26775,
2918.118,349.16939,
2915.207,348.95892,
2912.297,356.23307,
2909.386,363.2427,
2906.476,362.66854,
2903.565,343.62111,
2900.654,343.69691,
2897.744,372.92312,
2894.833,350.96127,
2891.923,353.0064,
2889.012,365.00144,
2886.102,354.20947,
2883.191,356.24434,
2880.280,351.69497,
2877.370,343.23834,
2874.459,348.42611,
2871.549,355.47376,
2868.638,361.20464,
2865.727,375.22308,
2862.817,387.82218,
2859.906,381.90812,
2856.996,381.73868,
2854.085,364.00417,
2851.175,386.20182,
2848.264,381.3235,
2845.353,366.89701,
2842.443,386.26741,
2839.532,367.36943,
2836.622,361.70508,
2833.711,361.62048,
2830.801,352.95515,
2827.890,377.47549,
2824.979,368.87993,
2822.069,365.43195,
2819.158,382.39016,
2816.248,382.00868,
2813.337,377.51828,
2810.427,391.90427,
2807.516,374.7825,
2804.605,376.04567,
2801.695,375.25,
2798.784,371.54569,
2795.874,376.8252,
2792.963,375.82149,
2790.052,370.2515,
2787.142,368.67108,
2784.231,371.95963,
2781.321,365.82151,
2778.410,391.32487,
2775.500,384.2938,
2772.589,385.21101,
2769.678,372.14422,
2766.768,382.48303,
2763.857,384.25,
2760.947,379.72163,
2758.036,388.80422,
2755.126,403.34829,
2752.215,397.3773,
2749.304,394.01619,
2746.394,402.65125,
2743.483,395.84997,
2740.573,399.47566,
2737.662,397.83431,
2734.751,400.50268,
2731.841,392.60165,
2728.930,422.10204,
2726.020,394.3831,
2723.109,413.90975,
2720.199,405.05305,
2717.288,410.35584,
2714.377,392.31688,
2711.467,426.26648,
2708.556,424.85632,
2705.646,416.26406,
2702.735,420.41753,
2699.825,419.78272,
2696.914,425.53592,
2694.003,418.37845,
2691.093,424.16094,
2688.182,431.0137,
2685.272,436.01102,
2682.361,432.8559,
2679.450,423.75621,
2676.540,440.10773,
2673.629,431.92265,
2670.719,433.10398,
2667.808,425.73636,
2664.898,432.09436,
2661.987,436.68365,
2659.076,430.92027,
2656.166,456.7652,
2653.255,449.58163,
2650.345,469.14655,
2647.434,452.90704,
2644.524,451.95265,
2641.613,461.05013,
2638.702,452.42359,
2635.792,455.09049,
2632.881,478.51789,
2629.971,457.18276,
2627.060,468.25125,
2624.149,461.92499,
2621.239,444.45701,
2618.328,459.29239,
2615.418,460.25,
2612.507,456.52669,
2609.597,457.88273,
2606.686,465.80824,
2603.775,475.61111,
2600.865,478.48549,
2597.954,489.67503,
2595.044,485.84877,
2592.133,487.79763,
2589.223,481.03316,
2586.312,496.37062,
2583.401,484.10765,
2580.491,488.96151,
2577.580,490.2434,
2574.670,489.84758,
2571.759,498.14897,
2568.848,501.36604,
2565.938,489.86893,
2563.027,495.00461,
2560.117,495.67995,
2557.206,511.67435,
2554.296,503.02574,
2551.385,516.86996,
2548.474,507.73141,
2545.564,494.62987,
2542.653,513.02852,
2539.743,517.31161,
2536.832,524.33225,
2533.922,521.78615,
2531.011,547.55065,
2528.100,525.65069,
2525.190,530.57459,
2522.279,535.00037,
2519.369,546.02384,
2516.458,531.80241,
2513.548,529.05908,
2510.637,520.27893,
2507.726,546.87824,
2504.816,531.62429,
2501.905,538.6122,
2498.995,537.62354,
2496.084,554.34405,
2493.173,542.69735,
2490.263,546.23871,
2487.352,569.45707,
2484.442,551.81959,
2481.531,549.56387,
2478.621,543.94667,
2475.710,567.25,
2472.799,567.9899,
2469.889,551.82891,
2466.978,553.89928,
2464.068,563.20768,
2461.157,570.36257,
2458.247,562.51476,
2455.336,576.1639,
2452.425,605.21229,
2449.515,563.58057,
2446.604,586.24305,
2443.694,582.13319,
2440.783,590.68243,
2437.872,585.43232,
2434.962,586.57259,
2432.051,584.54028,
2429.141,584.70893,
2426.230,599.94618,
2423.320,606.67877,
2420.409,598.6282,
2417.498,596.85674,
2414.588,604.24236,
2411.677,608.64444,
2408.767,620.51476,
2405.856,620.49764,
2402.946,619.6727,
2400.035,616.75469,
2397.124,632.93448,
2394.214,635.22041,
2391.303,624.03997,
2388.393,632.75697,
2385.482,609.30748,
2382.571,639.42734,
2379.661,633.38957,
2376.750,640.08984,
2373.840,640.97503,
2370.929,645.18502,
2368.019,646.91193,
2365.108,655.92539,
2362.197,654.01442,
2359.287,657.65334,
2356.376,639.2817,
2353.466,673.06851,
2350.555,665.08989,
2347.645,652.55332,
2344.734,677.19477,
2341.823,692.13392,
2338.913,648.80226,
2336.002,666.73324,
2333.092,685.01984,
2330.181,701.77684,
2327.270,678.68014,
2324.360,704.8467,
2321.449,699.66496,
