,PL000A~1,
Raman shift [1/cm],Intensity,
3014.167,-0.625,
3011.256,-3.7250215,
3008.346,131.33089,
3005.435,156.53048,
3002.525,165.96001,
2999.614,173.71135,
2996.704,182.00386,
2993.793,175.85196,
2990.882,195.63453,
2987.972,185.40527,
2985.061,191.375,
2982.151,193.13635,
2979.240,211.27423,
2976.329,224.39138,
2973.419,218.71364,
2970.508,216.30831,
2967.598,243.04046,
2964.687,237.33016,
2961.777,231.12706,
2958.866,240.37203,
2955.955,242.09845,
2953.045,270.27432,
2950.134,275.07764,
2947.224,274.34653,
2944.313,277.41987,
2941.403,292.80383,
2938.492,302.375,
2935.581,285.47197,
2932.671,301.81708,
2929.760,300.07883,
2926.850,314.9641,
2923.939,304.25349,
2921.028,309.375,
2918.118,321.2755,
2915.207,337.1473,
2912.297,341.39193,
2909.386,338.33852,
2906.476,327.40589,
2903.565,335.19647,
2900.654,334.41143,
2897.744,326.33728,
2894.833,326.67391,
2891.923,312.72429,
2889.012,322.49639,
2886.102,332.56284,
2883.191,317.38822,
2880.280,302.76734,
2877.370,285.32273,
2874.459,273.84668,
2871.549,304.75699,
2868.638,345.64921,
2865.727,334.27496,
2862.817,330.24534,
2859.906,336.54024,
2856.996,354.86821,
2854.085,341.41069,
2851.175,339.20932,
2848.264,341.80633,
2845.353,340.65537,
2842.443,341.79519,
2839.532,339.12118,
2836.622,338.31315,
2833.711,341.31536,
2830.801,322.39705,
2827.890,308.06559,
2824.979,331.07895,
2822.069,355.0907,
2819.158,330.75505,
2816.248,334.36342,
2813.337,342.12744,
2810.427,338.11053,
2807.516,331.74922,
2804.605,341.17067,
2801.695,337.54605,
2798.784,339.07931,
2795.874,336.65996,
2792.963,344.4466,
2790.052,340.37672,
2787.142,335.33542,
2784.231,328.63276,
2781.321,336.36924,
2778.410,327.59961,
2775.500,331.01397,
2772.589,336.02867,
2769.678,344.05072,
2766.768,352.31674,
2763.857,347.84706,
2760.947,339.90967,
2758.036,338.59789,
2755.126,354.75534,
2752.215,360.6296,
2749.304,363.5027,
2746.394,341.30235,
2743.483,362.275,
2740.573,362.26217,
2737.662,352.17233,
