,PL0B50~1,
Wavenumbers [1/cm],Intensity,
3014.167,-5.875,
3011.256,2.0748819,
3008.346,44.985345,
3005.435,47.85645,
3002.525,44.784955,
2999.614,51.887336,
2996.704,59.302317,
2993.793,56.010368,
2990.882,52.079177,
2987.972,62.11491,
2985.061,49.041242,
2982.151,64.187209,
2979.240,63.657313,
2976.329,72.13046,
2973.419,72.202022,
2970.508,71.82498,
2967.598,66.746285,
2964.687,78.169837,
2961.777,83.466945,
2958.866,73.133908,
2955.955,72.507729,
2953.045,74.225677,
2950.134,89.43406,
2947.224,69.893658,
2944.313,91.630698,
2941.403,83.517792,
2938.492,87.295745,
2935.581,89.560604,
2932.671,94.768811,
2929.760,97.017281,
2926.850,95.39342,
2923.939,96.844623,
2921.028,104.28977,
2918.118,104.50409,
2915.207,101.2453,
2912.297,105.12077,
2909.386,93.103109,
2906.476,95.411502,
2903.565,88.705741,
2900.654,96.300921,
2897.744,102.23815,
2894.833,100.81591,
2891.923,90.990402,
2889.012,94.084537,
2886.102,103.41418,
2883.191,105.13161,
2880.280,146.23983,
2877.370,130.84595,
2874.459,135.71616,
2871.549,97.440398,
2868.638,106.53734,
2865.727,101.17121,
2862.817,95.425789,
2859.906,108.4042,
2856.996,119.65444,
2854.085,116.64601,
2851.175,103.17318,
2848.264,106.125,
2845.353,127.9956,
2842.443,112.94102,
2839.532,108.43838,
2836.622,109.51823,
2833.711,106.6509,
2830.801,109.82279,
2827.890,96.312059,
2824.979,108.8909,
2822.069,107.26147,
2819.158,113.04413,
2816.248,104.61921,
2813.337,113.9189,
2810.427,111.5217,
2807.516,119.80109,
2804.605,115.67307,
2801.695,112.91449,
2798.784,115.34677,
2795.874,109.97988,
2792.963,121.76809,
2790.052,117.12714,
2787.142,113.54608,
2784.231,111.86724,
2781.321,111.74784,
2778.410,109.44479,
2775.500,115.65672,
2772.589,113.47285,
2769.678,136.34003,
2766.768,116.89197,
2763.857,107.2329,
2760.947,122.08087,
2758.036,115.125,
2755.126,110.11859,
2752.215,114.36121,
2749.304,129.29403,
2746.394,121.31456,
2743.483,111.52498,
2740.573,102.70459,
2737.662,112.02884,
2734.751,116.54256,
2731.841,121.04442,
2728.930,123.57414,
2726.020,126.23727,
2723.109,116.486,
2720.199,129.06558,
2717.288,131.77463,
2714.377,131.60828,
2711.467,122.53489,
2708.556,126.38016,
2705.646,136.35036,
2702.735,132.11984,
2699.825,127.125,
2696.914,125.50591,
2694.003,153.5559,
2691.093,132.5534,
2688.182,131.94352,
2685.272,144.9031,
2682.361,113.07151,
2679.450,134.17029,
2676.540,113.7144,
2673.629,137.47929,
2670.719,131.33665,
2667.808,126.46545,
2664.898,125.72227,
2661.987,135.39171,
2659.076,143.23491,
2656.166,133.65746,
2653.255,131.31207,
2650.345,127.69306,
2647.434,138.35335,
2644.524,132.05546,
2641.613,144.72525,
2638.702,132.39328,
2635.792,128.75112,
2632.881,132.82717,
2629.971,137.76256,
2627.060,128.79063,
2624.149,139.88125,
2621.239,146.13093,
2618.328,141.8032,
2615.418,155.46591,
2612.507,142.19618,
2609.597,161.55414,
2606.686,150.125,
2603.775,148.68452,
2600.865,155.53458,
2597.954,139.7958,
2595.044,156.09843,
2592.133,151.72999,
2589.223,147.79974,
2586.312,147.66267,
2583.401,152.88047,
2580.491,145.04328,
2577.580,164.11015,
2574.670,154.84826,
2571.759,153.02397,
2568.848,147.18575,
2565.938,154.64884,
2563.027,154.51588,
2560.117,157.04088,
2557.206,166.78182,
2554.296,153.55063,
2551.385,142.43901,
2548.474,168.0514,
2545.564,155.85308,
2542.653,173.26259,
2539.743,147.74206,
2536.832,156.24837,
2533.922,155.39308,
2531.011,170.20016,
2528.100,175.25395,
2525.190,173.84754,
2522.279,158.01606,
2519.369,170.08763,
2516.458,177.80701,
2513.548,170.04353,
2510.637,169.06352,
2507.726,169.99861,
2504.816,161.18587,
2501.905,161.67561,
2498.995,160.42359,
2496.084,167.57798,
2493.173,170.9144,
2490.263,176.30467,
2487.352,171.54233,
2484.442,183.68816,
2481.531,187.49205,
2478.621,196.64163,
2475.710,157.27836,
2472.799,178.35817,
2469.889,191.33554,
2466.978,196.79514,
2464.068,189.37895,
2461.157,188.39254,
2458.247,171.74254,
2455.336,182.20722,
2452.425,186.10141,
2449.515,201.89838,
2446.604,195.24019,
2443.694,196.79934,
2440.783,197.55405,
2437.872,186.59904,
2434.962,197.02362,
2432.051,195.51397,
2429.141,192.29569,
2426.230,178.8421,
2423.320,207.18226,
2420.409,197.20843,
2417.498,198.69805,
2414.588,180.60039,
2411.677,204.37198,
2408.767,186.14862,
2405.856,183.21314,
2402.946,188.86941,
2400.035,200.62031,
2397.124,222.77741,
2394.214,204.98821,
2391.303,201.91497,
2388.393,198.68776,
2385.482,184.56562,
2382.571,196.28953,
2379.661,201.96212,
2376.750,200.86397,
2373.840,204.32183,
2370.929,216.02753,
2368.019,202.97966,
2365.108,211.61453,
2362.197,211.473,
2359.287,201.56176,
2356.376,198.12324,
2353.466,214.77745,
2350.555,205.47016,
2347.645,218.63757,
2344.734,212.88074,
2341.823,221.926,
2338.913,218.7041,
2336.002,213.60824,
2333.092,211.61933,
2330.181,214.16079,
2327.270,208.56504,
2324.360,222.51181,
2321.449,213.41752,
2318.539,215.6143,
2315.628,227.67896,
2312.718,220.75935,
2309.807,208.31103,
2306.896,232.07804,
2303.986,215.43021,
2301.075,214.0399,
2298.165,208.13454,
2295.254,218.86648,
2292.344,219.07104,
2289.433,224.79682,
2286.522,225.09822,
2283.612,221.36479,
2280.701,234.83798,
2277.791,221.12687,
2274.880,242.98504,
2271.969,229.70936,
2269.059,226.15225,
2266.148,243.98643,
2263.238,240.12887,
2260.327,243.7455,
2257.417,226.78555,
2254.506,242.64356,
2251.595,250.13232,
2248.685,264.01147,
2245.774,251.30117,
2242.864,237.90304,
2239.953,251.6284,
2237.043,249.21501,
2234.132,237.08082,
2231.221,269.54891,
2228.311,258.50905,
2225.400,263.32202,
2222.490,266.78291,
2219.579,251.44119,
2216.669,247.63692,
2213.758,251.64788,
2210.847,259.15522,
2207.937,267.79926,
2205.026,275.79118,
2202.116,285.97851,
2199.205,278.36241,
2196.294,273.94302,
2193.384,287.59803,
2190.473,276.24941,
2187.563,290.06216,
2184.652,280.73969,
2181.742,297.28361,
2178.831,289.00438,
2175.920,301.19969,
