,PL28A0~1,
Raman shift [1/cm],Intensity,
1125.202,1274.2827,
1122.291,1230.0094,
1119.380,1254.5693,
1116.470,1261.6295,
1113.559,1288.7905,
1110.649,1293.8806,
1107.738,1303.7522,
1104.828,1304.7619,
1101.917,1300.7844,
1099.006,1317.1702,
1096.096,1301.3925,
1093.185,1299.6365,
1090.275,1291.4073,
1087.364,1307.3392,
1084.453,1325.0619,
1081.543,1320.668,
1078.632,1306.1268,
1075.722,1304.1149,
1072.811,1292.1062,
1069.901,1328.7831,
1066.990,1340.3916,
1064.079,1363.5959,
1061.169,1361.9017,
1058.258,1358.8523,
1055.348,1375.1429,
1052.437,1393.336,
1049.527,1394.1112,
1046.616,1435.815,
1043.705,1443.5831,
1040.795,1441.3075,
1037.884,1439.5,
1034.974,1445.8312,
1032.063,1449.108,
1029.153,1427.0579,
1026.242,1440.0323,
1023.331,1472.9979,
1020.421,1473.9232,
1017.510,1497.833,
1014.600,1514.2707,
1011.689,1518.7625,
1008.778,1551.6839,
1005.868,1593.6236,
1002.957,1607.3892,
1000.047,1696.132,
997.136,1760.8029,
994.226,1783.5,
991.315,1779.5421,
988.404,1766.771,
985.494,1746.8095,
982.583,1715.9735,
979.673,1725.4013,
976.762,1712.8869,
973.852,1702.7101,
970.941,1714.6878,
968.030,1733.7948,
965.120,1718.5609,
962.209,1733.0541,
959.299,1760.997,
956.388,1742.9418,
953.477,1725.4323,
950.567,1734.33,
947.656,1745.1819,
944.746,1788.5093,
941.835,1750.0093,
938.925,1743.1322,
936.014,1742.4767,
933.103,1750.3866,
930.193,1758.1126,
927.282,1713.7045,
924.372,1662.1224,
921.461,1677.592,
918.551,1636.1207,
915.640,1608.9989,
912.729,1616.743,
909.819,1604.3871,
906.908,1588.381,
903.998,1576.3649,
901.087,1609.7809,
898.176,1621.9105,
895.266,1638.8441,
892.355,1693.7723,
889.445,1684.5404,
886.534,1677.821,
883.624,1708.1231,
880.713,1730.1346,
877.802,1735.1104,
874.892,1735.6254,
871.981,1749.3224,
869.071,1741.8037,
866.160,1724.6309,
863.250,1731.6535,
860.339,1742.3522,
857.428,1729.8911,
854.518,1693.6685,
851.607,1699.493,
848.697,1688.8071,
845.786,1677.7914,
842.875,1683.6856,
839.965,1701.6261,
837.054,1688.2767,
834.144,1668.3867,
831.233,1661.8335,
828.323,1630.3311,
825.412,1605.2953,
822.501,1618.5426,
819.591,1624.3274,
816.680,1568.4102,
813.770,1560.765,
810.859,1576.2323,
807.949,1571.4828,
805.038,1520.7035,
802.127,1514.1185,
799.217,1523.1901,
796.306,1547.5002,
793.396,1538.973,
790.485,1496.499,
787.574,1482.2162,
784.664,1501.0787,
781.753,1525.9715,
778.843,1530.1289,
775.932,1528.1296,
773.022,1542.5575,
770.111,1568.72,
767.200,1585.7262,
764.290,1568.5406,
761.379,1544.6226,
758.469,1539.1965,
755.558,1562.9683,
752.648,1511.6483,
749.737,1515.2086,
746.826,1485.6685,
743.916,1436.5194,
741.005,1408.1373,
738.095,1316.3953,
735.184,1213.2573,
732.274,1146.5238,
729.363,1171.6157,
726.452,1298.3269,
723.542,1430.2581,
720.631,1461.9652,
717.721,1481.5298,
714.810,1490.1193,
711.899,1496.4604,
708.989,1526.3166,
706.078,1532.1091,
703.168,1504.3534,
700.257,1496.6394,
697.347,1508.5874,
694.436,1493.8235,
691.525,1468.9056,
688.615,1482.3673,
685.704,1485.7295,
682.794,1472.4575,
679.883,1462.7523,
676.973,1468.3619,
674.062,1456.1003,
671.151,1456.8283,
668.241,1464.4028,
665.330,1454.4244,
662.420,1452.8269,
659.509,1458.8493,
656.598,1466.3947,
653.688,1466.4391,
650.777,1450.4991,
647.867,1479.9632,
644.956,1474.117,
642.046,1455.3058,
639.135,1448.9324,
636.224,1484.4483,
633.314,1474.1271,
630.403,1502.243,
627.493,1513.5141,
624.582,1496.7937,
621.672,1493.6257,
618.761,1521.6178,
615.850,1536.5609,
612.940,1542.5246,
610.029,1545.0261,
607.119,1548.1846,
604.208,1554.8901,
601.297,1542.046,
598.387,1523.0604,
595.476,1514.1286,
592.566,1510.1933,
589.655,1522.4578,
586.745,1523.4244,
583.834,1503.6425,
580.923,1461.8317,
578.013,1516.7631,
575.102,1491.9224,
572.192,1491.7973,
569.281,1539.8602,
566.371,1514.0336,
563.460,1497.3906,
560.549,1506.6056,
557.639,1530.2883,
554.728,1551.0073,
551.818,1543.2041,
548.907,1543.3282,
545.996,1556.1637,
543.086,1571.3125,
540.175,1556.5182,
537.265,1544.6358,
534.354,1559.5642,
531.444,1582.1226,
528.533,1591.1689,
525.622,1586.5132,
522.712,1577.0055,
519.801,1616.9437,
516.891,1684.8658,
513.980,1656.9912,
511.070,1687.6043,
508.159,1721.0802,
505.248,1747.7576,
502.338,1764.494,
499.427,1798.4547,
496.517,1818.2475,
493.606,1833.9028,
490.695,1853.5283,
487.785,1889.7084,
484.874,1877.4057,
481.964,1873.3139,
479.053,1882.4193,
476.143,1886.2591,
473.232,1869.9537,
470.321,1832.3591,
467.411,1795.7011,
464.500,1785.6054,
461.590,1829.2526,
458.679,1828.8432,
455.769,1829.2122,
452.858,1849.3981,
449.947,1819.6048,
447.037,1842.0177,
444.126,1867.1545,
441.216,1872.6793,
438.305,1839.1543,
435.395,1888.2622,
432.484,1913.5827,
429.573,1904.1749,
426.663,1881.3707,
423.752,1917.1606,
420.842,1936.2401,
417.931,1938.6381,
415.020,1935.6047,
412.110,1977.9336,
409.199,1986.165,
406.289,1982.4357,
403.378,1994.4129,
400.468,1968.7091,
397.557,1970.783,
394.646,1984.2708,
391.736,1993.9205,
388.825,1975.819,
385.915,1928.9889,
383.004,1888.2169,
380.094,1881.9147,
377.183,1968.4495,
374.272,2030.4946,
371.362,2061.617,
368.451,2060.8221,
365.541,2082.5877,
362.630,2081.3989,
359.719,2079.3476,
356.809,2089.4515,
353.898,2105.1763,
350.988,2107.8725,
348.077,2100.9822,
345.167,2088.9001,
342.256,2116.5417,
339.345,2120.2485,
336.435,2120.3863,
333.524,2131.6509,
330.614,2168.1635,
327.703,2166.6649,
324.793,2151.1487,
321.882,2141.4748,
318.971,2131.0666,
316.061,2145.5676,
313.150,2168.8881,
310.240,2182.9883,
307.329,2180.6415,
304.418,2143.9356,
301.508,2107.2108,
298.597,2128.6829,
295.687,2128.4683,
292.776,2135,
289.866,2160.4463,
286.955,2231.3639,
284.044,2322.4599,
281.134,2395.0499,
278.223,2441.3023,
275.313,2460.4605,
272.402,2476.699,
269.492,2509.264,
266.581,2562.4969,
263.670,2590.4338,
260.760,2626.7087,
257.849,2648.9072,
254.939,2638.6329,
