,PL2E97~1,
Raman shift [1/cm],Intensity,
3014.167,-3,
3011.256,1.8500752,
3008.346,248.83015,
3005.435,295,
3002.525,296.58501,
2999.614,300.80262,
2996.704,331.39896,
2993.793,328.76152,
2990.882,325.08394,
2987.972,343.03531,
2985.061,351.33005,
2982.151,360.92606,
2979.240,382.21577,
2976.329,389.2541,
2973.419,416.44621,
2970.508,410.30002,
2967.598,430.80884,
2964.687,430.82065,
2961.777,442.24794,
2958.866,450.65825,
2955.955,468.07079,
2953.045,487.21926,
2950.134,502.96792,
2947.224,511.71172,
2944.313,527.91026,
2941.403,542.33394,
2938.492,540.87264,
2935.581,560.67727,
2932.671,560.20173,
2929.760,563.11922,
2926.850,572.21616,
2923.939,588.63548,
2921.028,621.72371,
2918.118,588.52141,
2915.207,608.24061,
2912.297,613.00423,
2909.386,627.81022,
2906.476,628.77529,
2903.565,621.75927,
2900.654,595.27099,
2897.744,616.10058,
2894.833,621.11346,
2891.923,591.86209,
2889.012,613.67052,
2886.102,605.22837,
2883.191,595.01227,
2880.280,604.76076,
2877.370,599.84881,
2874.459,600.10706,
2871.549,625.13159,
2868.638,622.18145,
2865.727,639.15388,
2862.817,651.50132,
2859.906,622.02564,
2856.996,628.00906,
2854.085,622.47899,
2851.175,660.64159,
2848.264,663.6325,
2845.353,633,
2842.443,628.20836,
2839.532,626.4328,
2836.622,609.972,
2833.711,617.31868,
2830.801,596.0147,
2827.890,629.04549,
2824.979,636.44408,
2822.069,622.06823,
2819.158,623.05929,
2816.248,632.18342,
2813.337,642.45366,
2810.427,648.86777,
2807.516,646.10797,
2804.605,634.45193,
2801.695,641.17105,
2798.784,638.07392,
2795.874,644.86016,
2792.963,633.64266,
2790.052,653.99464,
2787.142,611.71054,
2784.231,624.35402,
2781.321,604.63437,
2778.410,617.38073,
2775.500,628.57102,
2772.589,634.34633,
2769.678,626.32428,
2766.768,648.90102,
2763.857,627.31792,
2760.947,638.96217,
2758.036,645.70708,
2755.126,650.09829,
2752.215,634.02263,
2749.304,681.08267,
2746.394,674.70772,
2743.483,646.75003,
2740.573,661.29213,
2737.662,642.0207,
2734.751,660.46595,
2731.841,639.91757,
2728.930,673.44914,
2726.020,665.54572,
2723.109,665.09267,
2720.199,670.88115,
2717.288,676.84306,
2714.377,665.6459,
2711.467,685.81978,
2708.556,684.64884,
2705.646,716.73247,
2702.735,690.31442,
2699.825,685.6946,
2696.914,703.23819,
2694.003,698.33009,
2691.093,688.33935,
2688.182,696.87333,
2685.272,688.19488,
2682.361,707.91157,
2679.450,699.3046,
2676.540,715.65449,
2673.629,703.31388,
2670.719,720.99261,
2667.808,720.29181,
2664.898,698.143,
2661.987,714.93382,
2659.076,721.78018,
2656.166,742.58011,
2653.255,739.85034,
2650.345,747.92015,
2647.434,728.57131,
2644.524,735.96888,
2641.613,748.14268,
2638.702,759.76328,
2635.792,736.21438,
2632.881,768.84526,
2629.971,752.29521,
2627.060,749,
2624.149,754.05312,
2621.239,760,
2618.328,764.3391,
2615.418,759.72271,
2612.507,752.37543,
2609.597,782.07186,
2606.686,767.36346,
2603.775,773,
2600.865,801.28678,
2597.954,791.23957,
2595.044,798.64305,
2592.133,797.27382,
2589.223,799.24106,
2586.312,793.10046,
2583.401,798.63499,
2580.491,810.03838,
