,PL008A~1,
Wavenumbers [1/cm],Intensity,
3014.167,-7.5,
3011.256,2.0999141,
3008.346,41.562279,
3005.435,49.76855,
3002.525,44.122483,
2999.614,57.836355,
2996.704,49.774228,
2993.793,55.243088,
2990.882,55.416058,
2987.972,70.444505,
2985.061,53.736446,
2982.151,57.948749,
2979.240,65.715774,
2976.329,72.00273,
2973.419,69.623493,
2970.508,62.366614,
2967.598,72.213253,
2964.687,68.410326,
2961.777,76.841945,
2958.866,69.502969,
2955.955,61.705757,
2953.045,73.133108,
2950.134,77.564153,
2947.224,68.354065,
2944.313,85.814814,
2941.403,83.666969,
2938.492,80.947163,
2935.581,86.682828,
2932.671,83.821906,
2929.760,79.065362,
2926.850,75.029699,
2923.939,84.939247,
2921.028,95.976556,
2918.118,88.642322,
2915.207,100.43662,
2912.297,102.47038,
2909.386,78.879568,
2906.476,91.460647,
2903.565,94.984449,
2900.654,88.55864,
2897.744,92.512572,
2894.833,86.489821,
2891.923,70.012797,
2889.012,81.621388,
2886.102,87.459466,
2883.191,120.46507,
2880.280,64.184207,
2877.370,32.3838,
2874.459,-9.2230361,
2871.549,24.973628,
2868.638,76.869026,
2865.727,88.419245,
2862.817,86.871654,
2859.906,89.779195,
2856.996,97.047551,
2854.085,92.661776,
2851.175,86.313193,
2848.264,100.36267,
2845.353,88.909774,
2842.443,99.114622,
2839.532,102.79841,
2836.622,99.072919,
2833.711,89.181324,
2830.801,98.794855,
2827.890,91.332158,
2824.979,98.981908,
2822.069,112.51137,
2819.158,106.65902,
2816.248,96.247105,
2813.337,114.15976,
2810.427,103.85262,
2807.516,102.23375,
2804.605,102.45673,
2801.695,103.55265,
2798.784,106.79569,
2795.874,117.5,
2792.963,122.00011,
2790.052,103.5045,
2787.142,102.07892,
2784.231,89.56523,
2781.321,106.61996,
2778.410,100.96953,
2775.500,109.20241,
2772.589,90.885316,
2769.678,108.92659,
2766.768,109.38348,
2763.857,107.71195,
2760.947,112.95902,
2758.036,104.80572,
2755.126,106.25428,
2752.215,111.60891,
2749.304,107.22301,
2746.394,108.80647,
2743.483,97.000023,
2740.573,106.69475,
2737.662,116.81953,
2734.751,118.10664,
2731.841,109.55311,
2728.930,120.25429,
2726.020,111.94387,
2723.109,117.70608,
2720.199,123.44058,
2717.288,127.23722,
2714.377,119.27508,
2711.467,117.74615,
2708.556,124.22295,
2705.646,117.68304,
2702.735,124.48452,
2699.825,112.43456,
2696.914,110.64272,
2694.003,138.57318,
2691.093,114.78521,
2688.182,118.30148,
2685.272,125.74751,
2682.361,114.56441,
2679.450,122.83747,
2676.540,131.35773,
2673.629,124.16816,
2670.719,112.5804,
2667.808,125.52729,
2664.898,122.82491,
2661.987,120.26688,
2659.076,124.13578,
2656.166,120.79006,
2653.255,121.35034,
2650.345,116.09165,
2647.434,131.75722,
2644.524,127.55033,
2641.613,129.52891,
2638.702,120.73672,
2635.792,129.5638,
2632.881,124.11897,
2629.971,131.86244,
2627.060,120.33032,
2624.149,138.98751,
2621.239,124.2337,
2618.328,129.8391,
2615.418,139.15909,
2612.507,133.81229,
2609.597,135.76547,
2606.686,138.86346,
2603.775,138.25793,
2600.865,138.38057,
2597.954,144.30834,
2595.044,146.77724,
2592.133,141.76734,
2589.223,160.81371,
2586.312,133.30898,
2583.401,147.13499,
2580.491,127.32212,
2577.580,160.45544,
2574.670,142.35559,
2571.759,151.18665,
2568.848,143.61604,
2565.938,150.07153,
2563.027,136.86591,
2560.117,141.94861,
2557.206,149.92435,
2554.296,135.73112,
2551.385,155.26009,
2548.474,156.64795,
2545.564,155.40503,
2542.653,160.95302,
2539.743,149.04313,
2536.832,133.41775,
2533.922,159.46846,
2531.011,155.85014,
2528.100,144.56967,
2525.190,148.77746,
2522.279,149.29727,
2519.369,157.04768,
2516.458,144.72734,
2513.548,144.02736,
2510.637,149.00814,
2507.726,142.43681,
2504.816,145.06257,
2501.905,146.31159,
2498.995,164.32084,
2496.084,156.90067,
2493.173,163.63212,
2490.263,168.72484,
2487.352,162.54173,
2484.442,163.2152,
2481.531,166.71272,
2478.621,177.40998,
2475.710,137.7607,
2472.799,169.28029,
2469.889,163.46953,
2466.978,176.76793,
2464.068,178.62697,
2461.157,164.15253,
2458.247,161.48533,
2455.336,178.03035,
2452.425,168.45281,
2449.515,178.64137,
2446.604,175.67279,
2443.694,175.10442,
2440.783,164.83221,
2437.872,175.57293,
2434.962,174.6106,
2432.051,172.83962,
2429.141,175.94122,
2426.230,165.15191,
2423.320,199.51467,
2420.409,186.52558,
2417.498,188.50842,
2414.588,171.78524,
2411.677,172.57172,
2408.767,176.77657,
2405.856,181.15477,
2402.946,173.70822,
2400.035,184.08686,
2397.124,185.9492,
2394.214,185.9316,
2391.303,180.10772,
2388.393,184.48605,
2385.482,159.68967,
2382.571,177.01921,
2379.661,173.22086,
2376.750,180.07881,
2373.840,169.5188,
2370.929,195.18594,
2368.019,191.1872,
2365.108,181.5,
2362.197,188.06989,
2359.287,191.70167,
2356.376,190.50176,
2353.466,202.34936,
2350.555,192.2651,
2347.645,200.05231,
2344.734,213.53228,
2341.823,182.08041,
2338.913,210.52683,
2336.002,198.6243,
2333.092,205.10941,
2330.181,198.51789,
2327.270,192.88504,
2324.360,199.24762,
2321.449,210.5,
2318.539,203.86084,
2315.628,206.56675,
2312.718,217.56608,
2309.807,199.04651,
2306.896,206.5,
2303.986,201.27917,
2301.075,196.35106,
2298.165,211.06756,
2295.254,209.60772,
2292.344,223.7698,
2289.433,206.89773,
2286.522,215.28578,
2283.612,212.33036,
2280.701,215.36547,
2277.791,222.10112,
2274.880,234.36004,
2271.969,219.92387,
2269.059,216.20301,
2266.148,228.06594,
2263.238,236.79729,
2260.327,217.22437,
2257.417,236.23,
2254.506,232.614,
2251.595,240.64913,
2248.685,248.75764,
2245.774,249.89567,
2242.864,235.62967,
2239.953,238.63791,
2237.043,233.53823,
2234.132,222.25323,
2231.221,243.68614,
2228.311,234.97296,
2225.400,246.06291,
2222.490,258.81582,
2219.579,235.65427,
2216.669,249.49046,
2213.758,245.6294,
2210.847,232.82747,
2207.937,247.76708,
2205.026,253.61079,
2202.116,260.14013,
2199.205,254.73741,
2196.294,259.30999,
2193.384,261.5,
2190.473,255.49413,
2187.563,261.54834,
2184.652,269.84327,
2181.742,265.52335,
2178.831,277.93969,
2175.920,273.2541,
2173.010,294.87698,
2170.099,333.9633,
2167.189,284.84442,
2164.278,333.67387,
2161.368,338.21456,
2158.457,343.09068,
2155.546,367.5904,
2152.636,396.4042,
2149.725,412.98993,
2146.815,427.0662,
2143.904,433.80111,
2140.993,437.89681,
2138.083,445.05318,
2135.172,438.09656,
2132.262,447.77993,
2129.351,448.41717,
2126.441,445.3835,
2123.530,427.35409,
2120.619,415.05044,
2117.709,411.11675,
2114.798,377.68063,
2111.888,354.42514,
2108.977,349.59271,
2106.067,333.33244,
2103.156,324.10082,
2100.245,318.48745,
2097.335,301.87172,
2094.424,319.55887,
2091.514,292.13705,
2088.603,284.39861,
2085.692,284.1357,
2082.782,289.56823,
2079.871,282.64236,
2076.961,295.46675,
2074.050,276.77879,
2071.140,314.4201,
2068.229,282.67056,
2065.318,294.58625,
2062.408,301.34871,
2059.497,276.02971,
2056.587,267.39511,
2053.676,280.03293,
2050.766,294.42227,
2047.855,291.24369,
2044.944,286.88941,
2042.034,306.73109,
2039.123,281.56061,
2036.213,279.98219,
2033.302,277.02164,
2030.391,275.41545,
2027.481,288.6096,
2024.570,260.7866,
2021.660,313.77486,
2018.749,294.77818,
2015.839,279.32481,
2012.928,295.89094,
2010.017,293.09718,
2007.107,294.31308,
2004.196,282.86903,
2001.286,310.12892,
1998.375,298.79428,
1995.465,292.36607,
1992.554,303.26463,
1989.643,289.05302,
1986.733,293.60702,
1983.822,293.66617,
1980.912,280.45033,
1978.001,280.71151,
1975.090,297.69542,
1972.180,299.98271,
1969.269,293.70687,
1966.359,308.60837,
1963.448,311.46433,
1960.538,303.63094,
1957.627,317.65791,
1954.716,295.21817,
1951.806,316.09614,
1948.895,323.80168,
1945.985,300.95098,
1943.074,305.45211,
1940.164,287.51912,
1937.253,281.51298,
1934.342,280.9615,
1931.432,288.04574,
1928.521,290.65544,
1925.611,286.77923,
1922.700,284.12569,
1919.790,292.11262,
1916.879,277.68574,
1913.968,320.4459,
1911.058,273.83033,
1908.147,285.93948,
1905.237,326.16171,
1902.326,288.01705,
1899.415,278.12439,
1896.505,298.3797,
1893.594,309.68898,
1890.684,301.69604,
1887.773,298.83643,
1884.863,323.11503,
1881.952,315.39025,
1879.041,302.98702,
1876.131,304.94314,
1873.220,261.91575,
1870.310,277.77799,
1867.399,303.11615,
1864.489,315.48747,
1861.578,290.2198,
1858.667,287.64671,
1855.757,290.69212,
1852.846,307.541,
1849.936,309.73426,
1847.025,273.9647,
1844.114,308.54709,
1841.204,327.71678,
1838.293,324.02079,
1835.383,327.89498,
1832.472,309.47565,
1829.562,282.38958,
1826.651,306.8511,
1823.740,299.84479,
1820.830,300.98826,
1817.919,315.71565,
1815.009,294.52545,
1812.098,337.17714,
1809.188,323.74035,
1806.277,293.16396,
1803.366,314.74954,
1800.456,329.77479,
1797.545,333.85464,
1794.635,328.53202,
1791.724,333.3544,
1788.813,324.90309,
1785.903,336.61045,
1782.992,331.42843,
1780.082,309.94797,
1777.171,335.16595,
1774.261,317.5347,
1771.350,319.59826,
1768.439,349.30666,
1765.529,330.13611,
1762.618,337.19627,
1759.708,345.47825,
1756.797,356.87121,
1753.887,357.90962,
1750.976,342.24477,
1748.065,372.75191,
1745.155,353.98416,
1742.244,363.60683,
1739.334,366.80589,
1736.423,360.5,
1733.512,378.69111,
1730.602,397.46827,
1727.691,362.34931,
1724.781,351.28658,
1721.870,370.8144,
1718.960,359.05536,
1716.049,365.5677,
1713.138,386.30991,
1710.228,361.6505,
1707.317,387.57543,
1704.407,379.82084,
1701.496,378.5,
1698.586,399.75164,
1695.675,423.0213,
1692.764,396.09835,
1689.854,383.01968,
1686.943,399.89294,
1684.033,396.59934,
1681.122,425.99023,
1678.211,442.34772,
1675.301,431.53392,
1672.390,486.35943,
1669.480,439.72462,
1666.569,467.41113,
1663.659,460.81032,
1660.748,479.34575,
1657.837,470.84391,
1654.927,442.67146,
1652.016,490.47944,
1649.106,451.01782,
1646.195,511.69181,
1643.285,518.93034,
1640.374,494.8763,
1637.463,513.54484,
1634.553,570.13055,
1631.642,545.69544,
1628.732,563.55925,
1625.821,573.52682,
1622.911,614.26896,
1620.000,651.03385,
1617.089,691.68408,
1614.179,722.62577,
1611.268,752.38466,
1608.358,803.0652,
1605.447,827.18589,
1602.536,833.15944,
1599.626,831.66013,
1596.715,866.89645,
1593.805,787.32713,
1590.894,810.08479,
1587.984,821.42874,
1585.073,835.26225,
1582.162,824.14182,
1579.252,788.76796,
1576.341,744.65108,
1573.431,747.24761,
1570.520,743.62061,
1567.610,750.44131,
1564.699,757.12515,
1561.788,743.71141,
1558.878,746.37592,
1555.967,727.37674,
1553.057,710.3966,
1550.146,693.36549,
1547.235,728.77448,
1544.325,706.90554,
1541.414,676.22103,
1538.504,699.91408,
1535.593,683.82439,
1532.683,662.98486,
1529.772,657.95654,
1526.861,635.51164,
1523.951,624.33662,
1521.040,614.88797,
1518.130,632.21763,
1515.219,604.74036,
1512.309,607.61266,
1509.398,636.5288,
1506.487,583.37354,
1503.577,619.23836,
1500.666,592.37343,
1497.756,580.07684,
1494.845,633.81908,
1491.934,593.5378,
1489.024,605.08771,
1486.113,598.08228,
1483.203,588.61832,
1480.292,584.95447,
1477.382,552.97832,
1474.471,542.43048,
1471.560,571.25231,
1468.650,572.93417,
1465.739,565.93804,
1462.829,572.25863,
1459.918,574.73755,
1457.008,562.34602,
1454.097,546.49195,
1451.186,534.09381,
1448.276,525.39309,
1445.365,526.71485,
1442.455,540.05967,
1439.544,551.21841,
1436.633,537.71449,
1433.723,575.87689,
1430.812,574.01201,
1427.902,605.04901,
1424.991,586.09376,
1422.081,555.22326,
1419.170,560.27654,
1416.259,532.33773,
1413.349,514.92663,
1410.438,534.59273,
1407.528,588.91818,
1404.617,577.09805,
1401.707,542.49101,
1398.796,551.02094,
1395.885,545.93681,
1392.975,527.7298,
1390.064,557.56016,
1387.154,539.8349,
1384.243,482.57213,
1381.332,564.61067,
1378.422,564.00254,
1375.511,534.96233,
1372.601,602.69621,
1369.690,572.49666,
1366.780,556.99558,
1363.869,595.18271,
1360.958,627.66562,
1358.048,640.65318,
1355.137,653.488,
1352.227,659.29737,
1349.316,660.94361,
1346.406,686.10422,
1343.495,714.27524,
1340.584,687.67891,
1337.674,672.25365,
1334.763,727.93544,
1331.853,713.09974,
1328.942,735.62607,
1326.032,726.26569,
1323.121,782.03619,
1320.210,783.85422,
1317.300,779.22186,
