,PLB897~1,
Raman shift [1/cm],Intensity,
3014.167,0.875,
3011.256,-0.92495705,
3008.346,167.69123,
3005.435,200.22129,
3002.525,184.23238,
2999.614,223.53865,
2996.704,227.51211,
2993.793,233.75115,
2990.882,235.13453,
2987.972,250.83969,
2985.061,244.31835,
2982.151,241.35231,
2979.240,264.97577,
2976.329,271.39411,
2973.419,288.95202,
2970.508,289.80831,
2967.598,310.30151,
2964.687,299.35258,
2961.777,319.80683,
2958.866,311.53474,
2955.955,329.98118,
2953.045,331.14122,
2950.134,352.13161,
2947.224,369.67572,
2944.313,357.48184,
2941.403,378.68522,
2938.492,395.60943,
2935.581,380.92904,
2932.671,384.91794,
2929.760,387.04421,
2926.850,400.51635,
2923.939,413.27218,
2921.028,421.33381,
2918.118,414.03621,
2915.207,425.05223,
2912.297,428.86231,
2909.386,436.021,
2906.476,437.25418,
2903.565,437.53499,
2900.654,446.64044,
2897.744,420.96301,
2894.833,424.57609,
2891.923,427.984,
2889.012,438.00217,
2886.102,420.00204,
2883.191,422.86556,
2880.280,401.67404,
2877.370,363.11344,
2874.459,388.17058,
2871.549,413.73062,
2868.638,445.42138,
2865.727,452.92884,
2862.817,462.70387,
2859.906,452.41916,
2856.996,458.82971,
2854.085,463.59348,
2851.175,477.82682,
2848.264,467.81117,
2845.353,468.63776,
2842.443,447.89241,
2839.532,444.51672,
2836.622,423.08854,
2833.711,428.82319,
2830.801,427.875,
2827.890,421.56559,
2824.979,441.36897,
2822.069,459.45423,
2819.158,424.01516,
2816.248,439.32289,
2813.337,454.6689,
2810.427,451.79374,
2807.516,442.71672,
2804.605,446.28365,
2801.695,451.83553,
2798.784,452.09677,
2795.874,445.73516,
2792.963,448.66085,
2790.052,444.8765,
2787.142,430.58554,
2784.231,438.26164,
2781.321,454.42345,
2778.410,429.07929,
2775.500,446.40672,
2772.589,451.75804,
2769.678,447.83395,
2766.768,453.83032,
2763.857,473.29118,
2760.947,439.41598,
2758.036,470.44203,
2755.126,466.39637,
2752.215,484.04332,
2749.304,477.30128,
2746.394,469.80235,
2743.483,481.42504,
2740.573,465.77762,
2737.662,467.3528,
2734.751,478.15187,
2731.841,465.30723,
2728.930,477.303,
2726.020,490.22743,
2723.109,481.82384,
2720.199,480.18739,
2717.288,487.17426,
2714.377,499.03304,
2711.467,494.80907,
2708.556,511.39626,
2705.646,515.25529,
2702.735,511.3621,
2699.825,497.89681,
2696.914,500.11319,
2694.003,504.81972,
2691.093,494.89305,
2688.182,517.44019,
2685.272,476.10544,
2682.361,499.90448,
2679.450,511.03132,
2676.540,508.07824,
2673.629,521.85704,
2670.719,506.75114,
2667.808,525.27003,
2664.898,511.95282,
2661.987,516.17497,
2659.076,514.00216,
2656.166,523.875,
2653.255,533.50085,
2650.345,551.71529,
2647.434,549.18909,
2644.524,546.89421,
2641.613,545.27475,
2638.702,539.89078,
2635.792,529.49814,
2632.881,538.10129,
2629.971,538.23744,
2627.060,530.20501,
2624.149,557.33437,
2621.239,552.61462,
2618.328,563.00216,
2615.418,556.25226,
2612.507,558.59429,
2609.597,543.72131,
2606.686,538.88708,
2603.775,570.75595,
2600.865,575.40402,
2597.954,579.49788,
2595.044,583.61547,
2592.133,572.37824,
2589.223,592.81502,
2586.312,583.875,
2583.401,585.22172,
2580.491,592.68268,
2577.580,587.92946,
2574.670,616.4472,
2571.759,605.97603,
2568.848,592.88045,
2565.938,600.06532,
2563.027,622.70453,
2560.117,621.42639,
2557.206,626.10747,
2554.296,598.39674,
2551.385,615.42086,
2548.474,608.13448,
2545.564,620.62176,
2542.653,608.93876,
2539.743,616.61622,
2536.832,626.54789,
2533.922,631.79615,
2531.011,631.82458,
2528.100,639.54397,
2525.190,638.03729,
2522.279,646.29708,
2519.369,650.95071,
2516.458,633.53577,
2513.548,639.82027,
2510.637,613.41207,
2507.726,640.93449,
2504.816,640.87387,
2501.905,648.48354,
2498.995,644.875,
2496.084,647.6346,
2493.173,648.90116,
2490.263,652.85241,
2487.352,673.20887,
2484.442,681.44459,
2481.531,678.13569,
2478.621,678.48165,
2475.710,676.79832,
2472.799,667.36827,
2469.889,680.02461,
2466.978,692.59664,
2464.068,670.84847,
2461.157,667.79995,
2458.247,678.00738,
2455.336,700.00027,
2452.425,695.61083,
2449.515,691.24299,
2446.604,690.70221,
2443.694,693.59624,
2440.783,697.44595,
2437.872,703.13025,
2434.962,710.13767,
2432.051,711.36266,
2429.141,716.85729,
2426.230,706.72249,
2423.320,728.38896,
2420.409,732.04186,
2417.498,719.46489,
2414.588,746.39961,
2411.677,732.16187,
2408.767,737.85138,
2405.856,745.94635,
2402.946,739.96973,
2400.035,738.86562,
2397.124,739.67178,
2394.214,758.0922,
2391.303,764.19546,
2388.393,752.17033,
2385.482,758.43438,
2382.571,773.77451,
2379.661,765.73514,
2376.750,786.61397,
2373.840,766.54069,
2370.929,788.59343,
2368.019,788.22413,
2365.108,789.52683,
2362.197,798.40384,
2359.287,800.89171,
2356.376,801.86972,
2353.466,792.82872,
2350.555,805.27001,
2347.645,805.875,
2344.734,801.9349,
2341.823,825.46042,
2338.913,816.875,
2336.002,815.76257,
2333.092,835.84013,
2330.181,855.89289,
2327.270,836.08512,
2324.360,815.92446,
2321.449,852.61309,
2318.539,845.32148,
2315.628,859.61361,
2312.718,848.32653,
2309.807,841.8997,
2306.896,851.33978,
2303.986,847.01145,
2301.075,865.04519,
2298.165,867.27882,
2295.254,861.98272,
2292.344,851.61361,
2289.433,855.28819,
2286.522,882.03566,
2283.612,892.70536,
2280.701,894.00953,
2277.791,878.9971,
2274.880,900.09711,
2271.969,896.28241,
2269.059,911.58616,
2266.148,909.90004,
2263.238,906.57771,
2260.327,931.3232,
2257.417,926.24722,
2254.506,937.51604,
2251.595,948.58406,
2248.685,924.1501,
2245.774,930.99558,
2242.864,958.26402,
2239.953,961.3716,
2237.043,947.03036,
2234.132,947.236,
2231.221,944.92663,
2228.311,957.40204,
2225.400,970.60678,
2222.490,993.27559,
2219.579,983.24262,
2216.669,1000.3058,
2213.758,997.9155,
2210.847,1044.4921,
2207.937,1061.7121,
2205.026,1079.431,
2202.116,1077.0523,
2199.205,1106.5872,
2196.294,1112.437,
2193.384,1134.9005,
2190.473,1163.6086,
2187.563,1169.1408,
2184.652,1228.2427,
2181.742,1256.4209,
2178.831,1282.4626,
2175.920,1318.2812,
2173.010,1343.8262,
2170.099,1385.4043,
2167.189,1410.1979,
2164.278,1457.5162,
2161.368,1489.4444,
2158.457,1542.7366,
2155.546,1604.2818,
2152.636,1657.2952,
2149.725,1702.3246,
2146.815,1766.9062,
2143.904,1790.2876,
2140.993,1828.0918,
2138.083,1849.3218,
2135.172,1853.3036,
2132.262,1861.2491,
2129.351,1817.0747,
2126.441,1748.0981,
2123.530,1695.5495,
2120.619,1655.5911,
2117.709,1558.7699,
2114.798,1474.6095,
2111.888,1419.9766,
2108.977,1354.9942,
2106.067,1311.3318,
2103.156,1289.6775,
2100.245,1227.8581,
2097.335,1197.3829,
2094.424,1167.088,
2091.514,1151.5175,
2088.603,1142.8059,
2085.692,1154.5626,
2082.782,1143.4294,
2079.871,1131.2321,
2076.961,1099.0706,
2074.050,1138.5659,
2071.140,1119.4722,
2068.229,1141.6289,
2065.318,1122.2713,
2062.408,1133.0414,
2059.497,1100.8333,
2056.587,1096.8051,
2053.676,1120.4738,
2050.766,1110.1067,
2047.855,1107.7041,
2044.944,1102.008,
2042.034,1100.505,
2039.123,1102.737,
2036.213,1095.3416,
2033.302,1077.6356,
2030.391,1084.4345,
2027.481,1108.3991,
2024.570,1108.6038,
2021.660,1086.1758,
2018.749,1127.3431,
2015.839,1113.606,
2012.928,1114.1737,
2010.017,1117.9792,
2007.107,1103.1759,
2004.196,1094.3869,
2001.286,1093.6665,
1998.375,1094.9626,
1995.465,1079.3563,
1992.554,1045.9517,
1989.643,1085.3196,
1986.733,1098.3232,
1983.822,1068.618,
1980.912,1058.7466,
1978.001,1065.9177,
1975.090,1064.0323,
1972.180,1061.5665,
1969.269,1077.105,
1966.359,1073.7395,
1963.448,1055.414,
1960.538,1045.9484,
1957.627,1064.3828,
1954.716,1038.7081,
1951.806,1048.5705,
1948.895,1066.211,
1945.985,1079.3309,
1943.074,1022.4468,
1940.164,1029.4228,
1937.253,1036.1439,
1934.342,1042.6012,
1931.432,991.82452,
1928.521,1001.9026,
1925.611,1021.3619,
1922.700,1004.0891,
1919.790,1016.9615,
1916.879,1008.712,
1913.968,1024.8541,
1911.058,1007.1213,
1908.147,1037.0151,
1905.237,1024.875,
1902.326,1028.0394,
1899.415,1031.9543,
1896.505,1017.9593,
1893.594,1004.6067,
1890.684,1003.62,
1887.773,1037.4433,
1884.863,1042.8431,
1881.952,1018.1352,
1879.041,1016.9269,
1876.131,1031.0907,
1873.220,1007.7245,
1870.310,1031.7225,
1867.399,1020.0989,
1864.489,1035.7067,
1861.578,1008.4628,
1858.667,1022.7014,
1855.757,1022.2521,
1852.846,1046.116,
1849.936,1032.1082,
1847.025,1021.4005,
1844.114,1026.8044,
1841.204,1029.1722,
1838.293,1045.8883,
1835.383,1051.5375,
1832.472,1064.0611,
1829.562,1091.0659,
1826.651,1086.7292,
1823.740,1068.4114,
1820.830,1072.5916,
1817.919,1096.0488,
1815.009,1107.7249,
1812.098,1105.2845,
1809.188,1077.6735,
1806.277,1101.2996,
1803.366,1099.8417,
1800.456,1099.2489,
1797.545,1121.4921,
1794.635,1105.553,
1791.724,1094.3313,
1788.813,1115.8737,
1785.903,1122.1928,
1782.992,1137.6335,
1780.082,1103.8419,
1777.171,1136.8729,
1774.261,1139.8252,
1771.350,1164.4155,
1768.439,1149.0419,
1765.529,1137.788,
1762.618,1173.9869,
1759.708,1167.4835,
1756.797,1157.9432,
1753.887,1169.3881,
1750.976,1151.6473,
1748.065,1157.7659,
1745.155,1158.7396,
1742.244,1162.4692,
1739.334,1181.5691,
1736.423,1203.4189,
1733.512,1193.1392,
1730.602,1235.4961,
1727.691,1201.2094,
1724.781,1222.0575,
1721.870,1233.4845,
1718.960,1242.9196,
1716.049,1263.3324,
1713.138,1248.0651,
1710.228,1258.7998,
1707.317,1297.1424,
1704.407,1264.1423,
1701.496,1270.8136,
1698.586,1315.3023,
1695.675,1321.6821,
1692.764,1292.5266,
1689.854,1354.0168,
1686.943,1366.5377,
1684.033,1391.2541,
1681.122,1349.6057,
1678.211,1383.5419,
1675.301,1452.6622,
1672.390,1428.9348,
1669.480,1449.3964,
1666.569,1514.7002,
1663.659,1579.4793,
1660.748,1615.5472,
1657.837,1599.9904,
1654.927,1649.6641,
1652.016,1641.9928,
1649.106,1688.3439,
1646.195,1747.4025,
1643.285,1769.3079,
1640.374,1787.875,
1637.463,1788.8838,
1634.553,1845.2346,
1631.642,1937.1454,
1628.732,2053.2779,
1625.821,2120.9391,
1622.911,2218.3228,
1620.000,2371.9222,
1617.089,2519.9098,
1614.179,2635.6037,
1611.268,2765.0047,
1608.358,2932.8682,
1605.447,3047.4187,
1602.536,3054.8069,
1599.626,3133.9892,
1596.715,3147.2282,
1593.805,3096.0037,
1590.894,3037.0348,
1587.984,3009.0888,
1585.073,2986.3062,
1582.162,2948.6447,
1579.252,2941.875,
1576.341,2930.6601,
1573.431,2914.561,
1570.520,2898.645,
1567.610,2845.6978,
1564.699,2786.0982,
1561.788,2743.8189,
1558.878,2683.0333,
1555.967,2643.3584,
1553.057,2572.9963,
1550.146,2538.4895,
1547.235,2523.5265,
1544.325,2456.8873,
1541.414,2428.9966,
1538.504,2429.5437,
1535.593,2393.5293,
1532.683,2369.2532,
1529.772,2348.4504,
1526.861,2280.2515,
1523.951,2229.2112,
1521.040,2231.3107,
1518.130,2197.4261,
1515.219,2162.7947,
1512.309,2170.893,
1509.398,2154.5634,
1506.487,2119.2292,
1503.577,2130.6098,
1500.666,2127.488,
1497.756,2070.782,
1494.845,2093.875,
1491.934,2093.7585,
1489.024,2058.1462,
1486.113,1980.8433,
1483.203,1935.7956,
1480.292,1961.4214,
1477.382,1920.8049,
1474.471,1860.7627,
1471.560,1874.9016,
1468.650,1864.0102,
1465.739,1867.3253,
1462.829,1831.9041,
1459.918,1790.1677,
1457.008,1797.6445,
1454.097,1834.2856,
1451.186,1840.6564,
1448.276,1811.2336,
1445.365,1783.1578,
1442.455,1763.7275,
1439.544,1803.4072,
1436.633,1792.2534,
1433.723,1775.3886,
1430.812,1739.9592,
1427.902,1689.725,
1424.991,1641.3891,
1422.081,1663.7294,
1419.170,1648.5938,
1416.259,1649.9253,
1413.349,1616.1339,
1410.438,1623.0693,
1407.528,1598.0442,
1404.617,1624.4967,
1401.707,1628.848,
1398.796,1601.5708,
1395.885,1623.9185,
1392.975,1646.7077,
1390.064,1621.4636,
1387.154,1607.2197,
1384.243,1548.6323,
1381.332,1520.6256,
1378.422,1580.2852,
1375.511,1685.2046,
1372.601,1735.7182,
1369.690,1821.3111,
1366.780,1956.0564,
1363.869,1964.6277,
1360.958,1969.7395,
1358.048,2001.7941,
1355.137,2065.1352,
1352.227,2105.0449,
1349.316,2146.035,
1346.406,2226.6475,
1343.495,2269.8193,
1340.584,2325.553,
1337.674,2373.8463,
1334.763,2481.8044,
1331.853,2479.95,
1328.942,2532.3534,
1326.032,2532.35,
1323.121,2564.2184,
1320.210,2611.8347,
1317.300,2634.0066,
1314.389,2679.5286,
1311.479,2718.1274,
1308.568,2743.1735,
1305.657,2818.8469,
1302.747,2889.6947,
1299.836,2908.7916,
1296.926,3000.0707,
1294.015,3133.3726,
1291.105,3211.96,
1288.194,3302.548,
1285.283,3334.331,
1282.373,3364.1874,
1279.462,3432.1289,
1276.552,3513.0405,
1273.641,3545.246,
1270.731,3535.8138,
1267.820,3544.6958,
1264.909,3507.3257,
1261.999,3518.9402,
1259.088,3548.1281,
1256.178,3442.8179,
1253.267,3383.4464,
1250.356,3379.002,
1247.446,3312.4677,
1244.535,3244.0447,
1241.625,3183.6973,
1238.714,3101.7024,
1235.804,3046.7925,
1232.893,3017.3758,
1229.982,3010.9006,
1227.072,2923.0853,
1224.161,2881.5738,
1221.251,2794.468,
1218.340,2718.2891,
1215.430,2669.3031,
1212.519,2644.0836,
1209.608,2637.2925,
1206.698,2636.8111,
1203.787,2638.7795,
1200.877,2698.1536,
1197.966,2702.6494,
1195.055,2786.4934,
1192.145,2862.4852,
1189.234,2932.832,
1186.324,3005.6976,
1183.413,3073.4639,
1180.503,3099.0711,
1177.592,3066.1172,
1174.681,3029.6935,
1171.771,2998.2169,
1168.860,2883.0084,
1165.950,2867.0373,
1163.039,2847.7165,
1160.129,2791.5069,
1157.218,2761.7209,
1154.307,2755.8573,
1151.397,2730.794,
1148.486,2708.4744,
1145.576,2710.256,
1142.665,2672.9637,
1139.754,2689.4021,
1136.844,2648.3553,
1133.933,2627.1155,
1131.023,2637.6774,
1128.112,2645.8757,
1125.202,2631.561,
1122.291,2622.3952,
1119.380,2675.1089,
1116.470,2698.9371,
1113.559,2690.2763,
1110.649,2695.388,
1107.738,2704.1615,
1104.828,2696.2242,
1101.917,2683.4254,
1099.006,2702.3902,
1096.096,2748.9186,
1093.185,2700.6284,
1090.275,2743.0034,
1087.364,2723.6856,
1084.453,2710.9999,
1081.543,2720.2012,
1078.632,2728.9946,
1075.722,2739.5437,
1072.811,2798.4693,
1069.901,2736.4678,
1066.990,2752.8916,
1064.079,2781.0125,
1061.169,2839.9252,
1058.258,2879.722,
1055.348,2880.875,
1052.437,2882.5149,
1049.527,2891.1771,
1046.616,2898.9966,
1043.705,2943.0378,
