,PLD32A~1,
2469.889,422.59765,
2466.978,417.647,
2464.068,430.98816,
2461.157,435.28509,
2458.247,425.44123,
2455.336,432.40949,
2452.425,430.07547,
2449.515,445.73129,
2446.604,443.9367,
2443.694,443.44823,
2440.783,459.60811,
2437.872,449.49475,
2434.962,444.06336,
2432.051,441.41038,
2429.141,444.71458,
2426.230,452.48924,
2423.320,443.37849,
2420.409,451.66657,
2417.498,460.34832,
2414.588,445.21775,
2411.677,450.43131,
2408.767,458.37894,
2405.856,431.97141,
2402.946,447.70264,
2400.035,450.05281,
2397.124,465.50402,
2394.214,449.6964,
2391.303,455.89363,
2388.393,455.51046,
2385.482,430.85155,
2382.571,467.40813,
2379.661,470.00583,
2376.750,473.38051,
2373.840,468.12191,
2370.929,483.55507,
2368.019,496.5936,
2365.108,495.30759,
2362.197,492.98558,
2359.287,488.54833,
2356.376,481.76233,
2353.466,501.56851,
2350.555,488.84972,
2347.645,490.95925,
2344.734,512.5703,
2341.823,516.73342,
2338.913,526.3291,
2336.002,523.08729,
2333.092,505.09524,
2330.181,522.96473,
2327.270,525.30005,
2324.360,532.3467,
2321.449,525.22618,
2318.539,523.41057,
2315.628,536.32954,
2312.718,536.98348,
2309.807,530.50145,
2306.896,539.99413,
2303.986,534.26945,
2301.075,531.60106,
2298.165,523.1729,
2295.254,537.38377,
2292.344,548.48861,
2289.433,546.45273,
2286.522,550.10272,
2283.612,554.41073,
2280.701,556.15359,
2277.791,546.83202,
2274.880,575.95994,
2271.969,573.43724,
2269.059,552.98434,
2266.148,581.74332,
2263.238,580.05503,
2260.327,563.4741,
2257.417,562.59666,
2254.506,574.58192,
2251.595,588.4554,
2248.685,603.11536,
2245.774,629.17817,
2242.864,570.2687,
2239.953,582.07406,
2237.043,585.84001,
2234.132,577.56035,
2231.221,594.69837,
2228.311,596.14047,
2225.400,609.91887,
2222.490,615.19298,
2219.579,619.58808,
2216.669,625.78339,
2213.758,618.09771,
2210.847,611.30165,
2207.937,639.48775,
2205.026,651.08294,
2202.116,648.37742,
2199.205,632.61095,
2196.294,646.32805,
2193.384,654.06503,
2190.473,657.60211,
2187.563,670.72583,
2184.652,668.61163,
2181.742,692.72826,
2178.831,717.46598,
2175.920,731.74454,
2173.010,723.69898,
2170.099,756.01241,
2167.189,782.02267,
2164.278,818.4294,
2161.368,834.46142,
2158.457,905.61156,
2155.546,929.03751,
2152.636,963.31907,
2149.725,1015.6963,
2146.815,1032.4497,
2143.904,1072.7537,
2140.993,1086.8716,
2138.083,1104.1147,
2135.172,1110.2038,
2132.262,1131.397,
2129.351,1156.6087,
2126.441,1106.0896,
2123.530,1101.3796,
2120.619,1060.3559,
2117.709,1002.4762,
2114.798,977.64989,
2111.888,919.72685,
2108.977,876.57119,
2106.067,849.72353,
2103.156,833.83148,
2100.245,795.72742,
2097.335,759.75,
2094.424,754.72366,
2091.514,732.67199,
2088.603,720.8007,
2085.692,729.79827,
2082.782,726.14766,
2079.871,748.85851,
2076.961,738.84782,
2074.050,722.01061,
2071.140,742.0837,
2068.229,726.45831,
2065.318,734.43998,
2062.408,732.40202,
2059.497,723.28567,
2056.587,710.97078,
2053.676,721.28293,
2050.766,720.90396,
2047.855,709.75,
2044.944,712.41025,
2042.034,722.87707,
2039.123,708.23148,
2036.213,720.53888,
2033.302,706.33713,
2030.391,716.07151,
2027.481,706.66482,
2024.570,732.62056,
2021.660,728.40042,
2018.749,730.87622,
2015.839,711.30578,
2012.928,724.99161,
2010.017,718.02253,
2007.107,724.84346,
2004.196,731.84525,
2001.286,756.89837,
1998.375,741.52361,
1995.465,716.16429,
1992.554,735.53804,
1989.643,734.88825,
1986.733,724.69649,
1983.822,726.57127,
1980.912,739.65066,
1978.001,710.0728,
1975.090,692.88437,
1972.180,714.40559,
1969.269,719.93969,
1966.359,732.2906,
1963.448,721.60072,
1960.538,741.9068,
1957.627,710.30105,
1954.716,712.54891,
1951.806,725.14742,
1948.895,727.13875,
1945.985,697.53268,
1943.074,721.93466,
1940.164,704.5771,
1937.253,711.00234,
1934.342,698.22861,
1931.432,683.62697,
1928.521,709.81736,
1925.611,720.10074,
1922.700,694.58978,
1919.790,718.89417,
1916.879,714.44749,
1913.968,712.75123,
1911.058,697.80706,
1908.147,713.28139,
1905.237,716.35294,
1902.326,712.37667,
1899.415,707.0622,
1896.505,721.10556,
1893.594,726.48471,
1890.684,716.91336,
1887.773,717.707,
1884.863,731.33314,
1881.952,721.22019,
1879.041,694.59423,
1876.131,684.67811,
1873.220,655.85608,
1870.310,700.94722,
1867.399,727.38215,
1864.489,748.16585,
1861.578,729.17343,
1858.667,688.71105,
1855.757,713.14499,
1852.846,726.03716,
1849.936,741.09936,
1847.025,732.45315,
1844.114,746.35942,
1841.204,752.35839,
1838.293,756.75,
1835.383,763.30799,
1832.472,751.55174,
1829.562,738.4724,
1826.651,789.71708,
1823.740,791.18291,
1820.830,790.4666,
1817.919,774.83372,
1815.009,769.89377,
1812.098,761.67126,
1809.188,776.6957,
1806.277,766.01558,
1803.366,792.76664,
1800.456,793.14547,
1797.545,783.76413,
1794.635,796.33004,
1791.724,808.30347,
1788.813,783.5536,
1785.903,799.2054,
1782.992,802.75146,
1780.082,780.58282,
1777.171,786.41006,
1774.261,764.67006,
1771.350,798.24401,
1768.439,836.21731,
1765.529,829.65926,
1762.618,829.78375,
1759.708,845.09799,
1756.797,851.06818,
1753.887,836.54446,
1750.976,835.87762,
1748.065,870.70084,
1745.155,860.09215,
1742.244,843.41214,
1739.334,871.82293,
1736.423,869.2061,
1733.512,875.8476,
1730.602,898.70241,
1727.691,887.86147,
1724.781,870.16477,
1721.870,892.50253,
1718.960,883.94982,
1716.049,930.24951,
1713.138,908.97015,
1710.228,915.93416,
1707.317,921.28829,
1704.407,925.34359,
1701.496,936.68857,
1698.586,942.36992,
1695.675,974.56409,
1692.764,959.70901,
1689.854,982.66734,
1686.943,967.32334,
1684.033,959.92385,
1681.122,998.0873,
1678.211,1021.5311,
1675.301,1034.7099,
1672.390,1072.6274,
1669.480,1031.7259,
1666.569,1029.8038,
1663.659,1111.4723,
1660.748,1095.2128,
1657.837,1118.8593,
1654.927,1123.258,
1652.016,1103.1145,
1649.106,1119.4392,
1646.195,1186.6541,
1643.285,1183.5703,
1640.374,1219.5235,
1637.463,1257.011,
1634.553,1325.7057,
1631.642,1323.3798,
1628.732,1380.9396,
1625.821,1412.7709,
1622.911,1444.5697,
1620.000,1521.7673,
1617.089,1646.2425,
1614.179,1738.1555,
1611.268,1800.445,
1608.358,1899.974,
1605.447,2009.408,
1602.536,2096.8242,
1599.626,2042.0344,
1596.715,2052.1792,
1593.805,1973.2601,
1590.894,2006.9028,
1587.984,1982.4368,
1585.073,1986.2582,
1582.162,1953.5197,
1579.252,1923.8376,
1576.341,1875.4926,
1573.431,1845.9538,
1570.520,1817.0543,
1567.610,1806.0245,
1564.699,1811.2753,
1561.788,1802.4825,
1558.878,1773.1705,
1555.967,1755.804,
1553.057,1729.7847,
1550.146,1681.1064,
1547.235,1671.1469,
1544.325,1650.9079,
1541.414,1603.9074,
1538.504,1564.2531,
1535.593,1542.8547,
1532.683,1541.047,
1529.772,1515.2879,
1526.861,1479.7616,
1523.951,1477.5319,
1521.040,1464.6392,
1518.130,1455.8152,
1515.219,1452.0701,
1512.309,1431.3986,
1509.398,1383.8983,
1506.487,1400.6235,
1503.577,1434.7249,
1500.666,1400.6454,
1497.756,1408.8179,
1494.845,1418.9885,
1491.934,1352.9862,
1489.024,1425.1732,
1486.113,1418.4778,
1483.203,1378.6706,
1480.292,1349.1432,
1477.382,1314.0366,
1474.471,1328.2366,
1471.560,1349.2633,
1468.650,1329.4689,
1465.739,1316.469,
1462.829,1316.9436,
1459.918,1308.9101,
1457.008,1299.7192,
1454.097,1285.2717,
1451.186,1278.6514,
1448.276,1280.1568,
1445.365,1258.6062,
1442.455,1251.0298,
1439.544,1252.3467,
1436.633,1240.3826,
1433.723,1300.139,
1430.812,1269.3754,
1427.902,1288.8931,
1424.991,1252.8781,
1422.081,1271.9345,
1419.170,1275.4781,
1416.259,1215.8053,
1413.349,1197.2186,
1410.438,1197.1496,
1407.528,1218.9935,
1404.617,1197.8708,
1401.707,1189.5883,
1398.796,1224.9353,
1395.885,1244.3759,
1392.975,1247.3754,
1390.064,1257.9207,
1387.154,1236.2827,
1384.243,1228.8868,
1381.332,1207.8326,
1378.422,1266.2475,
1375.511,1295.2877,
1372.601,1323.3971,
1369.690,1334.3222,
1366.780,1327.0376,
1363.869,1390.1329,
1360.958,1465.5867,
1358.048,1498.8697,
1355.137,1521.0976,
1352.227,1532.1748,
1349.316,1558.2451,
1346.406,1602.0024,
1343.495,1596.2274,
1340.584,1621.2853,
1337.674,1653.0749,
1334.763,1706.0323,
1331.853,1713.4501,
1328.942,1760.0021,
1326.032,1764.9344,
1323.121,1801.7982,
1320.210,1836.0595,
1317.300,1872.13,
1314.389,1892.8334,
1311.479,1951.235,
1308.568,2011.9743,
1305.657,2017.7552,
1302.747,2101.3624,
1299.836,2184.6469,
1296.926,2227.1346,
1294.015,2235.4085,
1291.105,2232.2278,
1288.194,2307.6306,
1285.283,2352.5261,
1282.373,2414.6404,
1279.462,2466.1614,
1276.552,2491.1831,
1273.641,2535.433,
1270.731,2606.6873,
1267.820,2628.4017,
1264.909,2597.4648,
1261.999,2630.5184,
1259.088,2596.7699,
1256.178,2557.9224,
1253.267,2508.0199,
1250.356,2435.8289,
1247.446,2395.4287,
1244.535,2366.4331,
1241.625,2316.6834,
1238.714,2240.7456,
1235.804,2159.886,
1232.893,2128.505,
1229.982,2103.7569,
1227.072,2044.9116,
1224.161,2007.9704,
1221.251,1945.9118,
1218.340,1915.7372,
1215.430,1897.0877,
1212.519,1894.8997,
1209.608,1909.7113,
1206.698,1904.4518,
1203.787,1865.7098,
1200.877,1883.5888,
1197.966,1913.261,
1195.055,1991.5424,
1192.145,2039.3118,
1189.234,2064.3746,
1186.324,2087.0242,
1183.413,2090.4759,
1180.503,2081.448,
1177.592,2086.053,
1174.681,2081.7226,
1171.771,2067.3791,
1168.860,2051.3035,
1165.950,1998.9538,
1163.039,2001.4165,
1160.129,2004.2109,
1157.218,1996.4619,
1154.307,1987.7818,
1151.397,1986.6602,
1148.486,1995.652,
1145.576,1983.6729,
1142.665,1981.8971,
1139.754,1942.6958,
1136.844,1954.0588,
1133.933,1956.8849,
1131.023,1954.6384,
1128.112,1969.6053,
1125.202,1988.6437,
1122.291,1981.0142,
1119.380,2017.9492,
1116.470,2038.2474,
1113.559,2044.6162,
1110.649,2062.776,
1107.738,2052.9964,
1104.828,2040.4949,
1101.917,2021.1927,
1099.006,1971.3374,
1096.096,2011.8038,
1093.185,2012.6818,
1090.275,2008.7036,
1087.364,2025.5892,
1084.453,2010.1265,
1081.543,2002.2673,
1078.632,2028.5992,
1075.722,2055.2455,
1072.811,2048.8121,
1069.901,2049.6853,
1066.990,2086.9332,
1064.079,2086.9033,
1061.169,2098.7667,
1058.258,2115.5614,
1055.348,2123.6896,
1052.437,2130.75,
1049.527,2130.3136,
1046.616,2119.0189,
1043.705,2126.2284,
1040.795,2128.75,
1037.884,2134.8189,
1034.974,2139.6327,
1032.063,2136.5577,
1029.153,2137.9431,
1026.242,2181.1909,
1023.331,2183.5833,
1020.421,2218.6051,
1017.510,2232.0692,
1014.600,2268.3908,
1011.689,2316.3292,
1008.778,2307.8966,
1005.868,2308.9894,
1002.957,2335.6604,
1000.047,2427.838,
997.136,2500.6881,
994.226,2508.2272,
991.315,2474.5297,
988.404,2444.563,
985.494,2387.2679,
982.583,2410.3949,
979.673,2443.0159,
976.762,2409.1302,
973.852,2403.8286,
970.941,2433.4898,
968.030,2428.4552,
965.120,2443.7536,
962.209,2444.6061,
959.299,2473.08,
956.388,2469.631,
953.477,2449.5295,
950.567,2448.9912,
947.656,2475.0681,
944.746,2431.7407,
941.835,2449.1855,
938.925,2480.7301,
936.014,2461.8713,
933.103,2439.6366,
930.193,2461.3456,
927.282,2474.3751,
924.372,2449.0069,
921.461,2371.3736,
918.551,2343.0072,
915.640,2343.0248,
912.729,2321.9397,
909.819,2262.0853,
906.908,2279.7762,
903.998,2267.2288,
901.087,2271.3881,
898.176,2283.8623,
895.266,2312.4287,
892.355,2360.2471,
889.445,2389.6214,
886.534,2378.8967,
883.624,2398.2806,
880.713,2394.46,
877.802,2369.2861,
874.892,2334.3292,
871.981,2275.0854,
869.071,2289.2874,
866.160,2284.8504,
863.250,2332.0735,
860.339,2398.1545,
857.428,2434.5587,
854.518,2430.2596,
851.607,2309.6095,
848.697,2319.014,
845.786,2330.6741,
842.875,2348.3247,
839.965,2385.4685,
837.054,2388.964,
834.144,2408.0253,
831.233,2419.7494,
828.323,2448.4786,
825.412,2465.057,
822.501,2443.4733,
819.591,2425.2925,
816.680,2399.1089,
813.770,2377.7139,
810.859,2356.5665,
807.949,2340.9232,
805.038,2337.1571,
802.127,2323.987,
799.217,2300.3883,
796.306,2282.5337,
793.396,2277.8645,
790.485,2277.9067,
787.574,2261.2135,
784.664,2299.7587,
781.753,2264.478,
778.843,2265.3136,
775.932,2303.1818,
773.022,2338.0036,
770.111,2339.6388,
767.200,2300.9231,
764.290,2295.6845,
761.379,2298.3868,
758.469,2303.3299,
755.558,2334.8018,
752.648,2303.0323,
749.737,2301.3195,
746.826,2306.5473,
743.916,2296.6264,
741.005,2262.9334,
738.095,2264.5572,
735.184,2199.6796,
732.274,2134.8336,
729.363,2137.4078,
726.452,2220.6668,
723.542,2270.0398,
720.631,2235.2876,
717.721,2266.7134,
714.810,2273.6252,
711.899,2240.4629,
708.989,2273.5468,
706.078,2267.3396,
703.168,2260.8922,
700.257,2261.4631,
697.347,2263.4895,
694.436,2251.7282,
691.525,2250.9244,
688.615,2267.7306,
685.704,2258.3238,
682.794,2249.6009,
679.883,2304.6058,
676.973,2301.4003,
674.062,2302.6642,
671.151,2309.01,
668.241,2307.8878,
665.330,2282.9013,
662.420,2286.0962,
659.509,2289.2897,
656.598,2311.9547,
653.688,2337.2195,
650.777,2327.3459,
647.867,2285.9368,
644.956,2278.6075,
642.046,2257.7763,
639.135,2236.1824,
636.224,2271.937,
633.314,2309.2521,
630.403,2309.2906,
627.493,2314.6563,
624.582,2337.8111,
621.672,2356.027,
618.761,2358.2699,
615.850,2347.7302,
612.940,2361.9744,
610.029,2406.75,
607.119,2406.75,
604.208,2359.8891,
601.297,2366.1744,
598.387,2396.0495,
595.476,2406.0815,
592.566,2398.9979,
589.655,2370.5386,
586.745,2358.3538,
583.834,2360.8717,
580.923,2357.731,
578.013,2354.5921,
575.102,2346.8669,
572.192,2372.1192,
569.281,2426.8906,
566.371,2427.6732,
563.460,2434.8047,
560.549,2438.2373,
557.639,2437.6757,
554.728,2433.8631,
551.818,2419.8174,
548.907,2407.6088,
545.996,2409.5258,
543.086,2424.602,
540.175,2437.8389,
537.265,2427.8858,
534.354,2414.2179,
531.444,2414.7817,
528.533,2439.8671,
525.622,2427.4519,
522.712,2462.3687,
519.801,2487.1319,
516.891,2489.4716,
513.980,2497.9888,
511.070,2510.0196,
508.159,2530.5097,
505.248,2556.763,
502.338,2584.4955,
499.427,2609.966,
496.517,2651.8207,
493.606,2691.5367,
490.695,2711.0798,
487.785,2670.2809,
484.874,2659.2264,
481.964,2663.3945,
479.053,2669.9921,
476.143,2658.4727,
473.232,2675.7351,
470.321,2671.5587,
467.411,2662.5359,
464.500,2670.1876,
461.590,2647.9811,
458.679,2693.4777,
455.769,2731.3391,
452.858,2720.3184,
449.947,2706.5676,
447.037,2727.4137,
444.126,2746.447,
441.216,2751.824,
438.305,2746.4905,
435.395,2750.3395,
432.484,2779.4221,
429.573,2808.5849,
426.663,2773.6184,
423.752,2677.9933,
420.842,2631.3564,
417.931,2596.3855,
415.020,2500.074,
412.110,2674.532,
409.199,2795.9847,
406.289,2863.1133,
403.378,2888.8064,
400.468,2905.4382,
397.557,2872.1888,
394.646,2857.8363,
391.736,2916.7842,
388.825,2886.615,
385.915,2884.1363,
383.004,2881.7548,
380.094,2865.0131,
377.183,2928.9736,
374.272,2958.1484,
371.362,2973.0479,
368.451,2986.4339,
365.541,2997.6919,
362.630,3004.0274,
359.719,3011.7814,
356.809,3023.8406,
353.898,3025.3382,
350.988,3025.75,
348.077,3029.5253,
345.167,3038.5608,
342.256,3034.8255,
339.345,3026.8414,
336.435,3030.1881,
333.524,3054.0923,
330.614,3033.228,
327.703,3033.4243,
324.793,3047.7415,
321.882,3070.732,
318.971,3063.2975,
316.061,3101.2801,
313.150,3140.9786,
310.240,3132.0732,
307.329,3193.9234,
304.418,3187.2892,
301.508,3148.3715,
298.597,3143.1886,
295.687,3165.0989,
292.776,3189.5001,
289.866,3220.2711,
286.955,3274.9368,
284.044,3327.025,
281.134,3353.8609,
278.223,3367.2826,
275.313,3446.1261,
272.402,3429.0576,
269.492,3439.9207,
266.581,3515.3821,
263.670,3510.2359,
260.760,3510.3171,
257.849,3517.1392,
254.939,3532.5507,
252.028,3591.3814,
249.117,3590.9086,
246.207,3582.6911,
243.296,3655.8948,
240.386,3660.485,
237.475,3625.3257,
234.565,3574.1657,
231.654,3589.5038,
228.743,3575.489,
225.833,3549.9444,
222.922,3519.7648,
220.012,3498.6367,
217.101,3474.5749,
214.191,3473.7977,
211.280,3530.5398,
208.369,3548.8791,
205.459,3533.392,
202.548,3500.7528,
199.638,3506.558,
196.727,3569.9813,
193.816,3610.0306,
190.906,3598.6038,
187.995,3651.4576,
185.085,3660.2929,
182.174,3651.513,
179.264,3658.0178,
176.353,3708.7308,
173.442,3721.8851,
170.532,3700.6224,
167.621,3742.439,
164.711,3697.5143,
161.800,3590.9614,
158.890,3427.5833,
155.979,3192.4257,
153.068,2904.9161,
150.158,2591.2655,
147.247,2335.6745,
144.337,1915.1692,
141.426,1478.8767,
138.516,1093.1892,
135.605,792.12213,
132.694,537.94347,
129.784,336.59021,
126.873,222.88457,
123.963,158.77695,
121.052,114.15212,
118.141,79.884821,
115.231,65.538593,
112.320,56.784549,
109.410,50.977382,
106.499,41.719364,
103.589,33.026946,
100.678,27.478378,
97.767,26.767441,
94.857,23.285055,
91.946,21.75,
89.036,21.298408,
86.125,18.461587,
83.215,16.157239,
80.304,15.707731,
77.393,18.54041,
74.483,17.43973,
71.572,12.764127,
68.662,6.58121,
65.751,15.058623,
62.840,12.93298,
59.930,7.5627138,
57.019,6.8576318,
54.109,12.721608,
51.198,14.940344,
48.288,10.766987,
45.377,12.877122,
42.466,14.162219,
39.556,14.174407,
36.645,10.663456,
33.735,13.384739,
30.824,15.203791,
27.914,10.295564,
25.003,10.995275,
22.092,12.395809,
19.182,14.528017,
16.271,38.310682,
13.361,160.70074,
10.450,382.93608,
7.539,773.29436,
4.629,1132.3962,
1.718,1229.4235,
-1.192,758.85092,
-4.103,414.96835,
-7.013,162.73692,
-9.924,4.75,
