,PLB286~1,
Raman shift [1/cm],Intensity,
356.809,5684.8313,
353.898,5675.8457,
350.988,5700.4993,
348.077,5707.9833,
345.167,5672.1535,
342.256,5707.2658,
339.345,5727.4722,
336.435,5730.268,
333.524,5715.1501,
330.614,5739.7402,
327.703,5762.2638,
324.793,5787.7178,
321.882,5820.3732,
318.971,5819.6298,
316.061,5826.6997,
313.150,5834.375,
310.240,5834.375,
307.329,5927.9924,
304.418,5923.8833,
301.508,5878.5104,
298.597,5894.0591,
295.687,5912.306,
292.776,5956.6252,
289.866,6049.7228,
286.955,6250.6562,
284.044,6428.0123,
281.134,6562.1421,
278.223,6664.2845,
275.313,6807.2344,
272.402,6872.2292,
269.492,6948.3883,
266.581,7065.2066,
263.670,7160.78,
260.760,7248.4491,
257.849,7333.1438,
254.939,7418.2741,
252.028,7462.0818,
249.117,7496.1913,
246.207,7519.2691,
243.296,7526.5895,
240.386,7575.0434,
237.475,7502.0231,
234.565,7348.0561,
231.654,7371.4284,
228.743,7334.3731,
225.833,7252.7622,
222.922,7138.7,
220.012,7167.1136,
217.101,7157.7278,
214.191,7125.6985,
211.280,7083.5057,
208.369,7045.3887,
205.459,7056.7218,
202.548,7097.4948,
199.638,7086.61,
196.727,7151.216,
193.816,7214.8241,
190.906,7245.6831,
187.995,7168.9365,
185.085,7234.109,
182.174,7338.7256,
179.264,7347.3988,
176.353,7322.7438,
173.442,7301.849,
170.532,7290.711,
167.621,7293.5949,
164.711,7200.2984,
161.800,7026.1625,
158.890,6764.9013,
155.979,6319.6371,
153.068,5799.9112,
150.158,5201.4182,
147.247,4466.953,
144.337,3744.6204,
141.426,2996.2833,
138.516,2200.534,
135.605,1589.624,
132.694,1091.324,
129.784,705.10425,
126.873,467.68114,
123.963,308.40632,
121.052,202.56173,
118.141,147.59128,
115.231,123.92618,
112.320,104.63137,
109.410,87.693408,
106.499,68.465217,
103.589,61.573728,
100.678,58.288513,
97.767,55.444763,
94.857,50.524077,
91.946,48.375,
89.036,47.358919,
86.125,40.976071,
83.215,39.375,
80.304,38.177837,
77.393,34.636987,
74.483,33.719865,
71.572,31.563239,
68.662,27.890128,
65.751,22.94497,
62.840,19.448192,
59.930,19.247862,
57.019,26.298682,
54.109,26.180678,
51.198,26.883046,
48.288,30.318376,
45.377,23.284595,
42.466,22.436097,
39.556,26.065711,
36.645,30.278853,
33.735,25.144018,
30.824,18.270565,
27.914,14.764689,
25.003,15.620275,
22.092,19.281141,
19.182,25.649594,
16.271,34.043476,
13.361,131.78159,
10.450,295.14832,
7.539,491.37494,
4.629,591.42587,
1.718,497.96628,
-1.192,43.428037,
-4.103,-96.052711,
-7.013,-104.23773,
-9.924,-2.625,
