,PL1A27~1,
Raman shift [1/cm],Intensity,
3014.167,-0.125,
3011.256,-2.125,
3008.346,25.745017,
3005.435,30.91387,
3002.525,32.082494,
2999.614,37.776309,
2996.704,42.512114,
2993.793,44.618088,
2990.882,49.875,
2987.972,44.83464,
2985.061,37.31835,
2982.151,33.471635,
2979.240,52.026148,
2976.329,43.620905,
2973.419,47.921471,
2970.508,38.57498,
2967.598,53.492671,
2964.687,49.695652,
2961.777,63.840913,
2958.866,58.55404,
2955.955,45.669243,
2953.045,54.490201,
2950.134,60.248213,
2947.224,62.761125,
2944.313,58.42557,
2941.403,58.744069,
2938.492,63.609427,
2935.581,61.606311,
2932.671,64.716213,
2929.760,66.063454,
2926.850,73.247931,
2923.939,58.594623,
2921.028,70.663344,
2918.118,72.315808,
2915.207,81.818074,
2912.297,76.904619,
2909.386,85.458947,
2906.476,67.588498,
2903.565,76.665371,
2900.654,81.992281,
2897.744,61.302455,
2894.833,79.617551,
2891.923,61.929502,
2889.012,63.244943,
2886.102,79.270947,
2883.191,65.887272,
2880.280,49.798448,
2877.370,58.229644,
2874.459,52.937838,
2871.549,67.072655,
2868.638,83.920362,
2865.727,84.16347,
2862.817,82.332218,
2859.906,82.367885,
2856.996,71.336506,
2854.085,74.593478,
2851.175,77.923183,
2848.264,75.095502,
2845.353,70.155371,
2842.443,80.079874,
2839.532,73.546656,
2836.622,70.633463,
2833.711,73.823193,
2830.801,64.781615,
2827.890,75.565586,
2824.979,83.171053,
2822.069,71.784023,
2819.158,66.53538,
2816.248,71.622105,
2813.337,78.627444,
2810.427,68.397039,
2807.516,80.50078,
2804.605,77.649035,
2801.695,72.875,
2798.784,77.505385,
2795.874,75.729878,
2792.963,77.232128,
2790.052,83.873499,
2787.142,83.059076,
2784.231,63.197989,
2781.321,79.240633,
2778.410,68.569138,
2775.500,68.728455,
2772.589,71.644114,
2769.678,76.837424,
2766.768,76.758484,
2763.857,71.190993,
2760.947,72.371848,
2758.036,80.346389,
2755.126,77.537396,
2752.215,85.152227,
2749.304,83.619602,
2746.394,85.356838,
2743.483,82.625035,
2740.573,75.875,
2737.662,78.108724,
2734.751,81.967292,
2731.841,74.415291,
2728.930,91.18015,
2726.020,81.318866,
2723.109,75.555501,
2720.199,86.365663,
2717.288,79.787408,
2714.377,86.712381,
2711.467,80.858518,
2708.556,90.608894,
2705.646,88.269346,
2702.735,87.372421,
2699.825,85.364093,
2696.914,78.589081,
2694.003,93.003455,
2691.093,88.517606,
2688.182,79.583889,
2685.272,87.954658,
2682.361,91.239629,
2679.450,96.290632,
2676.540,96.570139,
2673.629,78.556633,
2670.719,77.655965,
2667.808,78.020907,
2664.898,88.91391,
2661.987,82.808156,
2659.076,89.840508,
2656.166,88.875,
2653.255,92.244049,
2650.345,97.443058,
2647.434,79.64665,
2644.524,89.419372,
2641.613,91.875,
2638.702,102.70141,
2635.792,90.622766,
2632.881,103.8334,
2629.971,101.74749,
2627.060,88.207502,
2624.149,98.549995,
2621.239,98.366107,
2618.328,87.044549,
2615.418,89.879544,
2612.507,94.080511,
2609.597,80.61951,
2606.686,92.9011,
2603.775,97.037703,
2600.865,91.349357,
2597.954,94.922914,
2595.044,92.571189,
2592.133,89.543827,
2589.223,110.59817,
2586.312,102.16648,
2583.401,91.630467,
2580.491,98.312474,
2577.580,98.893154,
2574.670,107.38436,
2571.759,98.122433,
2568.848,99.167835,
2565.938,110.16069,
2563.027,107.3864,
2560.117,99.146031,
2557.206,111.62777,
2554.296,113.84525,
2551.385,101.42893,
2548.474,101.72705,
2545.564,115.55844,
2542.653,96.106543,
2539.743,109.71481,
2536.832,110.79275,
2533.922,102.89077,
2531.011,104.69993,
2528.100,103.67638,
2525.190,117.47705,
2522.279,107.01569,
2519.369,107.76192,
2516.458,100.09526,
2513.548,112.43843,
2510.637,107.75203,
2507.726,105.56273,
2504.816,103.74986,
2501.905,112.61402,
2498.995,112.57641,
2496.084,112.47433,
2493.173,113.47997,
2490.263,109.06597,
2487.352,113.875,
2484.442,115.29898,
2481.531,121.50795,
2478.621,123.10722,
2475.710,120.86733,
2472.799,116.91539,
2469.889,116.11601,
2466.978,111.88543,
2464.068,106.875,
2461.157,121.45249,
2458.247,117.47787,
2455.336,114.15094,
2452.425,103.50234,
2449.515,117.875,
2446.604,112.58702,
2443.694,114.50332,
2440.783,120.44595,
2437.872,121.02086,
2434.962,125.40034,
2432.051,129.31332,
2429.141,121.91042,
2426.230,122.54904,
2423.320,132.875,
2420.409,132.4968,
2417.498,127.08848,
2414.588,128.77992,
2411.677,131.65985,
2408.767,127.39272,
2405.856,132.34405,
2402.946,132.19046,
2400.035,119.28814,
2397.124,127.7627,
2394.214,128.8214,
2391.303,137.69817,
2388.393,125.4517,
2385.482,116.05125,
2382.571,138.39421,
2379.661,131.99126,
2376.750,133.29619,
2373.840,143.07183,
2370.929,148.84251,
2368.019,135.1404,
2365.108,125.50327,
2362.197,132.62573,
2359.287,145.4633,
2356.376,139.88733,
2353.466,134.26883,
2350.555,139.82514,
2347.645,134.03396,
2344.734,129.8151,
2341.823,149.55992,
2338.913,124.58545,
2336.002,142.33659,
2333.092,150.54195,
2330.181,160.50921,
2327.270,141.41515,
2324.360,134.48819,
2321.449,141.32057,
2318.539,138.98204,
2315.628,152.94175,
2312.718,155.99174,
2309.807,148.96801,
2306.896,160.85152,
2303.986,148.82952,
2301.075,150.42817,
2298.165,149.08645,
2295.254,149.83191,
2292.344,159.87921,
2289.433,151.60091,
2286.522,159.17417,
2283.612,160.15562,
2280.701,156.95125,
2277.791,142.0353,
2274.880,147.80096,
2271.969,158.35648,
2269.059,146.5589,
2266.148,156.22057,
2263.238,159.47732,
2260.327,167.04757,
2257.417,173.38612,
2254.506,152.17988,
2251.595,159.02413,
2248.685,145.03657,
2245.774,152.688,
2242.864,182.90245,
2239.953,167.28193,
2237.043,164.21285,
2234.132,163.46983,
2231.221,160.5856,
2228.311,182.62111,
2225.400,168.84685,
2222.490,165.27559,
2219.579,159.68737,
2216.669,164.406,
2213.758,159.17958,
2210.847,177.60797,
2207.937,175.16003,
2205.026,206.54206,
2202.116,199.2837,
2199.205,207.63759,
2196.294,203.06501,
2193.384,205.84851,
2190.473,213.88087,
2187.563,201.96684,
2184.652,220.57378,
2181.742,223.60286,
2178.831,236.19407,
2175.920,229.7147,
2173.010,234.75085,
2170.099,242.34127,
2167.189,221.98981,
2164.278,236.40766,
2161.368,235.30267,
2158.457,255.56951,
2155.546,260.67789,
2152.636,255.90693,
2149.725,273.68035,
2146.815,283.67479,
2143.904,270.875,
2140.993,275.76383,
2138.083,295.15766,
2135.172,291.45477,
2132.262,284.37852,
2129.351,282.85429,
2126.441,268.62253,
2123.530,268.67297,
2120.619,249.77413,
2117.709,238.91969,
2114.798,229.0404,
2111.888,221.65041,
2108.977,221.13991,
2106.067,211.46582,
2103.156,223.59187,
2100.245,216.86245,
2097.335,197.23626,
2094.424,198.4389,
2091.514,187.79699,
2088.603,178.77361,
2085.692,197.42509,
2082.782,206.04771,
2079.871,198.30324,
2076.961,187.52078,
2074.050,193.05076,
2071.140,178.80588,
2068.229,186.42579,
2065.318,190.20926,
2062.408,195.54899,
2059.497,185.67857,
2056.587,196.09578,
2053.676,192.52545,
2050.766,180.72179,
2047.855,161.35914,
2044.944,181.0673,
2042.034,194.76508,
2039.123,185.81776,
2036.213,207.56831,
2033.302,186.20131,
2030.391,173.875,
2027.481,176.10669,
2024.570,186.98902,
2021.660,196.40197,
2018.749,203.95098,
2015.839,205.74049,
2012.928,206.71393,
2010.017,209.62853,
2007.107,198.26938,
2004.196,181.63687,
2001.286,194.23185,
1998.375,199.82874,
1995.465,191.94196,
1992.554,189.99854,
1989.643,191.80587,
1986.733,193.17939,
1983.822,177.20735,
1980.912,160.79627,
1978.001,183.06981,
1975.090,183.49179,
1972.180,176.39229,
1969.269,204.74579,
1966.359,213.2532,
1963.448,190.53418,
1960.538,203.53972,
1957.627,191.82545,
1954.716,211.24301,
1951.806,180.51438,
1948.895,211.74747,
1945.985,207.19853,
1943.074,196.5207,
1940.164,204.45189,
1937.253,215.64862,
1934.342,208.15683,
1931.432,189.22516,
1928.521,201.66775,
1925.611,209.47886,
1922.700,195.83771,
1919.790,197.90383,
1916.879,170.96748,
1913.968,188.85041,
1911.058,182.13026,
1908.147,201.20348,
1905.237,204.51467,
1902.326,188.94017,
1899.415,198.98597,
1896.505,192.70642,
1893.594,201.69511,
1890.684,194.26064,
1887.773,196.65072,
1884.863,211.71782,
1881.952,206.01762,
1879.041,190.28414,
1876.131,196.64755,
1873.220,184.05636,
1870.310,199.51174,
1867.399,193.98696,
1864.489,226.00571,
1861.578,179.5014,
1858.667,183.50369,
1855.757,225.48359,
1852.846,210.09553,
1849.936,202.54866,
1847.025,214.64387,
1844.114,192.65617,
1841.204,200.05332,
1838.293,221.86336,
1835.383,206.46852,
1832.472,207.44543,
1829.562,229.17943,
1826.651,192.16458,
1823.740,187.43441,
1820.830,207.53655,
1817.919,204.54561,
1815.009,231.13072,
1812.098,217.92226,
1809.188,177.41773,
1806.277,216.92333,
1803.366,236.14301,
1800.456,193.31466,
1797.545,204.19398,
1794.635,232.10192,
1791.724,212.41852,
1788.813,261.857,
1785.903,212.67534,
1782.992,224.68123,
1780.082,202.90025,
1777.171,212.53934,
1774.261,217.01527,
1771.350,224.04499,
1768.439,196.04468,
1765.529,208.15098,
1762.618,237.08814,
1759.708,226.97264,
1756.797,209.95076,
1753.887,227.23506,
1750.976,213.34032,
1748.065,197.33276,
1745.155,193.76536,
1742.244,198.1585,
1739.334,224.47029,
1736.423,240.52733,
1733.512,252.33438,
1730.602,255.875,
1727.691,221.33028,
1724.781,218.74077,
1721.870,220.07023,
1718.960,226.45286,
1716.049,215.29038,
1713.138,240.23487,
1710.228,246.61559,
1707.317,240.683,
1704.407,236.28141,
1701.496,229.49417,
1698.586,253.82258,
1695.675,256.81071,
1692.764,267.28894,
1689.854,266.91831,
1686.943,251.41461,
1684.033,278.17959,
1681.122,252.3338,
1678.211,285.55141,
1675.301,322.76091,
1672.390,276.86603,
1669.480,274.15577,
1666.569,309.06544,
1663.659,324.46297,
1660.748,358.71809,
1657.837,299.89687,
1654.927,301.24987,
1652.016,316.72921,
1649.106,312.2949,
1646.195,369.06681,
1643.285,376.57877,
1640.374,363.47779,
1637.463,346.02793,
1634.553,408.57944,
1631.642,389.2116,
1628.732,419.78019,
1625.821,403.90575,
1622.911,450.61015,
1620.000,477.53483,
1617.089,502.37749,
1614.179,548.54955,
1611.268,583.57377,
1608.358,571.53052,
1605.447,571.81786,
1602.536,578.39821,
1599.626,620.27198,
1596.715,652.01064,
1593.805,619.99606,
1590.894,614.99433,
1587.984,608.81236,
1585.073,577.2456,
1582.162,596.92158,
1579.252,586.32728,
1576.341,558.8431,
1573.431,575.58705,
1570.520,608.6282,
1567.610,575.89398,
1564.699,550.99955,
1561.788,553.91719,
1558.878,503.61947,
1555.967,491.42763,
1553.057,480.65104,
1550.146,488.08223,
1547.235,480.57488,
1544.325,485.40649,
1541.414,483.7534,
1538.504,474.98542,
1535.593,459.39842,
1532.683,454.03501,
1529.772,465.83759,
1526.861,451.03542,
1523.951,445.34765,
1521.040,461.78184,
1518.130,472.95485,
1515.219,451.19565,
1512.309,435.31646,
1509.398,449.07472,
1506.487,428.41828,
1503.577,431.75672,
1500.666,436.20345,
1497.756,432.78202,
1494.845,456.2352,
1491.934,464.72382,
1489.024,418.52416,
1486.113,423.36551,
1483.203,425.65134,
1480.292,429.26905,
1477.382,394.31208,
1474.471,349.04081,
1471.560,370.52997,
1468.650,393.80738,
1465.739,394.39157,
1462.829,372.18003,
1459.918,358.875,
1457.008,387.30613,
1454.097,412.10205,
1451.186,385.5868,
1448.276,365.05099,
1445.365,383.62461,
1442.455,385.16135,
1439.544,401.875,
1436.633,397.68037,
1433.723,378.9966,
1430.812,383.69805,
1427.902,344.77699,
1424.991,382.68749,
1422.081,363.6905,
1419.170,368.78748,
1416.259,385.2662,
1413.349,370.74921,
1410.438,350.87941,
1407.528,357.74983,
1404.617,370.74628,
1401.707,364.27619,
1398.796,348.26663,
1395.885,356.99718,
1392.975,382.35427,
1390.064,378.04572,
1387.154,340.98607,
1384.243,285.59853,
1381.332,267.3297,
1378.422,248.37246,
1375.511,277.41267,
1372.601,346.07121,
1369.690,358.73278,
1366.780,439.87055,
1363.869,433.99535,
1360.958,411.99111,
1358.048,423.67435,
1355.137,446.38868,
1352.227,460.90771,
1349.316,490.20474,
1346.406,516.01839,
1343.495,496.11369,
1340.584,502.30382,
1337.674,493.91506,
1334.763,559.6753,
1331.853,528.14944,
1328.942,534.88018,
1326.032,519.56259,
1323.121,533.65815,
1320.210,534.54763,
1317.300,514.75827,
1314.389,509.55569,
1311.479,495.34117,
1308.568,475.69963,
1305.657,494.89894,
1302.747,509.03339,
1299.836,500.50897,
1296.926,547.66135,
1294.015,543.06474,
1291.105,550.79988,
1288.194,614.9757,
1285.283,612.25892,
1282.373,614.36715,
1279.462,619.875,
1276.552,618.01672,
1273.641,624.98555,
1270.731,641.05112,
1267.820,649.89943,
1264.909,665.13796,
1261.999,610.67254,
1259.088,659.92708,
1256.178,653.45398,
1253.267,651.1078,
1250.356,622.43034,
1247.446,590.68646,
1244.535,579.85714,
1241.625,572.58984,
1238.714,551.71368,
1235.804,535.65655,
1232.893,538.61922,
1229.982,563.06583,
1227.072,509.65242,
1224.161,548.74069,
1221.251,500.2923,
1218.340,482.81844,
1215.430,488.27928,
1212.519,469.68979,
1209.608,453.15189,
1206.698,486.42855,
1203.787,521.86493,
1200.877,484.20933,
1197.966,489.60428,
1195.055,510.35297,
1192.145,561.20963,
1189.234,552.86968,
1186.324,549.14862,
1183.413,562.61612,
1180.503,560.09459,
1177.592,550.40046,
1174.681,578.20035,
1171.771,552.23623,
1168.860,524.55046,
1165.950,538.80708,
1163.039,540.77979,
1160.129,512.15181,
1157.218,493.35574,
1154.307,490.9068,
1151.397,484.05025,
1148.486,479.924,
1145.576,486.22193,
1142.665,494.21314,
1139.754,474.53428,
1136.844,466.37349,
