,PL5B86~1,
Wavenumbers [1/cm],Intensity,
3014.167,-1.375,
3011.256,-0.02503221,
3008.346,60.062132,
3005.435,55.013698,
3002.525,59.567394,
2999.614,61.091263,
2996.704,72.492012,
2993.793,73.253456,
2990.882,71.189882,
2987.972,73.56446,
2985.061,66.501854,
2982.151,69.102308,
2979.240,74.740008,
2976.329,87.381825,
2973.419,105.22526,
2970.508,100.17497,
2967.598,85.242671,
2964.687,85.266304,
2961.777,86.377063,
2958.866,97.966747,
2955.955,100.28427,
2953.045,114.09257,
2950.134,110.92236,
2947.224,112.30825,
2944.313,143.71474,
2941.403,123.20758,
2938.492,127.05047,
2935.581,134.78081,
2932.671,121.11002,
2929.760,148.22885,
2926.850,132.5656,
2923.939,136.06425,
2921.028,150.95454,
2918.118,136.2648,
2915.207,134.03639,
2912.297,152.54461,
2909.386,141.85857,
2906.476,138.69525,
2903.565,141.57685,
2900.654,130.89599,
2897.744,131.44899,
2894.833,113.91373,
2891.923,114.3013,
2889.012,95.538296,
2886.102,97.564199,
2883.191,63.651432,
2880.280,20.098658,
2877.370,-194.27566,
2874.459,-274.56351,
2871.549,-129.12354,
2868.638,53.270284,
2865.727,71.390367,
2862.817,96.111616,
2859.906,110.10648,
2856.996,129.58877,
2854.085,150.82881,
2851.175,140.00454,
2848.264,138.4045,
2845.353,129.90537,
2842.443,143.0243,
2839.532,138.96831,
2836.622,133.56315,
2833.711,134.98765,
2830.801,124.53897,
2827.890,143.45716,
2824.979,142.76096,
2822.069,146.76147,
2819.158,150.64386,
2816.248,144.34895,
2813.337,163.69696,
2810.427,148.14704,
2807.516,143.41641,
2804.605,150.60336,
2801.695,153.41449,
2798.784,144.73385,
2795.874,143.77012,
2792.963,146.12511,
2790.052,137.62736,
2787.142,146.92781,
2784.231,154.9806,
2781.321,145.6821,
2778.410,139.5095,
2775.500,152.15672,
2772.589,164.27867,
2769.678,159.76835,
2766.768,149.50848,
2763.857,167.78107,
2760.947,150.61239,
2758.036,150.31928,
2755.126,158.625,
2752.215,164.47507,
2749.304,162.64659,
2746.394,151.4939,
2743.483,171.27499,
2740.573,159.31742,
2737.662,154.27441,
2734.751,153.23164,
2731.841,166.97665,
2728.930,177.89185,
2726.020,180.94618,
2723.109,163.64575,
2720.199,170.80327,
2717.288,165.39509,
2714.377,182.10828,
2711.467,177.67445,
2708.556,159.36984,
2705.646,167.14616,
2702.735,180.625,
2699.825,178.17954,
2696.914,183.72047,
2694.003,171.625,
2691.093,176.53594,
2688.182,184.91611,
2685.272,179.78432,
2682.361,180.83679,
2679.450,178.20937,
2676.540,189.42176,
2673.629,174.64745,
2670.719,179.39858,
2667.808,182.86818,
2664.898,181.78064,
2661.987,188.5249,
2659.076,195.09913,
2656.166,199.47791,
2653.255,183.32568,
2650.345,192.40903,
2647.434,180.13943,
2644.524,186.01109,
2641.613,196.91098,
2638.702,203.59344,
2635.792,186.99888,
2632.881,203.13083,
2629.971,187.68528,
2627.060,191.12406,
2624.149,205.05624,
2621.239,211.87352,
2618.328,187.13365,
2615.418,200.28409,
2612.507,194.93729,
2609.597,215.05414,
2606.686,190.71538,
2603.775,212.42659,
2600.865,203.09936,
2597.954,197.2958,
2595.044,208.97309,
2592.133,201.95617,
2589.223,214.78186,
2586.312,218.25818,
2583.401,208.93156,
2580.491,196.91349,
2577.580,206.6151,
2574.670,204.77606,
2571.759,211.77141,
2568.848,216.85709,
2565.938,208.91069,
2563.027,214.55225,
2560.117,205.64366,
2557.206,216.61024,
2554.296,205.97512,
2551.385,232.68296,
2548.474,258.58858,
2545.564,235.79625,
2542.653,249.16191,
2539.743,238.24206,
2536.832,215.03247,
2533.922,230.56192,
2531.011,231.2996,
2528.100,236.16156,
2525.190,248.59877,
2522.279,241.59324,
2519.369,221.83247,
2516.458,219.06551,
2513.548,219.47948,
2510.637,244.50203,
2507.726,244.18634,
2504.816,233.56073,
2501.905,230.74085,
2498.995,222.99854,
2496.084,244.93162,
2493.173,237.88791,
2490.263,240.40016,
2487.352,248.625,
2484.442,248.9098,
2481.531,242.77932,
2478.621,243.53498,
2475.710,249.68634,
2472.799,252.19905,
2469.889,249.19843,
2466.978,264.34664,
2464.068,250.25987,
2461.157,243.12744,
2458.247,256.61033,
2455.336,250.07313,
2452.425,233.92688,
2449.515,276.78507,
2446.604,260.45221,
2443.694,254.04358,
2440.783,269.81869,
2437.872,256.95318,
2434.962,265.09966,
2432.051,267.52631,
2429.141,273.04851,
2426.230,269.88576,
2423.320,255.33868,
2420.409,273.81744,
2417.498,282.96772,
2414.588,277.8228,
2411.677,257.12702,
2408.767,272.64862,
2405.856,284.72259,
2402.946,279.30329,
2400.035,273.625,
2397.124,278.5127,
2394.214,279.8958,
2391.303,276.05048,
2388.393,258.17381,
2385.482,255.58094,
2382.571,221.59938,
2379.661,224.92745,
2376.750,248.93266,
2373.840,278.54686,
2370.929,300.39758,
2368.019,279.28693,
2365.108,296.20615,
2362.197,292.65237,
2359.287,299.8016,
2356.376,305.61972,
2353.466,313.53607,
2350.555,281.46489,
2347.645,287.28194,
2344.734,297.77708,
2341.823,307.47575,
2338.913,305.9608,
2336.002,298.81634,
2333.092,311.56746,
2330.181,305.57132,
2327.270,303.56999,
2324.360,315.41511,
2321.449,310.8563,
2318.539,310.98584,
2315.628,310.20454,
2312.718,322.34086,
2309.807,307.71801,
2306.896,326.15239,
2303.986,330.9691,
2301.075,314.36971,
2298.165,323.78875,
2295.254,322.73272,
2292.344,332.46312,
2289.433,346.95318,
2286.522,338.95095,
2283.612,347.80614,
2280.701,365.01063,
2277.791,348.90365,
2274.880,334.19295,
2271.969,349.8143,
2269.059,344.54324,
2266.148,318.03402,
2263.238,337.81417,
2260.327,365.5214,
2257.417,352.76,
2254.506,355.98396,
2251.595,351.76681,
2248.685,357.78075,
2245.774,365.93258,
2242.864,355.46788,
2239.953,365.1216,
2237.043,346.4943,
2234.132,343.84052,
2231.221,362.44158,
2228.311,379.54251,
2225.400,380.9346,
2222.490,388.65425,
2219.579,372.54786,
2216.669,371.10354,
2213.758,378.88644,
2210.847,374.17665,
2207.937,386.05495,
2205.026,388.06902,
2202.116,399.88721,
2199.205,408.04947,
2196.294,416.939,
2193.384,403.54648,
2190.473,414.92665,
2187.563,440.58633,
2184.652,431.72133,
2181.742,420.41969,
2178.831,421.45386,
2175.920,449.20242,
2173.010,465.50085,
2170.099,450.56051,
2167.189,462.72546,
2164.278,477.79887,
2161.368,488.33884,
2158.457,493.38873,
2155.546,496.59425,
2152.636,484.81122,
2149.725,509.08135,
2146.815,499.19227,
2143.904,512.24207,
2140.993,548.27057,
2138.083,536.0961,
2135.172,544.6334,
2132.262,545.50264,
2129.351,541.33876,
2126.441,530.79002,
2123.530,524.41174,
2120.619,503.14804,
