,PLC501~1,
Raman shift [1/cm],Intensity,
3014.167,0.125,
3011.256,1.6750107,
3008.346,97.321509,
3005.435,98.241609,
3002.525,108.88003,
2999.614,118.78865,
2996.704,120.71778,
2993.793,118.73502,
2990.882,130.68988,
2987.972,126.19058,
2985.061,136.4649,
2982.151,133.125,
2979.240,140.125,
2976.329,140.125,
2973.419,137.04798,
2970.508,165.79153,
2967.598,162.74629,
2964.687,170.82677,
2961.777,158.87706,
2958.866,161.4519,
2955.955,174.67809,
2953.045,170.22568,
2950.134,178.15708,
2947.224,186.29581,
2944.313,196.6193,
2941.403,209.94662,
2938.492,188.68868,
2935.581,209.77526,
2932.671,210.88465,
2929.760,204.31345,
2926.850,203.91598,
2923.939,213.60161,
2921.028,212.79546,
2918.118,215.6653,
2915.207,218.71361,
2912.297,222.11231,
2909.386,222.31478,
2906.476,214.09411,
2903.565,221.49611,
2900.654,227.07746,
2897.744,223.03699,
2894.833,213.65082,
2891.923,212.5577,
2889.012,210.91691,
2886.102,208.91689,
2883.191,212.12122,
2880.280,190.17762,
2877.370,155.21226,
2874.459,144.81081,
2871.549,192.38819,
2868.638,190.30645,
2865.727,225.27888,
2862.817,197.55282,
2859.906,210.17628,
2856.996,222.64085,
2854.085,242.0116,
2851.175,227.38705,
2848.264,221.70334,
2845.353,210.44851,
2842.443,223.12848,
2839.532,218.57277,
2836.622,228.88346,
2833.711,230.49548,
2830.801,211.03897,
2827.890,225.75088,
2824.979,239.11294,
2822.069,214.14774,
2819.158,222.20587,
2816.248,236.60763,
2813.337,243.01159,
2810.427,236.86743,
2807.516,234.49187,
2804.605,254.8774,
2801.695,235.94077,
2798.784,235.53362,
2795.874,238.98516,
2792.963,232.91064,
2790.052,250.12092,
2787.142,235.25662,
2784.231,242.67313,
2781.321,226.75937,
2778.410,237.84584,
2775.500,222.95431,
2772.589,241.58677,
2769.678,247.44581,
2766.768,237.13857,
2763.857,243.283,
2760.947,251.16913,
2758.036,242.8765,
2755.126,245.50534,
2752.215,241.80675,
2749.304,251.08182,
2746.394,251.60684,
2743.483,263.72497,
2740.573,246.05853,
2737.662,260.21081,
2734.751,252.61515,
2731.841,250.31364,
2728.930,265.77758,
2726.020,260.56887,
2723.109,276.0835,
2720.199,258.18442,
2717.288,255.47537,
2714.377,263.4791,
2711.467,263.84589,
2708.556,278.9549,
2705.646,270.05456,
2702.735,263.47553,
2699.825,283.54865,
2696.914,273.36271,
2694.003,269.79491,
2691.093,277.5534,
2688.182,279.99833,
2685.272,264.96568,
2682.361,269.03657,
2679.450,278.83282,
2676.540,292.69819,
2673.629,276.77071,
2670.719,278.41705,
2667.808,276.02773,
2664.898,292.74854,
2661.987,295.02523,
2659.076,295.39656,
2656.166,301.18991,
2653.255,299.3869,
2650.345,279.58053,
2647.434,293.86778,
2644.524,295.75811,
2641.613,301.75354,
2638.702,296.20391,
2635.792,295.28153,
2632.881,294.27974,
2629.971,295.125,
2627.060,298.79125,
2624.149,295.69376,
2621.239,290.37945,
2618.328,308.16739,
2615.418,308.79318,
2612.507,313.70996,
2609.597,303.50224,
2606.686,304.98242,
2603.775,299.00595,
2600.865,322.0022,
2597.954,315.59795,
2595.044,313.05415,
2592.133,331.57088,
2589.223,317.96814,
2586.312,331.5371,
2583.401,316.81844,
2580.491,317.22116,
2577.580,348.10024,
2574.670,332.29479,
2571.759,325.72089,
2568.848,320.47858,
2565.938,341.88699,
2563.027,331.22272,
2560.117,330.58294,
2557.206,334.54935,
2554.296,325.52775,
2551.385,332.74496,
2548.474,325.01385,
2545.564,348.33361,
2542.653,324.91358,
2539.743,346.10035,
2536.832,354.16612,
2533.922,346.58231,
2531.011,370.72537,
2528.100,341.53261,
2525.190,338.77418,
2522.279,335.78157,
2519.369,352.74742,
2516.458,357.78931,
2513.548,346.22512,
2510.637,341.86279,
2507.726,350.62685,
2504.816,354.12613,
2501.905,362.74817,
2498.995,352.24444,
2496.084,357.19122,
2493.173,365.78295,
2490.263,368.72048,
2487.352,386.45727,
2484.442,369.13143,
2481.531,364.125,
2478.621,381.01606,
2475.710,371.15567,
2472.799,374.3851,
2469.889,361.94492,
2466.978,367.72278,
2464.068,360.71755,
2461.157,388.47247,
2458.247,391.13967,
2455.336,383.82754,
2452.425,382.125,
2449.515,388.75701,
2446.604,387.53513,
2443.694,393.6135,
2440.783,400.98311,
2437.872,391.01561,
2434.962,388.65034,
2432.051,396.46462,
2429.141,402.41324,
2426.230,400.25538,
2423.320,398.91061,
2420.409,406.15058,
2417.498,409.33005,
2414.588,408.125,
2411.677,409.44772,
2408.767,423.43701,
2405.856,428.33696,
2402.946,421.60132,
2400.035,439.40905,
2397.124,420.69718,
2394.214,426.31261,
2391.303,415.34045,
2388.393,418.87151,
2385.482,421.99281,
2382.571,414.44125,
2379.661,425.96212,
2376.750,435.86144,
2373.840,428.49691,
2370.929,449.86509,
2368.019,456.4378,
2365.108,459.4051,
2362.197,443.15237,
2359.287,454.29325,
2356.376,460.12148,
2353.466,439.86638,
2350.555,446.8297,
2347.645,432.9409,
2344.734,433.70104,
2341.823,439.04208,
2338.913,457.65784,
2336.002,460.125,
2333.092,465.75708,
2330.181,448.24526,
2327.270,462.85988,
2324.360,463.25943,
2321.449,466.38691,
2318.539,462.95373,
2315.628,486.5099,
2312.718,470.09415,
2309.807,476.39825,
2306.896,482.39261,
2303.986,480.42362,
2301.075,486.40153,
2298.165,493.13454,
2295.254,477.44815,
2292.344,480.91337,
2289.433,486.46864,
2286.522,493.23211,
2283.612,503.33547,
2280.701,499.20125,
2277.791,495.88455,
2274.880,494.40492,
2271.969,514.38015,
2269.059,518.33208,
2266.148,523.42049,
2263.238,516.22925,
2260.327,518.53885,
2257.417,519.61778,
2254.506,505.93412,
2251.595,517.4013,
2248.685,510.39428,
2245.774,532.1575,
2242.864,536.03272,
2239.953,547.07676,
2237.043,535.83893,
2234.132,542.89117,
2231.221,538.49185,
2228.311,558.22033,
2225.400,546.18129,
2222.490,548.86769,
2219.579,554.17642,
2216.669,566.08684,
2213.758,572.16813,
2210.847,575.96127,
2207.937,574.24715,
2205.026,577.12471,
2202.116,589.84474,
2199.205,602.71253,
2196.294,590.88503,
2193.384,626.17607,
2190.473,614.09565,
2187.563,600.31834,
2184.652,643.58908,
2181.742,668.44384,
2178.831,669.69305,
2175.920,674.94286,
2173.010,702.90108,
2170.099,703.79216,
2167.189,740.06042,
2164.278,732.15214,
2161.368,746.98107,
2158.457,774.63215,
2155.546,782.125,
2152.636,810.69407,
2149.725,823.125,
2146.815,834.72457,
2143.904,846.42611,
2140.993,858.90266,
2138.083,880.91229,
2135.172,877.99905,
2132.262,891.87324,
2129.351,879.04217,
2126.441,876.892,
2123.530,830.29336,
2120.619,836.04281,
2117.709,781.2345,
2114.798,770.0325,
2111.888,726.72572,
2108.977,712.39652,
2106.067,705.54122,
2103.156,693.44681,
2100.245,658.11935,
2097.335,645.99412,
2094.424,627.67264,
2091.514,648.91807,
2088.603,653.05591,
2085.692,629.93921,
2082.782,617.29771,
2079.871,642.41204,
2076.961,665.89802,
2074.050,611.65833,
2071.140,623.57316,
2068.229,636.02343,
2065.318,634.96323,
2062.408,620.00396,
2059.497,631.13096,
2056.587,638.79933,
2053.676,641.94162,
2050.766,627.35669,
2047.855,631.89717,
2044.944,623.45994,
2042.034,611.77808,
2039.123,596.28662,
2036.213,614.77834,
2033.302,618.125,
2030.391,613.61665,
2027.481,638.64913,
2024.570,637.16815,
2021.660,637.00674,
2018.749,620.80883,
2015.839,634.62762,
2012.928,618.10151,
2010.017,628.38558,
2007.107,611.05585,
2004.196,626.89885,
2001.286,633.29109,
1998.375,637.77953,
1995.465,601.79465,
1992.554,606.90133,
1989.643,628.43373,
1986.733,609.92763,
1983.822,619.04671,
1980.912,593.13531,
1978.001,615.45525,
1975.090,612.77995,
1972.180,600.77924,
1969.269,613.95547,
1966.359,598.61126,
1963.448,621.26768,
1960.538,603.91065,
1957.627,587.31694,
1954.716,584.18245,
1951.806,572.52242,
1948.895,583.31321,
1945.985,603.08252,
1943.074,591.19886,
1940.164,576.14412,
1937.253,564.54245,
1934.342,563.64639,
1931.432,565.54771,
1928.521,582.00929,
1925.611,583.91728,
1922.700,557.38191,
1919.790,559.73762,
1916.879,580.66026,
1913.968,595.10902,
1911.058,576.51239,
1908.147,591.07678,
1905.237,558.125,
1902.326,559.17981,
1899.415,563.76525,
1896.505,553.81159,
1893.594,539.03051,
1890.684,559.54975,
1887.773,569.23714,
1884.863,570.95188,
1881.952,566.84756,
1879.041,566.39447,
1876.131,568.75376,
1873.220,573.48342,
1870.310,555.56001,
1867.399,565.93308,
1864.489,604.42402,
1861.578,586.5646,
1858.667,582.15194,
1855.757,583.74075,
1852.846,568.38653,
1849.936,576.93881,
1847.025,585.71137,
1844.114,585.27321,
1841.204,573.0271,
1838.293,556.15493,
1835.383,556.70598,
1832.472,588.73022,
1829.562,603.31901,
1826.651,610.59522,
1823.740,579.63835,
1820.830,592.58979,
1817.919,610.71189,
1815.009,623.39981,
1812.098,575.75495,
1809.188,617.02412,
1806.277,615.23566,
1803.366,609.07509,
1800.456,609.31252,
1797.545,659.05434,
1794.635,608.996,
1791.724,616.21227,
1788.813,658.92731,
1785.903,658.85567,
1782.992,624.93123,
1780.082,594.11238,
1777.171,588.79256,
1774.261,601.61519,
1771.350,618.9165,
1768.439,631.61597,
1765.529,644.85184,
1762.618,643.57438,
1759.708,640.01625,
1756.797,650.18561,
1753.887,646.76494,
1750.976,649.45615,
1748.065,658.89612,
1745.155,661.31853,
1742.244,660.47645,
1739.334,650.90853,
1736.423,656.31003,
1733.512,668.12909,
1730.602,709.27387,
1727.691,698.32752,
1724.781,690.33842,
1721.870,698.17267,
1718.960,691.08045,
1716.049,700.87065,
1713.138,714.23995,
1710.228,701.32995,
1707.317,737.16157,
1704.407,765.48333,
1701.496,715.25523,
1698.586,717.51688,
1695.675,753.68193,
1692.764,748.55123,
1689.854,741.42815,
1686.943,799.10146,
1684.033,752.36681,
1681.122,754.07402,
1678.211,824.44927,
1675.301,803.19284,
1672.390,783.19678,
1669.480,807.74269,
1666.569,883.98535,
1663.659,873.40265,
1660.748,889.81649,
1657.837,874.67174,
1654.927,900.69475,
1652.016,965.03154,
1649.106,922.0308,
1646.195,958.07705,
1643.285,957.44662,
1640.374,1014.8358,
1637.463,1047.4765,
1634.553,1013.7358,
1631.642,1121.3204,
1628.732,1139.7709,
1625.821,1248.1479,
1622.911,1282.9278,
1620.000,1363.1045,
1617.089,1413.13,
1614.179,1492.8407,
1611.268,1616.4406,
1608.358,1648.7671,
1605.447,1701.9826,
1602.536,1715.3758,
1599.626,1731.7639,
1596.715,1686.8373,
1593.805,1686.5967,
1590.894,1643.0915,
1587.984,1633.6606,
1585.073,1605.048,
1582.162,1548.3621,
1579.252,1544.6714,
1576.341,1546.9261,
1573.431,1522.8466,
1570.520,1509.2456,
1567.610,1501.9092,
1564.699,1459.5233,
1561.788,1442.0123,
1558.878,1439.7595,
1555.967,1396.1818,
1553.057,1379.8663,
1550.146,1367.7614,
1547.235,1313.8505,
1544.325,1319.8846,
1541.414,1310.321,
1538.504,1268.3628,
1535.593,1258.6381,
1532.683,1268.2317,
1529.772,1256.4066,
1526.861,1229.5506,
1523.951,1222.3343,
1521.040,1190.5607,
1518.130,1170.386,
1515.219,1164.9248,
1512.309,1166.179,
1509.398,1160.1552,
1506.487,1198.8733,
1503.577,1173.9494,
1500.666,1163.6553,
1497.756,1136.659,
1494.845,1143.6453,
1491.934,1156.1124,
1489.024,1152.2624,
1486.113,1124.3085,
1483.203,1104.3616,
1480.292,1091.9429,
1477.382,1108.7147,
1474.471,1110.0555,
1471.560,1053.9744,
1468.650,1017.4097,
1465.739,1016.5299,
1462.829,1019.5282,
1459.918,1038.4622,
1457.008,1039.9094,
1454.097,1030.2844,
1451.186,1033.8774,
1448.276,1025.4836,
1445.365,995.80036,
1442.455,970.51766,
1439.544,1005.9007,
1436.633,1001.2799,
1433.723,980.63254,
1430.812,962.09064,
1427.902,948.74165,
1424.991,932.62969,
1422.081,947.72211,
1419.170,922.33913,
1416.259,950.52752,
1413.349,991.35561,
1410.438,923.0499,
1407.528,901.99983,
1404.617,899.73095,
1401.707,887.8256,
1398.796,877.93271,
1395.885,871.71161,
1392.975,831.81086,
1390.064,750.4128,
1387.154,702.82428,
1384.243,617.26184,
1381.332,588.793,
1378.422,591.77669,
1375.511,701.38006,
1372.601,833.98799,
1369.690,913.7028,
1366.780,957.59844,
1363.869,992.27817,
1360.958,1017.31,
1358.048,1034.618,
1355.137,1087.3852,
1352.227,1113.1118,
1349.316,1105.7899,
1346.406,1135.3009,
1343.495,1180.301,
1340.584,1245.0178,
1337.674,1248.4818,
1334.763,1243.866,
1331.853,1263.3378,
1328.942,1360.1871,
1326.032,1329.7127,
1323.121,1370.5106,
1320.210,1394.7842,
1317.300,1434.7194,
1314.389,1472.9725,
1311.479,1481.193,
1308.568,1460.6798,
1305.657,1437.9013,
1302.747,1449.7206,
1299.836,1460.1644,
1296.926,1548.5178,
1294.015,1599.9999,
1291.105,1686.657,
1288.194,1756.4332,
1285.283,1836.9973,
1282.373,1875.1484,
1279.462,1870.5958,
1276.552,1898.7551,
1273.641,1932.6348,
1270.731,1913.3026,
1267.820,1904.3327,
1264.909,1911.774,
1261.999,1958.5272,
1259.088,1914.7454,
1256.178,1912.9815,
1253.267,1847.1462,
1250.356,1804.7756,
1247.446,1802.3392,
1244.535,1776.9063,
1241.625,1729.3806,
1238.714,1699.8978,
1235.804,1681.9745,
1232.893,1658.6381,
1229.982,1599.0023,
1227.072,1595.3811,
1224.161,1549.7378,
1221.251,1526.9793,
1218.340,1485.8475,
1215.430,1460.6196,
1212.519,1447.0698,
1209.608,1457.3875,
1206.698,1494.3377,
1203.787,1495.3562,
1200.877,1530.2951,
1197.966,1549.1775,
1195.055,1583.4017,
1192.145,1628.9462,
1189.234,1686.8917,
1186.324,1712.216,
1183.413,1732.1149,
1180.503,1742.6348,
1177.592,1720.5392,
1174.681,1727.2688,
1171.771,1673.125,
1168.860,1673.125,
