,PL28B7~1,
Raman shift [1/cm],Intensity,
3014.167,1.875,
3011.256,-3.6750107,
3008.346,62.504394,
3005.435,80.684189,
3002.525,93.422539,
2999.614,92.677618,
2996.704,103.51211,
2993.793,97.25576,
2990.882,98.523825,
2987.972,108.83464,
2985.061,97.771548,
2982.151,100.03971,
2979.240,126.72385,
2976.329,120.85316,
2973.419,117.55228,
2970.508,114.5916,
2967.598,143.11034,
2964.687,127.875,
2961.777,145.08885,
2958.866,140.21526,
2955.955,134.66924,
2953.045,141.67365,
2950.134,146.42897,
2947.224,167.59031,
2944.313,158.77386,
2941.403,159.00593,
2938.492,166.04575,
2935.581,158.4505,
2932.671,176.35136,
2929.760,154.6673,
2926.850,183.15056,
2923.939,179.87029,
2921.028,175.06891,
2918.118,182.7755,
2915.207,188.05223,
2912.297,182.90039,
2909.386,196.44435,
2906.476,177.42557,
2903.565,188.50389,
2900.654,195.76882,
2897.744,190.77442,
2894.833,178.339,
2891.923,180.7949,
2889.012,188.45881,
2886.102,181.43852,
2883.191,176.87594,
2880.280,161.91328,
2877.370,154.95059,
2874.459,162.35289,
2871.549,177.5596,
2868.638,198.05645,
2865.727,184.50578,
2862.817,184.06083,
2859.906,198.0146,
2856.996,204.38632,
2854.085,187.79094,
2851.175,188.25454,
2848.264,186.01233,
2845.353,191.09067,
2842.443,194.88544,
2839.532,186.65111,
2836.622,177.9987,
2833.711,188.82319,
2830.801,176.18456,
2827.890,178.12676,
2824.979,184.30702,
2822.069,189.76128,
2819.158,181.39522,
2816.248,177.15105,
2813.337,208.4933,
2810.427,182.22762,
2807.516,174.71672,
2804.605,195.46635,
2801.695,192.74342,
2798.784,195.57931,
2795.874,187.17053,
2792.963,184.9466,
2790.052,190.87457,
2787.142,177.48015,
2784.231,169.42313,
2781.321,181.05782,
2778.410,175.09961,
2775.500,185.40672,
2772.589,186.95146,
2769.678,179.875,
2766.768,184.74491,
2763.857,199.34706,
2760.947,185.875,
2758.036,190.95783,
2755.126,191.72757,
2752.215,200.15223,
2749.304,193.3858,
2746.394,190.01404,
2743.483,200.22505,
2740.573,181.00328,
2737.662,191.00221,
2734.751,203.54973,
2731.841,177.22481,
2728.930,204.18015,
2726.020,203.77315,
2723.109,186.93725,
2720.199,195.99385,
2717.288,189.48814,
2714.377,206.32484,
2711.467,214.12115,
2708.556,214.34279,
2705.646,207.12847,
2702.735,206.88016,
2699.825,201.60405,
2696.914,196.54183,
2694.003,211.51727,
2691.093,210.07116,
2688.182,212.80315,
2685.272,212.23773,
2682.361,211.96889,
2679.450,219.33592,
2676.540,205.01727,
2673.629,208.2248,
2670.719,201.51733,
2667.808,199.97227,
2664.898,218.64154,
2661.987,208.80849,
2659.076,220.98491,
2656.166,220.1174,
2653.255,218.65561,
2650.345,224.98752,
2647.434,224.875,
2644.524,221.40016,
2641.613,216.56073,
2638.702,225.73297,
2635.792,229.875,
2632.881,233.33923,
2629.971,241.98242,
2627.060,225.20563,
2624.149,235.85002,
2621.239,225.12945,
2618.328,221.36635,
2615.418,213.19319,
2612.507,227.32161,
2609.597,227.33408,
2606.686,220.7967,
2603.775,231.91468,
2600.865,228.58148,
2597.954,242.44377,
2595.044,238.50034,
2592.133,242.37176,
2589.223,262.94765,
2586.312,253.16648,
2583.401,248.46625,
2580.491,258.68268,
2577.580,228.91296,
2574.670,246.34026,
2571.759,236.27911,
2568.848,238.22858,
2565.938,235.06532,
2563.027,254.04547,
2560.117,245.79088,
2557.206,253.72371,
2554.296,258.98713,
2551.385,246.80897,
2548.474,254.13448,
2545.564,265.65341,
2542.653,254.48574,
2539.743,260.73945,
2536.832,261.30303,
2533.922,278.82769,
2531.011,273.40021,
2528.100,263.67638,
2525.190,252.17869,
2522.279,257.62537,
2519.369,273.17687,
2516.458,264.42387,
2513.548,262.53856,
2510.637,275.13721,
2507.726,262.31366,
2504.816,263.37557,
2501.905,266.06341,
2498.995,260.35275,
2496.084,268.18162,
2493.173,269.42765,
2490.263,269.07726,
2487.352,283.41593,
2484.442,275.15337,
2481.531,288.24727,
2478.621,274.14507,
2475.710,277.81366,
2472.799,272.58797,
2469.889,283.29883,
2466.978,287.31829,
2464.068,274.46755,
2461.157,276.91252,
2458.247,281.83099,
2455.336,284.64211,
2452.425,267.39385,
2449.515,288.01637,
2446.604,281.52247,
2443.694,286.10774,
2440.783,295.54279,
2437.872,284.09379,
2434.962,292.7644,
2432.051,303.80098,
2429.141,296.19867,
2426.230,292.80981,
2423.320,292.11731,
2420.409,313.74041,
2417.498,303.49859,
2414.588,306.86736,
2411.677,312.05429,
2408.767,312.32185,
2405.856,307.78686,
2402.946,303.49967,
2400.035,289.68251,
2397.124,316.875,
2394.214,309.73821,
2391.303,307.20088,
2388.393,308.91684,
2385.482,315.43438,
2382.571,323.02672,
2379.661,329.99126,
2376.750,324.92923,
2373.840,315.16877,
2370.929,318.82085,
2368.019,327.33314,
2365.108,327.19961,
2362.197,336.875,
2359.287,312.12681,
2356.376,324.84154,
2353.466,335.85957,
2350.555,337.89993,
2347.645,331.91474,
2344.734,325.14688,
2341.823,344.52675,
2338.913,333.2959,
2336.002,348.77444,
2333.092,351.48441,
2330.181,355.45553,
2327.270,333.41515,
2324.360,348.35376,
2321.449,358.19813,
2318.539,354.27866,
2315.628,362.42896,
2312.718,357.27588,
2309.807,368.60175,
2306.896,361.09565,
2303.986,355.09583,
2301.075,356.93885,
2298.165,348.28836,
2295.254,360.5734,
2292.344,354.03267,
2289.433,355.88273,
2286.522,362.4955,
2283.612,373.77552,
2280.701,360.43109,
2277.791,356.3559,
2274.880,370.01496,
2271.969,377.48817,
2269.059,367.37907,
2266.148,375.92508,
2263.238,390.87113,
2260.327,387.0473,
2257.417,377.06111,
2254.506,383.70692,
2251.595,386.73319,
2248.685,376.30003,
2245.774,375.57825,
2242.864,392.75527,
2239.953,416.46127,
2237.043,400.58893,
2234.132,393.875,
2231.221,390.32201,
2228.311,386.26547,
2225.400,418.21274,
2222.490,426.34724,
2219.579,406.43025,
2216.669,399.86546,
2213.758,400.57042,
2210.847,429.69864,
2207.937,433.03787,
2205.026,453.54147,
