,PL1F87~1,
Wavenumbers [1/cm],Intensity,
3014.167,-1.875,
3011.256,-0.97502147,
3008.346,108.00894,
3005.435,93.435958,
3002.525,109.125,
2999.614,114.55098,
2996.704,123.8951,
2993.793,124.86809,
2990.882,135.20894,
2987.972,155.01401,
2985.061,136.6718,
2982.151,151.69308,
2979.240,146.00999,
2976.329,154.4064,
2973.419,171.90985,
2970.508,170.75829,
2967.598,155.83825,
2964.687,163.97486,
2961.777,168.25309,
2958.866,178.78771,
2955.955,178.05421,
2953.045,201.22568,
2950.134,204.91217,
2947.224,189.9506,
2944.313,223.06873,
2941.403,227.38686,
2938.492,232.40142,
2935.581,235.87222,
2932.671,237.9276,
2929.760,248.98654,
2926.850,248.07274,
2923.939,257.16236,
2921.028,261.50142,
2918.118,251.3051,
2915.207,240.94132,
2912.297,254.03614,
2909.386,248.70895,
2906.476,226.8076,
2903.565,243.75389,
2900.654,243.67809,
2897.744,246.03699,
2894.833,225.92937,
2891.923,211.1795,
2889.012,215.95737,
2886.102,212.48041,
2883.191,181.15049,
2880.280,100.991,
2877.370,-97.078033,
2874.459,-211.49097,
2871.549,-45.334246,
2868.638,149.63624,
2865.727,175.44802,
2862.817,207.86831,
2859.906,231.37856,
2856.996,244.11141,
2854.085,270.89185,
2851.175,244.98045,
2848.264,241.9045,
2845.353,247.90933,
2842.443,238.125,
2839.532,245.88615,
2836.622,257.33269,
2833.711,239.80632,
2830.801,252.11765,
2827.890,242.56382,
2824.979,253.61897,
2822.069,260.13637,
2819.158,255.80424,
2816.248,246.37789,
2813.337,263.31037,
2810.427,252.47073,
2807.516,259.49187,
2804.605,254.16827,
2801.695,251.94077,
2798.784,249.68146,
2795.874,238.40996,
2792.963,246.1966,
2790.052,250.125,
2787.142,246.9805,
2784.231,248.70733,
2781.321,252.25072,
2778.410,254.53997,
2775.500,263.54948,
2772.589,245.16399,
2769.678,268.90649,
2766.768,276.57353,
2763.857,275.86103,
2760.947,272.64706,
2758.036,289.67922,
2755.126,277.55449,
2752.215,273.52953,
2749.304,291.31563,
2746.394,271.4536,
2743.483,282.87499,
2740.573,298.43258,
2737.662,275.68861,
2734.751,278.33378,
2731.841,297.5316,
2728.930,275.90043,
2726.020,281.79861,
2723.109,295.10425,
2720.199,294.90938,
2717.288,296.84398,
2714.377,301.73746,
2711.467,286.37115,
2708.556,276.16753,
2705.646,295.7166,
2702.735,298.29768,
2699.825,298.74498,
2696.914,310.93502,
2694.003,315.15264,
2691.093,313.64246,
2688.182,318.39908,
2685.272,313.69115,
2682.361,299.88373,
2679.450,318.28132,
2676.540,302.28759,
2673.629,308.79765,
2670.719,308.69432,
2667.808,332.00638,
2664.898,319.48882,
2661.987,310.25836,
2659.076,317.23491,
2656.166,332.8826,
2653.255,322.31207,
2650.345,327.31738,
2647.434,313.06813,
2644.524,328.14421,
2641.613,337.49646,
2638.702,339.10922,
2635.792,333.96847,
2632.881,329.77392,
2629.971,326.86998,
2627.060,335.96031,
2624.149,321.50312,
2621.239,338.15464,
2618.328,324.82829,
2615.418,325.75683,
2612.507,343.6072,
2609.597,330.59406,
2606.686,344.38406,
2603.775,361.32341,
2600.865,344.65739,
2597.954,346.08948,
2595.044,368.60595,
2592.133,338.79383,
2589.223,373.22187,
2586.312,358.125,
2583.401,351.84031,
2580.491,368.08166,
2577.580,348.12995,
2574.670,352.23195,
2571.759,356.77654,
2568.848,366.35709,
2565.938,373.55361,
2563.027,364.83184,
2560.117,358.48948,
2557.206,368.06965,
2554.296,372.52775,
2551.385,376.67893,
2548.474,390.34768,
2545.564,385.59983,
2542.653,391.14513,
2539.743,399.76671,
2536.832,373.77733,
2533.922,391.07769,
2531.011,392.7996,
2528.100,395.52915,
2525.190,398.19303,
2522.279,387.31259,
2519.369,390.82313,
2516.458,384.00956,
2513.548,388.02488,
2510.637,394.80131,
2507.726,403.87593,
2504.816,402.81271,
2501.905,408.99451,
2498.995,395.31938,
2496.084,407.68594,
2493.173,388.70381,
2490.263,408.2595,
2487.352,410.6258,
2484.442,424.97296,
2481.531,422.64637,
2478.621,417.96388,
2475.710,442.87963,
2472.799,412.35817,
2469.889,421.94219,
2466.978,421.63022,
2464.068,423.91338,
2461.157,424.125,
2458.247,424.125,
2455.336,427.42246,
2452.425,430.90802,
2449.515,426.7196,
2446.604,436.36234,
2443.694,437.19491,
2440.783,452.27027,
2437.872,438.19793,
2434.962,443.53974,
2432.051,453.61266,
2429.141,450.56622,
2426.230,433.23325,
2423.320,435.31005,
2420.409,451.77906,
2417.498,467.22897,
2414.588,470.50531,
2411.677,447.23661,
2408.767,474.59547,
2405.856,466.65595,
2402.946,455.8569,
2400.035,470.0053,
2397.124,461.24799,
2394.214,473.6934,
2391.303,460.2246,
2388.393,453.3227,
2385.482,419.84341,
2382.571,403.78313,
2379.661,415.3109,
2376.750,451.11994,
2373.840,487.51866,
