,PLIQUI~4,
Wavenumbers [1/cm],Intensity,
3014.167,-0.375,
3011.256,0.625,
3008.346,16.80759,
3005.435,5.1656387,
3002.525,21.172539,
2999.614,14.862664,
2996.704,19.032215,
2993.793,15.748848,
2990.882,19.449412,
2987.972,23.549326,
2985.061,11.285102,
2982.151,16.386346,
2979.240,18.790391,
2976.329,28.63046,
2973.419,40.702022,
2970.508,31.07503,
2967.598,19.386044,
2964.687,19.400815,
2961.777,21.001032,
2958.866,36.299585,
2955.955,21.830757,
2953.045,24.743584,
2950.134,36.199339,
2947.224,41.966626,
2944.313,43.288104,
2941.403,40.184762,
2938.492,41.912264,
2935.581,43.329293,
2932.671,29.590717,
2929.760,49.001908,
2926.850,51.997931,
2923.939,51.625,
2921.028,53.936788,
2918.118,63.563284,
2915.207,39.618547,
2912.297,48.557299,
2909.386,49.033756,
2906.476,31.664353,
2903.565,40.673146,
2900.654,43.401544,
2897.744,57.423845,
2894.833,33.37773,
2891.923,16.759598,
2889.012,21.330203,
2886.102,29.81284,
2883.191,-0.34762351,
2880.280,-15.083138,
2877.370,-140.89207,
2874.459,-220.10424,
2871.549,-117.58491,
2868.638,-42.144103,
2865.727,10.517327,
2862.817,1.896391,
2859.906,28.562316,
2856.996,35.163494,
2854.085,53.912864,
2851.175,30.528633,
2848.264,31.688831,
2845.353,42.905371,
2842.443,49.236141,
2839.532,38.072771,
2836.622,44.776693,
2833.711,49.832227,
2830.801,43.733085,
2827.890,47.147744,
2824.979,53.415022,
2822.069,47.772837,
2819.158,62.145217,
2816.248,48.935792,
2813.337,61.789646,
2810.427,47.272376,
2807.516,47.207814,
2804.605,47.625,
2801.695,52.717116,
2798.784,44.586,
2795.874,50.200203,
2792.963,36.981913,
2790.052,55.619853,
2787.142,54.664578,
2784.231,46.465086,
2781.321,43.190742,
2778.410,47.890235,
2775.500,34.20052,
2772.589,51.202215,
2769.678,50.983384,
2766.768,52.118213,
2763.857,56.413052,
2760.947,51.165978,
2758.036,54.236445,
2755.126,53.821577,
2752.215,48.261495,
2749.304,48.029687,
2746.394,51.106838,
