,PL8C50~1,
Raman shift [1/cm],Intensity,
3014.167,0.875,
3011.256,1.2249678,
3008.346,54.119869,
3005.435,70.723059,
3002.525,75.119966,
2999.614,84.2607,
2996.704,87.459532,
2993.793,68.361176,
2990.882,82.829177,
2987.972,77.92545,
2985.061,88.761701,
2982.151,90.755673,
2979.240,106.75999,
2976.329,110.64821,
2973.419,116.8139,
2970.508,101.95832,
2967.598,108.3493,
2964.687,100.26291,
2961.777,115.55889,
2958.866,103.53771,
2955.955,133.917,
2953.045,115.17703,
2950.134,131.69425,
2947.224,128.24509,
2944.313,135.48184,
2941.403,148.86359,
2938.492,133.70425,
2935.581,134.96086,
2932.671,130.43725,
2929.760,142.94423,
2926.850,159.98665,
2923.939,134.71142,
2921.028,155.35156,
2918.118,153.89389,
2915.207,155.47007,
2912.297,156.90039,
2909.386,165.67792,
2906.476,154.78232,
2903.565,156.4076,
2900.654,156.38055,
2897.744,154.875,
2894.833,155.69973,
2891.923,162.5513,
2889.012,150.04263,
2886.102,143.85473,
2883.191,175.8429,
2880.280,139.65969,
2877.370,150.29358,
2874.459,125.10153,
2871.549,155.05934,
2868.638,156.19253,
2865.727,156.24422,
2862.817,158.14639,
2859.906,171.53312,
2856.996,169.37274,
2854.085,164.59348,
2851.175,157.875,
2848.264,164.93883,
2845.353,151.8103,
2842.443,158.85759,
2839.532,172.32277,
2836.622,166.24023,
2833.711,161.77922,
2830.801,147.27794,
2827.890,166.50088,
2824.979,168.30702,
2822.069,164.93186,
2819.158,170.25505,
2816.248,178.34605,
2813.337,161.89573,
2810.427,160.79374,
2807.516,160.97562,
2804.605,155.48798,
2801.695,156.74342,
2798.784,164.20969,
2795.874,169.74045,
2792.963,168.30372,
2790.052,159.87757,
2787.142,167.2565,
2784.231,153.90761,
2781.321,153.56646,
2778.410,169.26966,
2775.500,163.85535,
2772.589,176.56766,
2769.678,174.44841,
2766.768,154.51188,
2763.857,175.92509,
2760.947,163.93174,
2758.036,172.02786,
2755.126,163.43911,
2752.215,184.47047,
2749.304,178.89659,
2746.394,177.14515,
2743.483,179.12501,
2740.573,184.85955,
2737.662,164.78919,
2734.751,176.8508,
2731.841,167.52335,
2728.930,173.447,
2726.020,188.32928,
2723.109,179.02992,
2720.199,178.89367,
2717.288,181.71806,
2714.377,186.19566,
2711.467,190.74422,
2708.556,173.875,
2705.646,176.41022,
2702.735,177.88532,
2699.825,187.875,
2696.914,191.92273,
2694.003,187.33354,
2691.093,180.89305,
2688.182,195.03945,
2685.272,190.08695,
2682.361,171.27457,
2679.450,191.16718,
2676.540,188.85468,
2673.629,187.21133,
2670.719,178.80938,
2667.808,193.90229,
2664.898,194.05691,
2661.987,201.90859,
2659.076,197.03665,
2656.166,195.56769,
2653.255,189.68793,
2650.345,188.60277,
2647.434,195.07534,
2644.524,207.10281,
2641.613,193.53182,
2638.702,183.93812,
2635.792,201.34459,
2632.881,195.45237,
2629.971,191.51256,
2627.060,203.37344,
2624.149,215.875,
2621.239,213.62055,
2618.328,210.28158,
2615.418,198.86591,
2612.507,208.45996,
2609.597,196.43588,
2606.686,222.51154,
2603.775,222.63691,
2600.865,208.9978,
2597.954,215.49788,
2595.044,219.28509,
2592.133,208.60118,
2589.223,232.48975,
2586.312,234.5333,
2583.401,228.38593,
2580.491,228.68268,
2577.580,205.85355,
2574.670,203.11428,
2571.759,220.51627,
2568.848,203.8197,
2565.938,229.01792,
2563.027,224.16816,
2560.117,224.15536,
2557.206,226.29935,
2554.296,225.36013,
2551.385,222.437,
2548.474,227.50474,
2545.564,240.52679,
2542.653,230.10654,
2539.743,235.31955,
2536.832,242.14042,
2533.922,220.11154,
2531.011,235.14998,
2528.100,232.14328,
2525.190,228.08443,
2522.279,241.10949,
2519.369,248.89369,
2516.458,235.30489,
2513.548,228.58395,
2510.637,251.01424,
2507.726,233.50324,
2504.816,231.18842,
2501.905,232.00549,
2498.995,237.85978,
2496.084,227.08757,
2493.173,231.69056,
2490.263,228.26822,
2487.352,236.70807,
2484.442,236.57734,
2481.531,251.1409,
2478.621,242.05504,
2475.710,248.88267,
2472.799,250.36827,
2469.889,252.84453,
2466.978,240.88543,
2464.068,259.81688,
2461.157,259.72003,
2458.247,250.61024,
2455.336,248.83195,
2452.425,249.09198,
2449.515,255.43219,
2446.604,280.52247,
2443.694,269.40951,
2440.783,257.01689,
2437.872,262.94793,
2434.962,265.13767,
2432.051,268.80098,
2429.141,271.875,
2426.230,255.04844,
2423.320,275.08939,
2420.409,273.52239,
2417.498,280.26826,
2414.588,274.51762,
2411.677,271.12601,
2408.767,277.11614,
2405.856,275.34405,
2402.946,271.08322,
2400.035,293.14967,
2397.124,273.33488,
2394.214,281.631,
2391.303,278.09045,
2388.393,286.84711,
2385.482,272.62405,
2382.571,283.3814,
2379.661,281.24709,
2376.750,289.39958,
2373.840,273.69697,
2370.929,279.74504,
2368.019,287.22413,
2365.108,294.06086,
2362.197,298.26405,
2359.287,292.69004,
2356.376,294.86796,
2353.466,295.29968,
2350.555,289.66503,
2347.645,296.79552,
2344.734,306.39114,
2341.823,297.05742,
2338.913,306.90183,
2336.002,293.14525,
2333.092,291.97875,
2330.181,296.22789,
2327.270,316.99492,
2324.360,315.39624,
2321.449,308.13691,
2318.539,311.34289,
2315.628,300.80825,
2312.718,303.05782,
2309.807,321.60175,
2306.896,316.86717,
2303.986,311.69966,
2301.075,331.70471,
2298.165,316.3456,
2295.254,319.63803,
2292.344,322.45173,
2289.433,332.89046,
2286.522,327.634,
2283.612,316.80484,
2280.701,330.58798,
2277.791,320.63642,
2274.880,339.30299,
2271.969,335.07253,
2269.059,325.875,
2266.148,333.17049,
2263.238,336.77461,
2260.327,353.63345,
2257.417,335.68889,
2254.506,331.875,
2251.595,338.15496,
2248.685,345.08461,
2245.774,345.875,
2242.864,330.52337,
2239.953,342.83357,
2237.043,343.52358,
2234.132,338.78664,
2231.221,355.40217,
2228.311,352.78609,
2225.400,336.12831,
2222.490,348.77411,
2219.579,366.55881,
2216.669,358.91793,
2213.758,372.0528,
2210.847,381.45687,
2207.937,388.54926,
2205.026,385.31902,
2202.116,401.07032,
2199.205,404.62559,
2196.294,404.67697,
2193.384,418.84851,
2190.473,411.4372,
2187.563,419.92334,
2184.652,428.82072,
2181.742,429.08031,
2178.831,446.95283,
2175.920,478.27028,
2173.010,491.34949,
2170.099,506.20636,
2167.189,542.77454,
2164.278,537.23882,
2161.368,586.44636,
2158.457,603.5492,
2155.546,641.13176,
2152.636,657.35903,
2149.725,683.00921,
2146.815,681.10858,
2143.904,708.76721,
2140.993,703.84308,
2138.083,748.78078,
2135.172,741.91698,
2132.262,731.24208,
2129.351,721.83358,
2126.441,715.45751,
2123.530,656.53828,
2120.619,624.39804,
2117.709,600.70069,
2114.798,572.43648,
2111.888,560.28766,
2108.977,513.00742,
2106.067,491.66689,
2103.156,480.55731,
2100.245,447.85618,
2097.335,418.83835,
2094.424,418.69452,
2091.514,406.24337,
2088.603,413.95799,
2085.692,409.55897,
2082.782,415.58182,
2079.871,412.58912,
2076.961,401.58536,
2074.050,399.39015,
2071.140,391.80588,
2068.229,405.14062,
2065.318,405.45449,
2062.408,395.32205,
2059.497,383.24402,
2056.587,389.18869,
2053.676,366.4768,
2050.766,391.25766,
2047.855,379.92873,
2044.944,412.28366,
2042.034,392.42996,
2039.123,393.33291,
2036.213,370.66388,
2033.302,377.65746,
2030.391,386.51905,
2027.481,383.89942,
2024.570,388.77484,
2021.660,379.52542,
2018.749,385.06495,
2015.839,388.79888,
2012.928,376.35822,
2010.017,368.58836,
2007.107,388.36285,
2004.196,385.38691,
2001.286,387.08348,
1998.375,376.04527,
1995.465,360.64911,
1992.554,372.77487,
1989.643,368.11695,
1986.733,381.50044,
1983.822,373.74649,
1980.912,368.01371,
1978.001,368.11247,
1975.090,364.25821,
1972.180,365.56517,
1969.269,344.02437,
1966.359,339.65888,
1963.448,345.33603,
1960.538,335.32537,
1957.627,357.84096,
1954.716,353.10481,
1951.806,344.57693,
1948.895,340.15028,
1945.985,339.47957,
1943.074,310.72727,
1940.164,325.53834,
1937.253,316.30543,
1934.342,320.90922,
1931.432,338.1526,
1928.521,316.05462,
1925.611,289.50497,
1922.700,282.70925,
1919.790,294.79393,
1916.879,328.50352,
1913.968,308.90205,
1911.058,306.866,
1908.147,319.41367,
1905.237,313.44855,
1902.326,322.86464,
1899.415,298.37742,
1896.505,286.2727,
1893.594,296.3323,
1890.684,286.74431,
1887.773,309.4433,
1884.863,319.3078,
1881.952,304.1101,
1879.041,311.97885,
1876.131,297.95867,
1873.220,294.74668,
1870.310,296.7315,
1867.399,298.84301,
1864.489,286.61493,
1861.578,302.35322,
1858.667,285.35699,
1855.757,334.45495,
1852.846,347.07503,
1849.936,315.15428,
1847.025,323.3397,
1844.114,336.19495,
1841.204,320.83654,
1838.293,322.38248,
1835.383,334.26998,
1832.472,333.64196,
1829.562,348.14948,
1826.651,333.15635,
1823.740,353.36165,
1820.830,348.12681,
1817.919,354.27627,
1815.009,349.16889,
1812.098,327.22934,
1809.188,359.58035,
1806.277,338.40616,
1803.366,340.95818,
1800.456,346.20474,
1797.545,352.33597,
1794.635,358.42302,
1791.724,369.20509,
1788.813,365.86857,
1785.903,345.64051,
1782.992,349.43537,
1780.082,350.12576,
1777.171,334.88143,
1774.261,353.39989,
1771.350,353.76875,
1768.439,368.875,
1765.529,368.875,
1762.618,358.24623,
1759.708,337.67926,
1756.797,340.70833,
1753.887,357.08054,
1750.976,368.95091,
1748.065,364.65841,
1745.155,357.59759,
1742.244,391.3061,
1739.334,390.38795,
1736.423,393.17966,
1733.512,372.40745,
1730.602,375.59129,
1727.691,354.5422,
1724.781,371.25887,
1721.870,381.09407,
1718.960,395.85295,
1716.049,401.39192,
1713.138,371.95015,
1710.228,366.0047,
1707.317,398.60414,
1704.407,373.22789,
1701.496,422.74477,
1698.586,421.40711,
1695.675,421.81071,
1692.764,383.05941,
1689.854,415.31596,
1686.943,416.875,
1684.033,463.68286,
1681.122,399.9965,
1678.211,478.11361,
1675.301,453.95209,
1672.390,475.82117,
1669.480,457.97126,
1666.569,470.7891,
1663.659,540.7644,
1660.748,474.78124,
1657.837,522.34027,
1654.927,585.8601,
1652.016,503.43014,
1649.106,565.63019,
1646.195,556.92996,
1643.285,599.30534,
1640.374,575.08406,
1637.463,585.25331,
1634.553,606.68778,
1631.642,661.4939,
1628.732,718.21868,
1625.821,775.88743,
1622.911,794.76793,
1620.000,861.03089,
1617.089,919.70087,
1614.179,1042.3499,
1611.268,1064.1686,
1608.358,1141.1292,
1605.447,1153.3608,
1602.536,1157.6025,
1599.626,1161.5547,
1596.715,1171.8586,
1593.805,1143.362,
1590.894,1120.5003,
1587.984,1101.4193,
1585.073,1092.0685,
1582.162,1073.3424,
1579.252,1062.5103,
1576.341,1048.058,
1573.431,1074.6356,
1570.520,1075.9956,
1567.610,1024.6978,
1564.699,986.84914,
1561.788,978.875,
1558.878,952.24724,
1555.967,949.12431,
1553.057,911.77198,
1550.146,890.33318,
1547.235,880.06847,
1544.325,869.61287,
1541.414,858.69403,
1538.504,832.89191,
1535.593,800.29374,
1532.683,791.22531,
1529.772,775.29413,
1526.861,758.56581,
1523.951,769.2025,
1521.040,729.37618,
1518.130,693.875,
1515.219,703.95425,
1512.309,708.32087,
1509.398,646.52703,
1506.487,656.25315,
1503.577,645.60617,
1500.666,677.0842,
1497.756,662.79872,
1494.845,661.47478,
1491.934,651.72382,
1489.024,605.52416,
1486.113,629.83703,
1483.203,584.80211,
1480.292,606.87588,
1477.382,573.88734,
1474.471,557.96859,
1471.560,584.90164,
1468.650,558.29495,
1465.739,536.39157,
1462.829,516.5673,
1459.918,520.89724,
1457.008,560.27534,
1454.097,555.37257,
1451.186,525.28119,
1448.276,534.35088,
1445.365,544.26915,
1442.455,565.34139,
1439.544,571.79867,
1436.633,545.44799,
1433.723,551.00566,
1430.812,534.77193,
1427.902,496.2809,
1424.991,513.34062,
1422.081,453.32151,
1419.170,460.83591,
1416.259,465.30519,
1413.349,469.65121,
1410.438,468.77566,
1407.528,458.21887,
1404.617,417.64731,
1401.707,420.96185,
1398.796,449.17919,
1395.885,444.19382,
1392.975,429.74991,
1390.064,430.28964,
1387.154,429.42562,
1384.243,390.32299,
1381.332,388.9616,
1378.422,437.97161,
1375.511,439.84517,
1372.601,450.93384,
1369.690,512.73779,
1366.780,568.021,
1363.869,577.69557,
1360.958,586.11803,
1358.048,646.64631,
1355.137,643.87164,
1352.227,633.41111,
1349.316,684.31645,
1346.406,730.52129,
1343.495,751.16939,
1340.584,711.44653,
1337.674,716.66709,
1334.763,813.6753,
1331.853,782.14944,
1328.942,790.6591,
1326.032,846.52158,
1323.121,886.29068,
1320.210,879.22698,
1317.300,885.04057,
1314.389,951.91778,
1311.479,987.52562,
1308.568,977.16507,
1305.657,1012.6752,
1302.747,1043.2794,
1299.836,1056.1773,
1296.926,1137.4305,
1294.015,1149.3817,
1291.105,1217.6767,
1288.194,1273.2021,
1285.283,1302.0591,
1282.373,1344.9452,
1279.462,1370.2671,
1276.552,1383.1664,
1273.641,1415.8922,
1270.731,1434.8213,
1267.820,1396.5756,
1264.909,1408.5675,
1261.999,1420.7751,
1259.088,1418.0388,
1256.178,1381.9038,
1253.267,1371.2718,
1250.356,1298.0861,
1247.446,1248.6201,
1244.535,1215.0804,
1241.625,1170.0751,
1238.714,1125.7319,
1235.804,1094.943,
1232.893,1080.5006,
1229.982,1077.3231,
1227.072,1061.0274,
1224.161,1024.5738,
1221.251,1011.9189,
1218.340,1004.6925,
1215.430,995.81911,
1212.519,974.57566,
1209.608,967.63252,
1206.698,982.19394,
1203.787,962.79461,
1200.877,995.76653,
1197.966,1010.1531,
1195.055,1003.1958,
1192.145,1050.7123,
1189.234,1081.1484,
1186.324,1109.0588,
1183.413,1135.1491,
1180.503,1134.3965,
1177.592,1114.0569,
1174.681,1124.3271,
1171.771,1099.5247,
1168.860,1084.3422,
1165.950,1079.6498,
1163.039,1055.1293,
1160.129,1020.1011,
1157.218,1021.143,
1154.307,1041.246,
1151.397,1037.1828,
1148.486,1021.3274,
1145.576,1007.2219,
1142.665,1015.2131,
1139.754,997.97517,
1136.844,977.76803,
1133.933,952.1068,
1131.023,959.17512,
1128.112,977.23282,
1125.202,972.25663,
1122.291,983.37635,
1119.380,986.85768,
1116.470,985.09262,
1113.559,990.28774,
1110.649,991.875,
1107.738,986.51682,
1104.828,985.6199,
1101.917,991.76261,
1099.006,996.85431,
1096.096,1009.3699,
1093.185,984.78583,
1090.275,980.44719,
1087.364,970.26928,
1084.453,983.31139,
1081.543,1006.5159,
1078.632,1008.2196,
1075.722,988.26009,
1072.811,1003.3094,
1069.901,1009.4222,
1066.990,1018.7666,
1064.079,1007.2647,
1061.169,1024.0717,
1058.258,1056.4265,
1055.348,1073.6992,
1052.437,1064.4795,
1049.527,1034.7617,
1046.616,1109.481,
1043.705,1079.3367,
1040.795,1062.1285,
1037.884,1067.4725,
1034.974,1079.2268,
1032.063,1093.6978,
1029.153,1122.0827,
1026.242,1123.8126,
1023.331,1120.5419,
1020.421,1108.0243,
1017.510,1125.8463,
1014.600,1137.954,
1011.689,1128.7347,
1008.778,1134.5251,
1005.868,1185.0758,
1002.957,1207.445,
1000.047,1271.299,
997.136,1316.7807,
994.226,1334.6596,
991.315,1330.177,
988.404,1315.8478,
985.494,1320.1653,
982.583,1288.4728,
979.673,1269.9737,
976.762,1290.7075,
973.852,1302.2448,
970.941,1288.5401,
