,PL106C~1,
Raman shift [1/cm],Intensity,
3014.167,-1.375,
3011.256,0.77492484,
3008.346,138.58089,
3005.435,159.89709,
3002.525,164.11493,
2999.614,168.28865,
2996.704,172.26211,
2993.793,177.625,
2990.882,190.05241,
2987.972,179.71581,
2985.061,193.63485,
2982.151,213.28384,
2979.240,212.84077,
2976.329,221.38183,
2973.419,222.25581,
2970.508,238.50824,
2967.598,234.52942,
2964.687,234.05774,
2961.777,240.15496,
2958.866,244.61015,
2955.955,263.86615,
2953.045,264.34088,
2950.134,261.65708,
2947.224,290.16591,
2944.313,300.53526,
2941.403,294.97035,
2938.492,315.16699,
2935.581,301.625,
2932.671,313.94257,
2929.760,308.04039,
2926.850,301.30432,
2923.939,320.86331,
2921.028,322.77202,
2918.118,329.3454,
2915.207,326.73885,
2912.297,346.52345,
2909.386,327.23084,
2906.476,343.33004,
2903.565,328.89982,
2900.654,329.02438,
2897.744,325.58728,
2894.833,322.21264,
2891.923,325.6795,
2889.012,321.75217,
2886.102,315.22905,
2883.191,320.62028,
2880.280,300.66328,
2877.370,276.43321,
2874.459,266.55596,
2871.549,304.9015,
2868.638,318.53428,
2865.727,336.07498,
2862.817,327.13838,
2859.906,349.44836,
2856.996,355.16349,
2854.085,345.74475,
2851.175,325.76955,
2848.264,333.98283,
2845.353,332.60343,
2842.443,322.04171,
2839.532,334.0129,
2836.622,332.625,
2833.711,340.51355,
2830.801,328.74044,
2827.890,337.08304,
2824.979,336.90899,
2822.069,342.51128,
2819.158,337.56571,
2816.248,337.40684,
2813.337,340.43963,
2810.427,349.36743,
2807.516,352.04219,
2804.605,375.31249,
2801.695,358.58553,
2798.784,350.51208,
2795.874,352.77012,
2792.963,351.26787,
2790.052,352.62479,
2787.142,348.78285,
2784.231,345.75388,
2781.321,351.56214,
2778.410,351.03997,
2775.500,356.98603,
2772.589,361.51108,
2769.678,377.12674,
2766.768,351.76866,
2763.857,375.30901,
2760.947,374.6313,
2758.036,362.91792,
2755.126,394.30021,
2752.215,370.02953,
2749.304,381.70952,
2746.394,382.41331,
2743.483,379.97501,
2740.573,360.88156,
2737.662,389.30547,
2734.751,390.80958,
2731.841,369.46199,
2728.930,389.40043,
2726.020,386.9566,
2723.109,391.83108,
2720.199,386.42805,
2717.288,405.32574,
2714.377,394.33778,
2711.467,407.65796,
2708.556,409.529,
2705.646,399.18833,
2702.735,408.96005,
2699.825,408.66863,
2696.914,414.72047,
2694.003,405.78109,
2691.093,411.8392,
2688.182,397.40574,
2685.272,417.82842,
2682.361,404.28985,
2679.450,413.90477,
2676.540,419.48273,
2673.629,410.96582,
2670.719,416.61761,
2667.808,395.93816,
2664.898,424.57345,
2661.987,420.32537,
2659.076,434.625,
2656.166,423.81974,
2653.255,431.40561,
2650.345,429.89723,
2647.434,420.19717,
2644.524,441.83361,
2641.613,452.51124,
2638.702,433.08265,
2635.792,443.59608,
2632.881,436.59505,
2629.971,454.22237,
2627.060,443.625,
2624.149,458.32498,
2621.239,461.34684,
2618.328,455.66739,
2615.418,459.61137,
2612.507,458.17839,
2609.597,464.5232,
2606.686,455.5989,
2603.775,461.06548,
2600.865,473.32811,
2597.954,474.72702,
2595.044,490.67814,
2592.133,481.68236,
2589.223,481.84184,
2586.312,490.37881,
2583.401,481.3586,
2580.491,485.26924,
2577.580,513.55899,
2574.670,479.43648,
