,PL367B~1,
Raman shift [1/cm],Intensity,
118.141,57.212072,
115.231,42.913593,
112.320,35.00682,
109.410,31.579579,
106.499,28.730958,
103.589,23.08271,
100.678,17.223648,
97.767,12.247085,
94.857,11.432011,
91.946,9.1094456,
89.036,6.9152854,
86.125,11.879722,
83.215,14.186841,
80.304,14.167269,
77.393,11.33459,
74.483,11.125,
71.572,9.3132394,
68.662,5.9171975,
65.751,3.7978443,
62.840,7.9420198,
59.930,12.001283,
57.019,7.7707909,
54.109,4.1391958,
51.198,3.9346557,
48.288,8.175962,
45.377,14.506365,
42.466,16.712781,
39.556,15.664526,
36.645,12.855765,
33.735,13.682745,
30.824,14.462339,
27.914,12.358813,
25.003,17.728737,
22.092,16.604336,
19.182,7.9716659,
16.271,33.852801,
13.361,163.39761,
10.450,398.27734,
7.539,811.68003,
4.629,999.6717,
1.718,913.26548,
-1.192,385.52707,
-4.103,140.07784,
-7.013,18.74053,
-9.924,4.125,
