,PL328E~1,
Wavenumbers [1/cm],Intensity,
1392.975,560.64467,
1390.064,535.2299,
1387.154,594.52205,
1384.243,585.7281,
1381.332,574.30103,
1378.422,555.23856,
1375.511,547.74431,
1372.601,572.5074,
1369.690,559.195,
1366.780,554.24889,
1363.869,603.02544,
1360.958,597.85721,
1358.048,614.10397,
1355.137,631.52226,
1352.227,633.74267,
1349.316,645.23509,
1346.406,670.31335,
1343.495,695.14763,
1340.584,690.44539,
1337.674,754.22976,
1334.763,717.94257,
1331.853,726.28765,
1328.942,713.28304,
1326.032,736.09362,
1323.121,722.35992,
1320.210,762.23945,
1317.300,776.77152,
1314.389,785.52807,
1311.479,789.13964,
1308.568,776.70257,
1305.657,781.15362,
1302.747,799.55422,
1299.836,847.23926,
1296.926,854.18874,
1294.015,909.34816,
1291.105,894.89471,
1288.194,924.57472,
1285.283,878.92477,
1282.373,886.73427,
1279.462,922.84032,
1276.552,942.34155,
1273.641,945.10657,
1270.731,954.38621,
1267.820,984.91013,
1264.909,985.28351,
1261.999,923.02719,
1259.088,879.24537,
1256.178,904.03161,
1253.267,881.00596,
1250.356,873.97951,
1247.446,888.11972,
1244.535,888.70538,
1241.625,873.16576,
1238.714,862.37955,
1235.804,863.12012,
1232.893,871.38155,
1229.982,842.11562,
1227.072,856.60062,
1224.161,857.625,
1221.251,830.82267,
1218.340,797.00815,
1215.430,786.92821,
1212.519,784.64465,
1209.608,773.30937,
1206.698,776.90192,
1203.787,813.59987,
1200.877,801.78919,
1197.966,788.3018,
1195.055,808.10297,
1192.145,866.47307,
1189.234,903.43998,
1186.324,934.89977,
1183.413,925.24426,
1180.503,923.00153,
1177.592,966.18011,
1174.681,897.73802,
1171.771,892.03711,
1168.860,909.8989,
1165.950,864.86021,
1163.039,869.68826,
1160.129,850.67138,
1157.218,870.12241,
1154.307,909.1409,
1151.397,900.10803,
1148.486,891.51554,
1145.576,944.57974,
1142.665,874.43462,
1139.754,884.89757,
1136.844,885.82379,
1133.933,895.76862,
1131.023,875.77134,
1128.112,853.90937,
1125.202,875.93899,
1122.291,888.48887,
1119.380,859.74626,
1116.470,872.10165,
1113.559,846.56128,
1110.649,849.75738,
1107.738,860.98318,
1104.828,869.3699,
1101.917,866.34062,
1099.006,849.07855,
1096.096,859.60369,
1093.185,842.92164,
1090.275,885.32559,
1087.364,877.09968,
1084.453,866.93761,
1081.543,860.36635,
1078.632,852.05803,
1075.722,857.46385,
1072.811,893.76343,
1069.901,867.56561,
1066.990,851.88337,
1064.079,884.01172,
1061.169,860.85931,
1058.258,856.57505,
1055.348,896.68271,
1052.437,897.52529,
1049.527,876.85997,
1046.616,882.94177,
1043.705,889.79112,
1040.795,902.47958,
1037.884,910.14221,
1034.974,917.95618,
1032.063,923.85594,
1029.153,912.26018,
1026.242,942.53366,
1023.331,915.29348,
1020.421,951.45109,
1017.510,960.10031,
1014.600,969.5422,
1011.689,987.77881,
1008.778,974.74533,
1005.868,970.00339,
1002.957,1012.1607,
1000.047,1023.721,
997.136,1034.4349,
994.226,1035.2712,
991.315,1021.3181,
988.404,999.43683,
985.494,972.93188,
982.583,986.63678,
979.673,973.26042,
976.762,970.56051,
973.852,968.64691,
970.941,960.66119,
968.030,953.47471,
965.120,952.77894,
962.209,989.43825,
959.299,983.58476,
956.388,995.98389,
953.477,1005.5147,
950.567,1010.6048,
947.656,1038.6169,
944.746,1015.6789,
941.835,1013.0054,
938.925,1031.0504,
936.014,1022.9211,
933.103,1005.625,
930.193,1003.0282,
927.282,993.44991,
924.372,1008.6708,
921.461,1010.625,
918.551,985.64486,
915.640,954.87669,
912.729,942.72377,
909.819,960.51717,
906.908,990.00204,
903.998,974.92235,
901.087,991.62971,
898.176,993.6039,
895.266,998.17755,
892.355,1025.6567,
889.445,993.76458,
886.534,1009.4876,
883.624,1028.1001,
880.713,1041.2389,
877.802,1041.7615,
874.892,1031.8896,
871.981,1025.5672,
869.071,896.07816,
866.160,856.37601,
863.250,917.29557,
860.339,991.08018,
857.428,1018.8947,
854.518,1049.0954,
851.607,1030.7899,
848.697,1007.6783,
845.786,955.03184,
842.875,941.88978,
839.965,998.37273,
837.054,1025.0809,
834.144,1065.6897,
831.233,1093.6236,
828.323,1088.7878,
825.412,1081.0301,
822.501,1094.5398,
819.591,1082.9703,
816.680,1086.6314,
813.770,1078.2275,
810.859,1050.063,
807.949,1026.4836,
805.038,1034.4347,
802.127,1016.3259,
799.217,1015.3704,
796.306,1004.2736,
793.396,997.18227,
790.485,1001.7308,
787.574,1010.528,
784.664,1034.3112,
781.753,1059.4255,
778.843,1066.6845,
775.932,1064.5509,
773.022,1067.3858,
770.111,1072.2913,
767.200,1084.806,
764.290,1064.932,
761.379,1060.6226,
758.469,1075.8119,
755.558,1058.6705,
752.648,1093.6984,
749.737,1082.9997,
746.826,1081.0845,
743.916,1099.6771,
741.005,1130.8522,
738.095,1177.1292,
735.184,1181.9099,
732.274,1126.9317,
729.363,1071.9091,
726.452,1057.4091,
723.542,1039.6024,
720.631,1041.6832,
717.721,1063.8203,
714.810,1084.5738,
711.899,1089.0507,
708.989,1073.7192,
706.078,1094.4589,
703.168,1104.4828,
700.257,1094.0101,
697.347,1065.2782,
694.436,1033.0652,
691.525,1086.1164,
688.615,1083.789,
685.704,1079.9419,
682.794,1088.6675,
679.883,1100.2109,
676.973,1135.4712,
674.062,1138.7965,
671.151,1118.2151,
668.241,1103.6784,
665.330,1130.7342,
662.420,1090.7976,
659.509,1090.2442,
656.598,1099.3852,
653.688,1113.4464,
650.777,1138.8689,
647.867,1116.5718,
644.956,1138.8676,
642.046,1121.628,
639.135,1066.2887,
636.224,1038.8916,
633.314,1092.0855,
630.403,1107.3986,
627.493,1112.8498,
624.582,1111.5027,
621.672,1075.071,
618.761,1094.1434,
615.850,1157.9277,
612.940,1218.6279,
610.029,1236.0239,
607.119,1178.3808,
604.208,1204.5756,
601.297,1224.1057,
598.387,1210.5607,
595.476,1162.2591,
592.566,1179.5746,
589.655,1198.1744,
586.745,1207.059,
583.834,1203.8921,
580.923,1190.7056,
578.013,1204.046,
575.102,1203.0363,
572.192,1205.3416,
569.281,1219.843,
566.371,1243.3217,
563.460,1225.8719,
560.549,1236.6289,
557.639,1261.1906,
554.728,1273.9206,
551.818,1278.6025,
548.907,1229.6531,
545.996,1210.4551,
543.086,1230.625,
540.175,1230.625,
537.265,1217.588,
534.354,1218.6453,
531.444,1224.3463,
528.533,1226.2737,
525.622,1263.5192,
522.712,1258.8832,
519.801,1218.1652,
516.891,1173.7633,
513.980,1214.0266,
511.070,1221.1467,
508.159,1224.5353,
505.248,1226.3746,
502.338,1226.0768,
499.427,1241.5135,
496.517,1225.2614,
493.606,1229.1415,
490.695,1266.5552,
487.785,1258.8572,
484.874,1224.6676,
481.964,1207.4556,
479.053,1213.9569,
476.143,1236.2278,
473.232,1236.9056,
470.321,1234.6787,
467.411,1235.1576,
464.500,1242.7995,
461.590,1249.6912,
458.679,1261.5303,
455.769,1256.3923,
452.858,1229.1362,
449.947,1243.6509,
447.037,1246.625,
444.126,1255.128,
441.216,1267.2438,
438.305,1253.529,
435.395,1274.5723,
432.484,1277.8732,
429.573,1260.1224,
426.663,1236.5581,
423.752,1222.7689,
420.842,1199.8142,
417.931,1135.3158,
415.020,982.88579,
412.110,1117.3631,
409.199,1222.4147,
406.289,1281.5768,
403.378,1290.5891,
400.468,1280.0052,
397.557,1262.743,
394.646,1267.1325,
391.736,1314.7216,
388.825,1317.7385,
385.915,1339.9127,
383.004,1347.2033,
380.094,1317.3965,
377.183,1293.3173,
374.272,1313.764,
371.362,1329.5611,
368.451,1313.2177,
365.541,1322.9747,
362.630,1310.8765,
359.719,1291.8177,
356.809,1276.8483,
353.898,1297.0659,
350.988,1314.0172,
348.077,1326.5291,
345.167,1332.2627,
342.256,1305.3682,
339.345,1313.568,
336.435,1327.625,
333.524,1327.9069,
330.614,1336.8487,
327.703,1342.7054,
324.793,1346.3984,
321.882,1348.6412,
318.971,1355.3322,
316.061,1364.4614,
313.150,1378.5536,
310.240,1400.817,
307.329,1440.93,
304.418,1447.9619,
301.508,1444.5173,
298.597,1470.4319,
295.687,1478.7202,
292.776,1509.9585,
289.866,1550.8705,
286.955,1556.7803,
284.044,1550.6675,
281.134,1591.4298,
278.223,1665.9005,
275.313,1654.1108,
272.402,1699.84,
269.492,1744.1306,
266.581,1763.4163,
263.670,1746.5072,
260.760,1745.2817,
257.849,1757.3503,
254.939,1782.3023,
252.028,1771.0435,
249.117,1769.366,
246.207,1773.3826,
243.296,1776.3108,
240.386,1798.1737,
237.475,1798.0994,
234.565,1773.9883,
231.654,1738.1995,
228.743,1740.4063,
225.833,1722.3186,
222.922,1663.5378,
220.012,1640.2241,
217.101,1660.5958,
214.191,1676.5114,
211.280,1632.8636,
208.369,1614.1503,
205.459,1610.6175,
202.548,1615.1208,
199.638,1606.413,
196.727,1592.5245,
193.816,1566.1657,
190.906,1524.5584,
187.995,1494.1494,
185.085,1525.2363,
182.174,1558.3049,
179.264,1509.1568,
176.353,1510.6736,
173.442,1531.3027,
170.532,1550.5441,
167.621,1464.0271,
164.711,1437.9972,
161.800,1389.4213,
158.890,1254.1125,
155.979,1191.4786,
153.068,1093.783,
150.158,962.70692,
147.247,816.24466,
144.337,689.38396,
141.426,558.00437,
138.516,410.32478,
135.605,276.94771,
132.694,185.75308,
129.784,127.26282,
126.873,84.355025,
123.963,60.260106,
121.052,40.409613,
118.141,19.706455,
115.231,20.33557,
112.320,17.235913,
109.410,13.034066,
106.499,15.170531,
103.589,11.703219,
100.678,6.7236481,
97.767,1.747085,
94.857,0.2390219,
91.946,3.2529978,
89.036,8.8507958,
86.125,10.269206,
83.215,11.15592,
80.304,8.7518078,
77.393,0.25376854,
74.483,2.9006748,
71.572,3.1755915,
68.662,0.2786625,
65.751,-3.2535929,
62.840,0.44201983,
59.930,5.4377138,
57.019,4.7326318,
54.109,2.2363566,
51.198,0.32339072,
