,PLD665~1,
2315.628,715.67327,
2312.718,714.15088,
2309.807,716.36482,
2306.896,725.50587,
2303.986,714.69793,
2301.075,714.40952,
2298.165,703.20152,
2295.254,743.73748,
2292.344,712.59233,
2289.433,714.77318,
2286.522,721.26339,
2283.612,734.86099,
2280.701,741.61547,
2277.791,735.3912,
2274.880,751.39199,
2271.969,752.58951,
2269.059,747.3985,
2266.148,742.56135,
2263.238,750.74613,
2260.327,780.99128,
2257.417,771.69889,
2254.506,788.10049,
2251.595,796.90279,
2248.685,765.91739,
2245.774,784.7825,
2242.864,792.01929,
2239.953,816.55705,
2237.043,796.1532,
2234.132,796.73706,
2231.221,787.75,
2228.311,804.27704,
2225.400,816.29967,
2222.490,806.13448,
2219.579,817.44146,
2216.669,798.22854,
2213.758,823.62323,
2210.847,850.06484,
2207.937,853.75,
2205.026,874.41588,
2202.116,904.40285,
2199.205,920.50059,
2196.294,927.29595,
2193.384,923.27697,
2190.473,956.93311,
2187.563,935.99168,
2184.652,986.65367,
2181.742,997.65982,
2178.831,1030.217,
2175.920,1047.3383,
2173.010,1067.4019,
2170.099,1127.0109,
2167.189,1143.7931,
2164.278,1152.6847,
2161.368,1191.7473,
2158.457,1257.7643,
2155.546,1297.4154,
2152.636,1321.6276,
2149.725,1353.7097,
2146.815,1428.3808,
2143.904,1429.1552,
2140.993,1450.1308,
2138.083,1488.6922,
2135.172,1514.6912,
2132.262,1505.4771,
2129.351,1473.0947,
2126.441,1454.2645,
2123.530,1436.0653,
2120.619,1368.3191,
2117.709,1303.5556,
2114.798,1236.4344,
2111.888,1184.1012,
2108.977,1125.6904,
2106.067,1083.9987,
2103.156,1068.8315,
2100.245,1036.7299,
2097.335,1004.8704,
2094.424,1001.9204,
2091.514,979.38163,
2088.603,954.10487,
2085.692,970.98406,
2082.782,965.83849,
2079.871,952.64265,
2076.961,961.10422,
2074.050,951.21667,
2071.140,942.19816,
2068.229,949.47787,
2065.318,941.47774,
2062.408,940.58358,
2059.497,930.10711,
2056.587,947.66809,
2053.676,932.98503,
2050.766,935.05717,
2047.855,905.12023,
2044.944,922.67146,
2042.034,943.84812,
2039.123,931.53451,
2036.213,953.63879,
2033.302,931.1847,
2030.391,955.07151,
2027.481,953.84767,
2024.570,966.6067,
2021.660,955.63694,
2018.749,947.44608,
2015.839,942.30578,
2012.928,962.19799,
2010.017,964.98452,
2007.107,953.44908,
2004.196,961.21428,
2001.286,957.93728,
1998.375,953.96653,
1995.465,965.33571,
1992.554,966.99707,
1989.643,968.68087,
1986.733,953.87369,
1983.822,972.48043,
1980.912,961.78936,
1978.001,952.37709,
1975.090,946.97595,
1972.180,933.37102,
1969.269,971.07485,
1966.359,984.5876,
1963.448,962.33124,
1960.538,932.5932,
1957.627,977.57357,
1954.716,968.20963,
1951.806,951.55129,
1948.895,954.38148,
1945.985,986.6781,
1943.074,942.48052,
1940.164,967.5771,
1937.253,977.44574,
1934.342,968.72433,
1931.432,949.00867,
1928.521,958.18005,
1925.611,984.88621,
1922.700,935.34946,
1919.790,945.7266,
1916.879,934.86599,
1913.968,949.73033,
1911.058,977.20346,
1908.147,993.36602,
1905.237,961.57351,
1902.326,955.34258,
1899.415,976.37439,
1896.505,966.08716,
1893.594,959.46653,
1890.684,959.06387,
1887.773,969.3613,
1884.863,1012.16,
1881.952,988.17785,
1879.041,976.53245,
1876.131,969.60621,
1873.220,984.31201,
1870.310,972.82626,
1867.399,963.87795,
1864.489,966.41204,
1861.578,982.4698,
1858.667,980.19012,
1855.757,985.93854,
1852.846,994.22694,
1849.936,988.30755,
1847.025,1003.2804,
1844.114,996.33587,
1841.204,999.51573,
1838.293,1011.2442,
1835.383,1016.3895,
1832.472,1015.9709,
1829.562,1042.8573,
1826.651,1024.5611,
1823.740,1005.1101,
1820.830,1032.3014,
1817.919,1042.3788,
1815.009,1023.0566,
1812.098,1056.5531,
1809.188,1041.0524,
1806.277,1026.0598,
1803.366,1071.5189,
1800.456,1001.1681,
1797.545,1044.0407,
1794.635,1056.75,
1791.724,1060.0509,
1788.813,1071.9438,
1785.903,1066.8197,
1782.992,1094.7768,
1780.082,1058.1018,
1777.171,1087.417,
1774.261,1093.1301,
1771.350,1109.4565,
1768.439,1124.878,
1765.529,1117.2935,
1762.618,1104.2669,
1759.708,1104.2609,
1756.797,1105.8258,
1753.887,1128.7515,
1750.976,1108.6015,
1748.065,1108.5564,
1745.155,1149.0208,
1742.244,1123.6839,
1739.334,1140.0394,
1736.423,1177.2397,
1733.512,1157.3719,
1730.602,1178.9147,
1727.691,1161.3466,
1724.781,1201.5177,
1721.870,1175.3164,
1718.960,1204.3949,
1716.049,1209.3941,
1713.138,1188.2301,
1710.228,1216.951,
1707.317,1235.0186,
1704.407,1217.8837,
1701.496,1194.7844,
1698.586,1280.5285,
1695.675,1255.9359,
1692.764,1262.2705,
1689.854,1277.1004,
1686.943,1282.5814,
1684.033,1301.2781,
1681.122,1287.9879,
1678.211,1372.9315,
1675.301,1379.7315,
1672.390,1351.9923,
1669.480,1432.7901,
1666.569,1438.0293,
1663.659,1460.4196,
1660.748,1500.7307,
1657.837,1501.3246,
1654.927,1572.0077,
1652.016,1583.2603,
1649.106,1605.5616,
1646.195,1678.2535,
1643.285,1698.9095,
1640.374,1706.189,
1637.463,1727.8309,
1634.553,1786.9864,
1631.642,1803.5101,
1628.732,1873.0285,
1625.821,1919.8069,
1622.911,2006.2597,
1620.000,2175.5956,
1617.089,2308.1032,
1614.179,2373.9169,
1611.268,2509.5823,
1608.358,2607.2082,
1605.447,2733.3796,
1602.536,2697.8832,
1599.626,2753.6257,
1596.715,2777.8096,
1593.805,2769.9123,
1590.894,2713.2678,
1587.984,2731.7328,
1585.073,2667.6847,
1582.162,2660.7593,
1579.252,2645.384,
1576.341,2572.8585,
1573.431,2581.5947,
1570.520,2591.8075,
1567.610,2542.0826,
1564.699,2565.3517,
1561.788,2552.5813,
1558.878,2455.4046,
1555.967,2419.0533,
1553.057,2366.5264,
1550.146,2314.241,
1547.235,2287.1725,
1544.325,2261.9151,
1541.414,2221.667,
1538.504,2216.7607,
1535.593,2239.6191,
1532.683,2223.1585,
1529.772,2193.4376,
1526.861,2175.2778,
1523.951,2142.9593,
1521.040,2112.2134,
1518.130,2082.4822,
1515.219,2042.5905,
1512.309,2028.9797,
1509.398,2037.4686,
1506.487,2037.0496,
1503.577,2004.1048,
1500.666,1990.205,
1497.756,2001.3686,
1494.845,1996.2297,
1491.934,1983.561,
1489.024,1925.8114,
1486.113,1939.5127,
1483.203,1914.105,
1480.292,1915.8411,
1477.382,1881.9953,
1474.471,1879.1217,
1471.560,1815.4401,
1468.650,1813.9813,
1465.739,1854.853,
1462.829,1839.5219,
1459.918,1826.5899,
1457.008,1854.5656,
1454.097,1861.8096,
1451.186,1850.4927,
1448.276,1832.136,
1445.365,1802.6805,
1442.455,1830.3964,
1439.544,1832.2059,
1436.633,1798.3716,
1433.723,1813.6163,
1430.812,1831.3858,
1427.902,1801.9078,
1424.991,1808.5422,
1422.081,1736.2693,
1419.170,1774.6811,
1416.259,1797.1412,
1413.349,1735.044,
1410.438,1739.6418,
1407.528,1750.75,
1404.617,1761.9054,
1401.707,1760.741,
1398.796,1772.1031,
1395.885,1806.1517,
1392.975,1808.166,
1390.064,1785.6362,
1387.154,1773.8137,
1384.243,1684.9562,
1381.332,1663.6514,
1378.422,1644.0636,
1375.511,1747.1095,
1372.601,1849.2012,
1369.690,1945.1867,
1366.780,1991.4314,
1363.869,2009.1942,
1360.958,2031.2361,
1358.048,2049.6497,
1355.137,2094.6506,
1352.227,2118.312,
1349.316,2149.8542,
1346.406,2226.8169,
1343.495,2250.4626,
1340.584,2295.6062,
1337.674,2353.0348,
1334.763,2340.232,
1331.853,2379.1757,
1328.942,2412.7707,
1326.032,2392.2814,
1323.121,2398.6054,
1320.210,2466.6784,
1317.300,2440.317,
1314.389,2446.5148,
1311.479,2482.4491,
1308.568,2485.7585,
1305.657,2507.6595,
1302.747,2515.723,
1299.836,2578.8729,
1296.926,2584.8775,
1294.015,2695.1963,
1291.105,2715.5998,
1288.194,2805.6117,
1285.283,2869.9942,
1282.373,2891.1797,
1279.462,2935.4747,
1276.552,2990.191,
1273.641,3016.7869,
1270.731,3014.9873,
1267.820,3002.4893,
1264.909,3014.0904,
1261.999,2992.7194,
1259.088,2937.0801,
1256.178,2930.3242,
1253.267,2908.2685,
1250.356,2848.9242,
1247.446,2797.3473,
1244.535,2762.8929,
1241.625,2720.913,
1238.714,2652.8593,
1235.804,2589.1529,
1232.893,2594.2554,
1229.982,2567.2662,
1227.072,2493.9359,
1224.161,2476.1424,
1221.251,2441.7361,
1218.340,2366.6166,
1215.430,2332.8511,
1212.519,2328.7696,
1209.608,2307.5118,
1206.698,2283.3246,
1203.787,2294.2173,
1200.877,2300.7062,
1197.966,2364.5465,
1195.055,2384.815,
1192.145,2468.1437,
1189.234,2532.38,
1186.324,2578.3888,
1183.413,2609.4657,
1180.503,2623.4363,
1177.592,2625.8207,
1174.681,2618.1884,
1171.771,2584.0919,
1168.860,2468.8834,
1165.950,2455.3311,
1163.039,2454.75,
1160.129,2437.6442,
1157.218,2384.4067,
1154.307,2354.591,
1151.397,2366.1947,
1148.486,2329.5483,
1145.576,2337.9768,
1142.665,2297.1328,
1139.754,2275.0365,
1136.844,2230.8327,
1133.933,2194.9818,
1131.023,2196.8571,
1128.112,2209.1078,
1125.202,2205.0978,
1122.291,2218.6247,
1119.380,2217.9059,
1116.470,2233.7914,
1113.559,2240.3895,
1110.649,2236.5112,
1107.738,2236.4291,
1104.828,2240.8305,
1101.917,2241.6789,
1099.006,2244.4611,
1096.096,2279.5137,
1093.185,2259.3196,
1090.275,2308.734,
1087.364,2278.2104,
1084.453,2249.1881,
1081.543,2253.582,
1078.632,2272.1973,
1075.722,2272.9798,
1072.811,2247.1629,
1069.901,2295.1922,
1066.990,2248.6335,
1064.079,2278.2613,
1061.169,2327.5743,
1058.258,2348.3621,
1055.348,2347.2775,
1052.437,2354.6021,
1049.527,2350.6969,
1046.616,2401.089,
1043.705,2432.956,
1040.795,2417.1253,
1037.884,2435.6115,
1034.974,2447.384,
1032.063,2414.75,
1029.153,2415.8925,
1026.242,2425.407,
1023.331,2479.0799,
1020.421,2475.808,
1017.510,2470.8706,
1014.600,2471.3271,
1011.689,2484.7184,
1008.778,2535.8772,
1005.868,2630.0666,
1002.957,2665.3411,
1000.047,2763.934,
997.136,2833.4022,
994.226,2870.2421,
991.315,2869.005,
988.404,2824.7512,
985.494,2792.0238,
982.583,2714.9337,
979.673,2700.0918,
976.762,2661.1755,
973.852,2633.866,
970.941,2638.974,
968.030,2648.4898,
965.120,2618.7715,
962.209,2623.8867,
959.299,2644.581,
956.388,2654.9899,
953.477,2632.0884,
950.567,2622.1081,
947.656,2696.201,
944.746,2714.8913,
941.835,2707.6519,
938.925,2718.253,
936.014,2708.0577,
933.103,2700.2243,
930.193,2708.7585,
927.282,2677.6795,
924.372,2621.0238,
921.461,2621.114,
918.551,2590.0559,
915.640,2554.2765,
912.729,2548.6792,
909.819,2568.9665,
906.908,2517.5786,
903.998,2555.3136,
901.087,2565.75,
898.176,2573.3851,
895.266,2584.2892,
892.355,2600.4301,
889.445,2657.5002,
886.534,2675.2823,
883.624,2698.935,
880.713,2744.9853,
877.802,2772.1074,
874.892,2750.58,
871.981,2717.9214,
869.071,2682.8341,
866.160,2676.75,
863.250,2683.5646,
860.339,2708.7226,
857.428,2730.3149,
854.518,2677.8704,
851.607,2682.0307,
848.697,2650.4226,
845.786,2641.9776,
842.875,2661.0328,
839.965,2687.0073,
837.054,2692.8896,
834.144,2705.3208,
831.233,2681.7519,
828.323,2660.3423,
825.412,2648.5304,
822.501,2631.1753,
819.591,2572.5009,
816.680,2569.9487,
813.770,2576.015,
810.859,2570.2739,
807.949,2556.5451,
805.038,2548.0619,
802.127,2525.8375,
799.217,2534.9309,
796.306,2516.6147,
793.396,2511.8188,
790.485,2518.5363,
787.574,2474.2757,
784.664,2514.4612,
781.753,2525.1049,
778.843,2539.0021,
775.932,2552.9845,
773.022,2559.0467,
770.111,2580.3038,
767.200,2555.1041,
764.290,2498.7861,
761.379,2482.6556,
758.469,2516.5631,
755.558,2534.0449,
752.648,2510.4214,
749.737,2482.2496,
746.826,2429.1888,
743.916,2372.1395,
741.005,2323.933,
738.095,2139.6369,
735.184,1978.3134,
732.274,1926.4313,
729.363,2001.3671,
726.452,2184.9953,
723.542,2418.91,
720.631,2451.628,
717.721,2448.5845,
714.810,2463.8294,
711.899,2494.2945,
708.989,2470.8937,
706.078,2485.1735,
703.168,2454.1384,
700.257,2444.5397,
697.347,2457.7505,
694.436,2439.4663,
691.525,2429.0168,
688.615,2409.7694,
685.704,2399.75,
682.794,2403.4946,
679.883,2414.7768,
676.973,2393.1398,
674.062,2394.4927,
671.151,2417.0365,
668.241,2448.6592,
665.330,2469.4643,
662.420,2442.3074,
659.509,2429.7658,
656.598,2440.0307,
653.688,2465.4212,
650.777,2488.4791,
647.867,2509.9799,
644.956,2513.5117,
642.046,2501.1413,
639.135,2478.2521,
636.224,2453.9967,
633.314,2503.2209,
630.403,2507.4731,
627.493,2495.6048,
624.582,2498.4631,
621.672,2555.4867,
618.761,2534.9518,
615.850,2539.3207,
612.940,2577.7804,
610.029,2627.8315,
607.119,2592.2981,
604.208,2551.8293,
601.297,2571.6462,
598.387,2607.8965,
595.476,2606.2933,
592.566,2559.0692,
589.655,2587.0318,
586.745,2583.7497,
583.834,2541.0141,
580.923,2495.6979,
578.013,2487.0658,
575.102,2500.2369,
572.192,2517.1093,
569.281,2524.641,
566.371,2512.9016,
563.460,2544.907,
560.549,2565.5719,
557.639,2565.7674,
554.728,2549.115,
551.818,2586.5702,
548.907,2629.4866,
545.996,2635.032,
543.086,2614.1184,
540.175,2639.0351,
537.265,2649.4414,
534.354,2650.2415,
531.444,2648.8646,
528.533,2651.4741,
525.622,2647.5944,
522.712,2644.9297,
519.801,2676.5917,
516.891,2728.3415,
513.980,2721.3728,
511.070,2749.6282,
508.159,2784.6732,
505.248,2823.7703,
502.338,2866.0211,
499.427,2875.2831,
496.517,2879.447,
493.606,2888.4893,
490.695,2905.2478,
487.785,2916.0249,
484.874,2970.0941,
481.964,2994.5972,
479.053,2975.3284,
476.143,2919.2671,
473.232,2932.2963,
470.321,2924.6393,
467.411,2915.3217,
464.500,2931.3621,
461.590,2916.0473,
458.679,2962.9274,
455.769,2965.0519,
452.858,2882.3291,
449.947,2916.706,
447.037,2957.1218,
444.126,2956.5682,
441.216,2923.3801,
438.305,2950.0477,
435.395,2950.4718,
432.484,2946.2495,
429.573,2949.4951,
426.663,2978.3804,
423.752,2930.5358,
420.842,2893.2227,
417.931,2886.1698,
415.020,2926.3628,
412.110,3011.8855,
409.199,3038.838,
406.289,3033.7661,
403.378,3030.7961,
400.468,3044.404,
397.557,3017.901,
394.646,2990.0967,
391.736,2992.5669,
388.825,2955.6096,
385.915,2903.2389,
383.004,2873.8886,
380.094,2898.3145,
377.183,3026.988,
374.272,3110.5147,
371.362,3149.867,
368.451,3148.3883,
365.541,3158.8958,
362.630,3212.0041,
359.719,3252.5661,
356.809,3250.7015,
353.898,3266.4263,
350.988,3269.665,
348.077,3255.3912,
345.167,3224.3772,
342.256,3256.5011,
339.345,3276.3787,
336.435,3304.0711,
333.524,3349.9884,
330.614,3294.1017,
327.703,3312.175,
324.793,3340.5942,
321.882,3325.7987,
318.971,3345.8716,
316.061,3366.4228,
313.150,3379.1333,
310.240,3373.9385,
307.329,3433.7795,
304.418,3461.3976,
301.508,3459.0546,
298.597,3433.8804,
295.687,3441.2314,
292.776,3486.5836,
289.866,3582.5169,
286.955,3766.4596,
284.044,3926.8399,
281.134,4095.1002,
278.223,4265.456,
275.313,4379.6686,
272.402,4478.6865,
269.492,4595.8037,
266.581,4734.7454,
263.670,4776.6507,
260.760,4839.4212,
257.849,4897.0416,
254.939,4929.3324,
252.028,5031.0883,
249.117,5042.7972,
246.207,5001.6583,
243.296,4966.5205,
240.386,4962.097,
237.475,4910.6531,
234.565,4815.6361,
231.654,4732.3724,
228.743,4675.0496,
225.833,4622.5779,
222.922,4565.1636,
220.012,4466.8086,
217.101,4408.7421,
214.191,4371.9148,
211.280,4339.179,
208.369,4270.1415,
205.459,4224.974,
202.548,4201.1121,
199.638,4174.2631,
196.727,4204.4754,
193.816,4256.3369,
190.906,4313.3883,
187.995,4246.054,
185.085,4294.1512,
182.174,4348.0893,
179.264,4253.4069,
176.353,4330.5367,
173.442,4343.8568,
170.532,4279.5739,
167.621,4269.4802,
164.711,4186.3381,
161.800,4055.9953,
158.890,3886.8593,
155.979,3689.0848,
153.068,3382.1879,
150.158,2992.5233,
147.247,2609.1368,
144.337,2139.5365,
141.426,1686.327,
138.516,1299.2057,
135.605,914.58493,
132.694,614.50046,
129.784,392.71227,
126.873,253.97708,
123.963,185.91509,
121.052,137.90278,
118.141,92.926953,
115.231,72.85403,
112.320,56.700917,
109.410,45.068224,
106.499,41.507448,
103.589,36.267964,
100.678,31.663513,
97.767,28.819763,
94.857,23.899077,
91.946,22.959333,
89.036,25.766081,
86.125,32.148929,
83.215,26.848035,
80.304,21.947163,
77.393,25.488013,
74.483,18.543515,
71.572,14.75,
68.662,14.75,
65.751,14.75,
62.840,15.713404,
59.930,16.188141,
57.019,14.072895,
54.109,11.361357,
51.198,9.1467814,
48.288,7.8292742,
45.377,17.676567,
42.466,17.215587,
39.556,11.095356,
36.645,13.201926,
33.735,14.269248,
30.824,14.970887,
27.914,15.672062,
25.003,18.24055,
22.092,17.489668,
19.182,12.978829,
16.271,19.97373,
13.361,96.083688,
10.450,224.75421,
7.539,387.46169,
4.629,409.61333,
1.718,278.06841,
-1.192,-89.326763,
-4.103,-137.46534,
-7.013,-95.99089,
-9.924,0.75,
