,PLC805~1,
Wavenumbers [1/cm],Intensity,
3014.167,0.25,
3011.256,-0.95004295,
3008.346,41.706476,
3005.435,23.790639,
3002.525,50.100112,
2999.614,51.299346,
2996.704,55.745874,
2993.793,35.96544,
2990.882,58.860705,
2987.972,50.265135,
2985.061,56.796803,
2982.151,58.607981,
2979.240,60.314626,
2976.329,71.25,
2973.419,76.803787,
2970.508,71.85004,
2967.598,75.915462,
2964.687,76.413722,
2961.777,81.532024,
2958.866,81.921616,
2955.955,83.597334,
2953.045,87.350677,
2950.134,89.217924,
2947.224,88.73397,
2944.313,105.25,
2941.403,110.46442,
2938.492,93.973582,
2935.581,106.70152,
2932.671,121.04827,
2929.760,103.69614,
2926.850,103.83195,
2923.939,103.76868,
2921.028,109.0206,
2918.118,112.33061,
2915.207,106.65493,
2912.297,112.19499,
2909.386,105.85584,
2906.476,95.35114,
2903.565,103.57297,
2900.654,94.803088,
2897.744,97.300289,
2894.833,95.064548,
2891.923,93.548103,
2889.012,76.787573,
2886.102,68.504077,
2883.191,38.265104,
2880.280,-26.314618,
2877.370,-229.01696,
2874.459,-322.89429,
2871.549,-169.39358,
2868.638,6.3055832,
2865.727,35.519183,
2862.817,65.450526,
2859.906,61.69443,
2856.996,98.240943,
2854.085,102.89076,
2851.175,108.3675,
2848.264,113.73549,
2845.353,97.853877,
2842.443,120.45836,
2839.532,100.83217,
2836.622,105.55339,
2833.711,109.87952,
2830.801,125.73897,
2827.890,107.3147,
2824.979,120.17599,
2822.069,111.51156,
2819.158,128.54919,
2816.248,119.25,
2813.337,121.88903,
2810.427,111.72796,
2807.516,117.30031,
2804.605,117.08895,
2801.695,119.72367,
2798.784,117.17608,
2795.874,112.53496,
2792.963,108.74989,
2790.052,118.24743,
2787.142,124.77646,
2784.231,117.54195,
2781.321,109.31286,
2778.410,111.07995,
2775.500,122.97206,
2772.589,124.25,
2769.678,129.35578,
2766.768,123.07523,
2763.857,125.30395,
2760.947,134.23739,
2758.036,133.94428,
2755.126,122.10897,
2752.215,123.10007,
2749.304,129.1223,
2746.394,133.97985,
2743.483,131.99999,
2740.573,136.91152,
2737.662,123.48372,
2734.751,123.43458,
2731.841,127.9533,
2728.930,125.69914,
2726.020,136.70428,
2723.109,130.95125,
2720.199,130.1719,
2717.288,131.14416,
2714.377,143.08738,
2711.467,136.06978,
2708.556,129.68621,
2705.646,143.46131,
2702.735,151.41753,
2699.825,149.31544,
2696.914,157.58365,
2694.003,143.86464,
2691.093,135.44616,
2688.182,142.76037,
2685.272,151.37376,
2682.361,138.49127,
2679.450,145.57506,
2676.540,145.10773,
2673.629,129.62224,
2670.719,137.94318,
2667.808,163.66637,
2664.898,149.88618,
2661.987,150.0498,
2659.076,157.08835,
2656.166,133.79972,
2653.255,150.73129,
2650.345,147.32985,
2647.434,141.19313,
2644.524,152.40828,
2641.613,155.62146,
2638.702,162.15531,
2635.792,162.02967,
2632.881,162.70258,
2629.971,154.25,
2627.060,157.75094,
2624.149,155.30312,
2621.239,159.74704,
2618.328,147.03806,
2615.418,147.5591,
2612.507,157.62945,
2609.597,146.3518,
2606.686,164.41868,
2603.775,163.00793,
2600.865,165.42409,
2597.954,149.63951,
2595.044,170.64238,
2592.133,145.63205,
2589.223,176.58793,
2586.312,169.5917,
2583.401,170.80109,
2580.491,171.70192,
2577.580,150.25825,
2574.670,154.14305,
2571.759,162.26027,
2568.848,168.78037,
2565.938,176.53569,
2563.027,170.83414,
2560.117,162.60515,
2557.206,178.90682,
2554.296,189.04863,
2551.385,176.67993,
2548.474,185.84294,
2545.564,191.31331,
2542.653,194.47148,
2539.743,186.23768,
2536.832,175.92289,
2533.922,184.18692,
2531.011,184.9246,
2528.100,186.58795,
2525.190,190.68975,
2522.279,183.01551,
2519.369,180.36308,
2516.458,179.69051,
2513.548,181.72264,
2510.637,178.98779,
2507.726,192.43588,
2504.816,189.93658,
2501.905,201.29329,
2498.995,180.38466,
2496.084,197.02351,
2493.173,183.19702,
2490.263,194.99128,
2487.352,194.08307,
2484.442,192.81316,
2481.531,193.4575,
2478.621,196.69553,
2475.710,207.21166,
2472.799,197.56395,
2469.889,187.12812,
2466.978,200.63135,
2464.068,198.50395,
2461.157,205.09503,
2458.247,201.52943,
2455.336,210.50441,
2452.425,197.3113,
2449.515,212.61799,
2446.604,209.60949,
2443.694,194.59867,
2440.783,212.3018,
2437.872,207.25,
2434.962,209.61405,
2432.051,212.83636,
2429.141,213.52053,
2426.230,211.51076,
2423.320,218.60684,
2420.409,227.08982,
2417.498,235.20788,
2414.588,214.1855,
2411.677,212.57272,
2408.767,226.0561,
2405.856,244.00236,
2402.946,220.18387,
2400.035,217.13968,
2397.124,224.4746,
2394.214,231.44039,
2391.303,228.3164,
2388.393,211.77092,
2385.482,195.91093,
2382.571,188.11109,
2379.661,184.31964,
2376.750,204.93221,
2373.840,226.15306,
2370.929,233.21751,
2368.019,241.28634,
2365.108,236.85471,
2362.197,223.70748,
2359.287,233.61156,
2356.376,243.24119,
2353.466,252.50862,
2350.555,234.87991,
2347.645,237.76257,
2344.734,241.46198,
2341.823,238.29975,
2338.913,261.1649,
2336.002,245.58729,
2333.092,245.61792,
2330.181,241.25,
2327.270,235.58003,
2324.360,253.34194,
2321.449,267.75679,
2318.539,254.20718,
2315.628,252.94744,
2312.718,255.89978,
2309.807,246.95784,
2306.896,268.4863,
2303.986,258.89931,
2301.075,261.88827,
2298.165,261.66336,
2295.254,221.11172,
2292.344,262.35371,
2289.433,261.53181,
2286.522,265.19183,
2283.612,280.55995,
2280.701,292.36657,
2277.791,290.16798,
2274.880,264.036,
2271.969,262.08951,
2269.059,270.30451,
2266.148,273.14316,
2263.238,252.35812,
2260.327,281.73282,
2257.417,283.03111,
2254.506,271.91384,
2251.595,284.24634,
2248.685,290.93268,
2245.774,280.53592,
2242.864,285.96321,
2239.953,294.42934,
2237.043,282.01572,
2234.132,278.85776,
2231.221,279.98641,
2228.311,312.17393,
2225.400,290.92549,
2222.490,310.16522,
2219.579,294.30142,
2216.669,297.25477,
2213.758,294.94542,
2210.847,291.02582,
2207.937,312.31349,
2205.026,335.58353,
2202.116,324.74364,
2199.205,319.1493,
2196.294,324.25803,
2193.384,328.61802,
2190.473,328.96009,
2187.563,365.24517,
2184.652,364.85245,
2181.742,361.4537,
2178.831,345.25,
2175.920,355.15893,
2173.010,334.69785,
2170.099,331.18254,
2167.189,370.45809,
2164.278,397.78266,
2161.368,382.67937,
2158.457,377.2643,
2155.546,388.32595,
2152.636,388.73403,
2149.725,410.22314,
2146.815,397.81727,
2143.904,408.25742,
2140.993,420.66277,
2138.083,412.09797,
2135.172,437.18283,
2132.262,425.84771,
2129.351,421.04659,
2126.441,410.88103,
2123.530,414.18266,
2120.619,404.12173,
2117.709,372.71256,
2114.798,360.74619,
2111.888,374.44964,
2108.977,368.899,
2106.067,343.04893,
2103.156,346.92819,
2100.245,336.26443,
2097.335,358.04581,
2094.424,346.37781,
2091.514,335.46235,
2088.603,336.99652,
2085.692,338.11248,
2082.782,346.55917,
2079.871,336.46354,
2076.961,343.53964,
2074.050,336.98939,
2071.140,316.9163,
2068.229,342.61067,
2065.318,347.0155,
2062.408,341.35591,
2059.497,334.25,
2056.587,335.66858,
2053.676,342.78293,
2050.766,343.32698,
2047.855,327.59175,
2044.944,335.65866,
2042.034,315.33097,
2039.123,342.9335,
2036.213,358.67659,
2033.302,346.66287,
2030.391,340.79279,
2027.481,361.26193,
2024.570,330.79392,
2021.660,310.07781,
2018.749,358.75612,
2015.839,346.51903,
2012.928,339.97483,
2010.017,318.4183,
2007.107,331.66869,
2004.196,325.08331,
2001.286,352.69163,
1998.375,350.89467,
1995.465,330.02411,
1992.554,308.84428,
1989.643,313.00805,
1986.733,294.57105,
1983.822,306.73892,
1980.912,332.58553,
1978.001,289.69898,
1975.090,304.42253,
1972.180,306.07847,
1969.269,307.00578,
1966.359,300.97955,
1963.448,288.13639,
1960.538,294.3651,
1957.627,290.90015,
1954.716,273.73836,
1951.806,290.56094,
1948.895,259.90787,
1945.985,271.6585,
1943.074,271.00649,
1940.164,273.43288,
1937.253,289.11085,
1934.342,279.66017,
1931.432,270.40457,
1928.521,259.56088,
1925.611,249.64614,
1922.700,262.49585,
1919.790,251.60855,
1916.879,249.25,
1913.968,246.25369,
1911.058,269.78754,
1908.147,264.31278,
1905.237,265.88967,
1902.326,237.13002,
1899.415,201.50363,
1896.505,171.59943,
1893.594,178.88416,
1890.684,200.80544,
1887.773,218.40514,
1884.863,254.32973,
1881.952,252.62771,
1879.041,256.11034,
1876.131,256.99248,
1873.220,261.48011,
1870.310,265.03475,
1867.399,252.45792,
1864.489,257.12064,
1861.578,232.23878,
1858.667,257.14224,
1855.757,233.05072,
1852.846,240.03972,
1849.936,251.15792,
1847.025,228.18917,
1844.114,239.26177,
1841.204,260.29195,
1838.293,273.76414,
1835.383,257.05251,
1832.472,265.07609,
1829.562,272.69479,
1826.651,264.41223,
1823.740,265.61782,
1820.830,251.81679,
1817.919,260.28002,
1815.009,270.09987,
1812.098,255.09253,
1809.188,282.32745,
1806.277,252.95822,
1803.366,270.29991,
1800.456,272.4806,
1797.545,257.7749,
1794.635,247.76507,
1791.724,280.23056,
1788.813,290.65051,
1785.903,283.33921,
1782.992,243.51971,
1780.082,164.84295,
1777.171,7.8939764,
1774.261,-33.314124,
1771.350,100.82102,
1768.439,220.46699,
1765.529,272.61578,
1762.618,299.2944,
1759.708,284.13014,
1756.797,272.38636,
1753.887,294.7121,
1750.976,302.42932,
1748.065,317.3821,
1745.155,315.39201,
1742.244,309.25,
1739.334,304.45706,
1736.423,319.91353,
1733.512,309.78654,
1730.602,333.9187,
1727.691,329.66445,
1724.781,336.26207,
1721.870,339.25,
1718.960,362.2725,
1716.049,344.59768,
1713.138,319.7301,
1710.228,331.04505,
1707.317,331.48086,
1704.407,351.91314,
1701.496,380.68489,
1698.586,374.01016,
1695.675,375.12142,
1692.764,341.16801,
1689.854,339.25,
1686.943,368.23823,
1684.033,365.34934,
1681.122,389.82519,
1678.211,371.43083,
1675.301,413.1205,
1672.390,388.19018,
1669.480,368.46659,
1666.569,395.71975,
1663.659,431.71103,
1660.748,400.5226,
1657.837,464.68139,
1654.927,439.90602,
1652.016,466.61822,
1649.106,442.1558,
1646.195,478.70555,
1643.285,498.13868,
1640.374,535.20471,
1637.463,488.19557,
1634.553,594.26478,
1631.642,595.74946,
1628.732,641.36851,
1625.821,661.26636,
1622.911,686.10912,
1620.000,769.19171,
1617.089,816.31467,
1614.179,896.93752,
1611.268,940.65135,
1608.358,1003.2533,
1605.447,1055.279,
1602.536,1057.3181,
1599.626,1076.5686,
1596.715,1077.3424,
1593.805,1046.8427,
1590.894,1068.7894,
1587.984,1068.7856,
1585.073,972.1077,
1582.162,982.80124,
1579.252,948.15325,
1576.341,909.61065,
1573.431,899.90048,
1570.520,876.31869,
1567.610,861.0538,
1564.699,829.24881,
1561.788,818.95422,
1558.878,821.98105,
1555.967,777.00347,
1553.057,751.97415,
1550.146,725.43915,
1547.235,718.1049,
1544.325,727.64319,
1541.414,733.49034,
1538.504,727.00155,
1535.593,704.6164,
1532.683,686.57485,
1529.772,711.57454,
1526.861,732.94987,
1523.951,698.67743,
1521.040,693.49941,
1518.130,723.0903,
1515.219,738.05084,
1512.309,699.58781,
1509.398,672.18343,
1506.487,682.69076,
1503.577,696.78047,
1500.666,690.4885,
1497.756,708.47884,
1494.845,709.0488,
1491.934,656.19016,
1489.024,637.90279,
1486.113,668.77533,
1483.203,627.72978,
1480.292,618.00744,
1477.382,611.59226,
1474.471,574.95057,
1471.560,536.67469,
1468.650,538.54893,
1465.739,561.54323,
1462.829,568.86273,
1459.918,610.34429,
1457.008,624.43435,
1454.097,599.16626,
1451.186,592.83414,
1448.276,572.32566,
1445.365,545.32267,
1442.455,551.77709,
1439.544,527.6796,
1436.633,523.47343,
1433.723,518.40782,
1430.812,445.50083,
1427.902,486.79119,
1424.991,509.53749,
1422.081,478.1383,
1419.170,456.24067,
1416.259,463.78082,
1413.349,432.26415,
1410.438,444.34273,
1407.528,449.10007,
1404.617,449.77277,
1401.707,403.49548,
1398.796,339.48082,
1395.885,330.71863,
1392.975,353.72927,
1390.064,348.8321,
1387.154,322.97875,
1384.243,308.80108,
1381.332,291.14335,
1378.422,281.96017,
1375.511,276.33948,
1372.601,349.05406,
1369.690,375.82334,
1366.780,380.83407,
1363.869,392.87363,
1360.958,450.0673,
1358.048,455.29746,
1355.137,479.15062,
1352.227,496.86427,
1349.316,506.18983,
1346.406,556.76243,
1343.495,556.77611,
1340.584,548.89183,
1337.674,614.64199,
1334.763,603.93168,
1331.853,674.40124,
1328.942,678.13946,
1326.032,705.9811,
1323.121,709.28614,
1320.210,744.87564,
1317.300,754.39652,
1314.389,761.61137,
1311.479,804.8323,
1308.568,842.81324,
1305.657,836.59755,
1302.747,840.79674,
1299.836,900.14686,
1296.926,943.19004,
1294.015,963.41516,
1291.105,973.93596,
1288.194,1047.9356,
1285.283,1032.5979,
1282.373,1057.8514,
1279.462,1057.7406,
1276.552,1061.5493,
1273.641,1085.352,
1270.731,1075.1933,
1267.820,1049.1095,
1264.909,1018.4812,
1261.999,1048.4178,
1259.088,1025.6148,
1256.178,1067.9293,
1253.267,1042.2606,
1250.356,1022.0912,
1247.446,1020.7704,
1244.535,1006.8974,
1241.625,967.64266,
1238.714,951.3749,
1235.804,990.34223,
1232.893,998.61825,
1229.982,1027.5022,
1227.072,975.89937,
1224.161,988.21957,
1221.251,952.53552,
1218.340,910.09846,
1215.430,899.20482,
1212.519,901.89172,
1209.608,892.80811,
1206.698,879.50533,
1203.787,878.53643,
1200.877,869.41716,
1197.966,872.11464,
1195.055,921.73842,
1192.145,1010.6437,
1189.234,1078.7727,
1186.324,1093.0674,
1183.413,1093.316,
1180.503,1119.7873,
1177.592,1140.3103,
1174.681,1090.3219,
1171.771,1063.147,
1168.860,1058.6815,
1165.950,1050.1871,
1163.039,1016.8219,
1160.129,1000.8906,
1157.218,1041.074,
1154.307,1077.3454,
1151.397,1067.7243,
1148.486,1091.9417,
1145.576,1138.9371,
1142.665,1085.6624,
1139.754,1096.7089,
1136.844,1079.9412,
1133.933,1077.7016,
1131.023,1060.5336,
1128.112,1046.2486,
1125.202,1066.1824,
1122.291,1072.5007,
1119.380,1074.4319,
1116.470,1092.965,
1113.559,1046.5353,
1110.649,1026.3564,
1107.738,1051.6484,
1104.828,1053.3645,
1101.917,1025.9839,
1099.006,1038.4768,
1096.096,1041.5623,
1093.185,997.6622,
1090.275,1039.5691,
1087.364,1057.1112,
1084.453,1072.6242,
1081.543,1066.0358,
1078.632,1048.3839,
1075.722,1064.8411,
1072.811,1105.5674,
1069.901,1095.9616,
1066.990,1064.5334,
1064.079,1063.3746,
1061.169,1078.9529,
1058.258,1098.5667,
1055.348,1112.4258,
1052.437,1109.0184,
1049.527,1077.5185,
1046.616,1084.4692,
1043.705,1092.9577,
1040.795,1086.9494,
1037.884,1080.7328,
1034.974,1082.2294,
1032.063,1091.5422,
1029.153,1100.8878,
1026.242,1064.5596,
1023.331,1084.9153,
1020.421,1133.8645,
1017.510,1150.4486,
1014.600,1157.9774,
1011.689,1161.2725,
1008.778,1135.3703,
1005.868,1129.9025,
1002.957,1091.1866,
1000.047,1147.858,
997.136,1195.3304,
994.226,1234.1112,
991.315,1247.2451,
988.404,1212.0074,
985.494,1194.5403,
982.583,1162.8478,
979.673,1153.1285,
976.762,1143.0306,
973.852,1145.6482,
970.941,1143.802,
968.030,1116.6547,
965.120,1130.565,
962.209,1205.5887,
959.299,1183.5458,
956.388,1177.0895,
953.477,1180.7838,
950.567,1185.6156,
947.656,1211.5896,
944.746,1229.4303,
941.835,1206.7654,
938.925,1236.1267,
936.014,1226.4296,
933.103,1198.1907,
930.193,1189.2585,
927.282,1158.5919,
924.372,1109.5467,
921.461,1146.6976,
918.551,1143.6601,
915.640,1124.3008,
912.729,1126.4475,
909.819,1151.8035,
906.908,1133.2701,
903.998,1166.4507,
901.087,1159.9739,
898.176,1145.5237,
895.266,1162.1027,
892.355,1204.9676,
889.445,1171.3969,
886.534,1180.4336,
883.624,1170.139,
880.713,1187.216,
877.802,1160.9626,
874.892,1030.723,
871.981,851.7976,
869.071,705.60034,
866.160,772.70459,
863.250,930.09882,
860.339,1066.7517,
857.428,1127.6501,
854.518,1144.4205,
851.607,1081.1833,
848.697,965.7018,
845.786,884.5172,
842.875,908.47865,
839.965,1038.0129,
837.054,1160.4826,
834.144,1181.2014,
831.233,1208.5816,
828.323,1225.6903,
825.412,1229.9621,
822.501,1226.3564,
819.591,1221.398,
816.680,1217.2436,
813.770,1195.5754,
810.859,1169.7128,
807.949,1153.5256,
805.038,1156.1416,
802.127,1171.781,
799.217,1141.9436,
796.306,1136.9257,
793.396,1160.3265,
790.485,1177.6152,
787.574,1130.9973,
784.664,1150.68,
781.753,1164.3148,
778.843,1186.4029,
775.932,1197.1514,
773.022,1177.8265,
770.111,1155.7519,
767.200,1180.8959,
764.290,1177.1146,
761.379,1180.066,
758.469,1190.5071,
755.558,1161.4202,
752.648,1167.1224,
749.737,1161.0693,
746.826,1152.5878,
743.916,1152.5553,
741.005,1164.4159,
738.095,1148.1784,
735.184,1069.0236,
732.274,1003.5408,
729.363,994.10498,
726.452,1043.828,
723.542,1080.2507,
720.631,1096.0117,
717.721,1132.9022,
714.810,1155.7273,
711.899,1157.7649,
708.989,1177.1311,
706.078,1218.9178,
703.168,1191.6023,
700.257,1160.2363,
697.347,1162.2053,
694.436,1205.1409,
691.525,1201.1219,
688.615,1183.2694,
685.704,1167.2063,
682.794,1173.9945,
679.883,1222.8627,
676.973,1236.486,
674.062,1218.1933,
671.151,1214.5783,
668.241,1213.8141,
665.330,1177.2122,
662.420,1176.4135,
659.509,1161.6466,
656.598,1156.2792,
653.688,1171.7521,
650.777,1210.034,
647.867,1203.6634,
644.956,1145.9073,
642.046,1089.6909,
639.135,1055.0578,
636.224,1039.6797,
633.314,1125.4251,
630.403,1182.1314,
627.493,1213.9315,
624.582,1216.8917,
621.672,1174.916,
618.761,1172.4901,
615.850,1213.5741,
612.940,1256.4714,
610.029,1271.8826,
607.119,1257.6692,
604.208,1285.3605,
601.297,1297.25,
598.387,1299.8297,
595.476,1302.9817,
592.566,1268.3507,
589.655,1266.7852,
586.745,1286.6087,
583.834,1302.4429,
580.923,1278.1315,
578.013,1258.5132,
575.102,1256.6915,
572.192,1261.0364,
569.281,1264.1094,
566.371,1263.3268,
563.460,1287.9414,
560.549,1319.203,
557.639,1339.9072,
554.728,1337.3832,
551.818,1355.3305,
548.907,1345.8429,
545.996,1311.9787,
543.086,1278.4572,
540.175,1307.2671,
537.265,1293.3159,
534.354,1291.2635,
531.444,1296.6433,
528.533,1301.0226,
525.622,1311.8858,
522.712,1274.2043,
519.801,1254.742,
516.891,1268.3801,
513.980,1283.866,
511.070,1286.6587,
508.159,1290.1154,
505.248,1302.7638,
502.338,1330.7078,
499.427,1312.1838,
496.517,1299.3308,
493.606,1311.4206,
490.695,1345.1103,
487.785,1329.7145,
484.874,1312.3869,
481.964,1302.5889,
479.053,1300.4339,
476.143,1301.2018,
473.232,1291.1783,
470.321,1299.4144,
467.411,1304.9055,
464.500,1283.5215,
461.590,1294.2419,
458.679,1306.605,
455.769,1332.5237,
452.858,1371.6137,
449.947,1365.5023,
447.037,1314.4956,
444.126,1315.153,
441.216,1366.0908,
438.305,1336.3754,
435.395,1326.3493,
432.484,1324.5003,
429.573,1315.9549,
426.663,1271.8667,
423.752,1028.3379,
420.842,704.58404,
417.931,416.10093,
415.020,320.54781,
412.110,743.04885,
409.199,1066.487,
406.289,1236.3304,
403.378,1220.8684,
400.468,1108.2252,
397.557,1119.5518,
394.646,1203.8438,
391.736,1311.3224,
388.825,1313.5851,
385.915,1320.1041,
383.004,1322.9657,
380.094,1318.0946,
377.183,1334.649,
374.272,1350.1056,
371.362,1364.8422,
368.451,1378.9339,
365.541,1390.1919,
362.630,1400.8974,
359.719,1396.2992,
356.809,1371.6093,
353.898,1394.0732,
350.988,1395.9101,
348.077,1399.2198,
345.167,1414.2444,
342.256,1374.6498,
339.345,1390.8845,
336.435,1411.3637,
333.524,1401.8842,
330.614,1422.0034,
327.703,1427.7366,
324.793,1437.0461,
321.882,1465.2734,
318.971,1474.9382,
316.061,1477.7617,
313.150,1479.3286,
310.240,1486.0076,
307.329,1512.6916,
304.418,1544.2238,
301.508,1574.5669,
298.597,1594.5582,
295.687,1588.1231,
292.776,1627.1669,
289.866,1702.1963,
286.955,1773.1139,
284.044,1830.055,
281.134,1923.5315,
278.223,2037.7589,
275.313,2048.0749,
272.402,2060.7063,
269.492,2069.5174,
266.581,2062.7383,
263.670,1929.6707,
260.760,2018.7115,
257.849,2156.8067,
254.939,2218.4528,
252.028,2222.1454,
249.117,2204.0632,
246.207,2192.4252,
243.296,2235.6154,
240.386,2245.4739,
237.475,2219.0518,
234.565,2179.4971,
231.654,2225.5113,
228.743,2156.9999,
225.833,2081.8709,
222.922,2039.8039,
220.012,1987.3479,
217.101,1960.4357,
214.191,1938.4477,
211.280,1899.1648,
208.369,1819.5493,
205.459,1805.8058,
202.548,1839.4951,
199.638,1829.336,
196.727,1797.863,
193.816,1781.0664,
190.906,1788.3138,
187.995,1676.09,
185.085,1655.6914,
182.174,1688.5907,
179.264,1734.1249,
176.353,1712.9781,
173.442,1703.3258,
170.532,1702.5892,
167.621,1619.677,
164.711,1608.2869,
161.800,1566.3937,
158.890,1414.5311,
155.979,1334.6705,
153.068,1256.8533,
150.158,1166.3319,
147.247,1019.8697,
144.337,846.7249,
141.426,671.48308,
138.516,505.16431,
135.605,370.15683,
132.694,256.7635,
129.784,166.51853,
126.873,111.45353,
123.963,75.779984,
121.052,48.751323,
118.141,27.334263,
115.231,22.276008,
112.320,17.708184,
109.410,14.522711,
106.499,15.947021,
103.589,12.888473,
100.678,11.064865,
97.767,13.197678,
94.857,3.5481533,
91.946,5.2966631,
89.036,13.798408,
86.125,10.961587,
83.215,11.842761,
80.304,10.376808,
77.393,1.8787685,
74.483,3.2154049,
71.572,3.8876479,
68.662,3.25,
65.751,3.25,
62.840,6.1402119,
59.930,8.1262828,
57.019,3.8957909,
54.109,2.6528392,
51.198,2.8532186,
48.288,4.199038,
45.377,-2.1313646,
42.466,-2.276684,
39.556,1.3651186,
36.645,2.0673088,
33.735,2.25,
30.824,0.92467816,
27.914,-3.2823733,
25.003,-4.995275,
22.092,-7.3645228,
19.182,-10.818649,
16.271,-12.917119,
13.361,-27.658113,
10.450,-80.282943,
7.539,-275.11293,
4.629,-645.87148,
1.718,-995.56938,
-1.192,-1158.0041,
-4.103,-871.87691,
-7.013,-468.5349,
-9.924,1.25,
