,PLD991~1,
2589.223,359.02422,
2586.312,342.94977,
2583.401,336.59125,
2580.491,344.6298,
2577.580,374.96534,
2574.670,352.61631,
2571.759,350.10103,
2568.848,346.06075,
2565.938,353.42861,
2563.027,359.70902,
2560.117,359.66351,
2557.206,361.56088,
2554.296,382.9405,
2551.385,367.74395,
2548.474,370.14833,
2545.564,370.12662,
2542.653,362,
2539.743,373.85213,
2536.832,370.89719,
2533.922,382.85808,
2531.011,373.72502,
2528.100,378.86413,
2525.190,367.39795,
2522.279,391.18759,
2519.369,391.98131,
2516.458,373.32507,
2513.548,389.08147,
2510.637,374.09041,
2507.726,398.81783,
2504.816,383.56257,
2501.905,375.07256,
2498.995,374.89578,
2496.084,388.69338,
2493.173,386.8947,
2490.263,393.97741,
2487.352,386.95827,
2484.442,389.41755,
2481.531,401.15954,
2478.621,395.55447,
2475.710,417.023,
2472.799,414.57405,
2469.889,410.11914,
2466.978,406.40222,
2464.068,411.4921,
2461.157,403.88255,
2458.247,403.52951,
2455.336,407.74559,
2452.425,415.58964,
2449.515,411.26403,
2446.604,407.41013,
2443.694,418.13982,
2440.783,432.09685,
2437.872,405.7293,
2434.962,427.62672,
2432.051,436.95065,
2429.141,436.15298,
2426.230,446.21771,
2423.320,446.17179,
2420.409,428.73081,
2417.498,430.98315,
2414.588,435,
2411.677,445.5697,
2408.767,433.74705,
2405.856,442.84995,
2402.946,447.83914,
2400.035,419.82627,
2397.124,452.56149,
2394.214,458.2976,
2391.303,444.92277,
2388.393,448.91632,
2385.482,454.04406,
2382.571,451.06206,
2379.661,483.8141,
2376.750,474.63051,
2373.840,471.72503,
2370.929,469.01083,
2368.019,479.53081,
2365.108,470.92932,
2362.197,477.01369,
2359.287,483.78162,
2356.376,472.02466,
2353.466,489.98457,
2350.555,489.25983,
2347.645,478.44769,
2344.734,482.30416,
2341.823,493.83417,
2338.913,467.15078,
2336.002,485.80866,
2333.092,483.7585,
2330.181,506.35289,
2327.270,474.20021,
2324.360,508.4033,
2321.449,507.44557,
2318.539,504.08564,
2315.628,506.60512,
2312.718,508.64978,
2309.807,501.32266,
2306.896,524.18152,
2303.986,513.22741,
2301.075,519.42558,
2298.165,520.5771,
2295.254,523.97846,
2292.344,541.69306,
2289.433,507.32818,
2286.522,517.80794,
2283.612,548.32146,
2280.701,537.95968,
2277.791,543.23858,
2274.880,529.06592,
2271.969,545.93416,
2269.059,543.41416,
2266.148,539,
2263.238,545.29729,
2260.327,554.89667,
2257.417,562.73,
2254.506,557.49576,
2251.595,562.57823,
2248.685,555.52693,
2245.774,540.58267,
2242.864,569.06484,
2239.953,565.67594,
2237.043,549.05179,
2234.132,563.6207,
2231.221,583.68478,
2228.311,568.60311,
2225.400,562.6192,
2222.490,584.92836,
2219.579,581.47811,
2216.669,574.96184,
2213.758,584.30458,
2210.847,623.69012,
2207.937,603.26225,
2205.026,648.88892,
2202.116,651.93311,
2199.205,667.53718,
2196.294,679.61998,
2193.384,698.92052,
2190.473,705,
2187.563,696.05317,
2184.652,712.72325,
2181.742,746.47746,
2178.831,764.50979,
2175.920,785.91439,
2173.010,787.27494,
2170.099,806.93106,
2167.189,838.03588,
2164.278,845.34774,
2161.368,865.28495,
2158.457,888.20166,
2155.546,908.0904,
2152.636,936.20739,
2149.725,947.49664,
2146.815,980.86546,
2143.904,994.80668,
2140.993,1016.1216,
2138.083,1032.6353,
2135.172,1034.9748,
2132.262,1029.2377,
2129.351,1029.2862,
2126.441,1013.33,
2123.530,956.74185,
2120.619,929.87173,
2117.709,890.28825,
2114.798,847.33841,
2111.888,811.30126,
2108.977,764.29138,
2106.067,730.24867,
2103.156,759.07324,
2100.245,710.00314,
2097.335,712.35079,
2094.424,689.64911,
2091.514,669.34669,
2088.603,652.47465,
2085.692,681.96266,
2082.782,677.2612,
2079.871,665.35706,
2076.961,667.80627,
2074.050,672.98182,
2071.140,653.16091,
2068.229,648.28517,
2065.318,651.37202,
2062.408,661.79502,
2059.497,645.00596,
2056.587,668.98802,
2053.676,668.2006,
2050.766,672.46114,
2047.855,639.54433,
2044.944,624.93109,
2042.034,637.16193,
2039.123,659.0404,
2036.213,659.01998,
2033.302,647.47836,
2030.391,627.18684,
2027.481,643.54855,
2024.570,659.58551,
2021.660,643.12346,
2018.749,631.32967,
2015.839,662.71325,
2012.928,648.6896,
2010.017,655.86971,
2007.107,656.78877,
2004.196,633.76187,
2001.286,624.60424,
1998.375,638.22146,
1995.465,651.86607,
1992.554,625.07672,
1989.643,639.34329,
1986.733,624.71579,
1983.822,605.52659,
1980.912,625.17807,
1978.001,619,
1975.090,613.02289,
1972.180,611.72339,
1969.269,634.15235,
1966.359,629.43223,
1963.448,625.38309,
1960.538,618.07339,
1957.627,616,
1954.716,615.02873,
1951.806,602.50322,
1948.895,598.10114,
1945.985,626.2598,
1943.074,602.80438,
1940.164,607.15378,
1937.253,611.89979,
1934.342,616.42728,
1931.432,594.14511,
1928.521,590.49396,
1925.611,598.32463,
1922.700,592.87707,
1919.790,598.75136,
1916.879,579.53449,
1913.968,563.01844,
1911.058,578.66066,
1908.147,587.07006,
1905.237,582.58825,
1902.326,590.05481,
1899.415,588.73536,
1896.505,587.04828,
1893.594,598.45427,
1890.684,590.73862,
1887.773,584.15514,
1884.863,604.1344,
1881.952,605.93259,
1879.041,593.67861,
1876.131,585.29935,
1873.220,594.46022,
1870.310,608.99549,
1867.399,597.20792,
1864.489,572.26007,
1861.578,554.1868,
1858.667,562.89516,
1855.757,601.20644,
1852.846,588.22053,
1849.936,586.1151,
1847.025,612.88566,
1844.114,581.90583,
1841.204,576.94405,
1838.293,613.97672,
1835.383,620.34901,
1832.472,631.19826,
1829.562,643,
1826.651,610.86246,
1823.740,612.74333,
1820.830,627.48826,
1817.919,634.88626,
1815.009,657.40585,
1812.098,632.27561,
1809.188,645.88368,
1806.277,631.35411,
1803.366,617.34936,
1800.456,636.62607,
1797.545,617.14873,
1794.635,653.87194,
1791.724,627.65046,
1788.813,637.80231,
1785.903,641.48258,
1782.992,627.31743,
1780.082,633.25555,
1777.171,659.66434,
1774.261,652.46003,
1771.350,648.668,
1768.439,640.27677,
1765.529,643.36389,
1762.618,653.69627,
1759.708,672.70662,
1756.797,675.00758,
1753.887,685.36006,
1750.976,654.3652,
1748.065,643.04762,
1745.155,681.82562,
1742.244,665.21744,
1739.334,688.71293,
1736.423,692.16264,
1733.512,684.54471,
1730.602,719.90481,
1727.691,689.01101,
1724.781,728.70063,
1721.870,694.714,
1718.960,697.80018,
1716.049,687.5764,
1713.138,726.8948,
1710.228,706.1505,
1707.317,730.30628,
1704.407,715.13366,
1701.496,713,
1698.586,748.11141,
1695.675,768.77846,
1692.764,764.31967,
1689.854,803.22443,
1686.943,754.75373,
1684.033,814.43532,
1681.122,790.4418,
1678.211,810.80014,
1675.301,814.98767,
1672.390,795.14954,
1669.480,845.0722,
1666.569,854.81254,
1663.659,918.26132,
1660.748,933.22873,
1657.837,895.07162,
1654.927,944.2886,
1652.016,997.85421,
1649.106,992.24481,
1646.195,1002.9351,
1643.285,1041.2962,
1640.374,1053.5819,
1637.463,1034.6846,
1634.553,1072.7537,
1631.642,1124.0098,
1628.732,1216.083,
1625.821,1230.0491,
1622.911,1304.5774,
1620.000,1384.9795,
1617.089,1487.9303,
1614.179,1530.8156,
1611.268,1654.2784,
1608.358,1743.8327,
1605.447,1796.0861,
1602.536,1795.2725,
1599.626,1839.1568,
1596.715,1874.766,
1593.805,1828.8117,
1590.894,1756.9497,
1587.984,1791.3046,
1585.073,1794.5967,
1582.162,1765.6139,
1579.252,1748.5438,
1576.341,1670.7,
1573.431,1671.5794,
1570.520,1667.8275,
1567.610,1651.588,
1564.699,1625.2491,
1561.788,1635.3097,
1558.878,1565.8478,
1555.967,1536.6066,
1553.057,1520.2243,
1550.146,1481.9601,
1547.235,1436.6643,
1544.325,1405.1238,
1541.414,1397.6202,
1538.504,1390.7792,
1535.593,1364.4973,
1532.683,1360.6194,
1529.772,1344.0693,
1526.861,1287.5395,
1523.951,1290.2633,
1521.040,1305.2417,
1518.130,1254.4353,
1515.219,1210.6799,
1512.309,1224.9099,
1509.398,1245.9773,
1506.487,1211.5513,
1503.577,1207.9391,
1500.666,1214.9268,
1497.756,1137.5173,
1494.845,1169.921,
1491.934,1215.9969,
1489.024,1215.0344,
1486.113,1119.4968,
1483.203,1084.4668,
1480.292,1111.5464,
1477.382,1090.3278,
1474.471,1038.7246,
1471.560,1043.8673,
1468.650,1063.2989,
1465.739,1033.1326,
1462.829,1009.4191,
1459.918,1023.5747,
1457.008,1039.0308,
1454.097,1018.8164,
1451.186,1013.793,
1448.276,1025.6584,
1445.365,1005.966,
1442.455,1026.4534,
1439.544,1024.5513,
1436.633,1014.6107,
1433.723,977.24321,
1430.812,988.86257,
1427.902,936.14311,
1424.991,900.12814,
1422.081,907.25729,
1419.170,928.73745,
1416.259,930.37987,
1413.349,885.44078,
1410.438,864.0022,
1407.528,870.65613,
1404.617,892.43959,
1401.707,893.40119,
1398.796,891.0804,
1395.885,915.12218,
1392.975,906.47785,
1390.064,840.46503,
1387.154,813.4575,
1384.243,793.55201,
1381.332,799.78268,
1378.422,792.94661,
1375.511,850.09025,
1372.601,948.68646,
1369.690,989.57445,
1366.780,1058.3628,
1363.869,1087.3501,
1360.958,1088.6989,
1358.048,1101.8328,
1355.137,1138.2842,
1352.227,1146.4444,
1349.316,1192.1568,
1346.406,1287.891,
1343.495,1290.9513,
1340.584,1335.3213,
1337.674,1345.6784,
1334.763,1346.0698,
1331.853,1426.7389,
1328.942,1435.3368,
1326.032,1419.6876,
1323.121,1425.6325,
1320.210,1467.6234,
1317.300,1467.5223,
1314.389,1515.154,
1311.479,1551.1555,
1308.568,1522.2816,
1305.657,1540.3861,
1302.747,1591.6175,
1299.836,1609.548,
1296.926,1694.0937,
1294.015,1739.1406,
1291.105,1741,
1288.194,1849.6291,
1285.283,1929.2682,
1282.373,1941.1407,
1279.462,1950.2742,
1276.552,2001.0238,
1273.641,2022.844,
1270.731,1998.8194,
1267.820,2036.9857,
1264.909,2044.3944,
1261.999,1962.4966,
1259.088,2030.9057,
1256.178,1992.1772,
1253.267,1960.4497,
1250.356,1934.7141,
1247.446,1897.8371,
1244.535,1877.0089,
1241.625,1834.0149,
1238.714,1765.7728,
1235.804,1732.9953,
1232.893,1672.3636,
1229.982,1722.0988,
1227.072,1665.9695,
1224.161,1677.9696,
1221.251,1631.8624,
1218.340,1564.4707,
1215.430,1561.7741,
1212.519,1532.1965,
1209.608,1496.8063,
1206.698,1545.8299,
1203.787,1557.1558,
1200.877,1559.7273,
1197.966,1587.6013,
1195.055,1595.826,
1192.145,1660.1128,
1189.234,1727.713,
1186.324,1756.8185,
1183.413,1757.7919,
1180.503,1776.2471,
1177.592,1809.4039,
1174.681,1778.8459,
1171.771,1762.3104,
1168.860,1689.077,
1165.950,1683.6126,
1163.039,1656.7623,
1160.129,1643.2304,
1157.218,1642,
1154.307,1629.0141,
1151.397,1601.0044,
1148.486,1583.4006,
1145.576,1579.7687,
1142.665,1574.4412,
1139.754,1554.4729,
1136.844,1533.893,
1133.933,1526.4135,
1131.023,1524.1116,
1128.112,1540.5687,
1125.202,1560.9566,
1122.291,1521.3787,
1119.380,1531.1905,
1116.470,1550.6062,
1113.559,1573.8777,
1110.649,1574.1064,
1107.738,1572.6075,
1104.828,1562.7653,
1101.917,1559.7224,
1099.006,1587.3712,
1096.096,1575.8063,
1093.185,1588.9763,
1090.275,1611.041,
1087.364,1569.3436,
1084.453,1566.5613,
1081.543,1577.9325,
1078.632,1582.4616,
1075.722,1600.2478,
1072.811,1596.8759,
1069.901,1595.1294,
1066.990,1588.5333,
1064.079,1615.5816,
1061.169,1635.0753,
1058.258,1659.0569,
1055.348,1684.706,
1052.437,1679.2443,
1049.527,1655.8727,
1046.616,1678.4623,
1043.705,1705.6645,
1040.795,1702.1454,
1037.884,1709.6549,
1034.974,1732.683,
1032.063,1741.608,
1029.153,1719.9734,
1026.242,1736.4076,
1023.331,1745.3328,
1020.421,1726.7841,
1017.510,1746.5741,
1014.600,1780.4191,
1011.689,1794.0045,
1008.778,1792.8119,
1005.868,1815.5637,
1002.957,1878.3696,
1000.047,1976.088,
997.136,2052.4621,
994.226,2075.8616,
991.315,2053.9084,
988.404,2019.6225,
985.494,1996.2328,
982.583,1961.9706,
979.673,1916.0278,
976.762,1879.8643,
973.852,1873.3982,
970.941,1878.9615,
968.030,1869.2544,
965.120,1881.9821,
962.209,1877.7194,
959.299,1911.7042,
956.388,1906.4013,
953.477,1880.7243,
950.567,1874.3656,
947.656,1898.1114,
944.746,1898.961,
941.835,1952.4477,
938.925,1946.5746,
936.014,1952.6806,
933.103,1949.286,
930.193,1912.0036,
927.282,1897.5711,
924.372,1852.7539,
921.461,1857.3096,
918.551,1830.2105,
915.640,1803.7506,
912.729,1807.1241,
909.819,1826.7734,
906.908,1787.1794,
903.998,1800.9073,
901.087,1834.2793,
898.176,1852.4316,
895.266,1838.4474,
892.355,1821.6483,
889.445,1910.6107,
886.534,1918.5138,
883.624,1938.1665,
880.713,1973.5385,
877.802,1982.6726,
874.892,1948.6908,
871.981,1933.2503,
869.071,1901.5046,
866.160,1913.249,
863.250,1907.3707,
860.339,1926.5017,
857.428,1965.3996,
854.518,1891,
851.607,1891,
848.697,1896.5025,
845.786,1893.2914,
842.875,1898.836,
839.965,1906.2472,
837.054,1848.4466,
834.144,1888.2267,
831.233,1858.0027,
828.323,1838.0109,
825.412,1848.5907,
822.501,1867.3403,
819.591,1835.9371,
816.680,1843.8141,
813.770,1822.8194,
810.859,1786.8892,
807.949,1763.0317,
805.038,1771.9956,
802.127,1780.2269,
799.217,1758.6383,
796.306,1747.5946,
793.396,1755.5116,
790.485,1776.4222,
787.574,1792.2527,
784.664,1772.57,
781.753,1776.3808,
778.843,1769.2182,
775.932,1766.6418,
773.022,1787.0144,
770.111,1793.555,
767.200,1790.1934,
764.290,1783.2212,
761.379,1773.8797,
758.469,1764.3259,
755.558,1758.3161,
752.648,1768.9059,
749.737,1748.1524,
746.826,1726.2094,
743.916,1680.9346,
741.005,1582.0871,
738.095,1485.4738,
735.184,1323.8375,
732.274,1309.2272,
729.363,1407.4954,
726.452,1540.4416,
723.542,1648.0909,
720.631,1701.4014,
717.721,1720.0099,
714.810,1740.1306,
711.899,1764.6139,
708.989,1750.0892,
706.078,1718.7492,
703.168,1715.8578,
700.257,1709.9234,
697.347,1698.0868,
694.436,1702.5455,
691.525,1722.6407,
688.615,1697.4412,
685.704,1676.9781,
682.794,1675.5744,
679.883,1684.2883,
676.973,1690.6993,
674.062,1712.4186,
671.151,1720.055,
668.241,1713.094,
665.330,1706.8866,
662.420,1704.4904,
659.509,1698.9206,
656.598,1710.7135,
653.688,1727.2395,
650.777,1718.405,
647.867,1730.35,
644.956,1750.3362,
642.046,1760.1708,
639.135,1759.6288,
636.224,1761.8886,
633.314,1739.6583,
630.403,1747.0066,
627.493,1761.7611,
624.582,1769.5874,
621.672,1763.2515,
618.761,1786.5581,
615.850,1800.0609,
612.940,1810.4646,
610.029,1817.8435,
607.119,1798.8923,
604.208,1802.6801,
601.297,1791.54,
598.387,1794.338,
595.476,1832.7716,
592.566,1809.1596,
589.655,1832.8593,
586.745,1818.9241,
583.834,1770.46,
580.923,1732.8721,
578.013,1711.6842,
575.102,1719.7661,
572.192,1742.1477,
569.281,1762.3128,
566.371,1752.9213,
563.460,1758.3492,
560.549,1787.8003,
557.639,1824.594,
554.728,1847.6058,
551.818,1841.3633,
548.907,1815.6235,
545.996,1818.2731,
543.086,1840.625,
540.175,1811.0365,
537.265,1830.0041,
534.354,1854.0541,
531.444,1860.5256,
528.533,1837.7658,
525.622,1862.5961,
522.712,1835.2353,
519.801,1843.4048,
516.891,1892.0955,
513.980,1897.5156,
511.070,1909.9739,
508.159,1932.67,
505.248,1947.7438,
502.338,1936.4233,
499.427,1985.0487,
496.517,2028.5454,
493.606,2033.8294,
490.695,2003.6702,
487.785,2044.4691,
484.874,2068.448,
481.964,2092.95,
479.053,2089.9146,
476.143,1989.3115,
473.232,2039.1135,
470.321,2032.292,
467.411,2012.1304,
464.500,2040.0995,
461.590,1965.0569,
458.679,2007.2839,
455.769,2036.9455,
452.858,1990.8293,
449.947,2008.3997,
447.037,2018.6744,
444.126,2010.8,
441.216,1991.5875,
438.305,2000.7306,
435.395,2022.9804,
432.484,2016.0797,
429.573,1996.5026,
426.663,2020.0669,
423.752,2042.9226,
420.842,2015.0084,
417.931,1981.127,
415.020,2016.7699,
412.110,2061.8968,
409.199,2074.088,
406.289,2080.0852,
403.378,2111.0026,
400.468,2111.7586,
397.557,2105.3161,
394.646,2088.4955,
391.736,2057.8752,
388.825,1991.5029,
385.915,1975.7254,
383.004,1975.859,
380.094,1975.9465,
377.183,2131.7091,
374.272,2182.0561,
371.362,2201.2447,
368.451,2231.5411,
365.541,2207.5239,
362.630,2248.5229,
359.719,2263.4347,
356.809,2208.5341,
353.898,2266.9404,
350.988,2268.8953,
348.077,2251.7726,
345.167,2239.1514,
342.256,2242.1396,
339.345,2255.2229,
336.435,2269.8863,
333.524,2280.2819,
330.614,2289.2237,
327.703,2297.6475,
324.793,2299.1331,
321.882,2288.0415,
318.971,2305.1406,
316.061,2341.2755,
313.150,2368.381,
310.240,2353.5386,
307.329,2367.2927,
304.418,2376.6476,
301.508,2372.9261,
298.597,2342.569,
295.687,2396.211,
292.776,2470.5003,
289.866,2562.3776,
286.955,2682.7898,
284.044,2831.5599,
281.134,2942.0665,
278.223,3019.0772,
275.313,3149.5006,
272.402,3260.0692,
269.492,3337.7438,
266.581,3377.051,
263.670,3391.7546,
260.760,3448.2383,
257.849,3508.3181,
254.939,3543.5445,
252.028,3578.0207,
249.117,3580.0361,
246.207,3559.2342,
243.296,3529.2206,
240.386,3482.9025,
237.475,3443.8641,
234.565,3409.2574,
231.654,3353.7483,
228.743,3258.5716,
225.833,3169.8642,
222.922,3107.4564,
220.012,3095.7995,
217.101,3039.0027,
214.191,2972.6349,
211.280,2934.8068,
208.369,2902.3962,
205.459,2860.0525,
202.548,2825.897,
199.638,2871.6129,
196.727,2868.8995,
193.816,2859.699,
190.906,2857.5525,
187.995,2816.2831,
185.085,2844.0842,
182.174,2891.7835,
179.264,2894.6746,
176.353,2933.4467,
173.442,2925.6328,
170.532,2872.4879,
167.621,2859.5103,
164.711,2860.2045,
161.800,2822.4658,
158.890,2700.8318,
155.979,2547.787,
153.068,2342.7737,
150.158,2099.0806,
147.247,1858.5666,
144.337,1547.3706,
141.426,1217.1153,
138.516,888.77912,
135.605,651.379,
132.694,445.65568,
129.784,279.16067,
126.873,187.62405,
123.963,129.16509,
121.052,91.917769,
118.141,74.070219,
115.231,48.419467,
112.320,38,
109.410,36.909158,
106.499,31.211916,
103.589,28.319237,
100.678,27,
97.767,27,
94.857,16.605164,
91.946,12.403111,
89.036,13.338694,
86.125,15.46631,
83.215,15.46908,
80.304,15.957731,
77.393,18.79041,
74.483,15.06919,
71.572,12.275296,
68.662,10.44586,
65.751,4.7942514,
62.840,6.3719139,
59.930,10,
57.019,10,
54.109,8.2085175,
51.198,6.3967814,
48.288,5.0622869,
45.377,12.799446,
42.466,13.526684,
39.556,9.8848814,
36.645,9.1826912,
33.735,9.5192485,
30.824,9.3373391,
27.914,7.2338133,
25.003,6.3773625,
22.092,3.093859,
19.182,-2.6338742,
16.271,8.5579679,
13.361,32.808525,
10.450,52.428045,
7.539,8.4341772,
4.629,-30.881549,
1.718,-105.96411,
-1.192,-265.61021,
-4.103,-163.25076,
-7.013,-56.942009,
-9.924,5,
