,PL53D6~1,
Wavenumbers [1/cm],Intensity,
3014.167,-0.25,
3011.256,-1.5999678,
3008.346,48.893902,
3005.435,41.44258,
3002.525,48.297539,
2999.614,60.126636,
2996.704,58.89124,
2993.793,65.13076,
2990.882,59.055353,
2987.972,70.659191,
2985.061,53.636701,
2982.151,65.318076,
2979.240,70.613095,
2976.329,79.230889,
2973.419,90.011618,
2970.508,81.816693,
2967.598,68.415462,
2964.687,73.689537,
2961.777,88.561984,
2958.866,95.75,
2955.955,100.30309,
2953.045,92.951353,
2950.134,96.685847,
2947.224,92.632533,
2944.313,124.09829,
2941.403,117.05931,
2938.492,122.88821,
2935.581,119.34141,
2932.671,119.5526,
2929.760,127.93845,
2926.850,131.33195,
2923.939,124.62849,
2921.028,134.37358,
2918.118,139.22859,
2915.207,125.39554,
2912.297,124.74577,
2909.386,130.5894,
2906.476,125.78935,
2903.565,137.91148,
2900.654,134.13827,
2897.744,133.02659,
2894.833,143.61619,
2891.923,133.4263,
2889.012,132.3685,
2886.102,153.75,
2883.191,140.76227,
2880.280,252.82179,
2877.370,249.22689,
2874.459,246.42261,
2871.549,167.81553,
2868.638,159.38711,
2865.727,148.50774,
2862.817,146.7794,
2859.906,133.66168,
2856.996,145.72736,
2854.085,163.07355,
2851.175,139.29522,
2848.264,129.96083,
2845.353,133.20291,
2842.443,149.75696,
2839.532,135.98885,
2836.622,132.38477,
2833.711,136.84578,
2830.801,125.26838,
2827.890,142.85314,
2824.979,148.02193,
2822.069,144.86372,
2819.158,149.80929,
2816.248,138.76158,
2813.337,170.91465,
2810.427,147.31612,
2807.516,139.85797,
2804.605,153.36298,
2801.695,141.60523,
2798.784,124.26746,
2795.874,133.02439,
2792.963,137.96415,
2790.052,145.74764,
2787.142,155.88162,
2784.231,146.97672,
2781.321,133.62428,
2778.410,132.99492,
2775.500,144.7062,
2772.589,154.09633,
2769.678,157.67832,
2766.768,152.25679,
2763.857,164.69798,
2760.947,164.21533,
2758.036,162.98569,
2755.126,172.37606,
2752.215,161.19555,
2749.304,164.2608,
2746.394,167.50198,
2743.483,177.75,
2740.573,167.10394,
2737.662,151.53698,
2734.751,152.7258,
2731.841,155.88553,
2728.930,165.42371,
2726.020,164.41319,
2723.109,175.04875,
2720.199,171.61248,
2717.288,172.03102,
2714.377,169.75,
2711.467,184.37307,
2708.556,171.45232,
2705.646,161.36971,
2702.735,181.42011,
2699.825,180.34816,
2696.914,186.2741,
2694.003,189.67682,
2691.093,193.82101,
2688.182,183.5137,
2685.272,192.20093,
2682.361,163.1441,
2679.450,182.15322,
2676.540,179.62806,
2673.629,171.75898,
2670.719,173.53096,
2667.808,190.0691,
2664.898,184.82782,
2661.987,190.18332,
2659.076,197.6056,
2656.166,201.97514,
2653.255,190.86224,
2650.345,188.53403,
2647.434,182.12182,
2644.524,194.43344,
2641.613,192.8072,
2638.702,198.67109,
2635.792,191.37314,
2632.881,196.51206,
2629.971,194.98493,
2627.060,207.74938,
2624.149,212.75,
2621.239,197.72036,
2618.328,188.96194,
2615.418,203.04092,
2612.507,222.37055,
2609.597,202.76996,
2606.686,211.38654,
2603.775,210.07143,
2600.865,223.92409,
2597.954,208.27705,
2595.044,220.07152,
2592.133,205.62881,
2589.223,223.28055,
2586.312,229.50381,
2583.401,217.34125,
2580.491,218.84616,
2577.580,222.72194,
2574.670,207.9639,
2571.759,223.10873,
2568.848,223.34112,
2565.938,226.94046,
2563.027,228.38409,
2560.117,216.94624,
2557.206,229.73524,
2554.296,221.55549,
2551.385,234.6759,
2548.474,256.93588,
2545.564,231.07953,
2542.653,257.83389,
2539.743,247.46565,
2536.832,230.50514,
2533.922,267.24538,
2531.011,241.24953,
2528.100,242.42243,
2525.190,242.60861,
2522.279,261.18722,
2519.369,246.42945,
2516.458,240.9738,
2513.548,248.41356,
2510.637,250.05741,
2507.726,254.12546,
2504.816,252.75,
2501.905,251.12683,
2498.995,264.21253,
2496.084,257.28311,
2493.173,248.59172,
2490.263,273.85062,
2487.352,272.20747,
2484.442,263.73714,
2481.531,275.85636,
2478.621,264.69782,
2475.710,285.57364,
2472.799,262.0101,
2469.889,261.2043,
2466.978,266.35821,
2464.068,262.00395,
2461.157,275.36501,
2458.247,272.0441,
2455.336,275.02594,
2452.425,279.53302,
2449.515,276.01403,
2446.604,266.16708,
2443.694,269.37832,
2440.783,282.60811,
2437.872,280.3699,
2434.962,287.29379,
2432.051,270.50327,
2429.141,276.47947,
2426.230,294.38099,
2423.320,288.90712,
2420.409,288.23721,
2417.498,290.53652,
2414.588,285.57513,
2411.677,266.64646,
2408.767,291.76181,
2405.856,301.31663,
2402.946,306.01184,
2400.035,387.46368,
2397.124,306.18851,
2394.214,300.128,
2391.303,296.21409,
2388.393,303.21513,
2385.482,298.10249,
2382.571,292.96577,
2379.661,275.23835,
2376.750,294.53561,
2373.840,302.82814,
2370.929,302.73917,
2368.019,317.09913,
2365.108,323.93586,
2362.197,320.37463,
2359.287,319.14499,
2356.376,325.73943,
2353.466,325.78085,
2350.555,313.00983,
2347.645,314.63078,
2344.734,308.9297,
2341.823,323.4515,
2338.913,331.63807,
2336.002,336.49162,
2333.092,341.69246,
2330.181,337.20526,
2327.270,299.7852,
2324.360,332.1533,
2321.449,341.53573,
2318.539,348.08943,
2315.628,351.90908,
2312.718,337.31827,
2309.807,349.04795,
2306.896,360.70304,
2303.986,342.31493,
2301.075,347.92019,
2298.165,344.56717,
2295.254,331.00852,
2292.344,345.06114,
2289.433,353.34454,
2286.522,349.63827,
2283.612,365.82016,
2280.701,375.40469,
2277.791,377.98858,
2274.880,358.89402,
2271.969,351.10802,
2269.059,355.48026,
2266.148,361.8318,
2263.238,366.14768,
2260.327,357.8536,
2257.417,374.64778,
2254.506,379.94088,
2251.595,373.61185,
2248.685,370.48654,
2245.774,379.76083,
2242.864,370.2687,
2239.953,375.70176,
2237.043,366.80179,
2234.132,365.95259,
2231.221,384.80435,
2228.311,390.88016,
2225.400,419.1308,
2222.490,397.75,
2219.579,401.85285,
2216.669,411.74046,
2213.758,405.92254,
2210.847,399.33187,
2207.937,400.66856,
2205.026,406.08294,
2202.116,416.48779,
2199.205,419.87471,
2196.294,424.626,
2193.384,432.27601,
2190.473,419.44835,
2187.563,465.71133,
2184.652,456.84633,
2181.742,443.18076,
2178.831,432.86288,
2175.920,455.07605,
2173.010,454.49943,
2170.099,456.08284,
2167.189,460.96527,
2164.278,491.04347,
2161.368,495.89248,
2158.457,499.0901,
2155.546,496.67405,
2152.636,495.56916,
2149.725,503.73657,
2146.815,539.58209,
2143.904,520.85408,
2140.993,529.81879,
2138.083,540.61011,
2135.172,561.27939,
2132.262,559.00176,
2129.351,569.5673,
2126.441,555.96354,
2123.530,528.96326,
2120.619,539.90629,
2117.709,497.60588,
2114.798,504.31909,
2111.888,486.79991,
2108.977,497.01491,
2106.067,474.4484,
2103.156,471.90885,
2100.245,463.75439,
2097.335,466.77619,
2094.424,444.21244,
2091.514,469.04036,
2088.603,471.52882,
2085.692,450.97313,
2082.782,459.83422,
2079.871,459.5353,
2076.961,453.07289,
2074.050,461.3803,
2071.140,470.53186,
2068.229,455.92708,
2065.318,467.49126,
2062.408,468.87104,
2059.497,475.77978,
2056.587,476.52922,
2053.676,471.93338,
2050.766,483.74925,
2047.855,448.94935,
2044.944,456.54807,
2042.034,463.17198,
2039.123,473.87121,
2036.213,476.46329,
2033.302,475.07593,
2030.391,463.14039,
2027.481,467.37181,
2024.570,471.90717,
2021.660,455.7552,
2018.749,485.21813,
2015.839,468.25262,
2012.928,450.34732,
2010.017,467.69788,
2007.107,467.98177,
2004.196,462.75,
2001.286,480.87718,
1998.375,455.17321,
1995.465,459.98839,
1992.554,451.72659,
1989.643,448.78456,
1986.733,433.57281,
1983.822,424.17614,
1980.912,481.22423,
1978.001,437.80937,
1975.090,432.56221,
1972.180,437.40424,
1969.269,441.52297,
1966.359,414.69566,
1963.448,449.50299,
1960.538,435.91263,
1957.627,423.40015,
1954.716,420.80745,
1951.806,453.50161,
1948.895,447.21966,
1945.985,435.32026,
1943.074,426.66518,
1940.164,413.05756,
1937.253,406.19341,
1934.342,405.70722,
1931.432,422.10962,
1928.521,438.3994,
1925.611,416.40608,
1922.700,406.16713,
1919.790,400.58243,
1916.879,389.51724,
1913.968,415.7168,
1911.058,446.23948,
1908.147,406.36602,
1905.237,380.3309,
1902.326,399.71591,
1899.415,407.69144,
1896.505,379.79828,
1893.594,389.84146,
1890.684,390.81535,
1887.773,398.52572,
1884.863,423.16002,
1881.952,422.19512,
1879.041,398.59423,
1876.131,414.73823,
1873.220,401.44462,
1870.310,407.10425,
1867.399,425.46212,
1864.489,408.28268,
1861.578,399.73878,
1858.667,425.81589,
1855.757,413.93138,
1852.846,434.75,
1849.936,430.21547,
1847.025,415.51643,
1844.114,424.24653,
1841.204,463.18356,
1838.293,445.30904,
1835.383,416.30799,
1832.472,443.09957,
1829.562,447.52916,
1826.651,430.80956,
1823.740,435.94159,
1820.830,443.6083,
1817.919,439.04936,
1815.009,442.8874,
1812.098,460.80511,
1809.188,458.06009,
1806.277,406.90086,
1803.366,446.40064,
1800.456,425.69504,
1797.545,426.2251,
1794.635,442.94303,
1791.724,462.3713,
1788.813,484.74871,
1785.903,481.21899,
1782.992,492.67552,
1780.082,511.61591,
1777.171,461.73338,
1774.261,423.47548,
1771.350,455.252,
1768.439,462.45516,
1765.529,486.74906,
1762.618,485.58126,
1759.708,477.46726,
1756.797,492.18182,
1753.887,508.41618,
1750.976,512.18455,
1748.065,500.93126,
1745.155,498.69187,
1742.244,496.4665,
1739.334,509.18294,
1736.423,522.40233,
1733.512,529.84351,
1730.602,527.2619,
1727.691,524.98234,
1724.781,521.60369,
1721.870,509.48327,
1718.960,582.39536,
1716.049,516.53048,
1713.138,542.6448,
1710.228,528.86287,
1707.317,527.51914,
1704.407,552.00672,
1701.496,569.33476,
1698.586,537.48656,
1695.675,580.59972,
1692.764,568.60245,
1689.854,542.87597,
1686.943,542.71627,
1684.033,537.87418,
1681.122,574.12128,
1678.211,580.6929,
1675.301,579.75308,
1672.390,563.83673,
1669.480,592.79813,
1666.569,599.56254,
1663.659,662.52135,
1660.748,648.5379,
1657.837,638.75601,
1654.927,683.32828,
1652.016,665.99299,
1649.106,675.97033,
1646.195,685.70906,
1643.285,724.72721,
1640.374,723.85453,
1637.463,729.6147,
1634.553,777.29678,
1631.642,814.23861,
1628.732,858.87443,
1625.821,879.76374,
1622.911,900.63166,
1620.000,958.01927,
1617.089,1042.0585,
1614.179,1098.1707,
1611.268,1159.445,
1608.358,1197.0175,
1605.447,1248.7218,
1602.536,1303.0038,
1599.626,1308.5899,
1596.715,1317.826,
1593.805,1248.0978,
1590.894,1227.4206,
1587.984,1268.1885,
1585.073,1189.6683,
1582.162,1200.6315,
1579.252,1144.3774,
1576.341,1124.3415,
1573.431,1126.6659,
1570.520,1104.8187,
1567.610,1097.75,
1564.699,1072.374,
1561.788,1070.4964,
1558.878,1062.8258,
1555.967,1005.5575,
1553.057,988.95679,
1550.146,978.77186,
1547.235,955.17249,
1544.325,943.48787,
1541.414,929.86874,
1538.504,930.53985,
1535.593,931.01171,
1532.683,907.88696,
1529.772,916.03714,
1526.861,936.69179,
1523.951,924.35904,
1521.040,921.21344,
1518.130,919.83665,
1515.219,945.67023,
1512.309,928.5833,
1509.398,903.54273,
1506.487,912.66344,
1503.577,908.19086,
1500.666,915.22699,
1497.756,950.97884,
1494.845,951.74891,
1491.934,903.69331,
1489.024,886.36843,
1486.113,868.1329,
1483.203,864.0855,
1480.292,863.75,
1477.382,886.38095,
1474.471,834.19658,
1471.560,810.94467,
1468.650,801.23399,
1465.739,818.88617,
1462.829,828.95955,
1459.918,847.63967,
1457.008,870.85778,
1454.097,875.90137,
1451.186,878.32447,
1448.276,859.29112,
1445.365,800.31872,
1442.455,769.93656,
1439.544,772.16052,
1436.633,757.30313,
1433.723,750.98416,
1430.812,787.15894,
1427.902,778.91566,
1424.991,743.84845,
1422.081,731.74027,
1419.170,739.3906,
1416.259,713.20786,
1413.349,712.03669,
1410.438,724.94647,
1407.528,732.32497,
1404.617,737.8599,
1401.707,715.8428,
1398.796,664.01232,
1395.885,640.25795,
1392.975,632.14493,
1390.064,612.17441,
1387.154,650.10455,
1384.243,612.61037,
1381.332,571.73796,
1378.422,594.92881,
1375.511,579.00354,
1372.601,628.5148,
1369.690,703.04224,
1366.780,666.43586,
1363.869,738.02134,
1360.958,739.38005,
1358.048,724.34331,
1355.137,766.27904,
1352.227,826.16844,
1349.316,853.91649,
1346.406,867.88386,
1343.495,887.77089,
1340.584,881.35633,
1337.674,938.93083,
1334.763,973.78529,
1331.853,974.71252,
1328.942,967.63429,
1326.032,1029.5528,
1323.121,1014.1114,
1320.210,1060.3533,
1317.300,1072.2235,
1314.389,1090.5561,
1311.479,1116.5656,
1308.568,1137.8158,
1305.657,1175.6928,
1302.747,1187.6194,
1299.836,1282.3102,
1296.926,1258.0064,
1294.015,1263.5223,
1291.105,1314.8214,
1288.194,1385.6494,
1285.283,1370.9619,
1282.373,1381.5312,
1279.462,1392.554,
1276.552,1421.8761,
1273.641,1450.9171,
1270.731,1448.5709,
1267.820,1470.9964,
1264.909,1478.2887,
1261.999,1493.9871,
1259.088,1418.2811,
1256.178,1448.8647,
1253.267,1415.623,
1250.356,1396.9775,
1247.446,1397.8571,
1244.535,1391.8304,
1241.625,1370.2352,
1238.714,1353.3068,
1235.804,1363.0849,
1232.893,1382.7546,
1229.982,1360.8914,
1227.072,1335.5427,
1224.161,1331.2285,
1221.251,1307.6702,
1218.340,1277.0766,
1215.430,1270.2554,
1212.519,1267.0531,
1209.608,1260.2306,
1206.698,1262.4521,
1203.787,1261.9812,
1200.877,1293.7998,
1197.966,1262.3292,
1195.055,1330.7164,
1192.145,1369.047,
1189.234,1410.1896,
1186.324,1456.1164,
1183.413,1481.0749,
1180.503,1495.903,
1177.592,1506.6487,
1174.681,1451.8082,
1171.771,1418.327,
1168.860,1443.3335,
1165.950,1411.0796,
1163.039,1394.3692,
1160.129,1400.1877,
1157.218,1429.3446,
1154.307,1455.9762,
1151.397,1461.8354,
1148.486,1470.1477,
1145.576,1482.2852,
1142.665,1448.5445,
1139.754,1437.6137,
1136.844,1438.5512,
1133.933,1458.5182,
1131.023,1450.0336,
1128.112,1431.4635,
1125.202,1441.5085,
1122.291,1443.2567,
1119.380,1460.776,
1116.470,1463.4236,
1113.559,1401.1168,
1110.649,1414.1826,
1107.738,1436.1082,
1104.828,1431.5958,
1101.917,1430.5848,
1099.006,1455.5954,
1096.096,1440.8038,
1093.185,1441.6818,
1090.275,1444.1778,
1087.364,1446.1222,
1084.453,1434.3758,
1081.543,1419.9296,
1078.632,1424.4054,
1075.722,1446.9978,
1072.811,1444.1844,
1069.901,1450.2972,
1066.990,1445.0917,
1064.079,1472.3316,
1061.169,1489.6161,
1058.258,1501.2197,
1055.348,1510.1044,
1052.437,1494.2387,
1049.527,1447.5626,
1046.616,1494.4794,
1043.705,1462.7533,
1040.795,1467.7126,
1037.884,1491.4164,
1034.974,1505.75,
1032.063,1496.6888,
1029.153,1473.9817,
1026.242,1525.8791,
1023.331,1515.2508,
1020.421,1543.4225,
1017.510,1560.6719,
1014.600,1583.6277,
1011.689,1587.3742,
1008.778,1540.4789,
1005.868,1608.9122,
1002.957,1626.9796,
1000.047,1631.206,
997.136,1680.498,
994.226,1717.873,
991.315,1696.7847,
988.404,1635.5346,
985.494,1614.2487,
982.583,1636.5191,
979.673,1630.9702,
976.762,1616.008,
973.852,1609.9601,
970.941,1608.8971,
968.030,1594.0389,
965.120,1561.9684,
962.209,1613.9734,
959.299,1603.6273,
956.388,1606.9493,
953.477,1615.339,
950.567,1630.174,
947.656,1675.0869,
944.746,1685.2816,
941.835,1663.0752,
938.925,1678.8076,
936.014,1676.5985,
933.103,1645.036,
930.193,1612.5478,
927.282,1616.7711,
924.372,1561.8067,
921.461,1584.206,
918.551,1598.8165,
915.640,1600.0502,
912.729,1592.3829,
909.819,1579.9741,
906.908,1596.8226,
903.998,1601.7268,
901.087,1614.8436,
898.176,1614.5921,
895.266,1613.4154,
892.355,1627.75,
889.445,1627.75,
886.534,1622.7408,
883.624,1652.7003,
880.713,1665.1982,
877.802,1652.3283,
874.892,1629.8085,
871.981,1614.9745,
869.071,1539.7873,
866.160,1497.0817,
863.250,1540.8881,
860.339,1601.3414,
857.428,1621.724,
854.518,1642.6778,
851.607,1640.1816,
848.697,1589.5393,
845.786,1566.75,
842.875,1576.8869,
839.965,1605.6289,
837.054,1651.0291,
834.144,1675.8917,
831.233,1712.7477,
828.323,1700.5594,
825.412,1694.6094,
822.501,1729.0475,
819.591,1653.0188,
816.680,1683.6026,
813.770,1697.3885,
810.859,1673.2243,
807.949,1639.4744,
805.038,1637.3562,
802.127,1625.8324,
799.217,1642.6394,
796.306,1623.7768,
793.396,1630.4449,
790.485,1664.8537,
787.574,1643.0614,
784.664,1651.2625,
781.753,1656.7759,
778.843,1688.1549,
775.932,1717.5155,
773.022,1711.7069,
770.111,1692.085,
767.200,1673.2398,
764.290,1676.4182,
761.379,1683.9316,
758.469,1688.4705,
755.558,1699.0174,
752.648,1707.9781,
749.737,1712.3612,
746.826,1696.966,
743.916,1678.0292,
741.005,1675.9071,
738.095,1650.739,
735.184,1611.997,
732.274,1560.9372,
729.363,1535.1471,
726.452,1558.9592,
723.542,1609.951,
720.631,1660.1514,
717.721,1640.3793,
714.810,1655.102,
711.899,1710.2153,
708.989,1665.0275,
706.078,1720.0399,
703.168,1696.7095,
700.257,1688.8403,
697.347,1704.1421,
694.436,1676.9246,
691.525,1683.355,
688.615,1687.2656,
685.704,1701.7008,
682.794,1712.665,
679.883,1694.5522,
676.973,1734.6207,
674.062,1762.5305,
671.151,1745.2585,
668.241,1717.0887,
665.330,1740.9516,
662.420,1681.8455,
659.509,1704.0363,
656.598,1725.9137,
653.688,1726.6796,
650.777,1719.345,
647.867,1707.4,
644.956,1728.8969,
642.046,1701.0464,
639.135,1647.6671,
636.224,1673.8853,
633.314,1700.8792,
630.403,1736.1281,
627.493,1750.757,
624.582,1733.9214,
621.672,1694.3217,
618.761,1703.3892,
615.850,1735.9524,
612.940,1778.1929,
610.029,1813.3554,
607.119,1810.9865,
604.208,1851.9308,
601.297,1856.7856,
598.387,1843.3168,
595.476,1839.23,
592.566,1833.7206,
589.655,1838.581,
586.745,1853.4672,
583.834,1867.4325,
580.923,1862.5841,
578.013,1835.1184,
575.102,1832.9123,
572.192,1820.3149,
569.281,1795.2492,
566.371,1820.2932,
563.460,1868.6054,
560.549,1863.3861,
557.639,1852.7895,
554.728,1894.3413,
551.818,1903.705,
548.907,1860.6534,
545.996,1847.3016,
543.086,1866.8849,
540.175,1844.3042,
537.265,1828.9887,
534.354,1841.3092,
531.444,1859.586,
528.533,1861.9155,
525.622,1864.2434,
522.712,1866.5703,
519.801,1849.4198,
516.891,1821.1585,
513.980,1828.1272,
511.070,1826.637,
508.159,1840.077,
505.248,1862.7601,
502.338,1884.2244,
499.427,1900.4329,
496.517,1873.6389,
493.606,1857.8258,
490.695,1874.3919,
487.785,1879.0107,
484.874,1855.1935,
481.964,1850.0556,
479.053,1855.1311,
476.143,1827.4845,
473.232,1865.3172,
470.321,1871.9916,
467.411,1858.6978,
464.500,1846.9245,
461.590,1853.8162,
458.679,1868.4068,
455.769,1873.709,
452.858,1864.3407,
449.947,1879.6193,
447.037,1880.9297,
444.126,1877.9015,
441.216,1872.3688,
438.305,1858.654,
435.395,1871.8296,
432.484,1880.5835,
429.573,1871.2774,
426.663,1826.4291,
423.752,1748.8236,
420.842,1699.8526,
417.931,1646.9987,
415.020,1531.7283,
412.110,1668.9513,
409.199,1794.5885,
406.289,1884.295,
403.378,1922.5297,
400.468,1857.5142,
397.557,1813.6133,
394.646,1812.4896,
391.736,1870.1263,
388.825,1913.1174,
385.915,1884.2389,
383.004,1840.6114,
380.094,1825.3221,
377.183,1875.738,
374.272,1890.2928,
371.362,1908.9983,
368.451,1951.4279,
365.541,1929.6623,
362.630,1925.3887,
359.719,1930.3016,
356.809,1937.2095,
353.898,1911.7504,
350.988,1937.8417,
348.077,1958.1994,
345.167,1939.3716,
342.256,1931.9009,
339.345,1938.2529,
336.435,1943.5293,
333.524,1938.5956,
330.614,1965.4212,
327.703,1996.8532,
324.793,2018.2344,
321.882,2016.6617,
318.971,1980.233,
316.061,1978.4929,
313.150,2010.3047,
310.240,2076.353,
307.329,2121.6282,
304.418,2106.8333,
301.508,2086.867,
298.597,2154.9853,
295.687,2147.2052,
292.776,2152.0001,
289.866,2188.4568,
286.955,2286.7073,
284.044,2314.0325,
281.134,2359.5194,
278.223,2429.4624,
275.313,2468.5157,
272.402,2481.9781,
269.492,2510.7814,
266.581,2559.7051,
263.670,2489.1278,
260.760,2561.2118,
257.849,2638.0512,
254.939,2616.0347,
252.028,2656.2853,
249.117,2629.265,
246.207,2586.3264,
243.296,2615.6079,
240.386,2620.056,
237.475,2588.0941,
234.565,2533.7944,
231.654,2521.3779,
228.743,2511.2702,
225.833,2484.7122,
222.922,2434.7456,
220.012,2391.7608,
217.101,2390.5086,
214.191,2378.1784,
211.280,2293.0653,
208.369,2247.054,
205.459,2210.9815,
202.548,2187.1288,
199.638,2195.111,
196.727,2180.616,
193.816,2156.4081,
190.906,2126.1247,
187.995,2079.7872,
185.085,2086.9199,
182.174,2108.8323,
179.264,2094.377,
176.353,2078.0121,
173.442,2059.9609,
170.532,2035.4414,
167.621,1972.7165,
164.711,1946.8153,
161.800,1880.5038,
158.890,1709.9283,
155.979,1614.1069,
153.068,1489.7998,
150.158,1328.7393,
147.247,1111.1998,
144.337,926.68601,
141.426,732.99449,
138.516,509.32442,
135.605,372.24094,
132.694,263.7731,
129.784,178.3705,
126.873,109.71804,
123.963,79.246966,
121.052,55.70172,
118.141,27.859542,
115.231,31.302852,
112.320,29.360913,
109.410,24.613645,
106.499,23.90149,
103.589,21.508982,
100.678,18.12027,
97.767,13.854644,
94.857,8.2060876,
91.946,10.18422,
89.036,16.072613,
86.125,11.817381,
83.215,10.21908,
80.304,6.1585097,
77.393,-4.4640393,
74.483,8.5078341,
71.572,11.039423,
68.662,2.75,
65.751,2.75,
62.840,4.6768079,
59.930,5.2517104,
57.019,-0.38894547,
54.109,-1.8471608,
51.198,0.76609275,
48.288,7.7273502,
45.377,4.913838,
42.466,2.9255613,
39.556,1.75,
36.645,1.75,
33.735,2.2692485,
30.824,0.32024329,
27.914,-7.3926844,
25.003,-9.495275,
22.092,-9.6041909,
19.182,-8.2042343,
16.271,-6.805254,
13.361,14.822899,
10.450,16.226545,
7.539,-143.68767,
4.629,-495.04499,
1.718,-857.52017,
-1.192,-1093.155,
-4.103,-858.3061,
-7.013,-477.47456,
-9.924,2.75,
