,PL89E0~1,
Raman shift [1/cm],Intensity,
3014.167,-2.125,
3011.256,-2.3749463,
3008.346,104.557,
3005.435,137.79726,
3002.525,136.25252,
2999.614,139.15295,
2996.704,135.15748,
2993.793,140.875,
2990.882,151.60777,
2987.972,156.86996,
2985.061,159.4218,
2982.151,161.23298,
2979.240,160.55846,
2976.329,178.65913,
2973.419,194.79798,
2970.508,189.00839,
2967.598,187.82721,
2964.687,191.65081,
2961.777,211.37087,
2958.866,203.88985,
2955.955,208.15815,
2953.045,225.59088,
2950.134,220.48142,
2947.224,222.64366,
2944.313,239.43696,
2941.403,239.1729,
2938.492,245.1948,
2935.581,241.15479,
2932.671,255.11535,
2929.760,251.52884,
2926.850,252.56147,
2923.939,261.83764,
2921.028,269.05752,
2918.118,270.21631,
2915.207,286.17253,
2912.297,264.98078,
2909.386,274.70711,
2906.476,275.78232,
2903.565,289.52093,
2900.654,289.72129,
2897.744,271.98815,
2894.833,275.92664,
2891.923,280.2276,
2889.012,277.70737,
2886.102,282.68716,
2883.191,280.87783,
2880.280,296.79845,
2877.370,311.50869,
2874.459,342.22101,
2871.549,329.01938,
2868.638,305.92036,
2865.727,305.875,
2862.817,311.70387,
2859.906,297.47044,
2856.996,309.37726,
2854.085,299.19221,
2851.175,296.23341,
2848.264,295.169,
2845.353,305.50836,
2842.443,286.07987,
2839.532,294.29283,
2836.622,293.48177,
2833.711,299.50452,
2830.801,294.68088,
2827.890,285.72637,
2824.979,287.28289,
2822.069,293.84088,
2819.158,293.91543,
2816.248,298.875,
2813.337,297.2567,
2810.427,311.09539,
2807.516,299.98297,
2804.605,305.07933,
2801.695,305.30921,
2798.784,296.54031,
2795.874,301.2998,
2792.963,313.87521,
2790.052,301.87865,
2787.142,304.96704,
2784.231,309.22902,
2781.321,298.5607,
2778.410,297.60976,
2775.500,307.47017,
2772.589,314.91247,
2769.678,303.12413,
2766.768,306.875,
2763.857,305.35092,
2760.947,321.35924,
2758.036,320.56928,
2755.126,314.24894,
2752.215,332.34318,
2749.304,310.93977,
2746.394,332.39316,
2743.483,321.92502,
2740.573,332.06975,
2737.662,317.77884,
2734.751,331.22446,
2731.841,337.44277,
2728.930,329.18015,
2726.020,328.21701,
2723.109,333.98842,
2720.199,339.32491,
2717.288,342.63047,
2714.377,339.2291,
2711.467,341.62885,
2708.556,344.53479,
2705.646,340.25529,
2702.735,344.21005,
2699.825,345.875,
2696.914,352.35137,
2694.003,352.41646,
2691.093,355.73181,
2688.182,343.82018,
2685.272,365.60046,
2682.361,346.93395,
2679.450,355.73914,
2676.540,354.75306,
2673.629,346.22031,
2670.719,352.43693,
2667.808,371.24274,
2664.898,361.21255,
2661.987,365.04161,
2659.076,366.36638,
2656.166,378.92266,
2653.255,370.83759,
2650.345,392.25976,
2647.434,380.41744,
2644.524,371.05249,
2641.613,385.67513,
2638.702,401.65407,
2635.792,372.06343,
2632.881,381.04139,
2629.971,388.51256,
2627.060,397.5425,
2624.149,395.00937,
2621.239,384.09387,
2618.328,408.79023,
2615.418,398.91135,
2612.507,397.14767,
2609.597,396.79316,
2606.686,408.65412,
2603.775,410.43452,
2600.865,395.11386,
2597.954,401.49788,
2595.044,415.19652,
2592.133,412.98323,
2589.223,399.17604,
2586.312,421.5333,
2583.401,421.67063,
2580.491,415.16349,
2577.580,420.88655,
2574.670,428.42847,
2571.759,429.32449,
2568.848,411.58762,
2565.938,444.44653,
2563.027,425.75231,
2560.117,423.23015,
2557.206,450.38053,
2554.296,432.01688,
2551.385,431.81704,
2548.474,441.80102,
2545.564,422.57142,
2542.653,445.94883,
2539.743,438.43045,
2536.832,445.20211,
2533.922,439.96962,
2531.011,444.50012,
2528.100,446.20603,
2525.190,460.36188,
2522.279,456.35912,
2519.369,451.6105,
2516.458,458.75956,
2513.548,455.49316,
2510.637,467.99797,
2507.726,468.00139,
2504.816,450.3733,
2501.905,442.30976,
2498.995,452.71107,
2496.084,466.79487,
2493.173,468.32235,
2490.263,467.07726,
2487.352,467.7514,
2484.442,487.30541,
2481.531,487.45477,
2478.621,488.875,
2475.710,483.90567,
2472.799,486.88846,
2469.889,491.14648,
2466.978,501.03993,
2464.068,486.5522,
2461.157,494.53241,
2458.247,497.93369,
2455.336,495.06484,
2452.425,490.28536,
2449.515,501.59226,
2446.604,510.34968,
2443.694,505.61925,
2440.783,513.35248,
2437.872,509.94793,
2434.962,512.40034,
2432.051,515.82565,
2429.141,521.43378,
2426.230,523.80981,
2423.320,522.56075,
2420.409,524.65698,
2417.498,533.26826,
2414.588,532.42254,
2411.677,521.3053,
2408.767,535.65748,
2405.856,541.06073,
2402.946,536.50592,
2400.035,542.16843,
2397.124,561.07822,
2394.214,545.9018,
2391.303,549.76999,
2388.393,557.86105,
2385.482,567.47844,
2382.571,553.54594,
2379.661,563.40968,
2376.750,576.50804,
2373.840,557.75631,
2370.929,569.70172,
2368.019,566.22413,
2365.108,578.5949,
2362.197,572.7489,
2359.287,572.25328,
2356.376,594.83978,
2353.466,579.31511,
2350.555,572.82514,
2347.645,577.09884,
2344.734,585.33124,
2341.823,580.00767,
2338.913,578.69739,
2336.002,591.59497,
2333.092,613.18537,
2330.181,605.83921,
2327.270,590.64507,
2324.360,574.89149,
2321.449,599.50769,
2318.539,617.23584,
2315.628,604.59802,
2312.718,620.42347,
2309.807,639.91861,
2306.896,628.38674,
2303.986,620.69307,
2301.075,617.8324,
2298.165,631.46164,
2295.254,590.80135,
2292.344,639.40618,
2289.433,628.265,
2286.522,635.17417,
2283.612,656.85718,
2280.701,642.17999,
2277.791,659.95328,
2274.880,641.94092,
2271.969,662.67747,
2269.059,661.26191,
2266.148,652.875,
2263.238,650.17616,
2260.327,640.32347,
2257.417,662.24722,
2254.506,673.11148,
2251.595,681.87134,
2248.685,667.93468,
2245.774,670.88583,
2242.864,653.52337,
2239.953,667.65422,
2237.043,695.56427,
2234.132,695.15301,
2231.221,680.5856,
2228.311,687.83375,
2225.400,710.38162,
2222.490,723.04753,
2219.579,700.16548,
2216.669,723.74622,
2213.758,729.34948,
2210.847,726.74149,
2207.937,730.79356,
2205.026,735.43039,
2202.116,735.15526,
2199.205,735.07406,
2196.294,744.32103,
2193.384,751.08502,
2190.473,734.56748,
2187.563,769.8605,
2184.652,767.62806,
2181.742,793.74135,
2178.831,842.79717,
2175.920,828.96607,
2173.010,855.95266,
2170.099,893.1389,
2167.189,903.06156,
2164.278,935.03782,
2161.368,985.15899,
2158.457,1026.3822,
2155.546,1080.403,
2152.636,1117.5718,
2149.725,1168.6401,
2146.815,1202.0741,
2143.904,1230.5776,
2140.993,1239.203,
2138.083,1254.8993,
2135.172,1267.3876,
2132.262,1279.0185,
2129.351,1300.4682,
2126.441,1234.1952,
2123.530,1247.224,
2120.619,1182.4441,
2117.709,1120.3174,
2114.798,1076.0981,
2111.888,1040.0265,
2108.977,995.43128,
2106.067,955.50638,
2103.156,918.47995,
2100.245,916.85618,
2097.335,884.58705,
2094.424,862.36996,
2091.514,855.95843,
2088.603,858.78751,
2085.692,835.1464,
2082.782,808.54984,
2079.871,807.0897,
2076.961,838.80851,
2074.050,806.79621,
2071.140,823.74865,
2068.229,814.06511,
2065.318,808.46801,
2062.408,818.33718,
2059.497,822.07738,
2056.587,806.56131,
2053.676,806.40793,
2050.766,794.95273,
2047.855,821.04587,
2044.944,823.15065,
2042.034,801.24497,
2039.123,806.15446,
2036.213,804.85502,
2033.302,804.4403,
2030.391,797.2988,
2027.481,801.08227,
2024.570,799.50366,
2021.660,812.98806,
2018.749,830.96323,
2015.839,806.39534,
2012.928,806.2995,
2010.017,830.73276,
2007.107,811.26938,
2004.196,810.50597,
2001.286,802.58174,
1998.375,793.17913,
1995.465,782.64911,
1992.554,792.14548,
1989.643,801.59849,
1986.733,785.08904,
1983.822,787.46437,
1980.912,780.69693,
1978.001,777.46868,
1975.090,758.46889,
1972.180,754.59974,
1969.269,750.13938,
1966.359,761.60486,
1963.448,767.60552,
1960.538,783.29368,
1957.627,771.71709,
1954.716,779.58773,
1951.806,775.97436,
1948.895,776.34466,
1945.985,768.12173,
1943.074,769.5836,
1940.164,761.54832,
1937.253,786.04011,
1934.342,785.81511,
1931.432,770.79298,
1928.521,755.78346,
1925.611,727.8103,
1922.700,738.66091,
1919.790,732.67859,
1916.879,760.64302,
1913.968,740.90205,
1911.058,730.41254,
1908.147,728.12613,
1905.237,745.74993,
1902.326,712.25869,
1899.415,743.04453,
1896.505,762.70029,
1893.594,753.15241,
1890.684,749.03836,
1887.773,743.47871,
1884.863,725.66999,
1881.952,731.73238,
1879.041,758.81322,
1876.131,740.62926,
1873.220,753.18038,
1870.310,732.66876,
1867.399,703.32282,
1864.489,747.32979,
1861.578,733.875,
1858.667,734.90194,
1855.757,751.83562,
1852.846,786.57759,
1849.936,751.31745,
1847.025,740.22536,
1844.114,759.11738,
1841.204,776.18968,
1838.293,777.38581,
1835.383,768.689,
1832.472,753.82804,
1829.562,780.00912,
1826.651,802.61011,
1823.740,791.4995,
1820.830,819.28473,
1817.919,793.85681,
1815.009,782.45006,
1812.098,833.93796,
1809.188,794.85185,
1806.277,830.01186,
1803.366,818.89164,
1800.456,818.77586,
1797.545,802.9174,
1794.635,829.39195,
1791.724,813.46713,
1788.813,842.86343,
1785.903,808.28197,
1782.992,820.11794,
1780.082,843.18889,
1777.171,854.21012,
1774.261,854.30487,
1771.350,846.8325,
1768.439,844.36317,
1765.529,834.23889,
1762.618,842.63876,
1759.708,868.26649,
1756.797,865.43561,
1753.887,853.5164,
1750.976,865.54057,
1748.065,866.57393,
1745.155,848.54608,
1742.244,859.07696,
1739.334,878.46088,
