,PL0506~1,
Wavenumbers [1/cm],Intensity,
3014.167,-1.375,
3011.256,3.1750107,
3008.346,70.052459,
3005.435,59.126769,
3002.525,73.172539,
2999.614,80.2393,
2996.704,79.76624,
2993.793,68.730416,
2990.882,84.754765,
2987.972,95.524101,
2985.061,84.935357,
2982.151,101.02837,
2979.240,107.15731,
2976.329,110.3709,
2973.419,115.51743,
2970.508,110.00834,
2967.598,106.72058,
2964.687,104.32677,
2961.777,108.68492,
2958.866,122.96081,
2955.955,125.69579,
2953.045,121.90912,
2950.134,130.65708,
2947.224,130.71041,
2944.313,135.42272,
2941.403,135.88686,
2938.492,143.32689,
2935.581,150.30227,
2932.671,141.35037,
2929.760,162.20961,
2926.850,158.52049,
2923.939,155.02688,
2921.028,153.24858,
2918.118,167.98015,
2915.207,148.63791,
2912.297,151.67154,
2909.386,166.6323,
2906.476,135.76549,
2903.565,154.52871,
2900.654,143.56636,
2897.744,151.66272,
2894.833,145.14064,
2891.923,147.84301,
2889.012,127.3302,
2886.102,134.60473,
2883.191,128.62878,
2880.280,55.122588,
2877.370,-104.46183,
2874.459,-172.45645,
2871.549,-58.571592,
2868.638,67.905347,
2865.727,113.07498,
2862.817,131.82553,
2859.906,123.58795,
2856.996,145.62953,
2854.085,185.11667,
2851.175,167.38408,
2848.264,153.90933,
2845.353,141.16418,
2842.443,165.2257,
2839.532,158.41608,
2836.622,160.625,
2833.711,170.61716,
2830.801,178.72574,
2827.890,169.89598,
2824.979,172.55099,
2822.069,173.81833,
2819.158,182.64386,
2816.248,168.13079,
2813.337,195.2433,
2810.427,176.14704,
2807.516,179.83359,
2804.605,177.91588,
2801.695,182.17761,
2798.784,170.77285,
2795.874,168.32419,
2792.963,174.26766,
2790.052,175.62371,
2787.142,176.76996,
2784.231,190.69023,
2781.321,162.87644,
2778.410,165.38008,
2775.500,167.45431,
2772.589,182.12576,
2769.678,195.48165,
2766.768,188.69683,
2763.857,182.88897,
2760.947,186.60609,
2758.036,190.40211,
2755.126,192.91346,
2752.215,195.19785,
2749.304,195.77429,
2746.394,186.31853,
2743.483,202.52496,
2740.573,200.86611,
2737.662,189.29512,
2734.751,189.39202,
2731.841,191.19277,
2728.930,194.76899,
2726.020,205.06887,
2723.109,202.85183,
2720.199,201.34996,
2717.288,214.69435,
2714.377,220.625,
2711.467,208.80522,
2708.556,205.28479,
2705.646,208.61094,
2702.735,205.64048,
2699.825,221.60319,
2696.914,226.67273,
2694.003,242.08354,
2691.093,232.96435,
2688.182,230.04278,
2685.272,240.3149,
2682.361,214.0191,
2679.450,219.57971,
2676.540,209.82824,
2673.629,221.28418,
2670.719,219.48636,
2667.808,227.09001,
2664.898,224.22227,
2661.987,233.89171,
2659.076,215.54958,
2656.166,235.49517,
2653.255,232.84439,
2650.345,239.05694,
2647.434,231.1683,
2644.524,241.44751,
2641.613,247.39684,
2638.702,238.8775,
2635.792,245.09459,
2632.881,242.6666,
2629.971,229.92021,
2627.060,236.12531,
2624.149,238.21874,
2621.239,239.11611,
2618.328,236.10855,
2615.418,265.64318,
2612.507,255.76335,
2609.597,251.90045,
2606.686,240.24752,
2603.775,258.02182,
2600.865,249.91852,
2597.954,272.39163,
2595.044,279.36547,
2592.133,255.89882,
2589.223,273.02291,
2586.312,262.30841,
2583.401,268.76735,
2580.491,269.72116,
2577.580,258.59364,
2574.670,243.22258,
2571.759,260.33219,
2568.848,265.80179,
2565.938,262.19639,
2563.027,262.50231,
2560.117,259.34464,
2557.206,270.76153,
2554.296,284.84926,
2551.385,268.37702,
2548.474,283.99563,
2545.564,295.43507,
2542.653,297.94043,
2539.743,289.82216,
2536.832,265.31845,
2533.922,316.12038,
2531.011,288.1997,
2528.100,289.62846,
2525.190,284.99672,
2522.279,299.20292,
2519.369,292.13434,
2516.458,286.72982,
2513.548,282.05224,
2510.637,297.0391,
2507.726,312.06736,
2504.816,292.56186,
2501.905,290.24817,
2498.995,290.64022,
2496.084,307.85149,
2493.173,290.72963,
2490.263,310.52336,
2487.352,300.29273,
2484.442,313.63143,
2481.531,312.83772,
2478.621,305.87615,
2475.710,324.50232,
2472.799,305.41876,
2469.889,301.44219,
2466.978,323.50114,
2464.068,299.93707,
2461.157,323.77997,
2458.247,317.96311,
2455.336,318.79332,
2452.425,315.03536,
2449.515,322.34226,
2446.604,332.15728,
2443.694,328.78783,
2440.783,339.34122,
2437.872,328.17197,
2434.962,340.78629,
2432.051,334.16201,
2429.141,341.16607,
2426.230,345.55981,
2423.320,355.52514,
2420.409,348.49041,
2417.498,349.01826,
2414.588,335.91024,
2411.677,358.66086,
2408.767,360.63681,
2405.856,378.1654,
2402.946,375.45789,
2400.035,350.44189,
2397.124,348.30948,
2394.214,361.625,
2391.303,358.40955,
2388.393,342.18776,
2385.482,329.02156,
2382.571,327.97968,
2379.661,320.74126,
2376.750,343.46231,
2373.840,382.94051,
2370.929,384.67915,
2368.019,370.28693,
2365.108,382.06741,
2362.197,389.76478,
2359.287,387.4484,
2356.376,407.5845,
2353.466,395.86819,
2350.555,382.25491,
2347.645,386.32168,
2344.734,371.92449,
2341.823,403.01142,
2338.913,396.44739,
2336.002,392.65852,
2333.092,397.76275,
2330.181,416.9421,
2327.270,380.93522,
2324.360,402.28068,
2321.449,396.53317,
2318.539,405.68923,
2315.628,401.65058,
2312.718,405.69108,
2309.807,433.39536,
2306.896,418.3887,
2303.986,427.54062,
2301.075,426.45481,
2298.165,425.81737,
2295.254,410.96969,
2292.344,423.9901,
2289.433,426.54772,
2286.522,416.89277,
2283.612,433.52552,
2280.701,434.02859,
2277.791,457.54298,
2274.880,432.69498,
2271.969,438.55916,
2269.059,456.14818,
2266.148,447.19762,
2263.238,422.53235,
2260.327,456.5214,
2257.417,444.70889,
2254.506,467.57093,
2251.595,466.6433,
2248.685,463.40957,
2245.774,461.31742,
2242.864,470.27337,
2239.953,480.99049,
2237.043,470.42895,
2234.132,446.07435,
2231.221,470.49592,
2228.311,483.23453,
2225.400,487.23096,
2222.490,476.03873,
2219.579,489.36023,
2216.669,490.64408,
2213.758,494.45246,
2210.847,484.92225,
2207.937,499.85136,
2205.026,509.29147,
2202.116,510.69189,
2199.205,506.22453,
2196.294,526.86497,
2193.384,537.046,
2190.473,516.17547,
2187.563,565.57666,
2184.652,552.91398,
2181.742,535.85205,
2178.831,537.78067,
2175.920,546.20788,
2173.010,552.42545,
2170.099,569.35665,
2167.189,592.53172,
2164.278,584.46721,
2161.368,610.05388,
2158.457,604.04863,
2155.546,614.7154,
2152.636,606.59845,
2149.725,620.43035,
2146.815,643.95762,
2143.904,648.23465,
2140.993,672.55621,
2138.083,669.05968,
2135.172,667.04523,
2132.262,662.85563,
2129.351,677.28031,
2126.441,656.35307,
2123.530,653.82703,
2120.619,666.9463,
