,PL6949~1,
Raman shift [1/cm],Intensity,
3014.167,-2.625,
3011.256,0.72496779,
3008.346,69.802459,
3005.435,86.98984,
3002.525,101.01762,
2999.614,99.899673,
2996.704,82.70181,
2993.793,88.489632,
2990.882,96.939882,
2987.972,92.526349,
2985.061,119.27155,
2982.151,111.85231,
2979.240,117.54039,
2976.329,128.13183,
2973.419,132.05228,
2970.508,132.17492,
2967.598,137.47058,
2964.687,139.375,
2961.777,123.97313,
2958.866,144.71526,
2955.955,145.24003,
2953.045,151.39291,
2950.134,153.09802,
2947.224,166.57428,
2944.313,171.57728,
2941.403,165.89872,
2938.492,161.94953,
2935.581,176.75657,
2932.671,178.53379,
2929.760,167.56345,
2926.850,184.22537,
2923.939,190.85161,
2921.028,192.35725,
2918.118,182.7352,
2915.207,197.32453,
2912.297,188.45116,
2909.386,187.95895,
2906.476,176.53793,
2903.565,189.42315,
2900.654,201.93919,
2897.744,199.99783,
2894.833,181.50881,
2891.923,203.8622,
2889.012,191.29407,
2886.102,191.83175,
2883.191,178.39294,
2880.280,173.33672,
2877.370,164.60178,
2874.459,190.07942,
2871.549,186.58544,
2868.638,178.51108,
2865.727,206.375,
2862.817,183.78812,
2859.906,198.375,
2856.996,199.37047,
2854.085,204.77627,
2851.175,200.0859,
2848.264,184.94367,
2845.353,195.375,
2842.443,187.78823,
2839.532,171.71831,
2836.622,182.375,
2833.711,194.99668,
2830.801,197.38235,
2827.890,188.56206,
2824.979,192.15296,
2822.069,201.50009,
2819.158,207.05424,
2816.248,196.88079,
2813.337,205.35427,
2810.427,191.63947,
2807.516,204.73453,
2804.605,212.83652,
2801.695,191.33553,
2798.784,200.85754,
2795.874,206.09004,
2792.963,191.87468,
2790.052,207.37007,
2787.142,197.62488,
2784.231,187.50388,
2781.321,206.05493,
2778.410,192.18463,
2775.500,202.67259,
2772.589,205.29854,
2769.678,214.69581,
2766.768,204.38857,
2763.857,206.32298,
2760.947,211.375,
2758.036,190.19653,
2755.126,211.56517,
2752.215,216.09777,
2749.304,203.67358,
2746.394,212.83471,
2743.483,214.92495,
2740.573,212.84176,
2737.662,218.48151,
2734.751,218.72446,
2731.841,212.45558,
2728.930,221.803,
2726.020,210.25752,
2723.109,221.3335,
2720.199,218.00318,
2717.288,215.35676,
2714.377,222.98746,
2711.467,215.50578,
2708.556,229.76868,
2705.646,223.14964,
2702.735,238.20747,
2699.825,233.46226,
2696.914,232.61319,
2694.003,227.27418,
2691.093,235.60725,
2688.182,240.66611,
2685.272,234.05637,
2682.361,233.13373,
2679.450,233.1281,
2676.540,229.53759,
2673.629,235.05214,
2670.719,236.79829,
2667.808,245.13182,
2664.898,236.92072,
2661.987,237.24198,
2659.076,247.62931,
2656.166,238.375,
2653.255,241.74405,
2650.345,256.35141,
2647.434,258.11778,
2644.524,252.28626,
2641.613,248.74646,
2638.702,230.67484,
2635.792,266.34608,
2632.881,243.75603,
2629.971,249.09989,
2627.060,258.70937,
2624.149,251.29375,
2621.239,246.36314,
2618.328,256.62932,
2615.418,266.025,
2612.507,259.10233,
2609.597,272.17141,
2606.686,255.95934,
2603.775,255.49405,
2600.865,269.95867,
2597.954,262.23126,
2595.044,262.67881,
2592.133,271.20941,
2589.223,275.04974,
2586.312,280.20415,
2583.401,283.86407,
2580.491,271.22601,
2577.580,296.34529,
2574.670,278.92847,
2571.759,273.21833,
2568.848,271.49104,
2565.938,267.47023,
2563.027,272.39997,
2560.117,277.46845,
2557.206,292.64806,
2554.296,275.40475,
2551.385,273.80493,
2548.474,280.15307,
2545.564,292.18507,
2542.653,271.9958,
2539.743,280.83187,
2536.832,287.39556,
2533.922,281.40654,
2531.011,286.67472,
2528.100,291.64328,
2525.190,294.69959,
2522.279,294.07847,
2519.369,301.73389,
2516.458,296.38208,
2513.548,293.04789,
2510.637,293.63721,
2507.726,290.49398,
2504.816,308.375,
2501.905,301.07073,
2498.995,296.73331,
2496.084,304.52135,
2493.173,313.24354,
2490.263,314.77952,
2487.352,320.1246,
2484.442,313.52061,
2481.531,305.5825,
2478.621,311.89163,
2475.710,304.43634,
2472.799,315.33461,
2469.889,320.01211,
2466.978,319.70486,
2464.068,304.13684,
2461.157,311.10746,
2458.247,330.74279,
2455.336,328.24973,
2452.425,328.18161,
2449.515,328.27104,
2446.604,324.95792,
2443.694,337.44491,
2440.783,337.13626,
2437.872,337.375,
2434.962,337.90034,
2432.051,339.375,
2429.141,355.74538,
2426.230,338.06997,
2423.320,344.9609,
2420.409,348.34274,
2417.498,353.21206,
2414.588,355.00233,
2411.677,359.19168,
2408.767,329.39862,
2405.856,348.97731,
2402.946,358.21414,
2400.035,350.87969,
2397.124,341.94718,
2394.214,355.997,
2391.303,356.15955,
2388.393,364.5727,
2385.482,369.33094,
2382.571,368.41343,
2379.661,364.1655,
2376.750,371.37753,
2373.840,370.43434,
2370.929,376.33168,
2368.019,382.6404,
2365.108,374.18914,
2362.197,364.61058,
2359.287,368.95495,
2356.376,374.36972,
2353.466,387.16266,
2350.555,386.81987,
2347.645,377.82269,
2344.734,384.83124,
2341.823,374.59058,
2338.913,369.17055,
2336.002,390.63338,
2333.092,394.44388,
2330.181,397.62053,
2327.270,384.14507,
2324.360,400.76181,
2321.449,392.31378,
2318.539,384.11809,
2315.628,397.48292,
2312.718,405.72522,
2309.807,384.92151,
2306.896,391.36717,
2303.986,394.46596,
2301.075,395.58779,
2298.165,404.94256,
2295.254,406.41809,
2292.344,403.27129,
2289.433,397.71091,
2286.522,413.26327,
2283.612,420.47448,
2280.701,416.50953,
2277.791,406.13642,
2274.880,424.375,
2271.969,419.34619,
2269.059,427.57393,
2266.148,439.64545,
2263.238,430.37887,
2260.327,441.13345,
2257.417,429.11944,
2254.506,439.11572,
2251.595,436.51315,
2248.685,436.69232,
2245.774,432.67175,
2242.864,433.56951,
2239.953,437.05775,
2237.043,437.81643,
2234.132,437.57759,
2231.221,433.69022,
2228.311,468.7783,
2225.400,463.84024,
2222.490,450.57381,
2219.579,463.11788,
2216.669,463.27961,
2213.758,481.41813,
2210.847,481.18104,
2207.937,466.02649,
2205.026,484.26334,
2202.116,502.52149,
2199.205,506.83782,
2196.294,499.813,
2193.384,497.2435,
2190.473,500.66491,
2187.563,521.49584,
2184.652,546.07378,
2181.742,555.01268,
2178.831,563.22707,
2175.920,568.77028,
2173.010,607.22647,
2170.099,604.84275,
2167.189,606.4324,
2164.278,616.86947,
2161.368,634.51748,
2158.457,647.0349,
2155.546,675.23754,
2152.636,686.80055,
2149.725,676.05286,
2146.815,700.47404,
2143.904,733.57945,
2140.993,742.51259,
2138.083,730.9039,
2135.172,735.25744,
2132.262,756.25968,
2129.351,739.23005,
2126.441,709.40406,
2123.530,686.3301,
2120.619,681.41174,
2117.709,664.03643,
2114.798,623.44028,
2111.888,597.07554,
2108.977,580.2889,
2106.067,578.13338,
2103.156,549.34044,
2100.245,548.36747,
2097.335,532.03993,
2094.424,503.00784,
2091.514,513.52018,
2088.603,525.91874,
2085.692,523.55351,
2082.782,519.61594,
2079.871,509.05295,
2076.961,526.01886,
2074.050,492.85985,
2071.140,502.53591,
2068.229,507.18489,
2065.318,508.18899,
2062.408,513.07241,
2059.497,531.57143,
2056.587,521.15422,
2053.676,508.39222,
2050.766,496.22179,
2047.855,494.94458,
2044.944,511.84776,
2042.034,496.32299,
2039.123,498.3548,
2036.213,487.97274,
2033.302,492.59216,
2030.391,496.3583,
2027.481,505.50901,
2024.570,496.04681,
2021.660,489.61152,
2018.749,490.375,
2015.839,491.18209,
2012.928,499.13339,
2010.017,503.82994,
2007.107,487.67592,
2004.196,493.22029,
2001.286,509.18772,
1998.375,488.10727,
1995.465,468.93572,
1992.554,497.92767,
1989.643,456.03406,
1986.733,456.01711,
1983.822,464.41267,
1980.912,448.88015,
1978.001,463.64588,
1975.090,464.22537,
1972.180,457.40822,
1969.269,476.46984,
1966.359,475.18574,
1963.448,457.76469,
1960.538,445.88292,
1957.627,459.53291,
1954.716,465.26009,
1951.806,422.41824,
1948.895,442.63006,
1945.985,443.14951,
1943.074,445.38596,
1940.164,452.34591,
1937.253,428.07074,
1934.342,434.98195,
1931.432,417.93336,
1928.521,408.06412,
