,PLIQUI~3,
Wavenumbers [1/cm],Intensity,
3014.167,-2.75,
3011.256,0.90003221,
3008.346,45.100672,
3005.435,47.59629,
3002.525,62.515101,
2999.614,55.765609,
2996.704,65.479899,
2993.793,57.736176,
2990.882,68.814882,
2987.972,79.154146,
2985.061,67.343605,
2982.151,71.846635,
2979.240,77.998086,
2976.329,79.984984,
2973.419,85.095956,
2970.508,87.70003,
2967.598,82.915462,
2964.687,82.458559,
2961.777,92.873968,
2958.866,108.9231,
2955.955,101.00885,
2953.045,96.084461,
2950.134,106.67566,
2947.224,101.50622,
2944.313,112.94658,
2941.403,113.64279,
2938.492,128.37736,
2935.581,112.79848,
2932.671,118.65346,
2929.760,139.4577,
2926.850,123.29511,
2923.939,126.57245,
2921.028,132.89132,
2918.118,139.00818,
2915.207,117.77524,
2912.297,148.1019,
2909.386,135.46897,
2906.476,116.6461,
2903.565,128.15371,
2900.654,127.59074,
2897.744,119.03627,
2894.833,101.83764,
2891.923,104.4936,
2889.012,85.955203,
2886.102,94.43784,
2883.191,41.299089,
2880.280,2.1016571,
2877.370,-207.20876,
2874.459,-288.82525,
2871.549,-141.41969,
2868.638,46.350945,
2865.727,54.25,
2862.817,92.866278,
2859.906,96.933759,
2856.996,110.71151,
2854.085,139.49583,
2851.175,122.15363,
2848.264,124.59816,
2845.353,123.3794,
2842.443,128.45139,
2839.532,121.04108,
2836.622,123.73307,
2833.711,121.56084,
2830.801,128.14926,
2827.890,136.41784,
2824.979,144.17599,
2822.069,142.20451,
2819.158,139.01011,
2816.248,144.73263,
2813.337,146.32196,
2810.427,138.41942,
2807.516,137.83281,
2804.605,142.20673,
2801.695,142.73686,
2798.784,135.35885,
2795.874,132.38455,
2792.963,136.39277,
2790.052,132.25043,
2787.142,135.64485,
2784.231,139.44411,
2781.321,131.12428,
2778.410,131.32487,
2775.500,147.26965,
2772.589,151.71177,
2769.678,155.25,
2766.768,150.38009,
2763.857,161.51204,
2760.947,152.25,
2758.036,154.79142,
2755.126,161.44658,
2752.215,155.35467,
2749.304,146.80398,
2746.394,158.70971,
2743.483,155.29997,
2740.573,161.13717,
2737.662,138.25,
2734.751,143.83244,
2731.841,148.25,
2728.930,152.49571,
2726.020,158.5816,
2723.109,159.02317,
2720.199,164.52504,
2717.288,162.05657,
2714.377,184.40804,
2711.467,151.59396,
2708.556,165.77126,
2705.646,173.01058,
2702.735,160.09279,
2699.825,166.31544,
2696.914,166.48819,
2694.003,178.09391,
2691.093,164.44616,
2688.182,172.52408,
2685.272,179.9399,
2682.361,158.76747,
2679.450,170.78908,
2676.540,166.3313,
2673.629,172.90469,
2670.719,172.46904,
2667.808,178.76364,
2664.898,183.21109,
2661.987,169.48312,
2659.076,178.70688,
2656.166,179.07251,
2653.255,177.28741,
2650.345,169.19374,
2647.434,175.25,
2644.524,182.58576,
2641.613,183.96402,
2638.702,182.20266,
2635.792,193.75149,
2632.881,174.1668,
2629.971,183.0823,
2627.060,188.25,
2624.149,183.65626,
2621.239,182.75889,
2618.328,183.54671,
2615.418,192.90455,
2612.507,195.7678,
2609.597,179.71906,
2606.686,179.80824,
2603.775,189.61111,
2600.865,190.19197,
2597.954,208.01043,
2595.044,198.95505,
2592.133,181.6894,
2589.223,200.32265,
2586.312,195.9083,
2583.401,189.76093,
2580.491,191.5096,
2577.580,208.22689,
2574.670,195.08021,
2571.759,197.25,
2568.848,192.31075,
2565.938,225.72644,
2563.027,190.05456,
2560.117,191.33412,
2557.206,192.44188,
2554.296,206.79462,
2551.385,205.92792,
2548.474,219.1764,
2545.564,206.00973,
2542.653,228.17617,
2539.743,223.84242,
2536.832,206.43317,
2533.922,221.29731,
2531.011,224.52498,
2528.100,209.79002,
2525.190,211.2709,
2522.279,221.98375,
2519.369,198.36308,
2516.458,203.80595,
2513.548,229.33147,
2510.637,223.11076,
2507.726,230.62917,
2504.816,221.06285,
2501.905,211.8878,
2498.995,212.48888,
2496.084,224.22217,
2493.173,225.11788,
2490.263,231.99128,
2487.352,231.5004,
2484.442,234.40204,
2481.531,226.72341,
2478.621,227.78555,
2475.710,243.24233,
2472.799,235.59088,
2469.889,216.7043,
2466.978,234.12614,
2464.068,226.84255,
2461.157,229.4425,
2458.247,236.64713,
2455.336,236.6766,
2452.425,225.11792,
2449.515,229.56187,
2446.604,248.66708,
2443.694,244.31991,
2440.783,244.01126,
2437.872,250.03121,
2434.962,244.25,
2432.051,238.39804,
2429.141,242.21458,
2426.230,254.66328,
2423.320,241.02095,
2420.409,253.68604,
2417.498,263.38767,
2414.588,254.54288,
2411.677,250.60858,
2408.767,257.72047,
2405.856,261.03804,
2402.946,262.9819,
2400.035,269.03874,
2397.124,259.04678,
2394.214,273.5744,
2391.303,261.38821,
2388.393,248.01046,
2385.482,230.99905,
2382.571,214.41453,
2379.661,223.06381,
2376.750,251.87798,
2373.840,272.66246,
2370.929,256.45576,
2368.019,274.14099,
2365.108,277.94895,
2362.197,267.04179,
2359.287,281.02326,
2356.376,302.2183,
2353.466,293.25,
2350.555,284.9547,
2347.645,265.73743,
2344.734,281.73853,
2341.823,267.58166,
2338.913,293.27683,
2336.002,286.19484,
2333.092,286.7792,
2330.181,285.11184,
2327.270,278.02007,
2324.360,295.32546,
2321.449,298.69557,
2318.539,297.88916,
2315.628,310.52698,
2312.718,282.33589,
2309.807,310.20639,
2306.896,320.98239,
2303.986,312.94479,
2301.075,306.93087,
2298.165,311.43283,
2295.254,306.4008,
2292.344,304.66486,
2289.433,318.50863,
2286.522,318.75877,
2283.612,312.40813,
2280.701,314.23204,
2277.791,323.49045,
2274.880,326.25406,
2271.969,320.66564,
2269.059,321.98841,
2266.148,315.52045,
2263.238,315.25,
2260.327,330.80153,
2257.417,314.33389,
2254.506,333.55488,
2251.595,321.55924,
2248.685,319.19032,
2245.774,318.94242,
2242.864,326.35223,
2239.953,340.20176,
2237.043,320.3918,
2234.132,322.82652,
2231.221,349.06658,
2228.311,354.85953,
2225.400,349.99669,
2222.490,341.62134,
2219.579,346.32714,
2216.669,358.719,
2213.758,344.37677,
2210.847,350.17693,
2207.937,378.23205,
2205.026,352.8051,
2202.116,361.8413,
2199.205,361.32436,
2196.294,366.94402,
2193.384,378.30203,
2190.473,377.52817,
2187.563,405.337,
2184.652,420.84021,
2181.742,408.13647,
2178.831,409.81031,
2175.920,402.25546,
2173.010,424.80215,
2170.099,423.11805,
2167.189,442.09214,
2164.278,421.1304,
2161.368,425.39296,
2158.457,429.18078,
2155.546,445.65867,
2152.636,446.67555,
2149.725,443.41779,
2146.815,451.94968,
2143.904,463.85594,
2140.993,474.75798,
2138.083,470.5448,
2135.172,486.72061,
2132.262,468.97007,
2129.351,478.15013,
2126.441,477.29852,
2123.530,475.17143,
2120.619,465.085,
2117.709,447.3595,
2114.798,440.43063,
2111.888,419.22505,
2108.977,415.07119,
2106.067,422.35053,
2103.156,412.93231,
2100.245,414.24184,
2097.335,402.5746,
2094.424,407.70236,
2091.514,397.54036,
2088.603,394.33299,
2085.692,399.98224,
2082.782,413.66365,
2079.871,401.92795,
2076.961,412.34591,
2074.050,409.91061,
2071.140,403.57181,
2068.229,407.15494,
2065.318,408.03974,
2062.408,406.66679,
2059.497,412.85119,
2056.587,410.41284,
2053.676,401.08383,
2050.766,414.94133,
2047.855,397.44935,
2044.944,399.59456,
2042.034,378.2559,
2039.123,409.97054,
2036.213,410.82776,
2033.302,407.96735,
2030.391,405.74165,
2027.481,413.66454,
2024.570,423.14984,
2021.660,397.90562,
2018.749,422.8701,
2015.839,411.23228,
2012.928,397.10067,
2010.017,389.35423,
2007.107,397.579,
2004.196,425.88097,
2001.286,433.06272,
1998.375,430.0748,
1995.465,396.78572,
1992.554,401.39695,
1989.643,412.90436,
1986.733,406.30701,
