,PL445A~1,
Wavenumbers [1/cm],Intensity,
3014.167,1.625,
3011.256,1.8250429,
3008.346,49.970836,
3005.435,40.282248,
3002.525,62.172539,
2999.614,49.328927,
2996.704,55.359025,
2993.793,69.014976,
2990.882,59.319647,
2987.972,73.61491,
2985.061,68.521548,
2982.151,69.909038,
2979.240,60.905399,
2976.329,72.11681,
2973.419,85.225258,
2970.508,85.108277,
2967.598,69.481626,
2964.687,69.490489,
2961.777,75.342976,
2958.866,87.969716,
2955.955,84.766577,
2953.045,92.175338,
2950.134,97.657076,
2947.224,92.824282,
2944.313,101.42272,
2941.403,100.14872,
2938.492,107.03963,
2935.581,103.44217,
2932.671,100.66794,
2929.760,112.95192,
2926.850,110.625,
2923.939,97.94274,
2921.028,115.64275,
2918.118,113.2648,
2915.207,103.38439,
2912.297,124.51075,
2909.386,106.64689,
2906.476,110.78793,
2903.565,115.67315,
2900.654,117.17809,
2897.744,114.47413,
2894.833,98.501365,
2891.923,102.3558,
2889.012,94.914018,
2886.102,101.20879,
2883.191,89.63444,
2880.280,83.285277,
2877.370,-27.636345,
2874.459,-54.261733,
2871.549,-27.401106,
2868.638,58.177517,
2865.727,92.544245,
2862.817,94.639699,
2859.906,94.992517,
2856.996,114.58424,
2854.085,127.14601,
2851.175,116.31477,
2848.264,114.5515,
2845.353,105.7544,
2842.443,116.41664,
2839.532,118.96831,
2836.622,115.68685,
2833.711,117.94368,
2830.801,144.30074,
2827.890,126.35402,
2824.979,129.47697,
2822.069,132.67049,
2819.158,138.14522,
2816.248,130.91263,
2813.337,141.2433,
2810.427,123.58092,
2807.516,127.15016,
2804.605,127.48558,
2801.695,138.05921,
2798.784,112.62092,
2795.874,130.04451,
2792.963,131.5534,
2790.052,139.62243,
2787.142,126.08565,
2784.231,125.43247,
2781.321,133.93354,
2778.410,124.45495,
2775.500,127.15672,
2772.589,128.12576,
2769.678,146.12326,
2766.768,152.0017,
2763.857,139.04504,
2760.947,137.66913,
2758.036,134.45933,
2755.126,135.34295,
2752.215,136.79332,
2749.304,149.2419,
2746.394,133.98993,
2743.483,142.62495,
2740.573,150.73783,
2737.662,143.06139,
2734.751,137.625,
2731.841,147.43636,
2728.930,142.50215,
2726.020,137.51273,
2723.109,149.03717,
2720.199,151.625,
2717.288,148.36222,
2714.377,162.17058,
2711.467,170.1173,
2708.556,141.89111,
2705.646,152.68138,
2702.735,164.28995,
2699.825,160.66863,
2696.914,176.43502,
2694.003,167.78109,
2691.093,167.58891,
2688.182,156.8613,
2685.272,158.625,
2682.361,153.89574,
2679.450,159.36569,
2676.540,159.76727,
2673.629,161.64745,
2670.719,162.5446,
2667.808,149.59771,
2664.898,170.54718,
2661.987,168.02507,
2659.076,181.97197,
2656.166,172.93231,
2653.255,183.625,
2650.345,175.00068,
2647.434,170.48239,
2644.524,181.55546,
2641.613,180.51061,
2638.702,176.65656,
2635.792,170.09161,
2632.881,187.20237,
2629.971,166.68528,
2627.060,182.29187,
2624.149,185.21874,
2621.239,177.8498,
2618.328,167.87932,
2615.418,176.61137,
2612.507,178.28114,
2609.597,189.24776,
2606.686,180.5467,
2603.775,183.50198,
2600.865,193.5022,
2597.954,184.48745,
2595.044,199.31233,
2592.133,183.61852,
2589.223,206.04713,
2586.312,195.79585,
2583.401,193.03375,
2580.491,201.69227,
2577.580,191.60189,
2574.670,175.96458,
2571.759,185.38783,
2568.848,205.6803,
2565.938,214.19653,
2563.027,198.79547,
2560.117,199.43809,
2557.206,201.625,
2554.296,202.34125,
2551.385,211.063,
2548.474,212.32872,
2545.564,213.59334,
2542.653,223.47735,
2539.743,218.26671,
2536.832,190.76705,
2533.922,215.43577,
2531.011,208.57458,
2528.100,207.23123,
2525.190,221.5045,
2522.279,216.96843,
2519.369,200.90818,
2516.458,199.07259,
2513.548,223.66107,
2510.637,208.85465,
2507.726,226.06366,
2504.816,211.37359,
2501.905,219.66829,
2498.995,215.86388,
2496.084,226.06406,
2493.173,226.25612,
2490.263,224.99564,
2487.352,233.29113,
2484.442,224.48582,
