,PL947F~1,
Wavenumbers [1/cm],Intensity,
3014.167,-1.75,
3011.256,2.9000322,
3008.346,92.951345,
3005.435,82.136929,
3002.525,99.590045,
2999.614,99.814954,
2996.704,114.65722,
2993.793,105.75461,
2990.882,105.63929,
2987.972,125.12892,
2985.061,105.24015,
2982.151,126.10211,
2979.240,118.48002,
2976.329,135.49863,
2973.419,144.35757,
2970.508,152.94998,
2967.598,143.19859,
2964.687,135.62228,
2961.777,141.19008,
2958.866,163.58878,
2955.955,153.97345,
2953.045,160.6348,
2950.134,165.18585,
2947.224,157.18947,
2944.313,190.59829,
2941.403,189.64279,
2938.492,195.37736,
2935.581,198.8144,
2932.671,189.17277,
2929.760,197.36922,
2926.850,211.20489,
2923.939,197.25,
2921.028,210.35013,
2918.118,199.13162,
2915.207,192.82571,
2912.297,206.13575,
2909.386,201.25,
2906.476,197.21911,
2903.565,210.42853,
2900.654,192.86173,
2897.744,194.32543,
2894.833,197.36346,
2891.923,180.27559,
2889.012,166.74133,
2886.102,183.77298,
2883.191,156.26888,
2880.280,126.41745,
2877.370,-11.063614,
2874.459,-54.039373,
2871.549,8.2377443,
2868.638,143.48499,
2865.727,161.19616,
2862.817,182.75132,
2859.906,190.02208,
2856.996,197.70698,
2854.085,229.25634,
2851.175,212.34637,
2848.264,212.4705,
2845.353,184.11268,
2842.443,222.8507,
2839.532,189.65318,
2836.622,211.73307,
2833.711,204.30181,
2830.801,214.24265,
2827.890,200.16608,
2824.979,206.87993,
2822.069,227.22726,
2819.158,222.58962,
2816.248,217.50289,
2813.337,228.82685,
2810.427,199.50757,
2807.516,199.35797,
2804.605,209.22836,
2801.695,209.21053,
2798.784,219.65862,
2795.874,212.68537,
2792.963,206.89287,
2790.052,216.24807,
2787.142,216.15796,
2784.231,206.21897,
2781.321,216.24424,
2778.410,204.98476,
2775.500,211.01586,
2772.589,208.28899,
2769.678,219.03497,
2766.768,218.19174,
2763.857,227.77601,
2760.947,222.23109,
2758.036,227.72139,
2755.126,224.29274,
2752.215,235.65453,
2749.304,249.07912,
2746.394,241.22787,
2743.483,235.04996,
2740.573,233.37828,
2737.662,218.69674,
2734.751,222.48298,
2731.841,236.73718,
2728.930,231.59742,
2726.020,245.14815,
2723.109,242.49758,
2720.199,252.23133,
2717.288,246.68796,
2714.377,246.8959,
2711.467,256.90604,
2708.556,231.78221,
2705.646,236.46131,
2702.735,251.59021,
2699.825,252.86998,
2696.914,269.10776,
2694.003,253.27764,
2691.093,255.78551,
2688.182,262.46926,
2685.272,260.93137,
2682.361,250.55022,
2679.450,243.78908,
2676.540,255.1687,
2673.629,252.57735,
2670.719,261.03096,
2667.808,266.15273,
2664.898,259.54864,
2661.987,265.51671,
2659.076,263.75862,
2656.166,277.50554,
2653.255,257.80103,
2650.345,255.35345,
2647.434,270.93591,
2644.524,282.88311,
2641.613,288.87854,
2638.702,274.47093,
2635.792,278.25,
2632.881,274.78577,
2629.971,280.97489,
2627.060,268.74782,
2624.149,278.44064,
2621.239,274.51038,
2618.328,277.33477,
2615.418,279.25,
2612.507,280.4911,
2609.597,284.88273,
2606.686,288.75604,
2603.775,302.76984,
2600.865,303.77902,
2597.954,294.68123,
2595.044,300.27657,
2592.133,289.35823,
2589.223,294.27422,
2586.312,310.95852,
2583.401,314.76093,
2580.491,302.71636,
2577.580,303.21039,
2574.670,284.50801,
2571.759,309.26027,
2568.848,296.02337,
2565.938,325.39306,
2563.027,299.71363,
2560.117,305.42758,
2557.206,302.72971,
2554.296,310.13101,
2551.385,301.63811,
2548.474,324.69461,
2545.564,335.99676,
2542.653,333.88087,
2539.743,338.38555,
2536.832,324.98458,
2533.922,329.96615,
2531.011,322.42414,
2528.100,335.92243,
2525.190,334.52746,
2522.279,336.10931,
2519.369,330.83505,
2516.458,310.79533,
2513.548,332.42226,
2510.637,325.29521,
2507.726,337.50278,
2504.816,328.68743,
2501.905,337.17744,
2498.995,325.10129,
2496.084,349.95729,
2493.173,326.43377,
2490.263,332.80031,
2487.352,341.33187,
2484.442,325.37632,
2481.531,339.30318,
2478.621,340.25,
2475.710,368.15799,
2472.799,352.30386,
2469.889,340.73477,
2466.978,347.74478,
2464.068,360.78443,
2461.157,359.17495,
2458.247,366.39705,
2455.336,382.39679,
2452.425,345.78297,
2449.515,356.35396,
2446.604,362.83987,
2443.694,360.25,
2440.783,367.53716,
2437.872,373.81242,
2434.962,358.30991,
2432.051,354.07729,
2429.141,351.28542,
2426.230,363.14175,
2423.320,396.42179,
2420.409,377.84622,
2417.498,387.8062,
2414.588,372.9079,
2411.677,385.17828,
2408.767,386.79134,
2405.856,405.22377,
2402.946,387.55295,
2400.035,393.23123,
2397.124,385.72057,
2394.214,403.628,
2391.303,381.49323,
2388.393,348.8267,
2385.482,356.63313,
2382.571,355.69236,
2379.661,364.85489,
2376.750,363.66612,
2373.840,427.88103,
2370.929,406.62904,
2368.019,406.90087,
2365.108,409.55105,
2362.197,414.48558,
2359.287,424.41825,
2356.376,437.23415,
2353.466,416.46234,
2350.555,407.32479,
2347.645,401.21026,
2344.734,411.1302,
2341.823,423.08417,
2338.913,433.25,
2336.002,431.76676,
2333.092,432.06604,
2330.181,444.05816,
2327.270,428.35011,
2324.360,438.6533,
2321.449,440.28061,
2318.539,440.29282,
2315.628,448.52698,
2312.718,455.6663,
2309.807,465.72819,
2306.896,464.94326,
2303.986,446.73055,
2301.075,451.25,
2298.165,442.47099,
2295.254,438.29309,
2292.344,454.67327,
2289.433,452.63228,
2286.522,478.08472,
2283.612,486.10969,
2280.701,489.44281,
2277.791,464.40843,
2274.880,448.52992,
2271.969,467.34465,
2269.059,481.74593,
2266.148,468.09307,
2263.238,458.45077,
2260.327,488.80153,
2257.417,474.94333,
2254.506,496.48648,
2251.595,486.97736,
2248.685,493.92686,
2245.774,492.14025,
2242.864,495.74125,
2239.953,513.83627,
2237.043,498.74322,
2234.132,494.35129,
2231.221,505.90897,
2228.311,523.29766,
