,PL7C30~1,
Wavenumbers [1/cm],Intensity,
3014.167,-0.5,
3011.256,0.60002147,
3008.346,103.7878,
3005.435,114.77209,
3002.525,126.91499,
2999.614,119.01561,
2996.704,127.36701,
2993.793,121.87154,
2990.882,128.45418,
2987.972,142.42433,
2985.061,127.05665,
2982.151,133.54538,
2979.240,147.09694,
2976.329,160.49454,
2973.419,155.94621,
2970.508,162.74995,
2967.598,160.97791,
2964.687,171.45516,
2961.777,163.44008,
2958.866,181.49555,
2955.955,193.57079,
2953.045,194.76622,
2950.134,190.28717,
2947.224,186.3256,
2944.313,220.34259,
2941.403,225.76186,
2938.492,235.3401,
2935.581,226.09141,
2932.671,233.82191,
2929.760,243.5,
2926.850,255.82068,
2923.939,243.45793,
2921.028,255.89417,
2918.118,251.53778,
2915.207,239.97476,
2912.297,244.5,
2909.386,248.31022,
2906.476,226.70228,
2903.565,239.9674,
2900.654,241.2179,
2897.744,236.62572,
2894.833,241.55164,
2891.923,220.71469,
2889.012,222.62717,
2886.102,207.64731,
2883.191,181.51982,
2880.280,142.95931,
2877.370,-19.865883,
2874.459,-125.04693,
2871.549,-0.064733393,
2868.638,164.78239,
2865.727,177.39996,
2862.817,204.70053,
2859.906,212.98148,
2856.996,239.92981,
2854.085,252.85924,
2851.175,240.28614,
2848.264,248.92166,
2845.353,235.80194,
2842.443,246.30557,
2839.532,240.72389,
2836.622,241.19661,
2833.711,239.5,
2830.801,239.5,
2827.890,239.04196,
2824.979,237.93202,
2822.069,250.60235,
2819.158,257.21967,
2816.248,257.98263,
2813.337,255.5,
2810.427,252.63223,
2807.516,238.55766,
2804.605,254.80047,
2801.695,242.15791,
2798.784,247.42608,
2795.874,246.34431,
2792.963,251.4284,
2790.052,254.4985,
2787.142,261.05269,
2784.231,251.88822,
2781.321,250.1857,
2778.410,251.30963,
2775.500,255.67069,
2772.589,258.5,
2769.678,264.06994,
2766.768,264.81844,
2763.857,251.81792,
2760.947,269.5,
2758.036,274.58283,
2755.126,265.07692,
2752.215,269.64569,
2749.304,279.52159,
2746.394,278.07662,
2743.483,287.49995,
2740.573,279.64373,
2737.662,276.39349,
2734.751,275.59229,
2731.841,275.17583,
2728.930,265.58455,
2726.020,295.1684,
2723.109,278.76834,
2720.199,285.5,
2717.288,287.67518,
2714.377,297.33738,
2711.467,297.94285,
2708.556,287.5,
2705.646,295.95073,
2702.735,299.32216,
2699.825,295.3473,
2696.914,311.40501,
2694.003,300.19755,
2691.093,311.35681,
2688.182,309.37333,
2685.272,309.14581,
2682.361,287.58843,
2679.450,299.02667,
2676.540,284.84551,
2673.629,297.8498,
2670.719,295.63864,
2667.808,309.91637,
2664.898,309.53891,
2661.987,303.43316,
2659.076,311.33835,
2656.166,319.54766,
2653.255,319.16327,
2650.345,312.03539,
2647.434,306.98643,
2644.524,328.0947,
2641.613,332.52891,
2638.702,324.72093,
2635.792,325.65653,
2632.881,328.69634,
2629.971,334.24498,
2627.060,316.66469,
2624.149,338.47187,
2621.239,328.96739,
2618.328,305.13581,
2615.418,320.49546,
2612.507,327.46441,
2609.597,334.13273,
2606.686,332.30522,
2603.775,334.86111,
2600.865,333.14845,
2597.954,353.02086,
2595.044,344.49114,
2592.133,335.49352,
2589.223,355.24739,
2586.312,353.52511,
2583.401,355.35765,
2580.491,349.32212,
2577.580,353.4967,
2574.670,349.2861,
2571.759,351.7577,
2568.848,354.38396,
2565.938,366.40477,
2563.027,366.59772,
2560.117,361.50933,
2557.206,359.30812,
2554.296,365.754,
2551.385,360.82208,
2548.474,392.61153,
2545.564,362.76622,
2542.653,378.03691,
2539.743,378.47535,
2536.832,366.90747,
2533.922,389.59462,
2531.011,396.04995,
2528.100,394.30138,
2525.190,391.5,
2522.279,408.18686,
2519.369,376.06637,
2516.458,357.94051,
2513.548,388.29042,
2510.637,380.8689,
2507.726,387.74907,
2504.816,387.68715,
2501.905,407.41281,
2498.995,388.7541,
2496.084,408.19338,
2493.173,393.13112,
2490.263,418.99384,
2487.352,393.83387,
2484.442,404.06316,
2481.531,403.12773,
2478.621,420.30103,
2475.710,436.33898,
2472.799,409.82742,
2469.889,399.28672,
2466.978,422.37614,
2464.068,418.92325,
2461.157,428.92251,
2458.247,429.05885,
2455.336,429.20254,
2452.425,403.42922,
2449.515,432.99065,
2446.604,427.33417,
2443.694,413.40708,
2440.783,443.83897,
2437.872,430.79172,
2434.962,436.13595,
2432.051,442.17925,
2429.141,454.07649,
2426.230,448.82596,
2423.320,459.38547,
