,PLE832~1,
Raman shift [1/cm],Intensity,
3014.167,-1.25,
3011.256,0.54995705,
3008.346,294.93566,
3005.435,381.59806,
3002.525,391.54251,
2999.614,419.5214,
2996.704,420.46752,
2993.793,424.74078,
2990.882,445.87206,
2987.972,444.8509,
2985.061,467.4101,
2982.151,491.00548,
2979.240,511.81463,
2976.329,528.76092,
2973.419,558.61188,
2970.508,549.06664,
2967.598,573.75361,
2964.687,601.86889,
2961.777,620.71591,
2958.866,600.4231,
2955.955,637.28092,
2953.045,653.08784,
2950.134,677.26019,
2947.224,681.57919,
2944.313,691.92949,
2941.403,739.56022,
2938.492,728.84483,
2935.581,753.23334,
2932.671,737.11485,
2929.760,764.42308,
2926.850,776.22744,
2923.939,770.82473,
2921.028,805.70311,
2918.118,803.75,
2915.207,799.04108,
2912.297,817.65691,
2909.386,829.99086,
2906.476,847.55618,
2903.565,824.92853,
2900.654,808.58518,
2897.744,824.69971,
2894.833,813.32746,
2891.923,817.34621,
2889.012,801.95809,
2886.102,798.52163,
2883.191,796.74906,
2880.280,784.80262,
2877.370,763.96512,
2874.459,755.15264,
2871.549,804.03982,
2868.638,817.15825,
2865.727,841.50774,
2862.817,828.12165,
2859.906,832.54772,
2856.996,841.73641,
2854.085,828.90543,
2851.175,846.27409,
2848.264,860.59333,
2845.353,840.57746,
2842.443,836.34373,
2839.532,815.3621,
2836.622,818.68815,
2833.711,810.12048,
2830.801,817.64191,
2827.890,832.93706,
2824.979,828.82401,
2822.069,832.81823,
2819.158,845.21092,
2816.248,851.26737,
2813.337,849.27562,
2810.427,841.09573,
2807.516,837.17453,
2804.605,854.59854,
2801.695,835.23686,
2798.784,870.45838,
2795.874,861.34106,
2792.963,844.67862,
2790.052,846.74979,
2787.142,835.06569,
2784.231,826.16925,
2781.321,825.31574,
2778.410,829.60026,
2775.500,840.59896,
2772.589,883.74848,
2769.678,868.64075,
2766.768,866.38688,
2763.857,856.27794,
2760.947,863.20902,
2758.036,866.06853,
2755.126,886.84188,
2752.215,900.53642,
2749.304,894.28239,
2746.394,879.80846,
2743.483,884.3,
2740.573,893.62172,
2737.662,904.70859,
2734.751,897.96327,
2731.841,906.72252,
2728.930,878.87285,
2726.020,896.65336,
2723.109,906.86342,
2720.199,923.41553,
2717.288,932.94343,
2714.377,912.3336,
2711.467,918.29067,
2708.556,945.78158,
2705.646,931.55275,
2702.735,944.09537,
2699.825,951.34816,
2696.914,954.84547,
2694.003,949.75,
2691.093,947.51775,
2688.182,940.93148,
2685.272,969.8382,
2682.361,950.50873,
2679.450,967.49069,
2676.540,969.77032,
2673.629,959.46755,
2670.719,958.5892,
2667.808,985.97183,
2664.898,974.25682,
2661.987,983.51721,
2659.076,988.16596,
2656.166,997.63743,
2653.255,996.45578,
2650.345,990.75,
2647.434,1003.351,
2644.524,1032.8699,
2641.613,1007.0926,
2638.702,1040.1345,
2635.792,1011.9703,
2632.881,1005.5237,
2629.971,1034.1797,
2627.060,1010.2466,
2624.149,1033.6156,
2621.239,1023.4896,
2618.328,1042.6479,
2615.418,1022.0636,
2612.507,1034.4733,
2609.597,1042.1991,
2606.686,1066.3986,
2603.775,1083.0278,
2600.865,1077.279,
2597.954,1082.8458,
2595.044,1094.0007,
2592.133,1109.6926,
2589.223,1113.0995,
2586.312,1115.4787,
2583.401,1108.6661,
2580.491,1114.1346,
2577.580,1099.7517,
2574.670,1107.6684,
2571.759,1125.1995,
2568.848,1118.1643,
2565.938,1119.7975,
2563.027,1125.725,
2560.117,1107.3107,
2557.206,1150.4732,
2554.296,1144.7797,
2551.385,1140.5519,
2548.474,1149.1578,
2545.564,1152.9083,
2542.653,1160.854,
2539.743,1180.8363,
2536.832,1169.9743,
2533.922,1150.0812,
2531.011,1174.5997,
2528.100,1177.2866,
2525.190,1173.1217,
2522.279,1206.3279,
2519.369,1193.8257,
2516.458,1193.0892,
2513.548,1192.4683,
2510.637,1185.7337,
2507.726,1197.0028,
2504.816,1193.2506,
2501.905,1194.3152,
2498.995,1210.5263,
2496.084,1219.6838,
2493.173,1211.6447,
2490.263,1205.9636,
2487.352,1226.2107,
2484.442,1255.4781,
2481.531,1250.5425,
2478.621,1237.3234,
2475.710,1258.9034,
2472.799,1277.0236,
2469.889,1275.6281,
2466.978,1245.1112,
2464.068,1290.1682,
2461.157,1262.4401,
2458.247,1272.3679,
2455.336,1292.1551,
2452.425,1272.7028,
2449.515,1274.3446,
2446.604,1297.031,
2443.694,1321.2385,
2440.783,1318.8919,
2437.872,1352.5467,
2434.962,1327.0541,
2432.051,1334.9967,
2429.141,1317.6324,
2426.230,1349.3379,
2423.320,1388.7367,
2420.409,1349.1538,
2417.498,1373.8961,
2414.588,1368.7653,
2411.677,1351.5349,
2408.767,1349.2913,
2405.856,1377.5737,
2402.946,1401.1727,
2400.035,1397.3556,
2397.124,1383.6484,
2394.214,1391.7232,
2391.303,1420.5454,
2388.393,1416.129,
2385.482,1396.2347,
2382.571,1409.2052,
2379.661,1432.7034,
2376.750,1445.6441,
2373.840,1428.9251,
2370.929,1444.5226,
2368.019,1455.2919,
2365.108,1462.5406,
2362.197,1477.487,
2359.287,1481.1617,
2356.376,1488.7342,
2353.466,1497.221,
2350.555,1470.4547,
2347.645,1463.6705,
2344.734,1486.6625,
2341.823,1487.8163,
2338.913,1513.9008,
2336.002,1525.1425,
2333.092,1517.267,
2330.181,1545.8574,
2327.270,1547.97,
2324.360,1529.3632,
2321.449,1531.9949,
2318.539,1530.0497,
2315.628,1550.7244,
2312.718,1570.5319,
2309.807,1548.9607,
2306.896,1585.6952,
2303.986,1565.6201,
2301.075,1571.0691,
2298.165,1542.6244,
2295.254,1561.1683,
2292.344,1582.3225,
2289.433,1601.7114,
2286.522,1592.7768,
2283.612,1599.2704,
2280.701,1619.9249,
2277.791,1601.9942,
2274.880,1651.6841,
2271.969,1636.75,
2269.059,1649.0388,
2266.148,1681.366,
2263.238,1705.0434,
2260.327,1704.06,
2257.417,1678.6622,
2254.506,1717.391,
2251.595,1711.3319,
2248.685,1718.9538,
2245.774,1728.3543,
2242.864,1714.3984,
2239.953,1723.2948,
2237.043,1743.57,
2234.132,1773.3448,
2231.221,1774.0136,
2228.311,1787.9278,
2225.400,1793.3973,
2222.490,1818.9064,
2219.579,1841.9814,
2216.669,1858.7548,
2213.758,1849.2703,
2210.847,1910.0396,
2207.937,1905.6051,
2205.026,1936.5273,
2202.116,1962.5493,
2199.205,1996.9874,
2196.294,2017.8579,
2193.384,2074.6696,
2190.473,2098.6139,
2187.563,2191.9917,
2184.652,2256.6606,
2181.742,2374.436,
2178.831,2525.5402,
2175.920,2693.8557,
2173.010,2883.8855,
2170.099,3061.2689,
2167.189,3334.2784,
2164.278,3578.3249,
2161.368,3829.4568,
2158.457,4081.1842,
2155.546,4317.4569,
2152.636,4549.2602,
2149.725,4711.2868,
2146.815,4872.8448,
2143.904,4893.6645,
2140.993,4930.8452,
2138.083,4917.3246,
2135.172,4860.9263,
2132.262,4773.4067,
2129.351,4668.0496,
2126.441,4502.7399,
2123.530,4233.7521,
2120.619,4032.8428,
2117.709,3808.9823,
2114.798,3523.7989,
2111.888,3276.4042,
2108.977,3053.1473,
2106.067,2847.309,
2103.156,2680.8134,
2100.245,2535.7092,
2097.335,2462.4411,
2094.424,2382.3627,
2091.514,2320.3925,
2088.603,2280.8285,
2085.692,2248.3893,
2082.782,2230.3044,
2079.871,2184.4268,
2076.961,2190.7813,
2074.050,2173.4591,
2071.140,2156.1647,
2068.229,2096.0221,
2065.318,2095.219,
2062.408,2087.8256,
2059.497,2056.2976,
2056.587,2031.6571,
2053.676,2027.1168,
2050.766,1997.2134,
2047.855,1999.7468,
2044.944,2032.2869,
2042.034,2019.195,
2039.123,1992.1069,
2036.213,1979.8812,
2033.302,1991.8806,
2030.391,1991.1227,
2027.481,1976.4087,
2024.570,2014.4203,
2021.660,2016.1639,
2018.749,2018.3199,
2015.839,2026.6968,
2012.928,1986.6007,
2010.017,2000.6056,
2007.107,2024.7705,
2004.196,2020.0596,
2001.286,2004.955,
1998.375,1965.874,
1995.465,1955.9634,
1992.554,1969.7734,
1989.643,1969.8191,
1986.733,1981.593,
1983.822,1931.6747,
1980.912,1967.2945,
1978.001,1962.9281,
1975.090,1969.8996,
1972.180,1975.2686,
1969.269,1945.5977,
1966.359,1950.3178,
1963.448,1975.5519,
1960.538,1958.2162,
1957.627,1988.4157,
1954.716,1921.8471,
1951.806,1972.4648,
1948.895,1929.6427,
1945.985,1934.5245,
1943.074,1928.9087,
1940.164,1916.0767,
1937.253,1898.9021,
1934.342,1911.8356,
1931.432,1918.8636,
1928.521,1881.0332,
1925.611,1846.6138,
1922.700,1884.279,
1919.790,1875.941,
1916.879,1923.9138,
1913.968,1871.8189,
1911.058,1906.3055,
1908.147,1876.134,
1905.237,1910.9045,
1902.326,1912.2804,
1899.415,1852.6549,
1896.505,1878.0634,
1893.594,1909.1982,
1890.684,1904.7109,
1887.773,1899.1463,
1884.863,1901.6475,
1881.952,1885.4976,
1879.041,1903.9577,
1876.131,1897.9056,
1873.220,1900.8518,
1870.310,1917.5302,
1867.399,1845.9335,
1864.489,1871.3606,
1861.578,1863.2444,
1858.667,1882.8847,
1855.757,1915.54,
1852.846,1929.5141,
1849.936,1921.1234,
1847.025,1913.0906,
1844.114,1961.5076,
1841.204,1966.5367,
1838.293,1978.2625,
1835.383,1978.401,
